November_4,May_4,June_5,May_9,May_10,May_3,June_4,August_3,April_5,May_5,October_4,October_2,May_2,July_2,December_3,April_4,April,December_2,April_6,August,February_3,December,August_8,May_7,March_5,November_8,February,April_2,April_7,August_2,March_6,September,April_3,October,August_7,July_4,March_4,May_8,May,November_5,August_6,November_2,March_7,February_2,May_6,June_2,July_3,March_2,October_3,July,March_3,April_8,November_7,November_3,June,March,November_6,May_12,May_11,August_4,June_3,April_9,September_2,August_5,November
0.09285763686262419,0.06574109683791252,-0.5079006274406486,-0.6767930055402374,-0.3373099836022912,0.03368582305868756,0.11176071751265132,-0.03220935149468918,-0.5700609618944126,0.48807166067249597,0.573017122609471,-0.41255101191470794,-0.9135082738817608,-0.1367153392074321,0.4565700556635941,-0.1558800563529801,0.4691017627983147,-0.1429295358054202,-0.008383377800837394,0.4230204933301883,0.06140164081209187,-0.3396392111435585,0.11418372632082618,-0.7087996279898483,0.7953484700865581,0.17240591435552827,0.6730551029376632,-0.7330177487727944,-0.348152278708135,0.15349127458591832,0.2996459883202918,0.7696763324862177,0.7810868749713419,0.008638298028347632,0.5012187296936409,0.3302249468772266,-1.4165707534202234,-0.5134849280904162,0.39619388308665676,-0.9225834431672564,-0.8780505488126382,0.46261780975247097,0.21758627047776055,0.00873537088609716,0.4685152854557059,-0.4118593864196286,0.8416631131120687,-0.5026809414089051,-0.5608788516898888,-0.3005947013782028,-0.2708758033366754,-0.4075666901530148,-0.12790105932977153,-0.32080156681903355,-0.16835218305056635,0.03597411887982509,0.9638246947975908,-0.21409237433538714,-0.3169768878200449,-0.75899418803519,0.23084302493984019,0.45243346889369684,-0.39000166661290736,-0.45271770339100054,-0.9903051357265773
0.09285763686262419,0.06165803303253392,-0.5079006274406486,-0.21339721302672982,-0.29000351752375725,-0.016299255809797568,0.11176071751265132,-0.03220935149468918,-0.6100545018561601,0.1473223734101462,0.573017122609471,-0.41255101191470794,-0.6821543035588382,-0.1367153392074321,0.4565700556635941,-0.19097785183205124,0.9494135183847615,-0.1429295358054202,-0.012246439167672575,0.4230204933301883,-0.3236266878608449,-0.3396392111435585,0.11418372632082618,-0.4468035829905488,0.3128421200555606,0.17240591435552827,0.36382862081624057,-0.7371884825763537,-0.7255752539742257,0.15349127458591832,0.4173440418720225,0.7696763324862177,0.41493269192072935,0.008638298028347632,0.5012187296936409,0.3302249468772266,-0.11307514741580241,-0.7469964070921827,0.23818254705374658,-0.9225834431672564,-0.8780505488126382,0.46261780975247097,0.5431360685897054,-0.08468811648583235,0.9769130865180766,-0.4118593864196286,0.8416631131120687,-0.30345158842738873,-0.5608788516898888,-0.3005947013782028,0.04407764522796287,-0.3861215723264313,-0.12790105932977153,-0.32080156681903355,-0.16835218305056635,0.10122912238576887,0.9638246947975908,-0.1192661944205694,-0.5679001528169176,-0.75899418803519,0.23084302493984019,0.623135702528227,-0.39000166661290736,-0.45271770339100054,-0.9903051357265773
-0.14459052219539878,0.022404018322471783,-0.34342492669328434,0.3762178152200521,-0.08595347308845644,-0.4636743813746105,0.6288306874960667,0.4068427332226566,-0.4641045177169165,-0.05796388653497453,0.421335296896261,-0.5714845560601367,-0.6953999935913133,-0.036041265975722186,0.24614212749097425,-0.3161329469429279,0.43361382034447205,0.2108560683713799,0.5252372644528666,0.06796775545170422,-0.0835809242360381,-0.37494277130659176,-0.17071127532045494,-0.7653815592471837,0.3991877546419741,0.3406965131170955,0.2520590722120799,-0.5982088924801868,-0.8423064826475508,0.4071264881741543,0.5361937182850208,0.641190986456163,0.20893685360713699,0.8142907870298989,0.1442254675020791,0.31320659601745277,-0.16200178345180385,-0.6900122399415265,-0.3984000003739673,-0.5052122160697566,-0.7404854702191996,0.24779541424469473,0.2279363913473852,-0.31885959219380183,0.20976298743851374,-0.05709498065673542,0.7071944735478993,-0.32972520381827014,-0.41343598016435157,-0.061890094970249346,-0.23502307317296448,-0.3053257469013524,-0.39656009589623975,-0.3480546512021579,0.12572581570216762,0.5574163418635835,0.7012405968273063,-0.23533924489740737,-0.9115791243971507,-0.47456745623438357,0.5016301197535604,0.580641432293354,-0.15989315823408978,-0.03506489269584806,-0.39590564181347093
0.21133759395540797,0.27788945409005755,-0.25638340179511876,-0.14340295374436401,-0.1618275104169125,-0.30033783109081924,0.3615716699053314,-0.04207807799375547,-0.46485105896467216,-0.21901246542801822,0.38692213566381445,-0.44870951382172436,-0.5455069696044607,-0.11846618040765856,0.04428512189566025,-0.7073368662377282,0.8030187490520915,-0.13406681948193044,1.2989486026658188,0.5918129607602735,0.31107264343784813,-0.1110838949680548,-0.2818789973816056,-0.5178732715493112,0.6161310166367324,0.34020608367209554,0.3055569632127835,-1.1196768182471875,-1.0390271358175442,-0.40298311471382564,0.322072422502332,0.8445353577256752,0.0390832790430198,0.21798368763156956,0.21172454427455506,-0.21885919520091282,-0.8688058602271582,-0.4909214651707001,0.2881831896008267,-0.26731392783125024,-0.7774422893066175,0.13878526375447275,0.08609890279867272,-0.4407059610491392,0.6955714773226074,-0.4048828793839513,0.4168482929883538,-0.6829620557315703,-0.5164073366624207,-0.08929504370996827,-0.2048909324331783,-0.228640823167717,-0.7676624718841806,-0.3861333767465299,-0.1423609522069825,-0.23333610549234246,0.6593361631776142,-0.10380866816844313,-0.5279815172233393,-0.16867623906729481,0.37707669683503425,0.5254500224478612,-0.2611312581362188,-0.20071345258819867,-0.024761510429943914
0.22719880744472531,0.2212166145152404,-0.3337272304182663,0.5150695552014217,-0.05590495728284772,-0.4442150820424008,0.13181925775549552,0.23960148435161913,-0.11249768007402798,0.02006193238822357,0.2701473366568027,0.001681752199146,-0.7608339337438302,0.21479341189433312,0.06160275891669939,-0.3270086884239928,0.43247639711896935,-0.021562357814172893,0.34929111427939663,0.848634236574166,0.056287430705862625,-0.09479004868006996,0.013463297012552444,-0.23839094647578618,0.4496415289198894,0.49308334834195483,0.15651370341929793,-0.86696979219581,-0.13259547962283805,-0.2993987850089915,0.3005527785453226,0.5765219157443966,-0.15442020310970317,0.7047857481022217,0.38120324320311527,0.057215321093433066,-1.0691923412559607,-0.4204339236745319,-0.031162362999925523,-0.9372223377629468,-1.0463970712177788,-0.23620091224817613,0.10802170839729205,-0.47687098885833645,0.7236814830155619,-0.26074879864391765,0.49373945469298713,-0.46189552602457873,-0.9530615993756131,-0.42164038067043363,0.08898642439346732,-0.6584557841365747,-0.25128321284041966,0.05632939503166421,-0.08740451834437948,0.11773001085660234,0.7591690030167167,-0.14118555267145472,-0.697662390789316,-0.3272053569860721,0.3650468397770966,0.3866784005142137,-0.26885500168442755,-0.13126268544396721,-0.3486306686922652
0.489400031166139,0.05591294960297244,-0.30139751461894815,-0.5389509702620384,-0.2029064630490224,-0.05420872391918413,-0.3966153264924236,-0.3170775658916537,-0.461748614570812,0.04038444821102087,0.8006994498550186,-0.27716105239803795,-0.6884192464096182,0.2017705426812771,0.16126198775757794,-0.1814518538345548,0.8356028608213558,-0.020165587805001307,0.4104163010414591,0.49151001093473523,0.4788825665180117,-0.4755919303693543,0.009910540864254039,-0.7876696061521266,0.2541051016607225,0.28979746205653467,-0.0965816473934681,-0.8341403230193598,-0.11669399275865003,-0.4166787802363771,0.5616738021207747,1.0455195411539384,-0.04201285033674182,0.012604547565311444,0.10473326651973877,-0.03064346775093971,-0.45557890551653263,-0.7560828898355696,0.2640893535945305,-0.5789231628628653,-1.151642388341229,0.056410067189677775,0.5255938929578341,0.18891439716542358,1.0896404108724038,-0.1336033489095419,0.1641179817707482,-0.4484787014273478,-0.7548616692066704,0.01877998433354741,-0.263780318952067,-1.3370361835912967,-0.9762419408036488,-0.28153443587862825,0.3176205749733507,0.042740269516264175,0.8442258922712538,-0.11833225283908458,-0.6537761054966813,-0.4157575532826198,0.8592657530195132,0.7400505324276971,-0.3771473895418682,-0.26312588516497254,-0.41100633575920587
0.1267461283140952,0.2173555225388672,-0.44302560820216663,0.3228643148961168,-0.197503272216869,-0.2888417719351524,0.4695859135558523,0.22334755239562148,-0.6082926792467191,0.0829093020412279,0.6034457745695988,0.042359453616115615,-0.7827179916641614,-0.23582812889118893,-0.3389801816617713,-0.7192465667822914,0.08968813690486185,0.062379802061130654,0.9975377517665547,0.8116298047091736,-0.3067536788261241,-0.1567207807650417,-0.10236134565320291,-0.7579167070968558,0.7955799855998582,0.7415843516939755,0.058637711147268026,-0.534208936108872,-0.009693428936798767,-0.10583134077474927,0.4336777344514765,0.34064010359912883,-0.09483689971773254,0.9431245789316356,0.16290146806716438,-0.08530853771922962,-0.9549178324476608,-0.6527830713451285,0.4311384411499438,-0.6088533923157653,-0.6884692356553979,-0.32466080808086634,0.332443813504147,-1.1454942435117972,0.1208510892280408,-0.41960708270747105,0.19150468919241032,-0.5627548497408364,-0.600392216064881,0.26864554675150315,-0.018772713781384363,-0.44231286242015505,0.12216744492015469,-0.18716642580326368,0.16357882556908201,0.2153328652524738,0.6387630531193149,-0.02874390168789289,-0.6975431435982703,-0.3194926247602259,0.1691730698413738,0.22257515900242542,0.010913771440021737,0.3284651936704701,-0.43255066233913136
0.23899459688286298,-0.1904886037406115,-0.24782203943770065,-0.21421562235244157,-0.5712123684200092,-0.17043790085187824,0.17980738905992205,-0.4725898158220269,0.06866498226828753,0.14241002580542322,0.7244024096042485,-0.4774128935926989,-0.5377034783205599,0.09029085367324119,0.5313336512219474,-0.32569861100616204,0.9360637001190591,0.004760286286594036,0.24849395665288448,0.23124125995526884,0.37935602469587276,-0.32442893409935836,-0.34943989014633814,-0.5422759385042066,0.5220421804697183,0.3088066331081775,0.33344847824700996,-0.4432376479488651,-0.17226228092928692,-0.45548851455000644,0.7779477156992034,0.8105331117641974,0.24251855978770426,-0.2789859611915944,0.6720436052928678,0.6575590078471165,-1.0514133505471335,-0.4030654592651926,0.3799581238140622,-0.29193473147829085,-1.2027433020809355,0.12899624800461124,0.3301481884005649,-0.8796186706630924,0.031385170090607636,-0.08555606320888559,0.25817731471135497,-0.7862490482103619,-0.7504937781175087,0.6724996079542749,-0.21904614757061758,-0.6370815363102709,-0.9148767647337832,0.043008009338247055,0.534962948549611,0.22439717924201757,0.2657841248805509,0.0008178423093076759,-0.5250663511852129,-0.14128184853219128,0.3406343806313273,0.2705154475694377,-0.3001364541043461,-0.5027700755978906,-0.34029836575622574
0.17901476394156893,0.2635464445761025,-0.46943316967685833,0.1608241616909062,-0.40768042865920806,-0.43603277087778225,0.5778312184291979,0.44941383647035904,-0.4080843426246384,-0.635542630249382,0.5168848132160934,0.01853214207005144,-0.33520180748076606,0.07656926519672322,-0.1443355968626742,-0.1891245600572089,0.9262396063351043,0.042338290394014974,0.03618633030715569,0.8369804269028026,-0.4159802072781583,0.14806630264630238,0.1252376244599436,-0.500162196331062,0.6507289256957988,0.461761126904286,0.7818017201134128,-1.1116830307110124,-0.6066794807280526,0.2218148236407673,0.09577311939826166,0.3735812262449132,0.6575777792035887,0.6589990585872083,0.07076037003797195,-0.06643087090109143,-1.0241298992576047,-0.6618324247054207,0.1723527680686135,-0.6124699326839856,-0.5953862789781433,-0.12720543762668968,0.2653645047392819,-0.38447253349773103,-0.2214697289816929,-0.3653073170272831,0.6404568021687419,-0.6737844634153802,-0.46614126513593385,-0.3338128532551265,-0.32342888482200205,-0.5245543082716728,-0.13535343117362306,-0.5296009804741798,-0.4004515293115645,-0.1307070831642775,0.6607416054199405,-0.14188932664174414,-1.3847778809624516,-0.15545552611250874,0.027015443846386093,0.7329686723611868,-0.007257425697013285,0.054680528831325716,-0.23902656786022952
0.1418831747148824,-0.10460087344881366,-0.5123290575143854,-0.016717628505376787,-0.40387670309285173,-0.3336098473703788,0.5076358995171629,0.1728103455470257,0.04205359419258887,0.5915047863884006,0.04839009843377958,0.08046883303250668,-0.4191339023829814,-0.3906158394913885,0.5241917416649705,-0.43724515118429336,0.2731408085857206,0.007308506278397124,0.5003325216189204,0.5199201403436885,0.05069751632625813,-0.12059704843943103,-0.16047174282719512,-0.8327220724949431,0.7769920185879248,0.19416308197394305,0.19831915286300023,-0.6072754818841452,-0.4087596135275949,-0.04613321719517143,0.28306831417888234,0.5599126153501439,-0.4492810457744226,0.16389324770152125,0.5007293338219241,-0.021098442378045437,-0.9180537364566178,-0.3664314400806636,0.05210814014233859,-0.21598229996130136,-1.2093269220173135,0.09459476673545775,0.26853111914883804,-0.2748856042300659,-0.09168012812161061,-0.34177076116918886,0.5388888716088429,-0.7699805470527352,-0.6455431921640917,-0.03777784104245217,-0.01580853953286833,-0.9722844283382419,-0.17199901747466403,-0.11345199880015122,0.23006737519005893,-0.06236777079937508,0.6864376638776282,-0.22765240752280658,-0.7094134738526918,-0.17706270441433813,0.5261721031317441,0.217513005163836,-0.11902702833054973,-0.42553764885436635,-0.3227953877536185
