May_5,December,May_7,May,April_2,November_3,March_2,May_2,June_4,May_6,August_5,March,November_7,May_8,May_3,May_9,February_5,May_4,June_3,October,August_4,November,July_2,November_5,July_5,January_2,April,June_2,January_6,February_2,January_3,March_3,November_6,February,January_5,September_2,September_3,November_2,August,February_3,January_4,April_5,April_3,July_4,July_6,June,September_4,January,August_3,January_7,April_6,September_5,October_2,November_4,April_4,December_4,July_3,December_2,July,January_8,December_3,March_4,February_4,August_2,September
0.3132003918044188,-0.346315228460923,0.7109756181703247,0.35958147601426793,0.08456003655456525,-0.5967230740894033,-0.5227998243132256,-0.5935719836056483,0.19945064901761933,0.5784304545502873,0.8794567065539766,-0.27916770092760385,-0.33368540558064574,0.2926231448772937,-0.4770993518939053,-0.406881536499779,-0.10049640627897648,-0.4868302220025845,0.32369673729079906,-0.40553902021923216,-0.5606831185422285,0.28243174063367305,-0.10724091591678186,0.3835141416578356,0.016816759743660786,-0.46701119126938995,-0.49980717943867625,0.09088308620452312,-0.5949310409636459,0.13033995996562794,0.1903287157467567,0.036160067195335335,-0.023905069645272784,-0.3881363837250718,-0.4402966247374862,0.46266587057515507,0.5265220937792524,-0.17900993896694664,0.10109497948492371,0.10744735195063168,0.253480267210313,0.29931877231695253,0.08471224892479007,-0.667393376155548,-0.30050463184313597,0.6471483146145108,0.2938585733504737,-0.09409321120430944,-0.014687622364445551,-0.5455451171088636,-0.10780196564817335,0.21596538995319928,0.07828112449178562,0.3159590006920991,-0.09107435643853054,-0.45375341602519953,0.6861757298978877,0.22398788948810822,-0.18155894295634598,-0.05700311113983096,0.0025835643517040027,-0.07804710680142896,-0.25127985324040913,0.035055393624683774,-0.10576444110091739
0.35606167085912294,-0.346315228460923,0.8265218725687149,0.44449443402665256,0.05316172564874963,-0.5967230740894033,-0.3609330050771476,-0.49977472151986624,0.19945064901761933,0.9413953830413307,0.8794567065539766,-0.4862062335309663,-0.33368540558064574,0.1722848128849054,-0.2850791281400198,-0.055219958367716496,-0.18380835209613927,0.20212008524957747,0.32369673729079906,-0.40553902021923216,-0.5606831185422285,0.28243174063367305,-0.10724091591678186,0.3835141416578356,0.016816759743660786,-0.3707555875446741,-0.39268914754390427,0.09088308620452312,-0.6243426733308868,0.2977762991574343,0.11327560977185323,0.05769198799274164,-0.023905069645272784,-0.41758582997801025,-0.4362590637911836,0.46266587057515507,0.5265220937792524,-0.17900993896694664,0.10109497948492371,0.34088368851700984,-0.25926204795997265,0.49034578370108356,0.2590013196389555,-0.667393376155548,-0.30050463184313597,0.6471483146145108,0.2938585733504737,-0.009620805232568086,-0.014687622364445551,-0.43766903949507235,0.00964892773611313,0.21596538995319928,0.07828112449178562,0.3159590006920991,-0.3217742816173274,-0.45375341602519953,0.6861757298978877,0.22398788948810822,-0.18155894295634598,-0.18485521954357056,0.0025835643517040027,-0.0494217491273342,-0.4557970074505059,0.035055393624683774,-0.10576444110091739
0.5999952700824644,-0.4339233308072205,0.5416065911050257,0.006345488325310955,-0.2434893374700263,-0.4851625284402379,-0.23647235181460602,-0.584652630118781,0.09749656150473618,0.840294638967147,0.955607486914934,-0.30051078076933585,-0.23042253263982027,0.15897665288312884,-0.6127475903087659,-0.09055255854045056,0.45720746725817285,-0.4334409036668928,-0.0448726618965421,-0.1774583741540251,-0.6328145146722578,0.28609943668633686,-0.1848385807810979,0.486203379817161,-0.2766586074859811,-0.4552355456778557,-0.17847087126205005,0.06567516394824426,-0.5414692303417175,-0.09869396017892096,-0.056751850235570445,-0.058902677851574645,0.1394013787340372,-0.22427432024610033,-0.4832119238558302,0.4932220021446899,0.5996859489202517,-0.29547772598246735,-0.04058114962688971,-0.02345800743389876,0.16544300244529675,0.41872200568311874,0.06989020532014757,-0.4925605430798662,-0.12099173588890061,0.6098471468707162,0.14420128880043903,-0.1860305547917908,-0.169603773931901,-0.6036424588894438,-0.2291366669771989,0.21803669962616673,0.11652164361838886,0.30606309195800285,-0.05188414725130569,-0.44173091203889975,0.7361865221320979,0.0029528634349426514,-0.3415995602412294,-0.13196978891385852,0.5951770090624681,-0.1209368419048112,-0.30166594690201703,0.12007241760111044,-0.15405361037510532
0.2821795102592151,-0.6968276570102073,0.8655018437503849,0.33836880785437884,-0.006794834291625786,-0.5633713572835094,-0.22825389084825737,-0.5651610071992046,0.2597926924921281,0.5226757014722441,0.6647635590829216,-0.33476765380681794,-0.27890539843264356,0.212149387481012,-0.46739212850614287,-0.11020538948218425,0.2725713185731028,-0.016437186056988587,-0.049026457966609316,0.04274017628050954,-0.2734075891607662,0.1778565843681552,0.021124929079887195,0.43514878316947536,0.06330509317861704,-0.6284274010393711,-0.14914616048310514,-0.08788038141195806,-0.6957009206900361,0.5087835234799221,-0.17032862712744923,0.3536844226997867,0.4192308955227366,-0.20105788012978149,-0.09670870736825522,0.7676411316562131,0.4382739922733269,-0.06985582918636307,-0.11256153138843968,0.21649568803276187,0.27003286117122444,0.3218788456189307,0.281406318340379,-0.506815159857645,-0.39094931975644426,1.1194894087792167,-0.15226529712987935,0.02889604886195045,-0.1881246783330908,-0.1719690681165256,-0.3724922676062994,0.17914247949141338,0.23792163359917323,0.2756873354729887,-0.015432478981818664,-0.5470689668891913,1.0356115736660545,-0.04926158060226399,-0.17837229594464643,-0.3724446437473625,0.4406617523842036,-0.03225930444052471,-0.3173488914063602,-0.12430003115110873,-0.01332130451229143
0.43411418855458483,-0.6135626779160979,0.5577271464514675,0.010837518676264764,-0.2152178022685905,-0.3083928135120411,-0.23725615116887638,-0.4109931327599443,0.16731199723491755,-0.025233383601815068,0.8883294456970439,-0.677955772824496,-0.23724155245830125,0.3564739145807106,-0.19417319872679312,0.009989796955646307,0.10070980315643016,-0.7056005941857256,0.494038862660395,-0.23958489885529674,-0.47232754197831217,0.13763579753126148,-0.0854373488559524,0.5496965411480995,-0.22750251889445788,-0.3663412020449282,-0.24057454554861282,0.1295466897826861,-0.7275771474969656,0.25617350449189824,-0.255388611066976,0.06456549035573167,0.25384159560440267,-0.02351742734941057,-0.3974597372149506,0.6434458455649987,0.3234039515896622,-0.32382150305938406,0.022682370593582114,0.021154650066417313,-0.03730720255893824,0.21654354270803813,0.18886933370665268,-0.3885184713935201,-0.2749325132397711,0.2615099306650296,-0.16873929594985704,-0.03969737509477466,0.04961180563627661,0.03574914504359664,-0.21934796373446924,0.3340657267365851,0.0271051376779122,0.42844973895594507,-0.12493747418188769,-0.896459923232533,0.6477631344909571,-0.020632659498842982,-0.276263059692615,-0.32527705189610523,0.07623779824299541,0.09865261651535463,-0.41244833278643134,-0.11001739111007064,0.1856758556653585
0.4967663068460489,-0.5825464758707879,0.673865300584956,0.3288083919174535,-0.12506111765642686,-0.5456536302806058,-0.21424105871741433,-0.6687744116379634,0.6630799865598785,0.5654617282567133,0.848600210107071,-0.1950875320561074,0.0692248166188735,0.5459799983324474,-0.3203257462776327,-0.15707867743928405,0.015468754413854417,-0.021446505525757324,0.03879847220193536,-0.17501671619554332,-0.4896548087138507,0.1917535079848055,-0.21120343469037683,0.5556470026042819,-0.21273811485093894,-0.2736885194291145,-0.28501748100581326,-0.5658604435462045,-0.9898558570128654,-0.2651223785723186,-0.19952370429603067,0.025279458335792274,-0.09880066073313741,-0.10819337957567379,-0.381093833994977,0.421671838308614,0.3685702885404958,-0.667342557257378,0.2507509893653224,-0.202189717042047,-0.08658522998055487,0.44075919399777624,0.14677288173874486,-0.3023920830434099,-0.24673737401908455,0.43899685600235483,0.4535311084916396,-0.33327868874388017,0.07763536534456492,-0.2615200947451091,-0.08192631835600989,0.11360450465502639,0.5200662219008431,0.019750531903890953,-0.0989004426048157,-0.6926346354316789,0.2942494861239891,-0.06580259160274454,-0.12592017768924801,-0.16863995496477535,0.15151139890470333,-0.08074914440078419,-0.2514163650319971,0.00502036413003467,-0.10114542779079272
0.47962862841808057,-0.6291928476854478,0.3273841113083765,0.5413662301976299,0.22472971422292934,0.071709741727362,-0.044161236988447886,-0.4455033445406533,0.41082896622464476,0.048444771278982154,0.9083534328082661,-0.4466706941073443,-0.4808842216417892,0.5321777008400217,-0.3001634171192753,-0.057550413786623025,0.5126200761330117,-0.29655174821184727,-0.028801122390277444,-0.16213779224634728,-0.4835748845307724,0.165054620992658,-0.1485406077797047,0.19453581978475454,-0.036396244094979574,-0.8691944286212188,-0.2507699324142545,0.11646147418870381,-0.628449159134274,0.05799932282409852,-0.16926542565380234,0.08918197168703551,0.3021781044286931,-0.3757321272554487,0.02597605489674667,0.43590625642528025,0.47228684754824946,-0.2394492844439761,0.23314422468309548,0.2619224317031035,0.3577853402549978,0.36749156892114687,-0.023671977290469014,-0.5281902497605429,-0.42723501509792683,0.6145404206035294,-0.2666181359546762,0.27899873818025006,0.07905918618256286,-0.09629485046061603,-0.1251439257998414,0.27408331705742645,0.24383838592138013,0.4444958989634279,0.01449897737728715,-0.7337311062137057,0.2957619836382605,-0.046479336157038795,-0.1940256633319588,0.29157715747076046,0.6062508645949871,-0.027725958665531972,-0.3056200551885236,-0.30451126581337323,-0.04506314799589009
0.3246344005924432,-0.19732470320051435,0.7248650661732992,0.2683075741717246,-0.0376443286259463,-0.27587783120219633,-0.5165012215960847,-0.45721919780369713,0.5821185639289063,0.6036424577008768,0.3090513286804511,-0.5888173711005931,-0.3480020058274637,0.5085503259756906,-0.22045714414427886,0.14016864727854755,0.4461060059118897,0.01040240087155643,-0.022281675805655363,-0.13706061679968665,-0.7974775179805443,0.016308479765751185,0.10147467930541822,0.35742842960538523,-0.09839826981371383,-0.23064098598025123,0.0037052587157137967,-0.025488202178887448,-0.14004621192766945,0.6077267619188246,-0.1142157297770279,-0.1400974994879603,0.19399073480871265,0.032160237437238295,-0.38325300277056645,0.6185100172207246,0.3235427132842326,-0.5471775391802821,0.358785639901551,0.08992720448041402,0.001076359151231776,0.36325099684614914,-0.07765331517139809,-0.024839141269766787,-0.16051879831850951,0.5066846736451914,0.4114488730781478,-0.3850238974094177,-0.1232233483110463,-0.5271038655772796,-0.10074528773928784,0.10381121279469718,0.25396276408167784,0.5405588184670911,0.04660193548730005,-0.40553756734097396,0.01337756474075194,-0.1204698955609593,-0.1925325377773795,0.20216174744360507,0.29893862752504713,0.299648162817453,-0.08396562639440441,0.14091514389991916,0.29177575544730927
0.4015874378749925,-0.34366321318068344,0.6556900568411919,0.132932242436328,-0.15733878702136356,-0.12437594317295009,-0.11467876780863893,-0.394667189565035,0.09703494857649247,0.41948555104009544,0.8398568887209562,-0.025109137425561312,-0.11130915543611455,0.30657599354486853,-0.2291442541687811,0.056927670967717704,0.18955056328784498,-0.029528569206646746,0.1381388142245903,-0.3779506572165098,-0.379433608643183,0.10051394160087967,-0.10487263077317892,0.17032106395692492,-0.4979730990095489,-0.4550279485270751,-0.1916134574626622,-0.25409262968743584,-0.5707122894059884,0.22584363617856737,0.3378425418677963,0.1588484483904571,0.3125257526919199,-0.13645711806561406,-0.27953374016499055,0.24818299686818385,0.21592625491129608,-0.25682350407407584,0.05657769304092077,0.17240389988291768,-0.10130519186446256,0.3179502546921209,0.051133408703764156,-0.32326114119968963,-0.28546510591781954,0.9497199239648275,-0.2759680390915628,-0.09676202590807573,-0.01964318605226581,-0.3513635798564937,-0.021586323630351498,0.5880693017557153,0.2359862403529679,0.11521147795539917,0.2687067372980099,-0.5840192303375773,0.3224444313332025,-0.23635402812017864,-0.3687610750058386,0.27828917726607,0.5980026384204842,-0.2735052329923791,-0.16678435216759882,-0.043944004947368956,-0.028213235507343882
0.5735961411555478,-0.4678415894555624,0.7118067661069768,0.3708202418884414,-0.10756635133265142,-0.12570109352867564,-0.47974344997214563,-0.48113059892973775,0.0972068469853676,0.16420911883681008,0.751785260574046,-0.45254208898045345,-0.16707022010318687,0.5124887102277078,-0.3791683050334667,0.0385795267401206,0.023905927192695478,0.05335201677971347,0.23862112391151616,-0.2577885652009507,-0.4304873833224483,0.19747067118100764,-0.2295107443859891,0.3691579755393291,-0.30322998256917,-0.33286532389464063,-0.13006955017209726,-0.011581610770664153,-0.34313030768284575,0.2939935007965601,-0.07788505115443176,-0.03303919207464918,-0.16176728235128396,-0.25224745552679406,-0.22794634959190968,0.6822914721341333,0.3341014975019158,-0.3316460687131759,0.09601578216042961,0.2293658091972191,0.08804115033815685,0.1997471732415246,-0.02077549483380442,-0.6922919521912833,-0.35212148854694586,0.30960256107877066,0.1765987120937733,-0.05892849781327825,-0.20935255753682058,-0.456044012109239,-0.08383631842832912,0.3067624868389562,0.593156389968113,0.1887616783172423,0.032374514165675675,-0.3819342375373294,0.41516247896063774,-0.16921163684467622,-0.39870790776515996,0.1326792382260641,0.6335484830642887,-0.1837702210999171,-0.05137816938247455,0.02722785633026596,-0.0487755978597277
