May_8,May_10,May_4,November_2,May,March,July_2,November_6,December_2,August_6,May_11,May_5,February_2,May_6,February_5,November_4,March_2,April_2,February_4,November,May_3,May_9,August_5,May_2,September,August_8,May_7,November_5,January_3,June_2,June,January_4,May_12,September_3,July,February,August_2,January_2,August_9,February_3,October_4,December_4,April_4,March_4,August,July_3,August_4,September_6,April_3,August_3,April,December_3,October_3,August_7,March_3,September_5,September_7,October_2,November_3,December,October,April_5,September_4,January,September_2
0.3132003918044188,0.7109756181703247,-0.2520398195929435,-0.5967230740894033,0.35958147601426793,-0.5227998243132256,0.31993271474920426,-0.33368540558064574,-0.346315228460923,0.8794567065539766,0.2926231448772937,-0.5935719836056483,-0.26901277130138346,-0.4770993518939053,-0.10049640627897648,-0.12405407054186021,0.036160067195335335,0.08471224892479007,-0.1581109368915529,0.28243174063367305,-0.02823597311131287,0.5784304545502873,-0.5606831185422285,-0.2689828599277981,-0.16259632191184195,-0.5454655133505953,-0.4868302220025845,-0.023905069645272784,0.1903287157467567,0.32369673729079906,0.09088308620452312,0.253480267210313,-0.406881536499779,0.46266587057515507,0.6861757298978877,-0.3881363837250718,0.005258719669236495,-0.46701119126938995,-0.2061052639335328,0.13033995996562794,-0.4803871160315252,-0.507984254312754,0.29931877231695253,0.11285747207602627,0.10109497948492371,-0.667393376155548,-0.014687622364445551,0.2938585733504737,-0.09107435643853054,0.035055393624683774,0.1656407922570328,0.22398788948810822,-0.33602109156893084,0.4440298373894038,-0.07804710680142896,-0.29650642297149893,0.21596538995319928,0.07828112449178562,0.3159590006920991,-0.1595316369361303,-0.24294714868176803,-0.10780196564817335,-0.6334070923423681,0.5707613273031082,-0.10576444110091739
0.35606167085912294,0.8265218725687149,0.12997930753505324,-0.5967230740894033,0.44449443402665256,-0.3609330050771476,0.31993271474920426,-0.33368540558064574,-0.346315228460923,0.8794567065539766,0.1722848128849054,-0.49977472151986624,-0.5153165512336917,-0.2850791281400198,-0.18380835209613927,-0.12405407054186021,0.05769198799274164,0.2590013196389555,0.4100658929190226,0.28243174063367305,-0.33641402152883054,0.9413953830413307,-0.5606831185422285,-0.34272013544837554,-0.16259632191184195,-0.5454655133505953,0.20212008524957747,-0.023905069645272784,0.11327560977185323,0.32369673729079906,0.09088308620452312,-0.25926204795997265,-0.055219958367716496,0.46266587057515507,0.6861757298978877,-0.41758582997801025,0.005258719669236495,-0.3707555875446741,-0.2061052639335328,0.2977762991574343,-0.4803871160315252,-0.507984254312754,0.49034578370108356,0.13738506165746875,0.10109497948492371,-0.667393376155548,-0.014687622364445551,0.2938585733504737,-0.3217742816173274,0.035055393624683774,0.1944633890471945,0.22398788948810822,-0.33602109156893084,0.4440298373894038,-0.0494217491273342,-0.29650642297149893,0.21596538995319928,0.07828112449178562,0.3159590006920991,-0.1595316369361303,-0.24294714868176803,0.00964892773611313,-0.6334070923423681,0.22355185531372457,-0.10576444110091739
0.5999952700824644,0.5416065911050257,0.06522457835299308,-0.4851625284402379,0.006345488325310955,-0.23647235181460602,0.12591030474684387,-0.23042253263982027,-0.4339233308072205,0.955607486914934,0.15897665288312884,-0.584652630118781,-0.4615118995127135,-0.6127475903087659,0.45720746725817285,-0.23487228151724437,-0.058902677851574645,0.06989020532014757,0.19861699300108743,0.28609943668633686,-0.11855679280741895,0.840294638967147,-0.6328145146722578,0.2693694340115143,-0.24715964497113796,-0.5599694947165629,-0.4334409036668928,0.1394013787340372,-0.056751850235570445,-0.0448726618965421,0.06567516394824426,0.16544300244529675,-0.09055255854045056,0.4932220021446899,0.7361865221320979,-0.22427432024610033,-0.08498714797672008,-0.4552355456778557,-0.5785416451834745,-0.09869396017892096,-0.15897180685009327,0.011761256108633392,0.41872200568311874,-0.13957318780482175,-0.04058114962688971,-0.4925605430798662,-0.169603773931901,0.14420128880043903,-0.05188414725130569,0.12007241760111044,0.45985364094576653,0.0029528634349426514,-0.3845612075937868,0.4612995775943705,-0.1209368419048112,-0.10736002048824372,0.21803669962616673,0.11652164361838886,0.30606309195800285,-0.00548116900076083,-0.4004316024019457,-0.2291366669771989,-0.6467485950423775,0.08078828803880217,-0.15405361037510532
0.2821795102592151,0.8655018437503849,-0.030860816100567384,-0.5633713572835094,0.33836880785437884,-0.22825389084825737,0.2795264918475947,-0.27890539843264356,-0.6968276570102073,0.6647635590829216,0.212149387481012,-0.5651610071992046,-0.42155568853381387,-0.46739212850614287,0.2725713185731028,-0.05333362634405493,0.3536844226997867,0.281406318340379,0.4371431053513933,0.1778565843681552,-0.12032775676395835,0.5226757014722441,-0.2734075891607662,-0.4736814063814603,-0.253579876142936,-0.42377488231345983,-0.016437186056988587,0.4192308955227366,-0.17032862712744923,-0.049026457966609316,-0.08788038141195806,0.27003286117122444,-0.11020538948218425,0.7676411316562131,1.0356115736660545,-0.20105788012978149,-0.28966501590487675,-0.6284274010393711,-0.38206953798304877,0.5087835234799221,-0.3826415033926264,-0.05095289888039045,0.3218788456189307,-0.08164662712489966,-0.11256153138843968,-0.506815159857645,-0.1881246783330908,-0.15226529712987935,-0.015432478981818664,-0.12430003115110873,0.5923287073706124,-0.04926158060226399,-0.6037057011782783,0.5720071249220848,-0.03225930444052471,-0.1727673877266028,0.17914247949141338,0.23792163359917323,0.2756873354729887,-0.043396560155576615,-0.2692075711997323,-0.3724922676062994,-0.4249154204172093,0.12123553643453003,-0.01332130451229143
0.43411418855458483,0.5577271464514675,-0.20145907624894874,-0.3083928135120411,0.010837518676264764,-0.23725615116887638,0.220342983405658,-0.23724155245830125,-0.6135626779160979,0.8883294456970439,0.3564739145807106,-0.4109931327599443,-0.7327437029920302,-0.19417319872679312,0.10070980315643016,-0.13159249750282861,0.06456549035573167,0.18886933370665268,0.361183331045213,0.13763579753126148,-0.3035972905677567,-0.025233383601815068,-0.47232754197831217,-0.09427063277604475,-0.389574623947328,-0.45642596510085565,-0.7056005941857256,0.25384159560440267,-0.255388611066976,0.494038862660395,0.1295466897826861,-0.03730720255893824,0.009989796955646307,0.6434458455649987,0.6477631344909571,-0.02351742734941057,0.13347605951788555,-0.3663412020449282,-0.5380483632582529,0.25617350449189824,-0.4958210742132226,-0.36325580139683894,0.21654354270803813,-0.1490191989720602,0.022682370593582114,-0.3885184713935201,0.04961180563627661,-0.16873929594985704,-0.12493747418188769,-0.11001739111007064,0.2824677228731713,-0.020632659498842982,-0.16431401082183508,0.7315674738710243,0.09865261651535463,-0.44041840501007334,0.3340657267365851,0.0271051376779122,0.42844973895594507,-0.29728516219017903,-0.7217565806372341,-0.21934796373446924,-0.46665941490186047,-0.05551654074222601,0.1856758556653585
0.4967663068460489,0.673865300584956,-0.14443885407698748,-0.5456536302806058,0.3288083919174535,-0.21424105871741433,0.4397300375753501,0.0692248166188735,-0.5825464758707879,0.848600210107071,0.5459799983324474,-0.6687744116379634,-0.5281807797196724,-0.3203257462776327,0.015468754413854417,0.030214757936826236,0.025279458335792274,0.14677288173874486,0.5243591419234803,0.1917535079848055,-0.3871384067387717,0.5654617282567133,-0.4896548087138507,-0.30366885905661495,-0.3288285794734488,-0.5331781302753417,-0.021446505525757324,-0.09880066073313741,-0.19952370429603067,0.03879847220193536,-0.5658604435462045,-0.08658522998055487,-0.15707867743928405,0.421671838308614,0.2942494861239891,-0.10819337957567379,-0.21015076101787514,-0.2736885194291145,-0.5905693365272504,-0.2651223785723186,-0.317842262847741,-0.2532859633880199,0.44075919399777624,0.005603752291140154,0.2507509893653224,-0.3023920830434099,0.07763536534456492,0.4535311084916396,-0.0989004426048157,0.00502036413003467,0.17683595871788274,-0.06580259160274454,-0.3585057031389009,0.5453314502736465,-0.08074914440078419,-0.29929681698703997,0.11360450465502639,0.5200662219008431,0.019750531903890953,-0.16794121107922472,-0.49484295489791363,-0.08192631835600989,-0.608672589390356,-0.02595379629921439,-0.10114542779079272
0.47962862841808057,0.3273841113083765,0.16163217624044643,0.071709741727362,0.5413662301976299,-0.044161236988447886,0.5794964864370882,-0.4808842216417892,-0.6291928476854478,0.9083534328082661,0.5321777008400217,-0.4455033445406533,-0.4720448111489698,-0.3001634171192753,0.5126200761330117,-0.6241768217603516,0.08918197168703551,-0.023671977290469014,0.26314264783461594,0.165054620992658,0.08977555209987378,0.048444771278982154,-0.4835748845307724,-0.03657566862512408,-0.2404687516881304,-0.025975017825768304,-0.29655174821184727,0.3021781044286931,-0.16926542565380234,-0.028801122390277444,0.11646147418870381,0.3577853402549978,-0.057550413786623025,0.43590625642528025,0.2957619836382605,-0.3757321272554487,-0.2409626390864593,-0.8691944286212188,-0.8010404938844454,0.05799932282409852,-0.14016835659982127,-0.3693408202794726,0.36749156892114687,0.19011889802282156,0.23314422468309548,-0.5281902497605429,0.07905918618256286,-0.2666181359546762,0.01449897737728715,-0.30451126581337323,-0.011933473882721184,-0.046479336157038795,-0.13635273469686313,0.5202123459790466,-0.027725958665531972,-0.5861141878966717,0.27408331705742645,0.24383838592138013,0.4444958989634279,-0.03368541634359538,-0.6761568334801727,-0.1251439257998414,-0.5284272987748807,0.4880236051713962,-0.04506314799589009
0.3246344005924432,0.7248650661732992,-0.06492310520784395,-0.27587783120219633,0.2683075741717246,-0.5165012215960847,0.5679890274856532,-0.3480020058274637,-0.19732470320051435,0.3090513286804511,0.5085503259756906,-0.45721919780369713,-0.6320195004245936,-0.22045714414427886,0.4461060059118897,-0.34449012648815447,-0.1400974994879603,-0.07765331517139809,0.39024964478749447,0.016308479765751185,-0.24051484843386234,0.6036424577008768,-0.7974775179805443,0.0005979781017523139,-0.6885026130262568,0.11200622862728396,0.01040240087155643,0.19399073480871265,-0.1142157297770279,-0.022281675805655363,-0.025488202178887448,0.001076359151231776,0.14016864727854755,0.6185100172207246,0.01337756474075194,0.032160237437238295,-0.10510562124121578,-0.23064098598025123,-0.7652076872955754,0.6077267619188246,-0.49208075273258306,-0.17912144078366016,0.36325099684614914,0.036187155242978664,0.358785639901551,-0.024839141269766787,-0.1232233483110463,0.4114488730781478,0.04660193548730005,0.14091514389991916,0.4445730301442229,-0.1204698955609593,-0.07939607676005374,0.26478768523279334,0.299648162817453,-0.13879895930378008,0.10381121279469718,0.25396276408167784,0.5405588184670911,-0.20288369892524294,-0.2823558699046198,-0.10074528773928784,-0.623631916812033,0.1713891033289056,0.29177575544730927
0.4015874378749925,0.6556900568411919,-0.06911054047136349,-0.12437594317295009,0.132932242436328,-0.11467876780863893,0.03328069068405599,-0.11130915543611455,-0.34366321318068344,0.8398568887209562,0.30657599354486853,-0.394667189565035,-0.09678679160265694,-0.2291442541687811,0.18955056328784498,-0.3007483861257393,0.1588484483904571,0.051133408703764156,-0.03089164699911634,0.10051394160087967,-0.1424255608467565,0.41948555104009544,-0.379433608643183,0.0025585541609177975,-0.2555251506345113,-0.34392921937832693,-0.029528569206646746,0.3125257526919199,0.3378425418677963,0.1381388142245903,-0.25409262968743584,-0.10130519186446256,0.056927670967717704,0.24818299686818385,0.3224444313332025,-0.13645711806561406,-0.046733001438670416,-0.4550279485270751,-0.38462042688326165,0.22584363617856737,-0.4000588650143007,-0.19859167358747326,0.3179502546921209,0.08080490816144209,0.05657769304092077,-0.32326114119968963,-0.01964318605226581,-0.2759680390915628,0.2687067372980099,-0.043944004947368956,0.1486476058581026,-0.23635402812017864,-0.3134754691586047,0.35248518125099887,-0.2735052329923791,-0.4482469252458891,0.5880693017557153,0.2359862403529679,0.11521147795539917,-0.058394289010056166,-0.15673278100709176,-0.021586323630351498,-0.42625464929831947,0.008982150788015085,-0.028213235507343882
0.5735961411555478,0.7118067661069768,-0.10418131208465965,-0.12570109352867564,0.3708202418884414,-0.47974344997214563,0.13514100164080683,-0.16707022010318687,-0.4678415894555624,0.751785260574046,0.5124887102277078,-0.48113059892973775,-0.2521360974193214,-0.3791683050334667,0.023905927192695478,-0.30284888236538143,-0.03303919207464918,-0.02077549483380442,0.08921434823286993,0.19747067118100764,-0.18481602771790404,0.16420911883681008,-0.4304873833224483,-0.041702590262451225,-0.5033978711312097,-0.5351545032473479,0.05335201677971347,-0.16176728235128396,-0.07788505115443176,0.23862112391151616,-0.011581610770664153,0.08804115033815685,0.0385795267401206,0.6822914721341333,0.41516247896063774,-0.25224745552679406,-0.23622712830739456,-0.33286532389464063,-0.3035008831007835,0.2939935007965601,-0.26810187672332564,-0.030683852144133245,0.1997471732415246,0.036527671453687086,0.09601578216042961,-0.6922919521912833,-0.20935255753682058,0.1765987120937733,0.032374514165675675,0.02722785633026596,0.2567484614639371,-0.16921163684467622,-0.537023632691946,0.4628533428381898,-0.1837702210999171,-0.1001604870991468,0.3067624868389562,0.593156389968113,0.1887616783172423,-0.45886077275797255,-0.41488364109527354,-0.08383631842832912,-0.48142000849959615,0.5131738714680962,-0.0487755978597277
