August_4,March_4,August_7,November_5,April_11,May,December_4,April_8,April_9,August_8,July_5,December_3,November_7,December_2,April_7,November_10,August_5,March,March_3,April_10,October,April_5,January_2,November_3,November_2,April_3,June_2,May_5,August_6,July_3,November,April_6,August_9,May_6,August,June_6,February_2,May_4,August_10,July_2,June_4,September,December,January,November_9,November_6,May_7,November_8,February,March_2,August_2,June,May_3,April_4,April,May_2,June_5,January_3,February_3,April_2,August_3,June_3,July,July_4,November_4
-0.7383262553270916,0.3868320343420171,-0.08147568875236676,0.5821922038175377,-0.16589528452569063,0.3545843520856556,-0.3222887552294732,-0.5578063256590458,-0.024204537978133826,-0.316877289612145,-0.16911243968970616,0.15125673744543183,-1.1850999308385255,-0.05588764737571825,0.40287365533546765,0.2473864487752539,0.21294395062607507,-0.5214747318633426,0.07262852770417864,0.4922606221995935,0.06935124984976805,-0.07832897173313882,0.12165779503103616,-0.42820867481288105,-0.181480561103933,-0.10242116520762991,-0.6884262470543235,-0.6670695437621447,-0.7505604014546282,-0.09567078381926282,0.03472537660727867,-0.37791188209439813,-0.49440431976724664,0.03697526242524133,-0.6803445466627951,0.6554918703189438,-0.15379154478077967,-0.591286619126646,-0.4243871681973342,-0.35623143832299625,0.8080947387521557,0.7274052016697162,0.30411856730059467,0.0032979784285665226,-0.47980391380275533,0.34725799261687884,-0.46653062854554833,1.0215679492909355,-0.6422948077754419,0.3359839404187385,-0.5086785577892238,-0.9341674841677522,-0.43060499280827613,0.0544571218087212,0.09617850158383,-0.22343305080769812,0.9136282639139722,1.0305651609354174,-0.7399065541168429,0.1781430246962577,-0.0385402001349477,-0.23365936404757978,0.5437816067282077,-0.36973594490089784,0.27865314178773426
-0.7383262553270916,0.1852370277699928,-0.08147568875236676,0.5821922038175377,-0.21456528903553693,0.43926814665270153,-0.3222887552294732,-0.3518806500303665,-0.14124000270210593,-0.316877289612145,-0.16911243968970616,0.15125673744543183,-1.1850999308385255,-0.05588764737571825,0.9792993342591592,0.2473864487752539,0.21294395062607507,-0.7337676776550959,-0.18859783642127306,0.35304778941750986,0.06935124984976805,0.17879148665944228,0.30162384128313185,-0.42820867481288105,-0.181480561103933,-0.29333596811604645,-0.6884262470543235,-0.0796381687216352,-0.7505604014546282,-0.09567078381926282,0.03472537660727867,-0.4223614061964884,-0.49440431976724664,0.12092054632277113,-0.6803445466627951,0.6554918703189438,0.34640476797752495,-0.11017479184421393,-0.4243871681973342,-0.35623143832299625,0.8080947387521557,0.7274052016697162,0.30411856730059467,-0.004509993273507082,-0.47980391380275533,0.34725799261687884,-0.660925214902672,1.0215679492909355,-0.4674254556184017,0.32780962861367197,-0.5086785577892238,-0.9341674841677522,-0.3089626219457148,0.4618928361786502,0.17652545071894393,-0.9687496529991018,0.9136282639139722,0.4231892580226479,-0.4807008200286987,0.31065850293744796,-0.0385402001349477,-0.23365936404757978,0.5437816067282077,-0.36973594490089784,0.27865314178773426
-0.6957962193195993,-0.5220443816180415,0.04242308686629708,0.5003136765998877,0.04644597946841142,0.7043650686682877,-0.3424031653722669,-0.5458417747188887,-0.2697369941202253,-0.607159206677678,0.07030906513721522,0.535680229032911,-0.7505295734371686,0.13407834406666502,0.8821750980622313,0.3600816337731316,0.10956092129524359,-0.5576273099319604,-0.16077123728714265,0.20175549464089254,0.5048604968801962,-0.10787910745905947,-0.2969893080602368,-0.4742290258844965,0.04662403622325026,-0.3751800220254634,-0.8858623155162723,-0.6613641244682689,-0.8867890357265508,-0.04553341618598628,-0.13783008345951347,-0.3513436005591688,-0.3343222699055678,0.3807604799114578,-0.2010355541237922,0.8408556764556926,-0.23141407259911545,-0.06050695077006221,-0.4077362620848203,-0.4790651085056024,0.40490824078210236,0.4861518643646943,-0.08461162265159632,-0.11800342793498954,-0.5964871652853441,0.2798979076466127,-0.41354956156341127,0.7934377443696665,-0.4393952582375929,0.628871311255638,-0.14058215780675104,-1.0011778443332586,0.19310265613203192,0.6064933247005773,-0.3587033547358929,-0.5212181371380471,0.6449214731151776,0.7170323559069344,-0.43586273744443005,0.07749395335512099,0.4305054857086538,-0.3257863356235577,0.6224926010948599,-0.6428523147316273,0.4605890043463097
-0.9478826488305876,0.037356365510141334,-0.030157034354208866,0.8058219956791322,0.3522308618877365,0.4565510725221559,-0.464380048036295,0.012633023588356093,-0.010938007642783184,-0.203165466656689,-0.0513296222086871,0.36095971430055207,-1.037671304649435,0.009324474406367925,0.9583005478623433,0.30104091424218343,0.2880367512452399,-0.4813489610260057,-0.32398062919133025,0.11853974506768955,0.5967218105270616,-0.15827433896165083,0.19660417958260085,-0.39012426622439444,-0.280277359542933,-0.3764545595495087,-1.1052566203491676,-0.39943746190856316,-0.816095824890996,0.6764015711501645,0.25684253827639614,-0.13841541267518415,-0.49415454056376,0.2456376927216965,-0.4082060450854942,0.7981766415927536,-0.19982292350592357,-0.2530067315303216,-0.7539971609596485,-0.48062852476190426,0.5257712481545709,0.6234773900836192,0.3005924098877645,-0.5542547577585363,-1.0797228064829827,0.5369514723443097,-0.7509866438242009,0.2862193861609104,-0.6558157495730317,0.3134173222310916,-0.3494225038024214,-0.8177110979808874,-0.15101233194286964,0.4075224921854185,-0.4872005371215833,-0.5870856848266116,0.8215135128567259,0.6754989489316817,-0.15137170939861433,-0.06682221147447248,0.5120106405571321,-0.3899729819021919,0.6762707947668954,-0.46991804596954945,0.13005314799830656
-0.6075674155024123,0.7530360568804207,0.19959775146157616,0.5900177910879786,-0.26142523258194805,0.4203354534847261,-0.48836865814614383,-0.6916911652521555,0.09206511869102998,-0.3505291875354864,-0.43548222417258303,0.24275424966713055,-1.2273113326542184,0.1549437349985666,0.7949512657834998,0.2981475942185687,0.45231064427340323,-0.4224175855897131,-0.04701928230314563,0.7516811314365306,0.34025459281712656,0.06910406687206809,0.09334945777652379,-0.20357240762129974,0.011495597845039424,-0.4164899780743257,-0.7518591274930989,-0.4813959427705963,-0.7292210169902862,0.17022507845170565,0.23156913205597163,-0.4611364166171799,-0.3357292974647322,0.1838988741513117,-0.16732174450514442,0.4112771604582187,-0.10223033179932915,-0.034485307576068075,-0.25226098408099185,-0.7052804159896362,0.5002981098906955,0.35260802296359395,-0.24993561765515931,-0.9330114826494721,-0.6987204617104756,0.24949663071063086,-0.27983460827620255,0.6003560672498979,-0.35854572549547,0.4308674064226164,0.15469215779815235,-0.9165098734960738,-0.1706701692214012,-0.2546232269617093,-0.13343420424115962,-0.17192552244702689,0.5809921819130481,0.9308779260488902,-0.40420402277031253,0.6935560311125648,0.06773973010186485,-0.11814092665082443,0.6220593775693968,-0.5509813862975499,0.500089368005436
-0.5537471359299637,-0.1492198222887764,-0.2598491588371235,0.8714219868864793,-0.41193309422014024,0.4671330611782329,-0.2638923675596202,-0.4249723279931211,-0.17497764425430012,-0.27158887817610944,-0.6902802066893711,0.3144762094966745,-0.9477676192842296,-0.018124284140018165,0.4754769743659083,0.11464517125310136,0.4202561983743138,-0.7872559135857385,-0.26619109601409546,0.3684082913597819,0.23933424226815717,0.2581517998099928,0.08798706629809004,-0.5360213927229682,-0.25370429242263015,-0.3095098879970966,-0.9348179819387865,-0.5077759316020268,-0.684780378428304,-0.0032418516037677897,-0.00729345464515669,-0.4726717049408324,-0.4996908839658047,-0.43476043356188726,-0.2780876174620303,0.7215840044944869,-0.13218678068970305,-0.2599010895117757,-0.14054672093714926,-0.7161407493993672,0.36421466951894255,0.7186175211318886,0.4411564375324361,-0.34339131622256835,-0.35105627496389025,0.03837156759935716,-0.2600817719840054,0.511120992598633,-0.826069417648001,0.39035966442933184,0.12767965881406212,-0.7716034676329755,-0.47003657046574127,0.05069062373268453,-0.33065332605457803,-0.49909921221268727,0.398904016252448,0.5174832071013304,-0.3894779746285894,0.2950552794699327,-0.1406497053222755,-0.3740383651988524,0.19364571603054115,-0.5918335454790999,0.5254686802695331
-0.856547799656501,0.0028757796405296243,-0.12336150497781416,0.07107965209138527,-0.11479804443378996,0.6068062444108953,-0.5964437056370119,-0.10128722358071504,-0.37463650648468166,-0.3135586763056249,-0.29531625554350854,0.26569975821333985,-1.2184569231422357,-0.30178537707505915,0.39428297590629013,0.6857878154271171,0.3222209372914693,-0.5951397687777802,-0.15468736653991208,0.35231507948916474,0.03939398487184053,0.895565492399313,-0.06210913084827725,0.10946723050647447,-0.39751966606275996,-0.13794763873399704,-1.0190218558440471,0.0052334778297052145,-0.7854282025615507,-0.0490082290035467,0.10413939236626489,0.033461899862124195,-0.2690361446924134,0.06199222612614619,-0.0273411138573025,0.4623330518274942,0.4431565813407438,-0.1509550698532902,-0.5415412813522924,-0.6906001969872972,0.5866370771348447,0.6162480312882457,-0.34705367552826827,-0.1021833902690588,-0.39747728600359766,0.5174956218502271,-0.34118905621727336,0.8389022848983702,-0.29100183085626474,0.5310196779045023,0.33605107546414315,-0.9708840629057327,-0.6313445707506322,0.6668618394694219,-0.01581246795296442,-0.3405913251785045,0.7923660363603523,1.2575469942822382,-0.4376024711839443,0.18252026109326222,0.4313291233206521,-0.4203055426072385,0.3117745341672627,-0.6664976820326564,0.19368613309909072
-0.19508832986123179,0.4450645023280832,-0.4421822870186904,0.6113188426088152,0.1224760109561174,0.45141612341228027,-0.08282129810721806,-0.3421920354118696,0.07323915593694863,-0.03099023878818125,-1.0102834800137448,0.4029105072063747,-0.7993733557150347,-0.2352057606252993,0.5032211443961767,0.32698431311560805,0.020127540528901946,-0.24306432528013178,-0.4746005770225579,0.2840822380192901,-0.011814552280031613,0.12621269884467592,0.14123232244577377,-0.15605077243434232,-0.1359559452386486,-0.4469480425715844,-0.6202836896148584,0.014485589917121379,-0.5857820543956329,-0.00877587426274365,-0.08006595662354654,-0.4476386599597172,0.04151627264147644,0.16891619380413958,-0.45594261437962086,0.623846857962488,-0.4478225894170953,0.3213555590020153,0.15868757493629945,-0.7110018652568877,0.6212770171572609,0.3041426144746914,0.5950173154948837,-0.3607836063437426,-0.34020076357918005,0.38203847319919954,-0.6238184161513182,0.44401585304228364,-0.3578502969065476,-0.010766151720769376,-0.08509255941167274,-0.9270804503034478,0.022650014585344998,0.24816272862993877,-0.34720653854541117,0.2850978629914785,-0.10946307637765967,0.7951862265866575,-0.30170290292440644,0.04529251135706476,0.5402077862989965,-0.4616265474020508,0.8606450280895613,-0.6834587663444784,0.05900939304682862
-0.6448552359143739,-0.05304585745907283,0.03751584133491478,1.1548742085890933,-0.05235005210316262,0.4563709051914626,-0.4929864753553519,-0.20263554668754036,0.09754941692705715,-0.5864432998226503,-0.3057470495282267,0.15308907885815343,-0.5247948012925289,0.07369399079963876,0.0075437027437619125,0.5178583632368535,0.2109879749648768,-0.5564101671334454,-0.19442417900300288,0.28010852870535546,0.29256156267038175,0.3171775316233198,0.05487675643368858,-0.22779103437209758,-0.19569088222283695,-0.01710135693830385,-0.6678043771290851,-0.3662080541734264,-0.8111989225238667,0.19639111080413624,0.25653522125856265,-0.1458184431492597,-0.21735748430217963,-0.03061265066034307,-0.29377791615256416,0.6616019246536086,-0.39527219176795153,-0.1329157177798414,-0.21561560203961455,-0.3927715968738543,0.22360806377106937,0.37167760692724994,0.04418947201049769,0.0787076563650033,-0.43338231748211825,0.09378031174027446,-0.6823672962445105,-0.054516787612720136,-0.5808752738740629,0.403148321895537,-0.12281129754520476,-0.7559877382017953,0.03744737512806823,-0.2733392978541612,-0.3006809587569232,-0.7330072311889129,0.838728318763177,0.5734600231150864,-0.4804921874604225,-0.10008416785876396,-0.04145978068647064,-0.7295482674479443,0.5417176160782239,-0.5581963949720277,-0.03224990575416161
-0.9807705568524104,0.28376905285351406,-0.004844234173083974,0.513851514701801,-0.1821095616401974,0.41020399254189926,-0.3321675999226098,-0.22955759783752647,-0.27834434796945173,-0.26462853137809894,-0.33680016486226083,0.39928044210931174,-0.7516897242800872,-0.2697595530784013,0.6897844007216652,0.23059783792990793,0.4540790316016782,-0.5367885280577205,0.14619107386909472,0.3442224246630155,0.2877178576266536,0.07325388450195787,0.32461698786982,-0.5760510148501149,-0.34639160488753595,-0.21111631034882086,-0.5662188647034297,-0.6081473217619858,-1.042541528851803,0.21770419062973329,-0.16430207742095615,-0.5370035387010814,-0.16721365135422686,0.10288911365751473,-0.39935490679294205,0.6235253965370424,0.3642834943550223,-0.09414907138309364,-0.6206874233793045,-0.18380462995680982,0.45201052583413714,0.3160303038600989,0.547123764035759,0.13097888443265626,-0.4007295829109655,0.18628559206469986,-0.508467162939079,0.7575757452551044,-0.5879449071017724,1.0761055366549916,-0.29330153537288295,-0.9053042209006861,-0.5781615261580109,0.1858815452111262,-0.24395144201777078,-0.40028888127701184,0.7284658833142346,0.8498567234553861,-0.2666928128839761,0.05510684162125394,0.29222998168901637,-0.6722207224965479,0.36837765173082865,-0.5139361008761483,0.4161567293168832
