August,April_6,November_9,May_4,July,December,August_6,March_8,November,November_7,February,April_8,January_2,September,July_3,May,March_7,November_5,August_3,May_5,October_2,July_5,February_5,February_4,April_5,August_5,March_4,June_3,March_5,August_2,August_4,December_3,July_4,March_6,September_2,June_2,February_6,March_2,July_2,October,March_10,March_3,April_3,January,February_2,July_6,May_2,February_3,April_7,April,January_3,March_9,November_4,May_6,November_2,November_3,March,May_3,May_7,April_4,June,November_8,December_2,November_6,April_2
-0.7383262553270916,-0.3019798496964614,0.06923422835772108,-0.7714646265636722,-0.2829719137453969,-0.7170732034763014,-0.28151686906585544,-0.4600477138158932,0.7300019468724894,0.30158555937013587,-0.1524734962273366,0.2523074413759631,1.1197710558009666,0.3587756084583983,0.14480493010638626,0.14938513910604856,-0.19431430435567798,-0.42820867481288105,-0.316877289612145,-0.027729462427470715,0.15148910262172538,0.3824441841594037,-0.2237880370967397,-0.1763310355008833,0.287910208160396,0.3293514645974405,-0.007723241019065449,-0.23365936404757978,0.07531483784471041,-0.05991388795265863,-0.7590118690605776,0.016062235156164933,-0.005452051798045792,-0.45947876104114893,0.4992523153835525,0.29689658470447705,-0.6523220296830269,0.22487578889820742,0.640768322130835,-0.06333565366013896,-0.3331088001227883,-0.04289397617303254,0.048482603585546305,-0.17807993310756193,-0.3671104625796051,0.6019050888130723,-0.5715261786156951,-0.09284154852735704,-0.3245463998532086,0.21018232246415997,0.5775772088724068,0.3868320343420171,-0.4976415225776283,0.14032252743027276,-0.3585195013415846,0.32172900516015773,-0.022209919814644333,0.6282370814314407,0.1337881219751118,-0.24924943141734873,-0.04558009219566844,-0.3239964438598449,-0.6330393735145826,0.5728374937482626,-1.1350590844810828
-0.7383262553270916,-0.6310355870058314,0.06923422835772108,-0.6935433664496027,-0.2829719137453969,-0.7170732034763014,-0.28151686906585544,-0.5151768330768163,0.7300019468724894,0.30158555937013587,0.13270732914133065,0.2862545189761352,0.8133474768190982,0.3587756084583983,0.14480493010638626,0.24324258366324691,-0.32997345973187014,-0.42820867481288105,-0.316877289612145,-0.5317929542912854,0.15148910262172538,0.3824441841594037,-0.523509052955639,-0.40368868403358976,0.4751253663359713,0.3293514645974405,-0.5778733713310447,-0.23365936404757978,-0.3455442825360245,-0.05991388795265863,-0.7590118690605776,0.016062235156164933,-0.005452051798045792,-0.24819876063999827,0.4992523153835525,0.29689658470447705,-0.6043957319943953,0.7018871276166072,0.640768322130835,-0.06333565366013896,-0.599467783845962,-0.47227096159786885,0.24729803313472756,0.300744788462679,-0.6856425987763107,0.6019050888130723,-0.6338819992055534,0.14404708974315972,-0.7693640283692813,-0.23866240109919795,0.430593909179898,0.1852370277699928,-0.4976415225776283,-0.28029761104840584,-0.3585195013415846,0.32172900516015773,0.5671553232356763,0.6332312244612707,-0.4065653992635641,-0.39569932151621495,-0.04558009219566844,-0.3239964438598449,-0.6330393735145826,0.5728374937482626,-1.081922007681549
-0.6957962193195993,-0.48299300833278475,0.09689550216089804,-0.8335848069190789,0.024735303131182676,-0.4764777936905522,-0.35797458335422233,-0.10062449825148455,0.5134113136671498,0.45386837247877004,-0.2585745340853598,0.11300829023981454,0.6235104499521852,0.08942163032365347,0.1362441920921379,0.1011120048363919,-0.07554974260918966,-0.4742290258844965,-0.607159206677678,-0.2010856241141193,0.2479223882319867,0.5496038147662752,-0.43888303202886964,-0.22301544294782372,0.3216712548513928,0.2774754986403625,-0.2071125043672818,-0.3257863356235577,-0.37995112812245657,-0.6692659378934478,-0.9562166375811403,-0.5578009909992994,0.22935009597344938,-0.014996048046859493,0.5720938694991028,0.8938534994022688,-0.5660888988273313,0.6444003196417877,0.8180935985007123,-0.23524254115815543,-0.44617081511120577,-0.44694192582408426,0.35281611016182024,0.18445271384868916,-0.28309584000406035,0.9923982001222953,-0.06749403025568537,-0.2733717745934663,-0.8172583661022532,0.28577237226569985,0.5025926038711226,-0.5220443816180415,-0.2085502952202779,-0.27515427553811006,-0.5223302928632987,0.3791001732089436,0.5932719951107037,0.25724982663289,-0.13923175775839794,0.04859254456128689,-0.29758805240302466,-0.31958725219364215,-0.3583754317590344,0.7201462322786831,-0.6974265631634287
-0.9478826488305876,-0.013547563075799796,0.20681246978059425,-0.8951292108345916,-0.48051569835660135,-1.0364851143043796,-0.7404351703377214,-0.3300045072932072,0.5426428311618442,0.22260058327093793,0.1706977776830333,0.6818105348375206,0.37827656766316164,-0.07106717937620519,0.36989185915911044,0.12595502746038084,-0.5935609182368679,-0.39012426622439444,-0.203165466656689,-0.2532236388331994,-0.03510343551421539,0.5099644290778275,-0.3866645478282286,-0.1786589536829986,0.3982120205375015,0.07996238057366536,-0.6965489857751,-0.3899729819021919,-0.11712734535227301,-0.17638179844833868,-1.4792523316873885,-0.7840757423973369,-0.09270019262688874,-0.5720155640844831,0.33281085863560506,0.7110815173100233,-0.532710038137292,1.090539070888097,0.44674908747340847,0.16940853488271077,-0.6403126804279398,-0.17176421288698893,0.4604456623947452,-0.1388886242901275,-0.7318744233908654,0.7144972602890246,-0.5984170845109662,-0.37376130269788493,-1.0640323909705964,0.09331780745077252,0.7246456211845175,0.037356365510141334,-0.5028731096183111,0.05063178388110254,-0.556825282098952,0.6500288642144145,-0.38138606774914807,0.6627512204927217,0.27297360913990815,0.2692523282070678,-0.44403225622370696,-0.5212818626771611,-0.6564660708040657,0.6110180127805667,-0.8565293672241503
-0.6075674155024123,-0.5355691844067427,0.2813629148799057,-0.8064711526725,-0.318697853388482,0.07374324497307588,-0.7517909853846286,-0.5295672531572896,1.0360465063052458,0.8386632837824987,0.1241761779688104,-0.3411100402305428,0.37775671557069557,0.29981269898995855,0.22753589516002654,0.6687362571583508,-0.35975871884851424,-0.20357240762129974,-0.3505291875354864,-0.5033385333761717,0.3493333318126966,0.6150892838419428,-0.5159842322781256,-0.5913357308160243,0.3501440504914497,0.7144764194519506,-0.393344197539673,-0.11814092665082443,-0.09685429595963294,0.08666104226917588,-1.0936584792034056,-0.5420469768412675,0.16476737190548182,-0.6195903190824953,0.5177395195382846,0.8708732471634888,-0.8395009528775532,0.19374289081128704,0.7390397587534162,0.12267381578659456,0.05720036111827781,0.582343283028154,-0.25762710071052486,0.48788346827039164,-0.5255757519118571,0.7054774024274538,-0.26341106348684074,-0.4030741473277185,-0.6089178877541147,0.3463160311525707,0.5780542009001837,0.7530360568804207,-0.4734040406109341,-0.33219234812333653,-0.21910846814881238,0.12323741935429214,-0.103246064762517,0.3292652709654277,-0.09567532548859606,-0.23895086188241516,-0.2818484976239627,-0.2565118146951516,-0.6979260521412761,0.81332010595988,-0.9050997284699653
-0.5537471359299637,-0.5130968759957458,0.3288633366202371,-0.6869939670888687,-0.45187601193177573,-0.38742564178862027,-0.617011650628686,-0.47806095320862,0.7749923052206829,0.6447132273400754,0.10044106305756625,0.2166639809694539,-0.057311291492293366,0.42581701118904836,0.1253142559183591,0.7696022754810488,0.5473319450779092,-0.5360213927229682,-0.27158887817610944,-0.4247998713799383,0.2576998662931803,0.7168288188499072,-0.8504630906477715,-0.6308652522562226,0.20962243497925848,0.31423945155484206,-0.3476217621079574,-0.3740383651988524,0.18983556455249928,-0.0795814098641017,-1.173097122113486,-0.5625052111264767,0.41061202819693576,0.4174516254969566,0.5366547845402613,0.643000053245703,-0.5601180265268807,0.09933783703407237,0.3922654190757636,-0.01963447339774,-0.48428013776499007,-0.48284802542309896,-0.18516038424967643,0.22217814833916844,-0.2942134953549087,0.20580435198477243,-0.5559641632815804,-0.2474090860722598,-1.2387845252266503,0.9346945495409724,0.9704766325792963,-0.1492198222887764,-0.6257558663080259,-0.33780047941441993,-0.2547950466009781,0.10564440220593407,0.3583501907227191,0.721963546658867,-0.49732653394552473,-0.37330236617219215,-0.012284623642444308,-0.5375893948874918,-0.9136939704756614,0.5764637105785311,-0.8905685549991168
-0.856547799656501,-0.5304541240881253,-0.18480616936361327,-1.0349534802005722,-0.33577500638696606,-0.9104979688087663,-0.6520162876795261,-0.42589670641606114,0.6574051847625854,0.7441387632553389,0.2755118719401387,0.012059689217301765,0.5505736259228553,0.16231134074236775,0.5261281269732788,-0.10415008056457391,0.14449351717025835,0.10946723050647447,-0.3135586763056249,-0.4286947100167277,0.6626718413700589,0.4060871372970988,-0.40345566346515865,-0.38856329149825697,-0.0342719725742148,0.3851895599376137,-0.3694648484574672,-0.4203055426072385,-0.33251310458685013,-0.3176716386254056,-1.373085386063971,-0.5858332287125307,0.2544155975791545,0.11617946978214949,0.6132274524332898,0.2550551775538462,-0.39223360925333567,0.16329568131914332,0.4613185083291826,0.42464186293379214,-0.5438007367490811,-0.591214872291829,0.14113767874762292,0.5885261819349324,-0.3687094439010032,-0.025173798547466493,-0.700062250775515,-0.0790026536742216,-0.9092727004648636,0.7479314859491571,1.1143186668375653,0.0028757796405296243,-0.5120575648296918,0.012673027594437655,-0.0030359103333981174,-0.666058255810805,0.13709987213277403,0.7886295038338965,0.05018506693292053,-0.10653309704899837,-0.5401400362622352,-0.5223991457312206,-0.11337457911464281,0.46769853857838556,-0.5751302273600399
-0.19508832986123179,-0.5965119635137008,0.01647066694800956,-1.0523264836239477,-0.3179069877073807,-0.018827923268913797,-0.2858991000901159,-0.6606906233522777,1.0089050559466481,0.8245072833420667,0.08266930499762962,-0.16765997918784314,0.7805295145031105,0.1490417877637799,0.45441102859604,0.2578234614206657,-0.6118595122076972,-0.15605077243434232,-0.03099023878818125,-0.6841915653757812,0.317983126516295,0.9003224863098606,-0.01953734737644627,-0.5280652165340698,0.16637830273234563,-0.5854307379055443,-0.3252287001876367,-0.4616265474020508,-0.06745207681844245,-0.19663171859415476,-0.8033187402944179,-0.7113075810470542,0.8198087791855003,-0.7846188204208194,0.34939224400459074,0.5397335964823824,-0.4061904530955447,0.4956581526475227,0.20282212562459348,-0.06599349765951168,0.11539010731347774,-0.05578467184643327,0.08319068251711871,-0.19263265637690583,-0.32404060114411437,0.4234937006159717,-0.5856497609086115,-0.07608576093201169,-0.6256129829267959,0.6026798753583521,0.34682387478020676,0.4450645023280832,-0.5000132996412757,-0.193427526900475,-0.13204476296807055,-0.0277663741569959,0.11386283507419785,0.4659383848710526,-0.08834739136951432,-0.33258983966960637,-0.9784086775729451,-0.6091537142924682,-0.6954428884135526,0.5048593252587101,-0.6667289974864807
-0.6448552359143739,-0.6437737144683733,-0.16404976950257621,-1.0668437834065434,-0.2281309657935321,0.06915122113783181,-0.4069646091910091,-0.2466067789295479,0.5320068408239416,0.5992330722329156,-0.2993555570814871,0.08480688915547302,0.7832814151696342,0.3523949560153605,0.3695778150381649,-0.3061614638795677,0.2942339066507156,-0.22779103437209758,-0.5864432998226503,0.048677154418745816,0.26564509169085304,0.3818600697624534,-0.24849640786389843,-0.2037749124204945,0.18453920185114397,0.5924533531347143,-0.11491638049797574,-0.7295482674479443,-0.3789995268243752,-0.22998074476742814,-1.1019830237593322,-0.6091450301329819,0.026689071216473577,-0.6203236675350219,0.5875944212118216,0.6529054192095188,-0.3791465609575902,0.6176682815044683,0.6202684795321202,0.16137940450625446,-0.23013381842112943,-0.7228634500840039,0.5999148344813466,-0.17822602647830293,-0.7695853946248441,0.5414105391660102,-0.5635476408187902,-0.16957539300828792,-0.4979797842135989,0.14304679223446676,0.7515837790651966,-0.05304585745907283,-0.5954313090253833,0.21545353756528124,-0.056612046204296745,-0.026900242280161517,-0.43430462994951735,0.4860489166278745,0.18456097038031677,-0.41567256662772933,-0.5973198188864706,-1.0466994855465253,0.2915879313328521,0.4830563174491381,-0.6979791222210118
-0.9807705568524104,-0.5611941988054486,0.11656939689194637,-1.1914842045700291,-0.39888680981487357,-0.3061878623364867,-0.23975160393291214,-0.2796781463712845,0.5510960027564674,0.5541363176793411,-0.15931182398258675,-0.09860225485173554,0.9691149069538123,0.30260992842951356,0.329038583669271,0.5980650281917007,0.09475192237987615,-0.5760510148501149,-0.26462853137809894,-0.2237447185197299,-0.14706297385585587,0.5639764774530818,-0.5454467648901365,-0.34304410679387554,0.06109156608025873,0.16557360649863304,0.07482128131174509,-0.6722207224965479,-0.20515242608634868,-0.3078619718801065,-1.4352558220301248,-0.36256646373367646,0.21492216589261787,-0.5198003524403907,0.4008964628997031,0.28665159928911815,-0.696264137104909,1.1501375281667374,0.8563866827976316,0.06537504678787304,-0.8687412129756114,-0.30294888819003946,0.12356236197755521,-0.20553130895691774,-0.6214128972953458,0.5522765214120744,-0.47470717065670726,-0.07694933433173536,-0.6825022548350093,0.6338686370835933,0.2796458891850952,0.28376905285351406,0.06445833869117755,0.23224881465531313,0.13056090100667345,0.13575171504670408,0.2642566686209822,0.5355166784911631,-0.0989904713982665,-0.009197270107233438,-0.45295607114657216,-0.3181481657043099,-0.3362412914639139,0.41147632403872825,-0.6515100042859813
