May_7,March_8,April_4,October_8,March_7,May_6,April_9,October_7,May_2,May_5,April_5,April_12,August_5,April_2,June_2,November_3,April_6,August,August_4,May,July_5,April_10,October_6,November_5,March_2,May_4,March_4,October_4,April,November_4,August_2,March_6,October_3,March_5,May_3,October_9,July_3,March_3,April_7,October_5,September_2,March,August_3,February,April_11,April_8,November,October_2,July_2,September_3,October,June_4,March_9,November_2,January,June_5,June,March_10,September_4,December,July_4,September,June_3,July,April_3
-0.8524952393038749,0.3199035451334378,-0.10431122599611603,-0.41365206181531067,-0.2345749510885284,-0.5801489235347363,0.015369898288965761,0.14364847835248637,0.05713539800165203,-0.10005486111583801,-0.1887543759730007,-0.20774625185265078,0.01289592174816992,-0.35667218568541537,0.4443326207138596,0.013934587131755875,0.09461917477234984,-0.6589034315121505,-1.1287605809588794,0.10196838887650772,0.6771560841339654,-0.39425580099089663,-0.2792685102552801,0.30552408596684055,0.2430454495450107,-0.7454756201365879,0.13151452349244996,0.6529485696276506,0.32768496591819013,0.16905722222830954,-0.12417929259285161,0.38463084290105787,0.7312190440942021,-0.4304825220559783,-0.09393217861273016,-0.6717696248998506,0.19715438376196187,-0.20468754336476336,-0.10525501802696668,-0.6083468256202127,0.38221061301376896,0.5462672738334775,-0.5212360687406719,0.4412482934951712,-0.4849050352133907,-0.12267476648475145,0.3975708771974983,0.32239309609152433,-0.059472534121818535,0.14152384380287703,0.8761841830963605,0.4746734296772701,0.33361073387467854,-0.6563452362100185,-0.019908394675232824,-0.0976353094866029,-0.004051981497605869,-0.28561871754153834,-0.34342441330466233,-0.06134257862506465,0.7300355118007997,-0.132145203669908,0.12418831212856377,0.5290773166947627,0.18235984097148894
-0.8450690202495105,0.5169300420148998,0.035737781507346855,-0.41365206181531067,-0.3181635474438165,-0.195247308718575,-0.16245292133152622,0.14364847835248637,-0.07353827147755083,-0.27051146969198814,-0.26436622647777325,-0.3108829864374527,0.01289592174816992,-0.19276584285615833,0.4443326207138596,0.013934587131755875,0.0823030233136633,-0.6589034315121505,-1.1287605809588794,0.3190538520492744,0.6771560841339654,0.26770795428695565,-0.2792685102552801,0.30552408596684055,0.2284530770894932,-0.4865655758820712,-0.4533326601057104,0.6529485696276506,0.32612597033170354,0.16905722222830954,-0.12417929259285161,-0.9001892332031007,0.7312190440942021,-0.2659955855363404,0.08221271759891649,-0.6717696248998506,0.19715438376196187,0.13139018046808984,0.3083404427087466,-0.6083468256202127,0.38221061301376896,0.5901897045115323,-0.5212360687406719,0.5523744659330779,-0.40649220668742475,0.14099435429569207,0.3975708771974983,0.32239309609152433,-0.059472534121818535,0.14152384380287703,0.8761841830963605,0.4746734296772701,0.5897881010511782,-0.6563452362100185,0.06604727725011883,-0.0976353094866029,-0.004051981497605869,0.15466212895270828,-0.34342441330466233,-0.06134257862506465,0.7300355118007997,-0.132145203669908,0.12418831212856377,0.5290773166947627,-0.09666716580397136
-0.5903387681301125,0.23670119274425408,-0.38459143384646655,0.0279558965551098,-0.33849018617649884,-0.12044537764052744,-0.038482803779277486,0.3060098844404143,0.2695777741393573,-0.07834161013688795,-0.4906782343382109,-0.3382855792383837,0.021319271723515887,-0.17324475476924017,0.3525397404245875,-0.15552998943084337,-0.13442110993887202,-0.8371341034924669,-0.7206401575155252,0.03445491430636777,0.8175951667565703,0.33988405195611626,-0.48317159393784576,0.2482438562800305,0.36462253291276386,0.031569141521235036,-0.1546389930357759,0.4883742095799253,-0.21406159837033706,-0.22157153006683983,-0.052271903889039587,-0.28972113073952216,0.39232804377916825,-0.3971424416866172,0.12808465639391886,-0.6210833742785088,-0.00493052875788097,0.023146378708008356,0.3560650886186014,-0.045277073505249774,0.12022160298171755,0.7697556325902244,-0.045128858495913915,0.4267464651304131,-0.04404811799916769,0.0880327519884576,0.18373903153237647,0.6547150413480078,-0.06277851678637791,-0.4913986152803908,0.4656153481090643,0.5012139326652675,0.11207881905718745,-0.7198377502966168,-0.039321096733754696,-0.3382697015486256,0.3076104569361193,0.027812591976704146,-0.062362946226477665,0.24503450913203773,0.7645704993356899,-0.30546162578723496,-0.21924285690284023,0.8126031484540917,0.11174691152219457
-0.5205563293561117,0.2161811856658474,-0.38702992411526355,0.16105020800884332,-0.12246930061586396,-0.3154046805693798,-0.03914763260018338,0.19468779441347295,0.02447535649808559,-0.22560493317419641,-0.5614007653132153,-0.40158435088881006,0.251371826801845,-0.48803625232966197,0.2549392203501308,-0.1356988334412436,0.001779348063519537,-0.5658166171461193,-0.6401487739034307,0.6459401818376562,0.4802719591344543,0.9916795832534903,-0.049677970541198095,0.4953799211864368,0.6052190743968403,-0.621452919567739,-0.49010774101395727,0.24839659529264996,0.2962220074372092,-0.4428224484196397,0.004884040377073032,0.1638453945563727,0.8420194694967764,-0.42298675822154774,-0.02115829938536382,-0.5850439266095674,-0.3708118130442385,0.737722485282128,0.2181688421179916,-0.4005452613927413,-0.18204399600150312,0.4904030319244226,0.18936991792302693,0.14303613863628178,-0.20738210155751435,-0.12596954871988547,0.27618277584381906,0.4822865642414973,0.1391507926285505,0.28847627295485,0.2587832223800496,0.26261354558506816,0.590290894182359,-0.9908107764219255,-0.3776244444232271,-0.31187214903266886,0.3042101787028592,-0.012231068957754249,-0.018465774825915035,-0.022557500648948417,0.9515665826519436,-0.6121819047341502,0.1596623119331133,0.22390373921376383,-0.015376217104043535
-0.6875315505937406,0.30810109321983953,-0.0922621025948307,0.2075448973288433,-0.20676661985538541,-0.278210170888286,0.12314459064659218,0.1502156891603698,0.17594283565845997,-0.11159687127657349,-0.4231881685331202,-0.03463067124702152,0.15050324047293717,-0.21663521453219645,0.876543382241437,0.4912957948881069,-0.004693172434013029,-0.9670204408845539,-0.8191429891803896,-0.04742412850437556,0.19551818101388552,0.12463204201600983,-0.306625792263998,0.8212992281455406,0.5182678582602329,-0.3031689915843915,0.067900025072901,0.2914836703251017,-0.9104101980925945,-0.4011379248122985,-0.08790173352150507,0.13297208728648313,0.7243338785494376,-0.24730170503605303,0.06553835273579567,-0.5611533562632958,-0.00828324839684548,0.5310757089090322,0.03270545490745276,-0.2525529073669692,0.2536233589563466,0.5961742686677468,-0.1888140763415828,0.25894803166613567,0.012008032981640014,-0.22628068502731047,0.29704774399152933,0.31894581847829273,-0.0847662849136727,0.07266982149487208,0.47823661661560485,0.6290282783252358,0.24685091823455063,-0.5750187275391112,0.18652015593893043,-0.3531596693975922,0.31516186527824247,0.0723893873479559,-0.009182756800071412,0.1722233991486275,0.7919241504662775,-0.2491498252268448,0.45689440397980097,0.22797216847757126,-0.2712159806393036
-0.40482043342564833,0.47755073599268105,0.20862432969242622,-0.15805711338788442,-0.202997436746637,0.06485072102596698,0.017840227312555648,0.2975954111932859,0.06321861882684526,-0.014012182136051002,-0.41832391415767695,-0.17722623071446475,0.4398117559875869,-0.4710515054805642,0.43589651395169393,-0.391572738626425,0.3735695858948198,-0.5273407489024822,-0.9270877154743637,0.48944286780667495,0.1808904068526462,0.00419176325517949,-0.08842437899249107,0.26625722802813895,0.32833704086380566,-0.35035327803368677,-0.21626153048712177,0.3694078887990765,-0.539977697809723,-0.05862946155820935,0.10546584371728188,-0.1880136851579593,0.4206483033267943,-0.7010516826365342,0.14030002235567823,-0.6860916138390968,-0.032282091352935395,0.08722720486873227,0.4382914898135805,-0.10393402238305212,0.0718991784994758,0.8445434467542066,-0.3975115673596673,0.15879289147250447,-0.19729067788118837,-0.08780588817722482,0.109469652269536,0.5078836169199453,0.03425391125012725,0.24192308013643732,0.22291172254682415,0.17838668544629477,-0.05438204199909452,-0.9697685549700069,-0.10685683432681184,-0.10526768153759099,0.4033379723420951,-0.4352357734459382,-0.24971391085106265,-0.1507875197720612,0.65891131094142,-0.3421623755475407,0.3731771163315629,-0.15379510350981923,-0.10504255151293827
-0.41690630016393543,0.6764111001003011,-0.20903704028855188,0.0378368776290158,0.24893126388288683,-0.24397160421168723,0.13104279160777033,0.4271429694085153,0.10940243112127047,-0.48786943494516144,-0.14273016160381066,-0.2364032933339888,0.17285847068188726,-0.4312552329645015,0.6246736290707595,0.18617984114674507,-0.5220184975901097,-0.48596018045153855,-0.9204706626685057,0.19149199198972017,0.6640622804048659,0.21159541057006076,-0.47078938855571706,0.811285366211079,0.37038481729562617,-0.49606109829366857,0.2621116404085764,0.06110849641650169,0.07075299794613887,-0.4836800853787985,-0.2572440805955921,-0.12686094837810274,0.5895993712950852,-0.30771865638956597,0.1275897355334534,-0.7508387897623835,0.24866560018221534,0.11696137777071364,-0.276702083925081,0.1719575059268026,0.17404996481566568,0.7911465467750909,-0.14458599047598653,0.5284575390692634,-0.3840477588656521,0.16396456976134194,0.36053132670976606,-0.19678127728095057,0.33708329081958244,0.016946812419988425,0.5665803572631212,0.38448947403429246,0.3072038429130093,-0.8086894801232277,0.2848629347079149,-0.3593445957332001,0.3891665028695588,-0.8682519450042836,0.10793668940198396,0.1540042486322345,0.7078895598216559,-0.6278039179647004,0.10039216816681085,0.2801083967026641,0.21197127634856963
-0.6593315131146248,0.4810800011552552,0.26002648109406007,-0.09539501790099608,-0.15908600286038982,-0.3114940205905983,0.6044138501423122,0.12557571820957109,-0.08288856985046648,-0.27727384616996886,-0.30978788166856774,0.057771710178023294,-0.1501129814059513,-0.32315034745792076,0.2297706790164567,-0.3181994158344681,-0.1753915630424157,-0.4560427780338354,-1.0474639250764255,0.11959686203221986,0.40049710304974395,-0.0303440267495425,-0.010098217335394913,0.5898419317798138,0.1910840859237817,-0.9763989339762013,-0.05421346946026794,0.7684743823718316,-0.19563915407557575,-0.4595187446256426,0.13836767228574218,-0.06341452203762567,0.5763285087557876,-0.2618542789853413,0.017076099614825237,-0.9010644806383081,0.16712551487164856,0.05705710620867238,-0.06464503503100888,-0.2552428741955768,0.45757239131322386,0.3434805868411873,0.15485860127896234,0.5376530724126082,-0.4566984776987107,-0.0926999336546727,0.22040914071413664,0.23507826182125652,0.22568655096022278,-0.08885770062520959,0.6870447863694408,0.3595771162054786,0.325871729958295,-0.9618039912288825,-0.14966788010358711,-0.13566610746370544,-0.06765734074339791,-0.2583508543289031,-0.19464300568079193,0.1529725201415411,0.28067234177174455,-0.34736156053591966,0.22206184721390715,0.3573143774933659,0.034847444035759345
-0.8321344254087305,0.5703027742191354,-0.3280146988377639,-0.07856575615586707,0.0007342330051509638,-0.34031537685905694,0.16172333364083302,0.5271938397885985,0.3785677160938285,-0.3148670606401877,-0.3336247005088639,-0.11497633389190616,0.6015923567736536,-0.5310811981839864,0.8718114986725954,-0.0026900394402392946,-0.0023205485401326387,-0.6270291688586827,-0.5698167769155061,0.19703468678977443,0.36055383039077443,-0.10571850419284334,-0.3710974114840653,0.4701348074833516,0.4461246892427393,0.12044817321536541,-0.4986579948862567,0.5737594662506595,0.42855088090446186,-0.8645246965365913,-0.09817143125864457,0.05733536470910464,0.4218235884391731,-0.7989494572083334,-0.13159984218019638,-0.7832844352507724,-0.20155759211190322,-0.17408852056013752,0.10922630508487988,-0.08915982371843559,0.2565065816397237,0.40320036075585186,0.08615629804311253,0.5669393595135105,-0.3401360494157608,-0.11121649131961787,0.1804343724561272,0.4506248443556746,0.2714707383494664,-0.06789557974296226,0.08733973699592756,0.397456984218606,0.317658279928669,-0.5973682156470932,-0.2503397452788337,0.004612886949850799,-0.052127398833893085,-0.3542109691255071,0.04113433989893597,-0.3248746580342741,0.7392174532607261,-0.3551628880804354,0.12447204915597988,0.30762263919442245,-0.3284803687231793
-0.8449898573280356,0.7839174603512356,-0.0048836509466159556,-0.24703360973632887,0.042360676770447234,-0.480035290090579,0.3896627722590005,-0.019894139484328124,-0.24041828017709688,-0.4097930665925532,-0.12984523100744919,-0.42104398732012605,0.26395050641303636,-0.19818453475659392,0.5959480289147279,-0.32162986889077183,-0.11098911631994368,-0.7184783275282929,-0.7637069546043374,0.35421630980282026,0.6070040726057467,-0.18090274984176988,-0.3575458539311476,0.6505763021515596,0.4009326587698049,-0.573628091627666,-0.8723904681328372,0.49691096262345075,-0.9488791613717372,-0.47046648214508974,0.11304611302891723,0.16082559520147877,0.4839804545214361,-0.552481165086947,0.1039045321107138,-0.5141793659696664,0.24044698378162221,-0.030789321522700874,0.37704270772973236,-0.2313377354212372,0.4316178153253941,0.5709836660366204,0.4379426665394588,0.39827289986466957,-0.10113808748981706,-0.3185127564142832,0.33785214801665214,0.240788912712305,0.2699052894436569,-0.040730361662510595,0.5439774560245445,0.40258283896464797,-0.18327311122429155,-0.7449875221315729,0.3843940385743871,-0.20719665691950243,-0.1362519994435748,-0.5424083643825117,-0.2205291342162573,-0.01638638843522961,0.6048392734968717,-0.52970403627036,0.07998670105116645,0.24694686815350553,0.23972809241589865
