July,July_6,March_2,March_5,February_5,July_9,May_5,May_3,January_3,April_3,September_2,December_3,November,October,May,September_3,January_8,July_7,February_3,February_4,June_5,June_4,December_2,August,May_7,March_4,April,December,June_2,December_5,March_3,May_9,January_2,January_7,July_4,August_2,January,June,July_2,September,February_2,June_3,May_8,May_6,October_2,May_4,January_6,November_4,November_3,December_4,May_10,June_6,April_2,November_5,March,November_2,May_2,July_5,January_5,April_4,January_4,February,July_8,February_6,July_3
0.32018802789996187,-0.5777485479640047,0.43369122346110056,0.43864880790181093,-0.5175139811092272,-0.31451331558633927,0.02018433072599512,-0.06224538745952405,0.30330295692250214,-0.17477129068349534,-0.3307663042224792,-0.49682737561550705,0.09635056402822556,-0.1594631636211019,-0.45635981234634887,0.5757841769984611,0.05515622389523876,0.20148492905021434,-0.27407048672485923,0.288783106448764,0.11480280434421702,-0.48522391653873564,0.2644722307854174,-0.8957123883070153,-0.10051459756726701,0.023769705133943976,-0.07923561172217482,0.10339010403356183,-0.2728310718664118,-0.5923439906059336,0.005720484157123562,0.13176623988745267,0.03944837081746212,-0.6852322337088116,-0.30890059264984937,0.3600576201839363,0.2833295100942447,-0.013221026182837964,0.3481698498999972,-0.10245332610606368,1.050266321977097,0.057124664961075614,-0.17689437633449206,0.11829569847245766,-0.2499368044566771,-0.40946738647844194,0.038212703765585304,-0.0929423731029795,-0.2662030837081698,-0.5025593802921989,-0.7169831460973665,-0.18801504512055994,-0.3209254227449011,0.35345917761952045,-0.7960508857925953,-0.13236043322810842,0.5727785674433623,0.4790444493362034,-0.25061323176505845,-0.8696015612322755,-0.25112639005722454,-0.2523592465573034,-0.4596839843150986,-0.14499020853911565,0.8531715942516704
0.32018802789996187,-0.5777485479640047,0.16458885252270247,-0.15758641290038475,-0.21425456281731162,-0.31451331558633927,0.058805368732142815,0.5586663856614908,0.47336439785508727,-0.3534410983927783,-0.3307663042224792,-0.49682737561550705,0.09635056402822556,-0.1594631636211019,0.33216590252718836,0.5757841769984611,0.006341704622482708,0.20148492905021434,-0.40772909333152474,-0.5106359589628391,0.11480280434421702,-0.48522391653873564,0.2644722307854174,-0.8957123883070153,-0.0684784537925096,-0.37418049910442164,-0.006685844328170584,0.10339010403356183,-0.2728310718664118,-0.5923439906059336,0.3865215206274829,-0.4728353770822866,-0.10395868576100278,-0.645968445074419,-0.30890059264984937,0.3600576201839363,-0.0390979836583294,-0.013221026182837964,0.3481698498999972,-0.10245332610606368,0.22541273963309105,0.057124664961075614,0.21909291266806835,0.43901490999148285,-0.2499368044566771,-0.16889985249588382,0.2983606370890703,-0.0929423731029795,-0.2662030837081698,-0.5025593802921989,-0.6009437278480808,-0.18801504512055994,-0.07720663649461934,0.35345917761952045,-0.27416997677291627,-0.13236043322810842,0.6965306655254877,0.4790444493362034,-0.4232066644560275,-1.048869210176157,-0.03446805765345745,-0.3631252718522408,-0.4596839843150986,0.02872033024161033,0.8531715942516704
0.4564682777462904,-0.43080388998002206,0.8221411522719108,0.3009066432310763,-0.5129748572694406,-0.28897826577377816,-0.03480932459791372,0.44803333876903484,0.2489358646644871,-0.34936030431791276,0.07598304192124325,-0.46063370814771526,-0.21801135390573798,0.0018176034391815185,0.030944867947979487,0.3649949407251462,0.06329452134303823,0.5582337898828917,-0.06277280145642344,0.061446340999571206,-0.13941964630044895,-0.5748305263612019,-0.09539882344530948,-0.6362522837997194,-0.03531510514220208,-0.25842224348481113,-0.095232340679352,0.2592996409185273,0.39615335461034634,0.6034978595582564,-0.1408221897525471,-0.08161446663472105,-0.03835427302819817,-0.891889520726876,0.021838855073103583,0.7307221890053095,0.28479917379819664,0.03454122073325336,0.3130774767909426,-0.295443409416283,1.0431866150212155,-0.04284792650363792,0.263552638118159,0.3858567478473073,-0.2317559683815002,-0.550946526849693,-0.07183214810071543,-0.01940350466236239,-0.6254745433425809,-0.3895762462690546,-1.1180217088959743,0.15729379105583027,-0.1707406908097242,0.34460662345381604,-0.4724478232898929,-0.6694347767694264,0.3523451614957812,-0.26698782998904874,-0.182853164241529,-1.026192759266693,-0.1406306316376998,-0.4398200084129902,-0.523185356997975,-0.03888103602518572,0.7867499177549749
0.30309586881398487,-0.5903626126650812,0.2030121587943104,0.12523965738127513,-0.6326036756783012,0.12602806212351658,0.38001854901481447,0.6783857122255093,0.3627151963935182,-0.5534500977623408,0.04493914659906183,-0.37539087489353035,-0.26769083708655944,-0.02666401159552139,0.29004404412111634,0.212614348963505,-0.12136804596125413,0.4458890240346587,-0.14545832306579626,-0.041252420464274006,-0.38007554590482295,-0.7196999704972236,0.06247942063226345,-0.9259191107774958,0.1558822312512008,-0.2233657046113221,0.09228185892149791,0.2323493803607031,0.19130751341139038,0.13236420815227426,-0.1381693188093945,-0.6188622589996147,0.44123805729174487,-0.8689555678704277,-0.5192576033551017,0.7224754029499723,0.40174138625080524,-0.08122899071982821,0.37787747778207964,-0.23151090213828732,0.8461898475934687,-0.09508028294532413,0.32962908536958685,0.46050140469760187,-0.09931044833718397,0.10847199643015495,0.05489582809957534,-0.039839182953025624,-0.3486481314645501,-0.640353376608177,-0.5229467502286381,-0.06503124028402117,-0.21063562550371395,0.18907993725662753,-0.4255294701636965,-0.17589186398357046,0.6955088591054479,0.18232933249425534,-0.4442508307860439,-0.735897016945442,-0.059489040149611136,-0.4871468559835631,-0.42046379061804956,0.005993720233966687,0.6748619903828212
0.3398610959315129,-0.503587244440996,0.7891831372449969,0.500054120520192,-0.5369686276627517,-0.03091360228715649,0.3683472220012972,0.599968516594728,-0.12653669873601647,-0.27060799043838174,-0.010861741539033853,-0.36024964728628156,-0.8536375524002984,-0.1305789505972543,0.40289006101368396,0.24685579339059194,-0.15428009540027712,0.32772164240879237,-0.10631708622055283,0.134609822113695,-0.1912292910986515,-1.0700610991320276,0.09395666494933674,-0.48565175339344363,0.2980989876454787,-0.025420404057012062,0.4945109916204695,0.0500400571977877,-0.007201070724395853,-0.7346269701666465,-0.31403905982606123,-0.9261604069309374,0.68341749074047,-0.8878805760335636,-0.5676513103034755,0.6341477549762441,0.7178100416319619,0.015375434118001768,0.37135012375778,-0.43414324284050454,0.5923131135993324,-0.11754716763519833,0.18319376677555793,0.04374445287082421,-0.362605921310817,-0.5277805871547471,-0.19349496388554693,0.009916012104958488,-0.6703324441689631,-0.20209261331226713,-0.8772312455740668,0.2754575192017954,-0.17748798452993644,0.28134244517613266,-0.4558370938771948,0.20313284819623795,0.5442562197177926,0.1766544870206211,-0.6640640711798723,-0.9499616247482492,0.12613287137332588,-0.39016435565028856,-0.5444404672841123,0.0025325386639563977,0.7196873415322078
0.20933686451978584,-0.2115407446698988,0.7121933418130367,0.16962361702275666,-0.3880045064820018,0.09892413523338854,0.7039819292616474,0.8888658123250703,0.22818579733811467,-0.33603772395352505,-0.17254264746904233,-0.35618974646990614,-0.4606025842064358,0.08097711189385627,0.23097875949968436,-0.3118990673017644,-0.22042435061091312,0.5135573000492886,0.07655175976355033,-0.016070326047622784,-0.6896560852893618,-0.8035163185692948,0.15506898672748382,-1.0200302724143826,-0.07375237135153137,-0.24362420926374406,0.32292973949661236,0.15582655408885884,0.21159660339595668,-0.6918894792269881,0.18262105840310758,-0.6833350512273378,0.4821896621066999,-0.543643133881744,-0.9633027223532045,0.37154177575910263,-0.12631211573708043,0.4859220539311439,0.002490095722182499,-0.18910812995982962,0.7487755497640446,-0.03422600477531651,0.520791316883026,0.29383689606673913,0.1361459621536908,-0.297510658618285,0.2067988525950065,0.592341304616915,-0.5956964437932468,-0.5021846089613412,-0.6647295643735005,0.19671452233381756,-0.18827350360151876,0.5142484550600508,-0.6343833729558455,-0.6559545645363575,0.530222566374424,0.12792859500371823,-0.46804902459965664,-0.8838047301240749,-0.2623753431121228,-0.08918808739123804,-0.04511931921692033,0.1252150726109993,0.2749038675684301
0.18978849385899788,-0.2608407095643985,0.47836429703629607,0.5506466323532482,-0.1432830900731003,-0.1922571091354423,0.1632133226527756,0.34573355542297646,0.03804085783804807,-0.48426513381961356,-0.25179203447703363,-0.3125016074851056,-0.5693015613337482,0.07297016812917027,0.322156531727539,0.16156449950774032,-0.5297191379576861,0.5875997266629416,-0.12065681071312043,0.506572940919976,-0.24994597718124004,-0.6312193248502268,-0.30351786516578527,-0.5825346803810908,0.02890626886814371,-0.1511373027687023,0.523395110144639,0.25950265208587686,0.09918995759219289,-0.11825572687970944,0.16910396259413646,-0.3778374974738636,0.04439085458426982,-0.7717797998813929,-0.4807386081591687,0.3588349105038276,0.8047036196854637,-0.023426807525408717,0.08410188047117234,-0.43572396608323577,0.31251868041828035,-0.44646896102875067,-0.021312879330253567,0.5277272293243647,-0.8069267410663409,-0.3672180053587585,0.06362016475930155,-0.16901676832606138,-0.41474163652608176,-0.44246891925139065,-0.5055951580344917,-0.3671070193267487,-0.684135339423138,0.15062688282962766,-0.312474375985468,0.19589218070403325,0.4036558681363077,0.44581160732547787,-0.5379824285256262,-0.9712897550386612,0.5052686186432306,-0.1915621660684479,-0.6014472739541054,-0.0872663011406373,0.9794783731588366
0.3313543829757922,-0.7654438241454835,0.44869377434838276,0.30940359809977286,-0.5867197167108356,-0.6448131298672679,0.3391756958756079,0.27739371075563235,0.5084083347884196,-0.10130705171034518,-0.14115635815274366,-0.22804192331250872,-0.45504498018370854,-0.10070309926608306,0.35400842884234046,-0.0008916687716610389,-0.5379350952982652,0.7433756663118544,0.02698916775578264,0.5158554983763777,-0.6499172684742444,-0.7131957405700287,0.2999165899556681,-0.9015381481264133,0.041204212677708255,-0.49897033921155953,0.001241572884024253,0.189080741482498,0.15114303754016822,-0.05576914040094323,0.48100971027650263,-0.18431110566964892,0.3551674904264688,-0.539879253144566,0.19054179810693767,0.2979196411015988,0.3084052634604185,0.11427371620396945,0.09415667179691742,-0.26169774651658106,0.8306787063185652,-0.06638548959386466,0.18055981882535738,0.7617404652465678,-0.058221960253200665,-0.11419218356788811,0.356295549212546,-0.3184215534989129,-0.2879123416744102,-0.4157969591910098,-0.7415852630709902,0.3537305424487392,-0.17370262958598276,0.29556880332004265,-0.14989721279880958,-0.9454294636830871,0.6240542813460023,0.16878219525400387,-0.3912494616447976,-0.8172537381180985,0.241359202960637,-0.6199721554151862,-0.5374734497461529,-0.309047420540818,0.8548477904809693
0.4567935100471507,-0.9339066717880561,0.1428080005763731,0.4009275060148084,-0.4708866665600483,-0.005331337804965072,0.021037991581290327,0.20158670575228077,0.33087931597222386,-0.2842668493780945,-0.1776284214116067,-0.16380770345504972,-0.4911302166766147,0.06831195466243822,0.3279276231346398,-0.011486521553427706,-0.47935442990274135,0.5033660704942132,-0.33987600735518136,0.14047607841755105,-0.24097552087325133,-1.046048496665869,0.20928723712118552,-0.7721785198034828,-0.053057384648547895,-0.3404147448871757,-0.3703896249436655,0.3812933023119765,0.3651947586968298,0.24136587596162984,-0.017574220079491,-0.14250483830468325,-0.1918515343680845,-0.9268134120030962,-0.42029947397030293,0.5591086928254455,0.26616319637575636,-0.05299245782501764,0.13562513279860694,-0.2726383039155036,1.051740699166412,-0.3949198458037136,0.06341666701700316,0.9555059562998834,-0.4613076792440687,0.24012241223555636,0.29591136810658175,-0.5732638024823051,-0.5850038875892055,-0.12326544903458944,-0.5211987741017625,-0.10830909231486152,-0.3743288272096126,0.3241481443416696,-0.9494419024842269,0.040895334183349584,0.5820212943656949,0.1799679110684329,-0.19461351004536354,-0.8937780178854912,0.10823909617392419,-0.25567198448104234,-0.5434479738865763,-0.1580660423488147,0.8744279226300642
0.16623681343486646,-0.4953502858900965,0.44297546754805844,0.5169334455853897,0.10772913860694378,-0.2261783302831738,0.2467458322100939,-0.029073353339090592,0.14187995835490524,-0.02477907448304119,-0.030540667414009307,-0.2999271084768606,-0.38108223361579235,-0.07227249925515036,0.19234228302479095,0.20218655300365673,-0.22931259197933845,0.2280130190468859,-0.11122743104458073,-0.018878242543051954,-0.3529851334666557,-0.2022256696087652,0.734415320471237,-1.0676893391206195,0.15488598085731697,0.13659146821055884,0.8563254667376319,0.44522455760355184,0.687940823077452,0.2775949399506049,0.24624606096243584,-0.46068513477140016,-0.11019772988148226,-0.8447276624756808,-0.3669832347536998,0.4399903016903863,0.5132543799366651,-0.6928978492549625,-0.10779271409837086,-0.13683603734428582,0.5961775222905547,0.19409907528637876,-0.28290596033597437,0.4578134060621536,-0.24392731881177324,-0.2795849979870478,0.17699347851188874,0.3576746800682177,-0.48705171805303266,-0.00789811432865041,-0.27288723785456326,-0.054216831602311215,-0.04646044620217228,0.19105265405344843,-0.5082042832876235,-0.23517774903656072,0.44110406047252654,0.3190325898952463,-0.9108740386276515,-0.8159608689379344,0.7269175010104916,-0.2605320881636484,-0.5056650101479546,-0.039663831422273824,0.967449776837827
