April_3,June_7,June_2,November_8,November,June_5,April_6,April,May_5,March_5,October,November_10,July_3,November_2,February_4,August_2,July_4,November_6,May_8,February_3,April_5,February,April_8,November_5,November_7,October_4,August,June_8,May_6,June_4,November_4,June_3,June_6,March,October_5,January_3,August_3,June,May_3,December_2,October_3,July,May_2,March_2,May_4,December,January_2,October_6,October_2,November_3,April_7,April_4,May,March_4,March_3,January,July_5,July_2,May_7,September_2,February_2,November_9,April_2,September,September_3
0.09841498325400072,-0.20233443218085845,-0.0736099506500592,-0.09714418758448491,-0.09640856691247451,-0.03958598010521852,-0.30819951940432766,0.07658466002186387,0.031693768999991406,0.8958901931068942,0.06957508824620356,-0.2973019493677297,-0.8619847197499786,0.44815209060405276,0.09654334570656115,0.4081466341460382,0.23554601596936084,-0.10963994130163124,-0.028527838965496724,0.30343985466000284,-0.17526367260674292,-0.03422297205069405,0.06715710370425561,0.22547168074307508,0.4073857572181599,-0.5408968190843453,0.19047734068478844,-0.1501552479073301,-0.24641544725513573,0.4700348755095453,0.882337089318677,-0.7518409674010725,-0.6179755614931746,-0.1949188233260987,0.40012607910772297,0.2245250508483509,0.15281517623921545,0.18859158853723124,-0.48779018854713024,-0.33769722239977584,0.7144137702194765,-0.3880663285972636,0.23332558235971648,0.5597546352490249,0.4748319091709878,0.7277305000130224,0.05882310875887044,-0.7615832283030984,0.2227665004290443,0.7743401625155197,-0.6186711649651833,-0.296324847348782,-0.6316541240215914,0.3084166257658583,0.30208606289543904,0.06251760883723381,0.005846248845532129,0.4694793380379711,0.6365961548253869,-0.5941523593604071,-0.12082794603639806,0.2922345655763493,-0.7518276136274527,-0.00684454774772307,0.20919825326154867
-0.21895401867593983,-0.20233443218085845,-0.0736099506500592,-0.09714418758448491,-0.09640856691247451,-0.03958598010521852,-0.3983557475220699,-0.017217992899370607,0.4135208123877411,1.2732065252312523,0.06957508824620356,-0.2973019493677297,-0.8619847197499786,0.44815209060405276,0.12625710739860074,0.4081466341460382,0.23554601596936084,-0.10963994130163124,0.756130634768457,0.27842517468572564,-0.4561102415476364,0.0006788324670596035,-0.0016773564295879118,0.22547168074307508,0.4073857572181599,-0.5408968190843453,0.19047734068478844,-0.1501552479073301,-0.36030619083050247,0.4700348755095453,0.882337089318677,-0.7518409674010725,-0.6179755614931746,0.07523563332790006,0.40012607910772297,0.36823356795609236,0.15281517623921545,0.18859158853723124,-0.3470085972713193,-0.33769722239977584,0.7144137702194765,-0.3880663285972636,-0.04625739155717838,0.6376687478885087,0.17511767167634343,0.7277305000130224,0.11967103556099801,-0.7615832283030984,0.2227665004290443,0.7743401625155197,-0.6477802516297713,-0.08827507925271154,-1.0405704248978749,-0.8570057941715984,0.6615272495544525,-0.17133998103421902,0.005846248845532129,0.4694793380379711,0.7287372870678117,-0.5941523593604071,-0.2396337207393839,0.2922345655763493,-0.5742744033280699,-0.00684454774772307,0.20919825326154867
0.13448192769776618,-0.1680305775458985,0.07009268325649617,0.44125059583824877,-0.1105421719941982,-0.1729166840007131,-0.120259115809326,-0.08056655211035385,0.10012775147279082,0.9606460947235067,0.44051934272605586,-0.12764878750585085,-0.6308776552680775,0.6108675197338683,0.13194255580931888,0.6169618453723043,0.5119966094662162,0.23651276290487316,-0.12451603538458295,0.4140665907464785,-0.12515282142120282,-0.06297062958652269,0.06762629161071529,0.022958274074200903,-0.07398639719698807,0.05192137424874657,0.37037281702268193,-0.28903721004403093,-0.296439745775064,0.09432977160985175,0.6070907110226118,-0.5539447483527872,-0.7314800971987863,0.043934789842409165,0.4076323479637305,0.48539242470479593,-0.24988102883055635,0.19836328612401438,-1.0280658663902613,-0.32916337082293745,0.5011279009272284,-0.685218745620334,-0.07025323718350752,0.31129008655978496,-0.008833132511807854,0.15927450648148206,0.4788285598640574,0.004619676389455388,0.2356436913980966,-0.1543460993456786,-0.5204838669717697,0.10005844969943034,-1.0316583511064654,-0.4999993588263525,0.5491275351134873,-0.0321664087175986,0.10607959875187643,0.10585883217072671,0.990549418106396,-0.19968461494473982,-0.1185796032951753,0.07461133722924586,-0.37052922124797766,0.5352365371635515,0.0426813952204441
0.4028544222796058,-0.11372680070551194,-0.17775979252769253,0.6983833436847745,-0.03418249863817266,0.11694799558883534,0.10661751639488534,0.054169164508517706,-0.06568316779208622,0.8014118465287793,-0.08730548683168174,-0.30812521675229065,-0.9243463506751783,0.47187695112123174,0.4136060920258277,0.24374929835254022,0.5533410406240973,0.28497845801347654,0.5558038616534997,0.582052754171417,0.389984434198132,-0.36017544110209954,0.07257606304142306,0.2914206369776213,-0.18405775174139546,-0.35069779158654396,0.7970599410671109,-0.22747889134170152,-0.1890518497877362,0.28849911964878905,0.6511235466514432,-0.6474856849063201,-0.5581708303492806,0.20554082067663965,0.12293711164312889,0.2172019380978759,-0.29070671110903323,0.24353962362714038,-0.40179989165973123,-0.7648980338556166,0.24804785236184884,-0.7271919855349112,-0.15457386729468398,0.8525387034271887,0.3751414224769476,0.839900692065203,0.39667247179862253,-0.5208621899882997,0.07556371370122775,-0.30364679368408876,-0.36433747867988037,0.06665745081353915,-0.9920137602326259,0.1309237098997626,0.9611216259543194,0.4154018398836751,-0.3112887133635045,0.11418308592821111,0.9560499440172027,-0.035447420511102876,-0.06380586947760006,0.3553086786243534,-0.5839331626979767,-0.2975622111244216,-0.016908199390919407
0.0021659924895101323,-0.13427771306788547,0.11211905766339386,0.1546972111630754,-0.7869230389170713,-0.012211844249089963,-0.13666619312894152,-0.48425283973506494,0.2880745433082977,0.7930378216867552,0.042405340004163,0.06069953337351314,-1.2460162044346534,0.6785077135933192,0.4441573929522106,0.9863619855125989,0.20282325453476752,0.3985428240211327,0.1995108619449125,0.16053176784598294,-0.30529591138323214,-0.2625901490896007,0.06441844212659989,0.03635572366442032,0.037305242052604416,-0.5862556341368252,0.43601246510501457,-0.5846957733039444,-0.19629393556938296,0.08542001435283643,0.6279259829444437,-0.646536118311962,-0.6624837720007206,0.32831972071028603,-0.21113872567147574,0.026022174022484156,0.08656493011963115,0.3407168599574411,-0.9292620069002459,-0.4969465096804293,0.5219058520213572,-0.39628128024315795,0.09868150545372964,0.34864925826217574,0.39945018207603933,0.22893692921228992,-0.5094134838794242,-0.01827499575008234,0.16701875378033473,-0.8071379112283856,-0.12183543104754183,-0.027804911588630056,-1.2320265409347937,0.7121179437417601,0.3535738743519563,0.12556625803666527,0.07389361384840752,0.4539351718637082,0.63572971164316,-0.1419466652783055,-0.4349986385734261,0.10799478002481336,-0.2555231142290684,-0.4375949554375418,0.16636420904743157
0.3677628021581364,0.4249912548269472,-0.22522408603239377,0.4269545126497485,-0.1454826835038277,-0.6612885840065035,-0.1576056724138769,-0.0604727833902144,0.3410293078947674,0.6331193063892788,0.43259070947227674,-0.23877166325484117,-1.228782671671393,0.19401494382024126,-0.45509691580788525,0.48204182895324654,0.14055184049066502,0.19412468365746488,0.7553371572204074,0.6887494674494313,0.04340108744346058,-0.11409253897916846,0.07221521559405475,0.05088614950140181,0.023634118815625785,-0.625145931823366,0.5156543448567803,-0.06767691080949062,-0.632449711538631,0.17599630668257843,0.8275191934236519,-0.12008172350508682,-0.5031837902182864,-0.12636326243561066,-0.2036667978648417,-0.3236511787939464,-0.1033424074489014,0.19995056294550198,-0.28033051231717276,-0.31263975949710193,0.39907533815932444,-0.7642429447815167,-0.06207232411087093,0.5788575697910319,0.6303712686171185,0.5690128796146484,-0.20595354414273748,-0.5511397307812367,0.41509197847196827,0.32246428718193587,-0.30765267768362325,-0.43098625095695564,-0.911431443808606,-0.8077262985591398,0.6844500769935118,-0.029907153011952285,-0.39882210822289943,0.9155389140266958,0.5012464109400785,-0.0004924150196066734,-0.27120208101586535,0.27775178976737247,-0.916174876075166,0.06685603267611248,0.29128703496440433
0.14477542814512412,-0.32655354383109525,-0.12087972983587826,-0.3463140552628124,-0.6688936798991855,0.12927534030084592,-0.07149342624425112,-0.011017840634928527,0.32773545804627624,0.8932174213771376,0.10953447818824036,-0.4947870767425301,-0.7511946358583275,0.4474596376325773,0.5538041512973662,0.700186590473706,0.33015259139588177,0.3419063626869671,0.7137742689193876,0.19150959055197161,0.8049049413285029,-0.18092308394079742,0.0995058609433474,0.13926031467456335,-0.17048015363741773,-0.31360552001364894,0.02099901009985955,-0.45510868533373416,-0.18154617798955713,0.1848421991690618,0.7292657565013141,-0.6106194006852851,-0.6435801458942383,0.28641482276009833,-0.10428737782617997,0.5664972126415415,-0.06633020515071547,0.09205988313753422,-0.5028563429070652,-0.44565065750366106,0.6201491229828473,-0.6722926413439718,0.21332230035895777,0.5885572410614915,0.7699786905136626,0.17895566446896316,-0.06439892159184649,-0.45607100112237897,0.1341713912210017,-0.0824395697618335,-0.2899235191513809,-0.2340970625798044,-1.109671192373964,-0.46210588416154474,0.5915398509699998,0.10165308214636051,0.5661289662473724,0.6754045233628052,0.8792324457891724,-0.010769064930362948,-0.3440434887092093,0.0756680024332071,-1.051328307635253,-0.2197029617792271,-0.23562813648200617
0.09453374177820402,0.2545911843761126,0.09371672504769654,-0.5623844663968487,-0.18823619318279972,-0.3807197736911554,-0.38678059878471727,-0.17807216444667778,-0.0507033130356052,1.1994264122465912,0.19053297260489335,-0.4628269740190562,-0.946904663941284,0.1709279299845858,0.018864044407605245,0.4123236715166043,-0.001758240898274012,0.39222768954626697,0.43815428955781377,0.21799075721410432,-0.01954376416073271,-0.2806553218172288,-0.08828412081079037,-0.29116340003032376,0.06427359044332351,-0.4699349199562327,0.8332522471495323,0.04969919792425507,0.14923905871881102,0.07822957660412265,0.8186999151499931,-0.09213497497166531,-0.45637935276486846,0.0772899991621082,0.23884409483861088,0.13927267922082798,-0.06834700227826554,0.08156481384410344,-0.9416307531474415,-0.36461661075686697,0.5686675324952335,-0.7623323332497821,0.27435481901821435,0.452661333493112,0.7683624472240408,0.02053357608447673,0.44541457653721983,-0.6708135352906109,0.24951538503352594,-0.1614304773681416,0.335266872458798,-0.030324915420404705,-0.8208795090092769,-0.19843493939592466,0.9012530751324099,0.22985149717699782,0.050570437128308526,0.6213374781457235,0.8262954934497048,-0.12070085491528812,-0.12321220936621544,0.41036578702066695,-0.6624451720603948,0.1319085844619261,0.12239529175541808
0.546272707253526,-0.007210720749060623,-0.08533962980658005,0.04188291854541143,-1.0830982615469362,0.10650713609913234,-0.1904078699660747,-0.22495996838131466,0.22329298268854497,1.008062292429961,0.2407106581343264,-0.16479470639075866,-0.7183924703084731,0.8750726425605095,0.21791738591850643,0.5419170926075967,0.3444415103199442,-0.11336095083728029,0.5728977722292022,0.253958344898727,0.3979789364847912,-0.02834900061245174,-0.018750645628492796,0.46643393316463827,0.8218771943456057,-0.9447463105149936,0.6830382671469726,-0.5279202498430471,0.2446106266907583,0.4414651718642399,0.675028187340539,-0.3115788525782102,-0.6221168877774723,-0.21567080860797763,0.26126247758313126,0.5301264878055346,-0.12982788638839385,0.11227097508261803,-1.0403554260071413,-0.35391920121248854,0.5274076593581631,-0.5820571047828653,-0.01026383516669959,0.9930416856699695,0.7301788590618496,0.018539982973465374,0.4240919024532365,-0.839629005627113,0.9364030421668255,0.004709517015898584,-0.26604493264795565,-0.5136753949545807,-1.041623185797629,-0.7314739840820895,0.8532824562691909,-0.04393720111788307,0.19530048729987343,-0.02273350633939722,0.9512920755680493,-0.09011458334926509,-0.08113169112011899,0.361635044765575,-0.603255128172391,0.5147036463854847,0.25925531704662674
0.33210701946202953,0.1255007341003107,0.03218874730536591,-0.095537085866168,-0.27071604968846474,0.2145274193568793,-0.5315814220815946,0.19587955305003768,0.2343426300934831,1.2686625316279225,0.29024813680424166,0.02783725121787689,-0.9651017706893903,0.4460876958797418,0.334107237366416,0.40169222783466724,0.033694155936689466,-0.1823158971163103,0.3751348447064365,0.305674011195927,0.12048092730848263,-0.22822472649302136,0.020754893049726247,0.056736519192505615,0.6903133236253561,-0.6360535507967089,0.5945680653681458,-0.7366394352584246,0.13391120023323877,0.25324207534736176,0.6628895406535031,-0.5768017045446563,-0.5444131560712302,0.06517403643264272,0.2215594973604883,0.7147461322137251,-0.36812792349130585,0.35642430814190734,-0.6694383509445267,-0.5935218171247334,0.464138488478293,-0.41818232373992736,0.8366804137145507,0.38305564510966783,0.6891020825690743,0.1042565552380683,0.12345611572663347,-0.3581890910537282,0.19411442064101753,0.5155418579056287,0.264298961776686,0.1341249168606732,-0.9634765250849748,-0.9851219586946366,0.5179910855137326,-0.20804356554283127,-0.0530535808837064,0.5735270523444396,0.41843829603113897,0.1518621805880675,-0.3751920896038146,0.4871323596099674,-0.6562745743556946,0.2913418979232496,-0.13372353853475366
