May,July,May_4,April_4,March,January_2,November_3,August,May_2,October_2,March_5,June_7,January_6,February,September,January_4,May_5,April_3,June,April,October_4,February_2,March_3,June_6,September_5,July_3,September_4,July_4,August_2,October_5,May_3,June_2,November_5,February_3,April_2,October_6,March_2,August_4,June_9,July_2,July_5,September_6,December_3,April_5,July_6,October_3,January_5,June_4,December_4,January,June_3,January_3,April_6,November_4,March_4,December,September_2,November,November_2,September_3,December_2,August_3,June_5,June_8,October
-0.029443410105448087,0.29802194437791585,-0.21176680074558246,0.12871519749532187,-0.10843780337576947,0.22479328321573705,-0.13138171392453407,0.1257998587654554,0.06241834248956183,0.01648923196008746,-0.048396718000639334,0.1457885674867317,0.33063002625615323,0.33199032494608205,0.17758178163490934,0.06747407899203725,0.13243116469904917,-0.30041967497496336,-0.03120892233458437,0.04903767408072779,-0.057302105890539336,0.06054294902598565,-0.058018649107533245,0.008826702721127318,0.1339385825891201,0.08443508785414325,-0.11428023890151863,-0.06010950885336519,-0.050611705328369685,-0.12795687937683187,-0.06015077607560301,-0.27512559525846914,-0.1959871175768852,0.15651641265386057,0.028322055465825023,-0.14535818537604764,-0.2814608956587108,0.28257142700222004,-0.05502792123224745,0.0391504247772821,-0.18953442149006083,0.14537658991940336,0.08620999588039818,0.18693634967439052,0.09221524618519202,-0.01429814225793745,0.1717069106493111,0.060153461357315106,0.16188468984494958,-0.13285641984088828,0.0027204348748711806,0.1397535737647657,0.13263444920858394,-0.020477836438176904,0.11648431983187184,-0.16376385049173467,0.056144562802930925,0.02256127498634175,-0.1379344522539927,0.3055709868150658,-0.19985183986113403,0.14872139809362253,0.20673381129993862,0.05313925300231549,-0.4576854058299371
-0.027470452762831544,0.29802194437791585,-0.1485776509471606,0.10565869186568914,-0.03930132889426694,0.21867294006128296,-0.13138171392453407,0.1257998587654554,0.2875244093374936,0.01648923196008746,0.048420259713039544,0.1457885674867317,-0.12078469563576114,0.1893513424316356,0.17758178163490934,0.02140271020939365,-0.07060430492163869,-0.09966906413322725,-0.03120892233458437,0.0045242442553034504,-0.057302105890539336,-0.0020788838109863234,0.00023774638909398668,0.008826702721127318,0.1339385825891201,0.08443508785414325,-0.11428023890151863,-0.06010950885336519,-0.050611705328369685,-0.12795687937683187,0.16790112212317101,-0.27512559525846914,-0.1959871175768852,-0.11260829272347654,0.17205584988999054,-0.14535818537604764,0.031816975693927746,0.28257142700222004,-0.05502792123224745,0.0391504247772821,-0.18953442149006083,0.14537658991940336,0.08620999588039818,0.22337296836535608,0.09221524618519202,-0.01429814225793745,-0.15515215338993207,0.060153461357315106,0.16188468984494958,-0.04279250521811177,0.0027204348748711806,-0.11944947083459198,-0.11934959644817789,-0.020477836438176904,0.28480579028505454,-0.16376385049173467,0.056144562802930925,0.02256127498634175,-0.1379344522539927,0.3055709868150658,-0.19985183986113403,0.14872139809362253,0.20673381129993862,0.05313925300231549,-0.4576854058299371
-0.22526494754333368,-0.11235540025857374,-0.09262914354743464,0.08533097424503476,-0.14122658864486895,0.17306701666336743,0.011468159427975525,-0.040325811085036405,0.15751766979959209,0.04964775397624913,-0.061999356361144745,0.0436689131809981,-0.07802679670157245,0.24756974116329933,-0.0011848120462021397,0.3181311314652999,-0.19210139752794225,0.029741159294149777,-0.2426041919942007,0.06406853609112405,-0.2049468913211054,0.09266090010120057,-0.0021202016992998216,0.06497994670635285,0.1044609027335143,0.21048820576743724,0.09994085215552627,0.3106810263649988,-0.05306913406913488,-0.13428999647734013,-0.11600674230038617,0.016741494321456926,-0.29523312851613465,0.24527974608299163,-0.037823538023642106,-0.18288335065174444,-0.20079331397737213,0.08467188589054092,-0.1328374066390155,0.14395586090267065,-0.014878187906136271,-0.2613978938616744,0.06184596679882514,0.004773436514421078,0.12485658949165543,-0.12996383941667844,-0.13780873321693393,0.0863315904555266,0.09789060954346301,-0.27273404640212395,0.296208807773221,-0.11736920232700433,0.061487143360084345,-0.22248814507216072,0.2041191821878186,0.2445213978761159,-0.03916808745091145,0.039121780088589006,-0.026372758257060362,-0.2133893105149874,-0.3227184959033709,0.11954905560190911,-0.04010736584886622,0.045042850039120924,0.16485455294809934
0.15539570294537625,-0.028161688911495508,-0.2325771528084597,-0.029201545587781534,-0.2593866006671966,0.14413429507248898,0.052202800978583846,0.47602078350266674,0.11037428809880423,0.12598761514389067,-0.21082437489059652,0.10370305560238652,-0.09162927900721046,-0.031552785786670465,-0.08600571502542297,0.10807868311206123,-0.08734721653167003,0.058870986627940956,-0.17038109036837118,0.0383145233491939,0.008340620193145526,0.33094416600823295,0.0018405394185422828,-0.045734709316129094,-0.07641873257627084,0.24330772760941582,0.1914544625768575,0.19881278672095049,-0.060937864130790886,-0.3242518295861403,-0.07424590916622092,-0.16359421084332984,-0.12040065599770744,0.25379799533052183,-0.08774167578195763,-0.30462009698991105,-0.08248676288428518,0.0718989209128245,0.021835162120068384,0.22835785160095964,0.13030510593221745,-0.03180645267288053,0.18772073180196086,0.0436744235971708,0.0027804968510840977,0.29825476673695556,-0.08282801382365147,0.34959413985175497,0.02024371647742717,-0.17431419197612194,0.04106668244571347,0.17501248815614662,0.019119092974720107,-0.06989517334680562,0.1465302209636148,0.042774682711102886,-0.10810961064561896,0.007064672130980273,-0.07694853692515084,0.15988432876341857,-0.2074332735491681,-0.029021985356951704,-0.12283498175067264,0.1664980192097909,0.08623463353106933
-0.11742832198251427,0.1302134034208321,-0.03428784900277793,0.09343591105372745,-0.28927314163373014,0.3042825392791019,-0.08440246281006557,-0.012781346042619865,0.014403875838856672,0.20425505375268982,-0.05972181729356759,0.1757608438160025,-0.13108759013546536,0.20191632662190667,-0.08596300209059604,-0.24144061348935497,0.03824292319338051,-0.14422318246614368,0.04682588787016079,-0.3023752897660558,-0.12089692843244439,0.22304470620710612,0.35791257244527686,0.008652155105281167,0.1057961758332494,0.13896050185053563,0.24448200512501475,0.23590470631815824,0.10941970120013743,-0.0759934791576097,-0.05464963522666896,0.011740425027108503,0.0234752416156185,-0.017952046157813317,0.09438565416155287,-0.010620157996861841,-0.13865495673014402,0.012178014771514986,-0.11198208078246603,0.16236373036839918,-0.222636843525263,0.04593331109682129,-0.2475006066775396,0.02649522957553426,0.16201139610925192,-0.1435949390088997,0.06156980155527585,0.24773785685675404,-0.03276228194431081,0.14401737870579703,-0.02748403222222099,0.0801633587781209,-0.27545652038598045,-0.198949350089769,0.20441362746654437,-0.01264565527728411,-0.18643656710978215,0.21768950948555205,-0.11570377220694922,-0.06871028633927428,-0.182520368413302,-0.08360368309420842,-0.18012835177827233,0.21739883414743705,-0.0014838385574641628
0.08907941055662746,0.1291624885223639,-0.1080079312775105,0.2575787664176476,-0.036595490187407376,0.4154962726161875,-0.0714629008135975,-0.10723287806095178,0.1247386488014695,-0.04697253242204773,0.038359389577225476,0.22565986125878834,-0.3297349892609748,0.2590326233161283,0.05928475804617855,-0.09274145874524117,-0.17041889342827404,0.04278883605076615,-0.11412080726217894,-0.12037783598117918,-0.043691699868243984,0.15872646966118076,-0.2793217618423249,0.019600874237472997,0.15364374543911374,0.09795375379285032,0.12477660901098579,0.46887517649130983,0.09965464545800977,-0.17880069038133714,-0.02124788499160373,0.020564892976193613,-0.2636318740869804,0.36023168700511365,0.04520171991759529,-0.18287724359013655,-0.31140539735818673,0.10205938755887496,-0.03233305623735706,0.13723872808897053,-0.02602181437086598,0.10054317853639358,-0.17474062857579076,-0.053475493839964555,0.12732128916554783,0.03971282256486701,-0.09949529306773716,-0.22136837887201075,-0.12001520050144224,0.292118571400795,0.22710168410342632,-0.017614634309194584,-0.07704541498916129,-0.0974980907446144,0.004535168407296744,-0.30549956096266817,0.0074499855172786775,0.12075320531881303,-0.24210585279520896,0.01616214384540692,-0.19250899323477974,0.13054271250899185,-0.07117970085285773,0.3250351662062457,-0.11482389951680058
-0.2002915204606601,0.15429287482655515,-0.03620656385014967,-0.20696136886657993,-0.06277392786889623,0.1253578183872271,-0.19264794325783116,0.122678893008519,0.22995642543229322,0.19724825025496276,0.06233003152096792,0.10590072252031346,-0.04520662768927691,0.024088127613804612,0.15364099228408937,-0.058373619215875874,-0.19512721751778414,-0.027749968036511467,-0.028028191193260173,0.224135444915637,-0.0778244065917483,0.29067719386161195,-0.2967337844334915,0.0026083333485966056,0.13027374903952005,0.06189901901577164,-0.205065056679953,-0.12974809913221616,0.050510662801292294,0.01252411330931625,-0.020694962799865053,-0.20481926600668152,-0.02330629316166768,0.4240926447192849,0.02402653428893351,-0.0734833418203556,-0.1966242543423967,-0.10272366593906819,0.1070392507850983,0.1507960391561885,-0.2355314352963665,-0.03798660138065161,0.25956683838445,0.4378081506734031,-0.07379318465117633,-0.24256950359409804,-0.04874745570707642,-0.07283480770476945,-0.09117559437854406,-0.21593133131200656,0.10119213521027119,0.20900476361316228,-0.005717073880443602,-0.015253955982649607,0.05921704833986124,-0.10604917584254284,-0.21318163443428376,0.09647368238835,0.03829812688983373,-0.015104198871474855,0.08402084725272735,-0.08569753825221915,-0.22073160387568758,0.17159909414699534,-0.0845454155069501
0.14298874158987562,0.27553003656354247,-0.20642159532008558,-0.11729279842412513,-0.09793387721180051,0.14471583518616896,-0.008326917554716904,-0.09228158934325092,-0.05725078644463629,0.02690758117136303,0.02560848353045504,0.15951670921759128,-0.1677104091863641,0.09376842274091432,-0.07481822615694037,-0.08006380237008567,-0.08117067616922125,0.023120884899641383,0.09351270339639967,-0.09325104144985295,0.03064163029862564,0.3426361160320838,0.2310510642972612,0.2344159358640569,0.06324570395686382,0.25523467836424135,0.12646011207913332,0.13022340656414533,0.09026302057773636,-0.2891012515770667,-0.06507577576082424,-0.05561404932041647,-0.046341581918284844,0.06661830806259532,0.014179057224649166,-0.15478275995405735,-0.14946264349708574,-0.02967922518892825,0.09687850024469921,-0.10546893358082504,0.1387533092021503,-0.03693387792257878,-0.23831632055577265,0.07744146618624283,0.08604364408750136,0.057671802063013505,0.0036169164827459,0.023463291837870635,0.1385123979340031,-0.017725691011743788,0.16556833205235674,0.053352353479688794,0.03677918870557176,0.08902578143605579,0.24972558969466702,-0.26681784521175184,0.12877896572325062,-0.09905510742243953,-0.20458980613995353,-0.10319168835601052,-0.2640196408922379,0.20772007657683683,-0.1957667707963217,0.17047565131459108,-0.016343241160575273
-0.1473143006865899,0.06284920819310877,0.1024068328941102,-0.11004929278713561,0.015769032741882818,0.26242624428014016,-0.00965202255307897,0.04161770537868795,0.25264485104789025,0.01833551388403673,-0.06595751736175813,0.22930073984288168,0.3260305448775884,0.08501236396727904,-0.06596822576418503,0.050828896633051554,-0.06298044205102085,-0.13191777327447,-0.06509764752137612,0.18649494968784797,0.10893892554647443,0.4014630506887397,0.1700423838907957,0.016556653210776935,-0.20464533621345396,0.08221890015588158,0.29732802473959075,0.09161981858925075,-0.11698078810245961,-0.22428603926843485,0.052733430222308954,-0.24361718955447909,-0.004172992647168795,-0.1893047525598167,-0.057680882432751476,-0.38677356631371707,-0.06839677608422068,0.09225119635992723,-0.030485290984056848,0.05106071916719413,-0.30875172130787787,-0.19217553915001667,0.24417790260420197,0.1437691578435676,0.22310717034698338,0.01614109053065938,0.13632446042668236,0.048843553035319835,0.11582116167410815,-0.30413744961894884,0.02831497283674355,0.37976557127924804,0.14760198329242477,-0.035102293068649676,-0.10390465012311906,0.0693528731902542,-0.002986331017038388,-0.2184161717164794,-0.24473325009259925,-0.2027010928151909,-0.3097681544321817,-0.03262372263581688,-0.0027416384176753295,0.2203047686858724,-0.07083817387247049
-0.03873503349242237,0.0612934190407144,0.03788804168684907,-0.07876078820817277,-0.1666473806999081,0.35662093055593164,-0.12877518415065925,0.09369266752779917,0.21131588160494927,-0.027249894494535416,-0.026320998524652427,-0.09208382678064364,0.154250396797476,-0.024074770184470528,-0.07646591130596223,0.09533132778800173,-0.18637569082960148,0.16212713339966905,-0.14882876775782447,0.048112641932854014,-0.08490881749237071,0.2683248254680112,-0.09850843868128183,0.08490289815690184,0.032769040909624125,0.12655524887441894,0.23874803019560045,0.14943969708937854,0.011652314072980193,-0.13998433546772487,0.1788700239390819,-0.03170840443405818,-0.18573853476901878,0.3059990865335047,-0.2649444972744282,-0.1420422699248822,-0.0573050299183262,0.1708490959418598,0.028547068168054992,0.09001936270913943,0.007278318439915495,-0.19084318697004704,-0.09844920263877624,0.0560055288350405,0.1120784374747182,0.17024149311915027,-0.17526754303502629,-0.06410008925589201,0.1669118334223845,-0.3524750072059714,0.27678685552883386,0.40600591203384645,-0.2455640372809034,0.19062009693362247,0.025288854816389622,-0.03247141841589969,0.21513827347805362,0.008974266552353716,-0.14341529058266783,0.02819076820439257,-0.25736292537547206,-0.11534872296409526,-0.2536009586930353,0.2204736856291628,0.11908366648489459
