May_13,April,February_2,March,May_9,May_17,May_4,May_3,May_8,May_6,September_4,February_3,May_16,August_2,May,September,February_4,August,November,October,September_2,May_7,May_12,September_5,August_3,July_2,May_15,April_4,January,February,May_5,May_10,July_3,July,April_2,May_2,September_3,May_14,April_3,May_11
-0.47795050051809906,0.057716198436546184,-0.23099698900275195,0.44051210145832115,0.14882067575178287,-0.6182992731670861,0.6354032408567905,-0.49702820262412906,-0.20380675264260778,-0.1385332996572113,0.19684548913404282,-0.4182149363399968,0.42973231000816237,-0.09036354674913293,-0.137050541886945,-0.63731751770949,-0.09471498882107214,-0.2882941214185729,0.20923876011819834,-0.12455096059441127,-0.6479020062068129,0.2750110819839907,-0.10490854058070759,-0.27321795501157586,-0.3642406234533076,-0.30576177630166024,0.1252057807956139,0.3420664432510156,-0.2003856999291587,0.2177491100701595,0.07538994252142307,-0.10041099566448873,-0.165629790720109,0.10394117890099332,0.25502402861257945,0.06838083062930655,0.20586785873282487,0.2385239511722223,0.1399162819520092,-0.2333113608981496
-0.18114308555463998,-0.06429952104795328,-0.25404134903142217,0.19331941354251045,0.12745283853584588,-0.379903937646456,0.26073227818032507,-0.29633985566017007,-0.18122153222251128,0.16413752254013794,0.19684548913404282,-0.38775872084543367,0.0003163386228215853,-0.09036354674913293,-0.07776716784437675,-0.63731751770949,-0.3331782932910137,-0.2882941214185729,0.20923876011819834,-0.12455096059441127,-0.6479020062068129,0.17950912032152258,-0.22720835931902325,-0.27321795501157586,-0.3642406234533076,-0.30576177630166024,0.11009045212519822,0.3370448991645965,-0.1852376610214217,0.18577110749768616,-0.006590706455360959,-0.08653285964287163,-0.165629790720109,0.10394117890099332,-0.045323116722326376,0.1492014726641399,0.20586785873282487,0.4148823973852336,-0.051579149005106385,-0.16439643848582944
-0.14372741565167607,-0.012719908731373561,-0.18307876470295753,0.20906746238133145,-0.11870250603615547,-0.5498604927118849,0.48686457548890943,-0.1754655914896488,-0.2513986124383906,-0.1372551774363593,-0.10899731226925133,-0.5635229033604681,0.04421552031027773,-0.6582560210895048,-0.08475773459103148,-0.5721438731979517,-0.2779507840709691,-0.7058191366459194,0.22596921358118413,0.056037802052010796,-0.1502394053666355,0.2421364005861582,0.19643079068780572,-0.33181019791397987,0.03308395599479026,-0.32023097149171875,0.16124355128998158,0.27193908924807103,-0.2977197856512004,0.13438655366394353,-0.02813059202941523,0.006070714019914089,-0.14513700707229737,0.29602059626614946,0.1884061365448663,0.23269902964135455,0.12434206866949521,0.26794657654978116,0.0323730138512102,-0.3038590785878295
0.021026518747055703,-0.02365444337307622,-0.17138297302853717,0.32816507140698215,-0.11357066772099127,-0.6791148044095343,0.4625281928376708,-0.08677759272400004,-0.4914336334170408,0.13975165212177454,-0.0534635861228213,-0.3401322246586088,-0.19030226691138152,-0.3894953884872093,-0.33702773434123867,-0.5233763636385779,0.07518743750377674,-0.11385259120789254,0.11421122001512128,-0.07925502337325634,-0.1498685645088521,0.5496991595646918,0.0774076635179665,-0.010854170608697714,-0.28857524572410903,-0.6489315249157297,0.16401265244489677,0.4725193231132808,-0.14735622611659735,-0.1637806431571447,0.06077978167196019,0.07148831986388843,-0.1848399643369706,0.0195502658892152,0.08993509413786326,0.4350806597929395,0.10289157527879164,0.4009537801611759,0.08795620127599182,0.1695227462123643
0.11432528840602446,0.15691408901815587,-0.25703335302624086,0.4916335112734385,-0.32754986189939017,-0.4231734882226494,0.4532296000578263,0.031453816430237175,-0.35238828537811956,-0.016170601964140108,0.03317741741635653,-0.3536461710524379,0.09736687850449946,-0.5295984361895718,-0.32401517313977124,-0.516433523329788,-0.18244656252403257,-0.3651974554897298,-0.22368450175161253,-0.11516688004394099,-0.2536452230830985,0.6571411587575284,0.02131295363906545,-0.07722258912324273,-0.02564655450074138,-0.3946849262307642,-0.1510585593426187,0.1348814473975138,-0.4782085631291953,0.26165130466657904,0.12252933387923169,0.09637451920522659,-0.007507085714061154,0.3850386913544481,-0.12404862329472276,0.6114746397417572,0.21541776763148857,0.14619593450524088,-0.26239517465883067,-0.1580960348581072
-0.3149916798166913,-0.05666858536365506,-0.34598018382130613,0.4420497970093995,-0.06161739843211561,-0.5353555086588851,0.5529507349151446,-0.4461928796216596,-0.26690876108075284,0.1482890370302825,0.1155393962019775,-0.2208445324351951,0.35769959745140406,-0.4391128016976348,-0.22265962156171704,-0.40789744077766843,0.17534165974457824,-0.6194051206647069,0.07508296103166845,-0.08788824015418194,-0.3357190939255876,0.5776420025818234,0.049716152209054454,-0.17299186420122217,-0.019707000081088763,-0.7969236523513412,0.30244922972058125,0.23030144695459798,-0.04358480490247328,-0.028711758634371087,0.1378015286364247,0.042727919625161453,-0.1990525765754748,0.5753369728214697,-0.05082420141602524,0.6001949970319765,0.24011257197558034,0.16735729179054995,-0.22348062797036847,0.0716897459528197
-0.02951162498033473,0.12375769465161875,-0.33235739965600936,0.553379615818744,-0.3081035866999554,-0.41671370234623617,0.324064650002681,-0.2569825408066678,-0.49525227763864715,0.01403649018117746,0.1553216486100909,-0.413117919127974,0.29670224604915213,-0.3054926776572801,-0.41601772976576246,-0.7968629107930161,-0.32777113208474407,-0.5342129790740273,0.14313228302386766,-0.02280398980969532,-0.2439439835397372,0.5143839663619976,0.26785303180937836,-0.38084757239127903,0.003936977343533488,-0.7690025802850641,0.31635588927353286,0.12221107318718315,-0.12498740200179496,0.04434698038928478,0.017391476840285025,-0.16262430394889424,-0.008924055674374723,0.23583341421225723,0.019367979886981933,0.4006640142447801,0.17739795926654064,0.14068850520026377,-0.4112434740624524,-0.2432815078425597
-0.2921441613398722,-0.20598165966138826,-0.4659006160009845,0.4585987053604885,-0.10947661913390286,-0.6696470500844528,0.8465296946062456,-0.35103597988631874,-0.39356988637140056,0.07900903751695834,0.3081608093014977,-0.12944465943632982,0.13461116077642335,-0.5679564326486497,-0.18139038440212935,-0.3501571378588284,-0.31483730661000503,-0.24301627074263743,-0.24587721658367892,-0.14951305820899638,-0.21864507469652605,0.3758797904993256,-0.09545580922843833,-0.3050870725795547,-0.21555197118071256,-0.9619340739814998,-0.10406563904440069,0.8610279884670554,-0.06122536452711609,-0.01236635595443547,0.30841364569224605,0.07778327662431406,-0.25426271493307656,0.20201354122262108,0.3697552073269385,0.350704140758845,0.05856302237265107,0.20304180662461663,-0.27465871037934014,-0.08229222151311308
-0.28359409677326197,0.3638701453230255,-0.32233146700027787,0.41566260149564915,-0.21878708612082265,-0.5328494470752096,0.4990651187701069,-0.03705786754809173,-0.2700511031195163,0.12642813300265454,0.6795265929977513,-0.30012471131382834,0.28060055527124156,-0.2521729578341475,0.06502862026865996,-0.8310586646205379,-0.02762815937693258,-0.4529637681139229,-0.14652638138631296,-0.09874452643674735,-0.2913184904364547,0.39806452300316614,0.07408383773912319,-0.3547519860319515,-0.16524202037140104,-0.4902714361836019,0.2493406517752889,0.5645659394217099,-0.1922328460716203,0.3464783406741787,0.2379347393633178,0.3399207690176195,0.0483057120886253,0.3655759115246544,0.19517512380048235,0.21589325157030065,0.44361737018443764,0.16544006105883974,0.09976403592697691,-0.4046379201950657
-0.23385867978424618,0.013008455352204157,-0.15119320187887508,0.7150232049576066,0.043250766294882045,-0.4107793729336061,0.13360513882401245,-0.23903706480764345,-0.19422207855333753,-0.02445235020003575,0.08158500731388378,-0.28185677792433295,0.23499352361795023,-0.20259358875385997,0.03499349790476419,-0.6698850081597868,-0.13731231713487713,-0.20508184630086257,-0.042635329834406224,-0.00023650542584516265,-0.2938821451474485,0.13646940539001648,0.06998303282268495,-0.17077807559662567,-0.03668536693061539,-0.506959038015421,0.32507589384365887,0.18757683170170597,-0.2511295519998692,0.2745905706775299,0.14833683701889627,-0.06227393121125868,-0.06796001712212824,0.17004243696015856,0.273698940606395,0.04665253261401775,0.2980290869753796,0.2895739731235109,-0.1520389403198558,-0.2852292051175525
