March_2,March_3,March,May_11,April,May_13,February_2,May_3,May_9,May_7,June_3,May_4,May_6,November_7,May_12,November_5,July,December_2,July_6,July_10,November_4,January_3,April_2,May,July_3,August_4,July_2,September_3,May_10,May_5,January,October_3,February_3,March_4,February,May_14,June_4,November_2,June_2,November_6,March_5,June,November_9,July_5,November_3,July_9,December,November,January_2,September,February_4,April_3,July_7,August_2,August_3,October_2,May_2,November_8,July_8,August,September_2,May_8,October,June_5,July_4
-0.5972345466159403,0.03428402065821991,0.8869489664911234,-0.10058917138575814,-0.45762599781153934,-0.03798177440621329,0.22555084932201197,-0.7804963179040421,-0.37183937518328425,-0.42463926748849173,-0.6107334390551535,0.3121939975421666,-0.12291306067729887,-0.344366368791229,0.12331264872055155,0.13846078917060967,-0.3388277816396618,0.46648522091962763,0.024108838368399256,0.6629253370084334,-0.10322281015778335,0.5621241060371945,-0.10286178401698944,0.10606169916198495,-0.6913760821764593,-0.004091369328594191,0.5035351576784916,0.010722072533959313,-0.38923589688147053,0.48424763834697493,-0.3108167798830175,-0.3851339418671118,0.03151291193211963,0.6189255099973404,-0.7424526085957752,-0.8223931553719636,0.9358126097703657,0.19138577655662195,0.10439282528300195,-0.3554144015786846,-0.038172058415396906,0.3361213979523294,-0.3242868611359737,0.4985495587180079,-1.1687742108618777,-0.1305452424602267,0.10890677397519762,-0.30680298497456515,0.5361828975874192,0.05478177896496488,-0.1703361826206502,-0.47042983564147844,-0.005165910982051894,0.26061889129828686,-0.7721472736831975,-0.2543073861418921,0.41797420521921824,-1.0103193438357647,-0.24002537288827583,-0.08674593236153694,-0.0709008659362455,0.0009449007887225858,0.22561079832897185,0.7719938697546984,0.06499525321697253
-0.4586830335497704,0.424148721147138,0.5080306932750014,-0.267053012828021,-0.0862394000946132,-0.3454916828347441,0.6505303898569893,-0.204508614647197,0.03232840382410442,-0.1868138138443594,-0.6107334390551535,-0.04239187825430716,0.2596299814178732,-0.344366368791229,0.5756556787195738,0.13846078917060967,-0.3388277816396618,0.46648522091962763,0.024108838368399256,0.6629253370084334,-0.10322281015778335,0.36067728728781884,-0.11813568683720836,0.23868555889674237,-0.6913760821764593,-0.004091369328594191,0.5035351576784916,0.010722072533959313,-0.28958870561207906,0.28489696735113396,-0.30987979060232246,-0.3851339418671118,-0.08994499767222133,-0.1489454567353718,-0.20342889851703744,-0.7227649328918876,0.9358126097703657,0.19138577655662195,0.10439282528300195,-0.3554144015786846,0.543047559521384,0.3361213979523294,-0.3242868611359737,0.4985495587180079,-1.1687742108618777,-0.1305452424602267,0.10890677397519762,-0.30680298497456515,0.7501121991885471,0.05478177896496488,-0.6210611550500492,-0.1887742704104526,-0.005165910982051894,0.26061889129828686,-0.7721472736831975,-0.2543073861418921,0.3191579785208225,-1.0103193438357647,-0.24002537288827583,-0.08674593236153694,-0.0709008659362455,0.11199394384224848,0.22561079832897185,0.7719938697546984,0.06499525321697253
-0.700613328997256,0.05725581347970622,0.9164580429229781,-0.4569576347710964,-0.19449176228676165,-0.8243417886887147,0.3865441971097825,-0.6408251329748949,-0.3284559119756161,-0.06107496242148844,-0.9334501962629943,0.42642768986599894,0.26781773247895596,-0.15761878559848347,0.032335307903205296,0.05037727428448689,-0.7381232188894727,0.428717367261083,-0.2221312645377758,0.058055730853055744,-0.10092197380676889,0.49950317835943303,-0.3556023306417796,-0.3916891912201572,-0.29911123710812587,-0.04589791696496191,0.0990610775644893,0.1826850245463915,-0.18617141071019633,0.18844386603034505,-0.4021495805802626,-0.17405368465547733,-0.26653161903854505,0.5010543070310319,-0.43896253818159875,-1.082733266410785,0.9959648926845985,0.014033507675599438,0.30287653155486693,-0.11260878912535505,0.3517853956639546,0.5277056250735124,-0.5302058055334903,0.5098690764929099,-1.0418919089438412,0.050552884474036955,-0.46206452982788604,0.08165017112171671,0.49421874881780503,0.5160131627861003,0.032945902943461225,-0.4187499079588007,-0.1755307274740115,0.33581989921307187,-0.6962380208571198,-0.5113303070396366,0.2209635376267796,-0.6887091156493054,-0.17236547332616298,-0.1792883113031072,-0.22294092867563053,0.11504027594397917,-0.006720568415059327,0.5830695318023308,0.29441951648744236
0.12604076292283783,-0.18411898023390297,0.5629336222599807,0.015841700484862886,-0.5722719098616351,-0.40679940371657863,0.5344581653324864,-0.6313695150748605,-0.01667691687640324,-0.30248586061876925,-0.7443013554621118,-0.0704415076710608,0.28475096678203,-0.2627774475837341,0.33086595161005844,0.03743399716658785,-0.7746462316549709,0.21078423783000227,-0.09766012107503833,0.6953178110228939,0.057799942073973626,0.28847892200527175,-0.1098957221430705,0.479806886499154,-0.6110513681738863,0.041128204554887124,0.4205009204648539,0.3112074552340084,-0.613376871908496,0.3512152575337233,-0.447615587121094,0.022873089225548017,-0.27770403180085035,-0.05336223758956931,-0.4060744196578212,-1.042329633972027,0.9825799242273467,0.3798725338058718,0.6621072116491429,-0.3026639577405624,0.880771378833523,0.371124403322873,0.04390042870053852,0.28701975132846824,-0.870945716187774,0.183622297761352,0.2727734072931965,0.19976040308045154,0.3351240263146087,-0.15038544769561468,-0.5370107649693708,-0.8297761617352544,-0.2745126802857979,0.2780061328294499,-0.5370689807611546,-0.39758887193128906,0.408462007894968,-1.059636062090948,0.12844180159000357,-0.5729840380120882,-0.18389094159232708,-0.16060038997163426,0.12852960868850843,0.6388717350759466,-0.15265981184580266
-0.36073678221387706,-0.09317015660891556,0.7516122532301875,-0.5055653486286367,-0.02184796142616796,-0.5155651639099856,0.28600152565623066,-1.0125678172884414,-0.19645372956878476,-0.36868993695140057,-0.577754270789805,0.5214489705324352,-0.15417537928753444,-0.6097388403727756,0.41193314388958036,0.1905532479668106,-0.5755825578041401,0.40109958990317557,-0.31247908715162326,0.3476352594716462,0.2351794587918149,0.5486877899035563,0.23842494734698386,0.3316313235026131,-0.6274707795933552,0.2740063760794006,0.25388685450734433,0.14421733506747048,-0.5168776486571351,0.30999992992882386,-0.40596156116662907,-0.6198794260815675,-0.33932710552930423,0.3081994876150786,-0.02319316830581275,-0.766974760647202,1.163183171657846,0.4055474852946283,0.20840507839729044,-0.550383178402584,0.4437763822216312,0.6488692983026147,-0.098276550883858,0.12734432921653333,-0.9993888241269705,0.15677481934598603,-0.02672858027661322,-0.18043960110475732,0.369807348915773,0.051134118941514387,-0.12520166868016822,-0.08772231031450524,0.21860937725390356,0.24687725001318034,-0.6353063513755081,-0.7402004534634097,0.46113044752195004,-0.9626721482101342,-0.42421918520515556,-0.05520622016064575,-0.20117729316811012,0.16269955007435238,0.0246156205053603,0.704947582561659,0.3840855814758543
-0.7543492611419289,0.2936781428429611,0.7386388013428643,-0.14481389391589627,0.2917189751526737,-0.2692466457569657,0.30574659230128465,-0.6041964136420346,-0.02927381707798353,-0.3134381414474138,-0.7348149352900671,0.00020119976197592593,-0.34387163765888407,-0.3370154730037802,0.3878582317432794,0.33515943291664146,0.13661500099554955,0.45294298872595146,-0.6226484656701091,0.2181005017664992,-0.2517804782304795,0.07676597658396854,-0.28604459818835665,0.003919940528753926,-0.6074082047244399,-0.13845527022572768,0.44456672855252977,0.2946994522581968,-0.5427326232528372,0.5761066353549803,-0.290815413554357,-0.47942100881476407,-0.3062839436877786,0.2105329133485601,-0.5094490378549076,-0.8343702813291517,0.9559764429762417,0.16498170186398878,0.36487022861752183,-0.17376039283871547,0.3075704136599599,0.2489804910881922,-0.39311966480454147,0.23048828158574788,-0.8992547800905468,0.3546319279174321,0.077736646332379,-0.359235276962301,0.4844658483275973,0.5354080331584258,-0.014441589197439271,-0.2760689582029427,0.14648662221368614,0.17862530425432063,-0.6710228185787894,0.017997140302042428,-0.02654902453933814,-0.5506944519179109,-0.381651682865911,-0.30811463144526985,-0.3515175715830795,-0.3783642337651964,-0.2939457670022923,0.6164255857801068,-0.008205282361591251
-0.22432428028717935,0.4153146813645151,0.4592913745230878,-0.3555404306108149,0.10171942154872363,-0.479351813041393,0.6302250034742083,-0.2695691496955589,-0.12789009991896022,-0.9971055264306634,-0.15419999269595835,-0.14319202712105564,0.2979354678049193,-0.10382238952817519,0.3574422701299404,0.0025417628005691,-0.7898776507248576,0.279960109110868,-0.09557037715421193,0.7598525918308093,0.35884013237873713,0.5530435157701741,-0.0736439111105247,0.2543967840050955,-0.5228303783725723,0.04903146092257523,0.45712793121344275,0.29689848166328153,-0.3544282557689793,0.2971932538871592,-0.8327488142707276,-0.11798125188400473,-0.2458743107325836,0.08889285936899351,-0.5090515490350342,-0.5522872147002257,0.8449170880225758,0.29033475658201563,0.17475675671160132,0.012185627714545094,0.011392842164490245,-0.19464254478050103,-0.5822812045362471,0.358806081081185,-0.9832792774823207,0.1891009366663215,-0.13330288570421414,-0.3345049044149623,-0.14543791029139191,0.25808020043417196,-0.09067308379080735,-0.5301168352895989,0.20036653179296723,0.4112883823395982,-0.785549850906013,-0.7386818085978102,-0.003692450472699324,-0.9389782088969651,0.022012268705638535,-0.4381333550022872,-0.172364299697191,-0.36300387399393763,0.16316881223193827,0.7556555467419659,0.05113554056678697
-0.19544085084802487,0.15809629123913804,0.5425770377747638,-0.19900734628504171,0.14134460421118783,-0.35534493413548524,0.26850652652582185,-0.8114470010039669,0.376983523668305,-0.4590289473322606,-0.4452189685414708,-0.018071854181167288,0.294808154614949,-0.1531957397761054,0.18028875725973015,-0.08229399047688812,0.12190433380259864,0.617257396198196,-0.50634052321839,0.20336349678049373,0.2956634512862737,0.49055067366161126,0.29217791927136183,0.4547988025698931,-0.9801014324790952,-0.7448949270613683,0.5974715857677242,0.0766256279618002,-0.295944997424941,0.07541400792316569,-0.3992079626479142,-0.3608768282625007,0.20401185527936705,-0.07200736453214146,0.21149459065303267,-0.23314223274956422,0.985829256069553,0.455481395710151,-0.1154902812699235,-0.19510354032776037,0.5201159170313973,0.13117929581460036,-0.3843817864023564,0.39249479073445204,-0.9095990419512883,-0.5715390822383044,0.02718254912508211,-0.12539893232251786,0.40098921004995297,0.20666302241803813,0.24562269474262538,-0.10237851001368481,0.28370747127352597,0.4785196813117864,-0.40507429136122125,-0.3362474040230685,0.3329374881014787,-0.8924334252619034,-0.1025736478758468,-0.2178137151883267,-0.2398564632299202,-0.03160893654573475,0.0982880699926706,0.8427464723618576,0.6825038806152399
-0.6519748291826513,-0.1104849636030354,0.739132659651673,-0.08192369462206284,0.08351431451194502,-0.6145440335304901,0.11949496903434295,-0.7427211083307778,0.28498170122897215,0.08016824186510284,-0.08059760398151508,0.01854427586865636,0.2936993088850768,-0.5730007154580424,0.2195942729270065,0.5892645412274217,-0.5324153396773138,0.7336942707966916,-0.25487424625681787,0.398695786159749,0.16497132851157487,0.5446285746332142,-0.0826699055631604,-0.19216428262100374,-0.5667033796674761,0.22416786144311082,0.3015703518269106,-0.15288827004205552,-0.10260503694429408,0.666359417447338,-0.27141635845292034,-0.28189876991265117,0.110256294676848,0.24648919448078002,-0.26055677418483814,-0.7157043285672027,1.3347485733918083,0.15935553462325708,0.2911525642878504,-0.37126397824303603,0.3261558407507901,0.1125354096436642,0.07429404399786585,0.4844950164771879,-0.9491366215314991,0.04779547230703726,0.2195578638267604,-0.14969714495627665,0.46552493619797425,-0.08297941594959758,0.14154868756356795,-0.6172016642287781,0.1254278113395906,0.41644080169754616,-0.626549651749904,-0.461695550762361,0.12123569455390895,-1.1369840864532215,0.0838397534865674,-0.5031376889698094,0.06038382433045647,-0.3378186262605983,0.361796832454554,0.6752382382590844,0.5958804999345549
-0.5315794088818324,0.4011593276793886,0.707722418963177,-0.3825047481430335,-0.05975323065871312,-0.475808412217312,0.6677010905909456,-0.16966875374686358,0.3395240021672573,-0.566292737646464,-0.47979008094531367,0.1799373692690178,0.5775215466663765,-0.5467215616754724,0.5695456721296656,0.7490221319389635,-0.4188131832234647,0.1328791329786277,-0.2825346608568102,0.5012654592606008,-0.3597931628951288,0.12232014679588091,0.40849912257783,-0.1337852666558401,-0.470430246691568,-0.0668215119867362,0.3032517131160383,0.5087450984279065,-0.29420122782338154,0.6863034596542607,-0.9170347492374764,0.07800426058545655,0.1076169734379156,0.19608195424870833,-0.34062148954953186,-0.9849843110267151,0.7856418995472342,0.10368472059411547,0.7324025429078366,-0.8261792943148605,0.6685791751879105,-0.12150175770930582,-0.613961759204255,0.16847119283641449,-0.9774014891211907,-0.11430761987955264,-0.02887055571266016,-0.21549020642890515,0.4875674274001678,0.15941555459752482,-0.554191091542813,0.4176302954782928,0.17446442920629235,0.506262372672287,-0.19881113769013012,-0.5153637213351271,0.4900418869026075,-0.6182796209935739,0.07894189048800315,-0.3318135442573558,-0.02890459489572135,-0.1712120844371151,0.07717940773705975,0.7047149974333922,0.5309428782202996
