December_3,October_3,November_4,November_7,June_2,December_5,October_2,June_4,May_5,November_5,August,July_6,January,February,September_2,June_6,January_5,June_5,July_2,December_4,July_3,January_3,January_7,May_6,March_3,April_4,June,May,January_4,September,November_6,October_4,June_7,November_2,May_9,May_8,July_5,July_4,March_4,January_6,November,May_2,September_4,May_7,April,July_7,April_2,August_2,September_3,February_2,August_3,April_3,March_2,May_4,November_3,October,June_3,July,December,May_3,January_2,March,December_6,July_8,December_2
0.4660447063324561,0.1443233048231235,-0.4147033812521358,0.3643896674908383,-0.6116366759620914,-0.6500806603959096,-0.11060101514638271,0.294005524102802,0.07766919685753307,-0.6729086716750439,0.5774404302921131,0.6674079836715192,-0.12652848460083949,-0.3333937999162847,-1.1267969987217403,-0.060608615624575146,-0.2789186562688811,0.257356915275339,0.7320054672497567,-0.01094021186009863,0.7572933037259053,0.548470789940784,0.10188527654926688,0.2494741758827568,-0.9061473159813563,0.5349940496176583,-0.32100944341323057,-0.17749261188604018,0.11556330967198841,-0.1667136964044421,-0.022577605858159502,0.014731369783586669,0.21694407183799178,-0.9200876352950678,0.9228502523573525,0.2849911594631911,-0.010681022744809004,-0.22044040929653788,-0.4600765235598781,0.051991358582177474,-0.2734530654964144,-0.7513194187260975,0.19002656970038623,1.4031298539409074,-0.3022737783438248,0.4723406461302408,0.43680652831008393,-0.19425347776627702,0.2102116092117106,0.06073209013273971,0.400172220494255,0.5431406962352362,-0.29556911674876735,0.04490657795821906,0.44322870699380623,0.6470005020238476,-0.6857691585953412,-0.2802933188611562,0.40127814218576024,0.5711964078217184,0.11161834084358294,0.31727821566660924,-0.23330052882790125,0.01987690833086865,1.0292362480689374
0.4660447063324561,0.1443233048231235,-0.4147033812521358,0.3643896674908383,-0.6116366759620914,-0.6500806603959096,-0.11060101514638271,0.294005524102802,-0.1216336202075388,-0.6729086716750439,0.5774404302921131,0.6674079836715192,0.07218753394359563,0.21086080598348086,-1.1267969987217403,-0.060608615624575146,-0.017902372965561495,0.257356915275339,0.7320054672497567,-0.01094021186009863,0.7572933037259053,0.18249999330299357,0.0750709097194382,0.19799679729894942,0.19326352426526688,0.515703016194843,-0.32100944341323057,0.43611421448896326,-0.18366637707878888,-0.1667136964044421,-0.022577605858159502,0.014731369783586669,0.21694407183799178,-0.9200876352950678,0.6363744529829375,0.4005080754465926,-0.010681022744809004,-0.22044040929653788,-0.539468145998096,-0.2701274394515035,-0.2734530654964144,-0.4445195433371759,0.19002656970038623,0.9569975976576142,-0.2588867164523707,0.4723406461302408,0.3609428703804752,-0.19425347776627702,0.2102116092117106,-0.3330400471184674,0.400172220494255,0.5004347552220678,0.34858852437244153,-0.1586976441175075,0.44322870699380623,0.6470005020238476,-0.6857691585953412,-0.2802933188611562,0.40127814218576024,-0.2556155077238147,0.19951850907075652,0.6252959733456348,-0.23330052882790125,0.01987690833086865,1.0292362480689374
1.1662214240778521,0.4566359327402261,0.11977896344061502,0.5174904293389342,-0.6182117041220847,0.08140914639485694,-0.11484670169731187,0.5848706875890661,0.16376071024676794,-0.9782951167088958,0.8063783924181477,0.24220744571485384,0.27990629077959195,0.09868279152199971,-1.2487566576829179,-0.9433333364309751,-0.1330957613484107,-0.5385193460642339,1.0215882465258204,-0.3449282546183645,0.4417285208951249,0.21320407001698932,-0.2153959795645528,0.2492768136601899,0.1822527824466174,0.35984260641149246,-0.08846499427487563,0.32005373826725814,0.0010195938223172205,-0.15265495626448805,0.2109670600018319,-0.41955358613232613,0.18852906638594158,-0.7433842601164955,0.29968709210337197,-0.24335638422083927,-0.248786428216119,0.041867060685747894,-0.7693008699069115,0.4830304589175985,0.009977970581610011,-1.024015207320599,0.5587873112934553,0.9030436321154719,-0.031061366712286723,0.3718253685800389,0.5220934227167229,-0.5590232513476155,-0.17471425943554583,0.09079809722448512,0.3292164275364561,0.6314008454079033,0.4526829713186643,-0.04288111688184813,0.22437386432315287,0.3396500700023532,-0.5301392772570978,-0.5375123698071983,0.8379099451736631,-0.28531792056078803,0.7263458180588797,0.6998194545857523,-0.6756346384983987,-0.020351485378338988,0.8793693510721605
0.6127879873348928,-0.005480291228379917,-0.08240101300574615,0.11687996039736016,-0.7564713819040246,-0.5267768582660135,-0.47472065420202125,0.7045641724304756,-0.7830509717516744,-0.4937913815464586,0.5123099433299348,0.5542114278958475,0.05911757291929214,-0.3624193997528311,-1.1882052578628395,-0.44929690677038914,-0.3409144888458696,-0.28143022121464817,0.8384813033066043,-0.059208784934562886,0.20961993974811344,0.15813225695261113,-0.4611206553934462,0.1915350652055324,-0.3639934554398721,0.27641736389832966,-0.3147370394631741,0.4880644297652639,0.022402069583954062,-0.1701751286897248,0.18546208957932914,0.5411621703586249,0.17920506267537153,-0.8692241219031672,0.058547022640238006,0.09857705852401885,0.08423936622429681,-0.3440416337635175,-0.453419201304018,0.23637454579530415,0.06065020065719981,-0.27268051369987095,0.3556539128875507,1.2111353606149624,0.2545799082728866,0.38601978954465394,0.9284633244731191,-0.6599822653660823,-0.32343061248066746,-0.34561198153822886,0.3868581717016794,-0.0695107567480791,0.29224636137588084,-0.43250559861246773,0.456083475626627,0.04744137311196515,-0.2595159276880797,-0.11710338153227456,0.14343890962338934,0.1638070412354387,0.5674301407774255,0.22792955062508552,-0.4105183695377238,0.37485349048279276,0.8808770495590753
0.5842243648190427,-0.0369098027807803,-1.0151434647757933,0.08718007620599735,-0.21071887072504492,-0.13437207641944499,-0.19297383128637752,0.7904643384458113,0.20530140979719275,-0.2826247644340788,0.21196240065254157,0.4090721484616747,0.20106782496703007,0.43145181956213186,-0.8590786349461996,-0.41732326371512907,0.12787767260539668,-0.46106983438471055,1.041930017339635,-0.11917472168881751,0.6689360810507811,-0.33496750192833746,0.07067502324611197,0.0811975533234504,-0.4276127689154314,0.6315205965022408,-0.006247452630044767,0.2547708162094008,0.2465407541672488,-0.08591452355954732,0.37860994201441645,0.21014162036409303,0.6222033066329186,-0.5841705563506367,0.24804258617757938,0.09677497615911954,-0.25262085437448795,-0.2919733837548883,-0.6373625337398338,-0.52906666856812,0.04925539504015062,-0.7997913572387259,0.8865005130695267,1.3266336645051247,0.7256849950437855,-0.13627983895849577,0.18932188126449367,-0.4278962084770831,0.05922007532270189,-0.012424607860950607,0.4796748431533767,-0.2277129628026043,-0.28897368996807515,-0.28826479033060665,0.25559767317571164,0.18323152874108245,-0.25096498158260117,-0.14773643648290424,0.011203619777983585,0.004370403069373668,0.5385307997594767,0.37149102435186254,-0.23098020932628818,-0.04231172740356194,0.9873638709649976
0.32533305101877863,0.018888762945536562,-0.8186267300769989,0.12423361449211065,-0.46553926303661114,-0.49511544165681726,-0.08042078572616342,0.5184197682339726,0.3957231439933856,-0.4095778041373725,-0.2905739919143434,0.034120744369992406,0.02251641590684628,0.32945184341034583,-1.2469830225671872,0.07464471342701504,-0.4369434784572888,-0.5703287002354921,0.9282995049426385,-0.067833639534737,0.5908062411827097,-0.2487677044255447,-0.3997310754426656,-0.2424582272572766,0.22380124520175085,0.20855156538698583,0.17162933466608638,-0.3083776107824476,-0.07136462471378172,0.1514654915898077,0.46406191170685585,0.2158156772138286,-0.476167283975682,-0.6371991331746424,0.4296954109463708,0.2732497506959532,-0.2273154957499964,-0.3067999600115436,-0.2016201351698187,-0.7153343862249817,0.2999006491060302,0.18844962558396094,0.315096109140784,1.0095811366808565,0.36793172514388806,0.17747637668302452,0.000748551178941334,-0.38754760504067465,-0.1248594393291213,0.183695841825776,0.5939271692179925,0.11515138439928083,-0.014103432392215315,0.0821798718677485,-0.003858503269330807,0.00645545480376223,-0.6222663339010336,0.04586794904345025,-0.2912337644285691,0.01647839527103081,0.08769251037002164,0.6296305404430314,-0.4544158706010233,-0.15546706729968068,0.6997777370377105
0.3577798718219996,0.3346444409875059,-1.0697538323323557,0.36129465277184847,-0.27233950487806086,-0.430412423483118,-0.3280725607939727,0.2900391702660632,-0.20388944587726338,-0.13611787478113746,0.5823911127676646,0.8924565517140307,0.31467943007209703,-0.05190584293378496,-1.080856622461678,-0.46405415983016474,-0.018409009231315894,-0.2484722845149434,0.9792193329325091,-0.4332658899608516,0.7330706407984915,0.6495022856627977,0.16804874660493843,0.39117884508056244,-0.4510688684298271,0.3026443433504683,-0.38406753434412455,0.33999706929247914,-0.09274798271923136,-0.38440978758743183,0.35562932675783376,-0.5375111614069686,-0.06521266986822533,-0.6559635336563872,0.31233024823663175,-0.14991666040878576,0.04672103043656127,-0.11773473922360704,-0.5372482986834873,0.9853363046510094,-0.09536198674993249,0.001618827913157525,0.7808182332221084,1.0058865422428405,0.27870802823685575,0.6578264819539718,0.2203683240580882,-0.42467218616946456,-0.6022314347056494,-0.10327681050842488,0.5731809933930854,-0.7885834736458995,0.09139603272735027,-0.32198610925504767,0.4339007088946256,0.0761322576547687,-0.34685456728612957,0.01982108049199148,-0.05511360959593717,0.09568681646683766,0.39593578361449755,0.6830690045494114,-0.42870909738274804,0.24245056200370232,1.0146219976966866
0.46966435203131696,0.3533650849807943,-0.7686270404639802,0.1800170812493792,0.37316909176916424,-0.7925019453575685,-0.0906417302952052,-0.07599817422803984,0.02922986799231843,-0.7043471353077055,0.06657046102381181,0.7772268929755711,0.04859295881379305,0.2509843017602904,-1.0434829044815161,-0.0695430441999716,-0.2028774937622015,-0.4228793454709866,0.6235799528684629,-0.18890351355158097,0.08613093898302776,0.3659290300543675,0.05337168984148945,-0.007693209971409071,-0.11949452643251521,0.5432053035812585,0.06131690224881706,0.5055569842148099,-0.29665380156726434,0.2780819557203852,0.41737609976093426,0.07564648541928977,-0.1772859672207312,-0.7981239644205667,0.5465460746889312,0.20681562318310287,0.5428308334841249,-0.35474591654528626,-0.8560559416115021,0.3171838418459217,0.19837644754698175,-0.47728231451606185,0.3546989379109513,1.1927808032720697,0.5795659797406273,0.22449481522003384,-0.02531681929576971,-0.609765493907744,0.04448528703628986,-0.4101044070060843,0.6290992235562161,0.4952463974111257,-0.052314540486332224,-0.2673848615890406,0.23025900558879575,0.4219024475798159,-1.10204962536924,-0.6637556010086477,0.13581630852417848,0.07645794901514491,-0.025828218121282685,0.848023920963432,-0.48589386229166986,0.004972954067298807,0.21719343808044306
0.756367225554226,0.43231008404685617,-0.13788844748124426,0.036014638225700515,-0.6260058903306002,-0.3253160200755706,0.035399748735980965,0.6276580626379632,-0.20241532177872024,-0.3971805464680447,0.5943368117519287,0.7910320402934813,0.2360653982809035,0.32218313815138117,-1.010567355964268,-0.3931387073092631,-0.13194039545710207,-0.06961755037898854,0.722194110727903,-0.1995013240410347,0.7072762827096973,0.6684179750999989,-0.268272387878992,0.5260122855382854,-0.6327398224884258,0.8462231260443388,-0.14438068120693126,0.034635734624234873,-0.04410173096312155,-0.03883775981683506,0.2661107474180149,-0.35466055604286656,0.4200608890865594,-0.8912319068683447,-0.7566095643119565,-0.35947879000646676,0.08086879423447549,0.07492688082797477,-0.49449547157269125,0.24147889077452914,-0.19024020299148386,-0.575920539325601,1.3158115852609815,0.9388273659159391,0.35528739846857427,0.27290779122690867,0.5211645269199476,-0.43082010205713567,0.13027174191972574,0.3132096981140872,0.5261921373537914,0.37099075785993346,-0.13675314092969998,-0.6152877546927084,-0.007822597490044884,0.5496351501981284,-0.5767312937287555,-0.23419039227815294,0.4242552127397588,0.34294876535209406,-0.1373683065294373,0.9361277346104753,-0.2513460379114143,-0.597597354466268,0.7430386116752326
0.5926016492482453,0.15362159444377033,-0.5487527950281138,0.2639310102377582,-0.7776759577780176,-0.4103733394737966,-0.46611997106416064,-0.36046697522660637,-0.2537716307705598,-0.8635528645493694,0.49827269513737116,0.43985517701314486,0.2017330024061744,0.25249204296157446,-0.7767478578293052,-0.8829755600531253,0.16680931513723674,-0.3931056647978029,1.0781815234931142,-0.046467241369727776,0.6803386419197921,0.5843377999271941,0.1697022214226676,0.19616771354830542,-0.2778129853920931,0.5634481933507037,-0.11385064518397767,-0.035619209837624816,-0.2561321672884751,-0.4092499787315076,0.05555185960022787,0.43329334433831346,-0.05815579866116456,-0.5991448476161464,0.19139163461179898,-0.16004101516331604,0.14555542915631514,-0.10497871416375319,-0.5144928340746543,0.7822049371560842,0.11925389839032208,-0.39185901206898943,1.2052623432282012,1.1210858300019384,0.6380893751693325,0.519074544233365,-0.4681060033650095,-0.3729574405592431,-0.06392537323257423,0.009806130063708354,0.5530128813963124,0.04459416263256573,-0.23734113716822874,-0.27953704781543,0.059823118030655036,-0.12104022439167503,-0.5106610455352502,-0.2609729896772766,0.049263535270851935,0.13049325725638605,-0.08305794114928752,0.8278951435437024,-0.3579401976747502,0.003738865611722493,0.8485425696912192
