May_3,April_4,March_4,November,November_5,October_2,May_13,March_2,October_4,April_6,May_8,April_2,May_12,April_5,April_7,July_2,March_5,April_3,October_6,September,May_9,July_5,May_6,August_3,May_15,May_4,June,May_10,October_5,March,May_16,November_4,June_3,August,May,June_4,June_2,April,May_14,May_2,November_3,September_2,May_5,September_3,December_2,November_2,April_9,February,July_3,October_3,May_7,November_6,August_2,July,April_8,May_11,December_3,November_7,March_3,January,January_2,December,November_8,July_4,October
-0.45635981234634887,0.2904795381404471,-0.06285808305273535,0.09635056402822556,0.07359387148731555,-0.21083781074087637,-0.7169831460973665,0.5104114657689224,-0.2291496518962144,-0.014352308232053801,-0.40946738647844194,0.03916731783676798,0.13176623988745267,-0.2410707566632445,-0.17477129068349534,-0.07142545157889156,0.11787887217167438,0.7167168097363616,0.2661112273845689,0.3634338463874312,0.4175747401295282,-0.2768581507193676,0.7787845778453542,0.03516255823521587,-0.25514886906018436,-0.06224538745952405,-0.07970696483600356,-0.3636661842943324,-0.2499368044566771,-0.18152344175845098,-0.5647878947570071,0.19233600676133927,-0.6496349488307754,0.7619850155651473,-0.015742791599089756,0.11480280434421702,-0.2467946821846641,-0.4230455415005393,-0.1629426880173015,-0.6920294117217446,-0.2050846267809019,0.4936366806132368,0.14582149179984258,-0.20237425193674474,-0.15024522552479885,-0.1777728365653343,0.48287613906338556,-0.17315734495003435,-0.3434133565244479,-0.24704149244868678,0.27422394381666737,0.1838535821492428,-0.4814656039871278,-0.30890059264984937,-0.8696015612322755,-0.10561528504884132,0.5534142943770717,-0.32289920482686263,-0.4789818715948324,-0.25112639005722454,0.39838555055826336,0.11439723562840087,0.14368646373282046,-0.05273697167708187,-0.07731136022848742
0.33216590252718836,0.16444478864379686,-0.027646677614837092,0.09635056402822556,0.07359387148731555,-0.21083781074087637,-0.6009437278480808,0.0272476042013894,-0.2291496518962144,-0.08274885711174518,-0.16889985249588382,0.18557988623376298,-0.4728353770822866,-0.12638987450999706,-0.3534410983927783,-0.07142545157889156,-0.13180175262037463,0.9404238301031678,0.2661112273845689,0.3634338463874312,0.5132547346351323,-0.2768581507193676,0.5019368329995442,0.03516255823521587,-0.5386545854680161,0.5586663856614908,-0.07970696483600356,-0.1899562231044207,-0.2499368044566771,0.20393587881146436,-0.7544772141605618,0.19233600676133927,-0.6496349488307754,0.7619850155651473,0.14901738529527536,0.11480280434421702,-0.2467946821846641,-0.43281554024396207,0.16367918299503675,-0.5131772539353898,-0.2050846267809019,0.4936366806132368,0.1805845810058782,-0.20237425193674474,-0.15024522552479885,-0.1777728365653343,0.380173252913361,0.1672706787330312,-0.3434133565244479,-0.24704149244868678,0.6177571205415989,0.1838535821492428,-0.4814656039871278,-0.30890059264984937,-1.048869210176157,0.15113508672307835,0.5534142943770717,-0.32289920482686263,-0.6390562274085921,-0.03446805765345745,0.3428513790502486,0.11439723562840087,0.14368646373282046,-0.05273697167708187,-0.07731136022848742
0.030944867947979487,-0.26883360261463535,0.008276960732155413,-0.21801135390573798,0.20715166114233638,0.30323959815887497,-1.1180217088959743,-0.02632689732899724,-0.6237518128085175,-0.26138437258387565,-0.550946526849693,-0.05510135834682915,-0.08161446663472105,-0.26331907926225306,-0.34936030431791276,0.05573766243018599,-0.03957487802997952,0.9794429849793965,0.1643059461527368,0.6721677312951699,0.21846518208958612,-0.47960090202388356,0.3431277515648196,-0.017615142282851257,-0.5191738365983074,0.44803333876903484,-0.46949251621992355,-0.42025242300024634,-0.2317559683815002,-0.10839622089662436,-0.2881341799074062,0.2862263434980044,-0.9758094177126475,0.17924371511921794,0.3372598630940713,-0.13941964630044895,-0.2472429651012496,-0.5384119434745092,-0.06686547686819738,-0.265224233232685,-0.45011587355563015,0.6819790931105497,0.18188285812907373,-0.37406070817358433,-0.2013087047865747,0.11923005368584974,0.6322588927912465,0.08591298737273223,-0.2035065532389542,-0.2947096645492373,0.526370069112968,-0.07723885018814738,-0.1733183077313142,0.021838855073103583,-1.026192759266693,-0.057240938899205215,0.7251568793984702,0.12418075550287527,-0.38974746571857993,-0.1406306316376998,0.13025064770362804,-0.07324215055276215,-0.2891288819294366,0.16289664901671458,-0.3983787858649136
0.29004404412111634,-0.49688704238438675,-0.2317069040062368,-0.26769083708655944,0.32967593987434174,-0.589374614680626,-0.5229467502286381,0.2938223929956184,-0.10922851783595497,-0.24516252835279959,0.10847199643015495,0.24491190443392813,-0.6188622589996147,-0.7352784828974744,-0.5534500977623408,0.05663667254706656,-0.02888209470308732,1.1761708742723604,0.2561907863944888,0.4294982910264496,0.17851382145002967,-0.09454681765257246,0.40364477821297506,0.08616297994733355,-0.42410956596683874,0.6783857122255093,-0.34104665742465035,-0.23021599177145055,-0.09931044833718397,0.2594885421211583,-0.7321192244239245,0.39339019697186306,-0.6546992560884443,0.4948137553112494,-0.19632323614516412,-0.38007554590482295,-0.46897219238250226,-0.4451459220752559,0.22598710986986742,-0.8109501718286939,-0.2935195967761506,0.39240017394848065,-0.2101092105053644,-0.06092521458032468,-0.27895932050327493,0.08395641326098596,0.2730682615679311,0.1438833003266669,-0.32234535108795415,-0.0456290597549878,0.8840202583838832,-0.3183605676773349,-0.5761614002715666,-0.5192576033551017,-0.735897016945442,-0.1022843713107313,0.7604339507537033,-0.11673816764540111,-0.3334977486901799,-0.059489040149611136,0.475149848723616,0.11109743545839558,-0.34406401526075825,0.352314153173213,-0.1649902316810038
0.40289006101368396,-0.20164303992592902,0.03518163132687135,-0.8536375524002984,0.08946071127635759,0.28227717847698464,-0.8772312455740668,0.3512039953554193,-0.5568451688925193,0.390408566767342,-0.5277805871547471,-0.19410036919036072,-0.9261604069309374,-0.194377520597794,-0.27060799043838174,-0.023575827105601854,0.20203887196899556,0.8019452210826084,0.3035116382452566,0.5501990361625937,0.01059264030709664,-0.16809246139700687,0.6125860280021113,-0.16129083217723328,-0.05524203858700383,0.599968516594728,0.3202255165340881,0.06448120124565256,-0.362605921310817,-0.2153064181193117,-0.9357068148632376,-0.03770295449031154,-1.1280853209262012,-0.021864125379049304,0.46290103544802524,-0.1912292910986515,-0.3809297099305989,-0.02372518165287229,0.2876788101291552,-0.6304151593277012,-0.4779847841761804,0.2908844154618856,0.038719880767239256,-0.19355928494802632,-0.3861981645493886,-0.20257223367169014,0.23825727144108605,0.07815343472984085,-0.17359715484740953,-0.18863373846127285,0.5972225602452754,-0.058297207983890986,-0.15927864758753782,-0.5676513103034755,-0.9499616247482492,-0.11321995029709153,0.72199772329909,-0.31262820656924645,-0.4220120537701904,0.12613287137332588,-0.5195421109132224,0.04464284761542068,-0.2825546874127073,0.0733735628805133,-0.07081696959256906
0.23097875949968436,0.08271146147079916,-0.2877361107587498,-0.4606025842064358,-0.061063342120369665,-0.4288393314705543,-0.6647295643735005,-0.16060676213291952,-0.030326237002327297,-0.029843348389753138,-0.297510658618285,-0.3909294050232627,-0.6833350512273378,0.14300783321712598,-0.33603772395352505,-0.04707620529261168,0.07587260286375021,0.6030114341103598,0.19471165393487191,0.21784520712141972,-0.0383597975255333,-0.6015032807476745,0.6290902157772624,-0.20085928718902557,-0.5871304809153017,0.8888658123250703,-0.3068434133169217,-0.16947777101103928,0.1361459621536908,0.0047475789998835255,-0.828148622251575,0.7145728438095029,-0.6748382093496297,0.13827753810233237,0.35298351955193225,-0.6896560852893618,-0.2456927366814884,-0.14728612835445432,0.30995978931621576,-0.6318529519744729,-0.2566149721966208,0.2616678195471943,0.1153219502135787,0.16684937180606085,-0.27444842532536323,0.25160019261747535,0.38022901067168574,0.09897359487969956,-0.2819726272772098,-0.2524020153834873,0.3894137590909105,-0.08390030053878283,-0.30030281555378663,-0.9633027223532045,-0.8838047301240749,0.05960437379089539,0.6030643286351218,-0.08186483986810093,-0.6617362403599677,-0.2623753431121228,0.05972226831896392,-0.021433606418735422,0.3077946319046714,-0.1568002324805084,-0.34179713212202084
0.322156531727539,-0.5512977827963604,-0.28875935915504525,-0.5693015613337482,0.6085384510477148,0.2624910163827394,-0.5055951580344917,0.26848615081953603,-0.7226118633131492,-0.016462164077077693,-0.3672180053587585,0.2700370643171107,-0.3778374974738636,-0.41492318950498297,-0.48426513381961356,0.2039282915811661,0.22312171663467725,0.7464564175528601,0.23500456737287811,0.8254848789229554,0.1564017498571414,-0.16136372912626784,0.0987571027369678,-0.2714173496310388,-0.22164130620394934,0.34573355542297646,-0.15624554652451372,0.342653833709117,-0.8069267410663409,0.33828358755942683,-0.6539323582786531,-0.18750565314214881,-0.6424402490143474,-0.07369394162019921,0.0011198634084497033,-0.24994597718124004,-0.732876411532634,-0.6984910190837669,0.49274649719998054,-0.6371676771109358,-0.6359398732883115,0.5325001531955869,-0.24687865245811377,-0.1305030102450337,-0.4338224495838417,0.029761377749776566,0.020616684209756597,-0.07795804134599171,-0.5663562643726637,0.007726060524250233,0.5742525751781861,-0.43001457322273934,0.09072867117509081,-0.4807386081591687,-0.9712897550386612,0.06024677065530619,1.075913425135278,-0.27316274800181334,-0.7299627661451715,0.5052686186432306,0.37150395087485644,-0.3726961585411745,-0.7103634368306692,0.23212404675603787,0.025752132336559326
0.35400842884234046,0.3071583246280817,-0.7038055983840967,-0.45504498018370854,0.3526472869498121,-0.5803127981842642,-0.7415852630709902,0.05377459121688008,0.14095488744125545,0.39014713873935813,-0.11419218356788811,-0.1312568350133105,-0.18431110566964892,0.5171842828598247,-0.10130705171034518,-0.2972799991499546,0.07176362699598954,0.2970972650404511,0.09164704919343288,-0.08016214880907972,0.6218670293239459,0.43920330218888426,0.31506056394149223,-0.26699814266791555,-0.29881910489754215,0.27739371075563235,-0.1831933792275517,-0.07125938630530348,-0.058221960253200665,0.1654230114912697,-0.5240145367285167,-0.05037395324940125,-0.8305294383300764,0.4363220451947948,-0.15658074810297962,-0.6499172684742444,-0.22934122261396817,-0.012173657161374557,-0.363051113172392,-0.8552212401447377,-0.5800295453152904,0.7765128712500745,-0.39814454025891777,-0.35406046603565455,-0.32970059454366646,0.42360941544654684,0.2560387090451236,-0.05870525830183798,-0.1873928426495809,-0.4375858043481933,0.30164040267946546,-0.6158951651532498,-0.3467777228053687,0.19054179810693767,-0.8172537381180985,-0.1509379644121805,0.5717538605485544,-0.06617423177185067,-0.5921568528900929,0.241359202960637,0.6920524939819008,-0.39524713718473653,-1.0636565069240842,0.1636353625092326,-0.16032272296083627
0.3279276231346398,0.39132133780581746,-0.53332773563117,-0.4911302166766147,0.24082510459180476,-0.21875324239378624,-0.5211987741017625,0.11262816862156112,-1.2779809752042612,-0.3645630932732334,0.24012241223555636,0.19976147149509205,-0.14250483830468325,-0.19462021047616224,-0.2842668493780945,-0.006797044230549179,-0.04861277716024426,1.0085801946084976,0.1886102439208625,0.3980284877091842,0.39577952703023406,-0.12633186655455558,-0.09096322130636253,-0.2722666712213558,-0.22571663804394906,0.20158670575228077,0.18757311366222668,0.3346444064892883,-0.4613076792440687,0.5121559481710178,-0.09061315040527437,-0.2379123946158549,-0.8407826700369285,0.4663281567978692,-0.2852875723357047,-0.24097552087325133,-0.4193043801878721,-1.0996382201769785,-0.18339081849189764,-0.8515480018711328,-0.655092338475586,0.8559189526429174,-0.09137739623139875,0.12565469287652886,-0.3225552400618297,-0.22378341927854847,-0.028163848926931453,-0.29839459715797,-0.4189662937955523,0.415494226424293,0.17527880738773638,-0.559245919958776,-0.15498957956337364,-0.42029947397030293,-0.8937780178854912,-0.06149168891673332,0.6824630996985472,-0.1115200785056488,-0.3941883582261096,0.10823909617392419,0.25639848042943614,-0.21665754384151986,-1.026638333472029,0.37728316241880017,-0.5698378672964555
0.19234228302479095,0.1175753077784639,-0.39303614300485384,-0.38108223361579235,0.22932556321191147,0.2878582409966284,-0.27288723785456326,0.10082749989791623,-0.4211442928098833,0.4214368817095131,-0.2795849979870478,-0.4378649491789249,-0.46068513477140016,0.2459198109680693,-0.02477907448304119,0.2942589238103053,0.09337143303882556,0.36333852047111453,0.37248795040789934,0.6077553566143623,0.33932035164370256,0.054271279481305945,0.1869250095128979,-0.06554870849402052,-0.3158997156999709,-0.029073353339090592,-0.32028539955962754,0.16302193289306782,-0.24392731881177324,0.3064773507483395,-0.549277465812871,0.42626322449904724,-1.0207524410533613,0.5234377351388785,-0.16828409463844549,-0.3529851334666557,-0.29694318104532874,0.08142634674035824,0.03243423149664949,-0.7303638626966271,-0.41300851408751077,0.6051857246455495,-0.17446813462972605,-0.3408658991226111,-0.5775048670112386,-0.06274033571510171,0.17532369955024835,0.32702807886498053,-0.3046994652503004,0.028658039834763775,0.6180213769041992,0.059175371552107905,-0.4363691674737331,-0.3669832347536998,-0.8159608689379344,0.08349610670574682,0.43651993689639734,-0.07540427768173173,-0.7301590865125179,0.7269175010104916,0.15454548420157974,-0.34554964581878117,-0.035920459724928314,-0.04013108859201714,0.0977436499071178
