May_15,April_2,May_7,April,May_4,May_10,May_18,May,September_3,May_9,August_3,May_3,February_3,February_2,September,May_14,August_2,May_16,May_13,October,August,January,July_2,September_4,July,February_5,May_17,May_2,September_5,May_8,April_3,August_4,May_6,May_5,December,May_11,February_4,February,September_2,May_12
-0.47795050051809906,0.5496443344689632,-0.1385332996572113,0.057716198436546184,0.6354032408567905,0.14882067575178287,-0.6182992731670861,-0.137050541886945,0.19684548913404282,-0.20380675264260778,-0.09036354674913293,-0.49702820262412906,-0.4182149363399968,-0.23099698900275195,-0.63731751770949,0.03571303897976874,-0.2882941214185729,0.42973231000816237,-0.10490854058070759,-0.12455096059441127,-0.597703504204266,-0.2003856999291587,-0.30576177630166024,-0.27321795501157586,0.10394117890099332,0.30514245912398097,0.4909512286773145,0.06838083062930655,-0.05104218137970913,0.2750110819839907,0.1399162819520092,-0.3642406234533076,0.07538994252142307,0.19188856202234328,0.02242476997797338,-0.10041099566448873,0.3928253140567466,0.2177491100701595,0.20586785873282487,-0.2333113608981496
-0.18114308555463998,0.30177371827063215,0.16413752254013794,-0.06429952104795328,0.26073227818032507,0.12745283853584588,-0.379903937646456,-0.07776716784437675,0.19684548913404282,-0.18122153222251128,-0.09036354674913293,-0.29633985566017007,-0.38775872084543367,-0.25404134903142217,-0.63731751770949,0.03511312578204315,-0.2882941214185729,0.0003163386228215853,-0.22720835931902325,-0.12455096059441127,-0.597703504204266,-0.1852376610214217,-0.30576177630166024,-0.27321795501157586,0.10394117890099332,0.2915470088636847,0.40503962407488353,0.1492014726641399,-0.05104218137970913,0.17950912032152258,-0.051579149005106385,-0.3642406234533076,-0.006590706455360959,0.04177509552404417,0.02242476997797338,-0.08653285964287163,0.18944344912792957,0.18577110749768616,0.20586785873282487,-0.16439643848582944
-0.14372741565167607,0.20234301830409995,-0.1372551774363593,-0.012719908731373561,0.48686457548890943,-0.11870250603615547,-0.5498604927118849,-0.08475773459103148,-0.10899731226925133,-0.2513986124383906,-0.6582560210895048,-0.1754655914896488,-0.5635229033604681,-0.18307876470295753,-0.5721438731979517,-0.3091984518811024,-0.7058191366459194,0.04421552031027773,0.19643079068780572,0.056037802052010796,-0.05620768872076827,-0.2977197856512004,-0.32023097149171875,-0.33181019791397987,0.29602059626614946,0.32981305816236484,0.19953555927361133,0.23269902964135455,-0.14877312093798273,0.2421364005861582,0.0323730138512102,0.03308395599479026,-0.02813059202941523,0.10990683373094304,0.10942198730501021,0.006070714019914089,0.3968584349220532,0.13438655366394353,0.12434206866949521,-0.3038590785878295
0.021026518747055703,0.29177119719323463,0.13975165212177454,-0.02365444337307622,0.4625281928376708,-0.11357066772099127,-0.6791148044095343,-0.33702773434123867,-0.0534635861228213,-0.4914336334170408,-0.3894953884872093,-0.08677759272400004,-0.3401322246586088,-0.17138297302853717,-0.5233763636385779,-0.16834356158464484,-0.11385259120789254,-0.19030226691138152,0.0774076635179665,-0.07925502337325634,-0.22392668784795952,-0.14735622611659735,-0.6489315249157297,-0.010854170608697714,0.0195502658892152,0.2724990293862609,0.5347170515552363,0.4350806597929395,-0.19886030385385933,0.5496991595646918,0.08795620127599182,-0.28857524572410903,0.06077978167196019,-0.0634034815848163,0.3167314284867119,0.07148831986388843,0.27672549367983507,-0.1637806431571447,0.10289157527879164,0.1695227462123643
0.11432528840602446,0.5582788132588945,-0.016170601964140108,0.15691408901815587,0.4532296000578263,-0.32754986189939017,-0.4231734882226494,-0.32401517313977124,0.03317741741635653,-0.35238828537811956,-0.5295984361895718,0.031453816430237175,-0.3536461710524379,-0.25703335302624086,-0.516433523329788,-0.14373801634318129,-0.3651974554897298,0.09736687850449946,0.02131295363906545,-0.11516688004394099,-0.26287158605091265,-0.4782085631291953,-0.3946849262307642,-0.07722258912324273,0.3850386913544481,0.31290250601822434,0.5351295208511357,0.6114746397417572,-0.19828501663588297,0.6571411587575284,-0.26239517465883067,-0.02564655450074138,0.12252933387923169,-0.09305964869164197,-0.21144348155731252,0.09637451920522659,0.4077877668505738,0.26165130466657904,0.21541776763148857,-0.1580960348581072
-0.3149916798166913,0.5233346348138493,0.1482890370302825,-0.05666858536365506,0.5529507349151446,-0.06161739843211561,-0.5353555086588851,-0.22265962156171704,0.1155393962019775,-0.26690876108075284,-0.4391128016976348,-0.4461928796216596,-0.2208445324351951,-0.34598018382130613,-0.40789744077766843,0.10755597030424582,-0.6194051206647069,0.35769959745140406,0.049716152209054454,-0.08788824015418194,-0.46007089398564643,-0.04358480490247328,-0.7969236523513412,-0.17299186420122217,0.5753369728214697,0.2876863987303274,0.32230085263656927,0.6001949970319765,-0.17042180845126265,0.5776420025818234,-0.22348062797036847,-0.019707000081088763,0.1378015286364247,-0.13437585678846453,0.1587222643363877,0.042727919625161453,0.24031360726463447,-0.028711758634371087,0.24011257197558034,0.0716897459528197
-0.02951162498033473,0.5251098946990507,0.01403649018117746,0.12375769465161875,0.324064650002681,-0.3081035866999554,-0.41671370234623617,-0.41601772976576246,0.1553216486100909,-0.49525227763864715,-0.3054926776572801,-0.2569825408066678,-0.413117919127974,-0.33235739965600936,-0.7968629107930161,-0.2196849948545213,-0.5342129790740273,0.29670224604915213,0.26785303180937836,-0.02280398980969532,-0.33852957231630226,-0.12498740200179496,-0.7690025802850641,-0.38084757239127903,0.23583341421225723,0.28863734665740404,0.1131563990729898,0.4006640142447801,0.05355999504537917,0.5143839663619976,-0.4112434740624524,0.003936977343533488,0.017391476840285025,-0.012434043273994333,0.2853720331995968,-0.16262430394889424,0.13879462748462407,0.04434698038928478,0.17739795926654064,-0.2432815078425597
-0.2921441613398722,0.5693204049044968,0.07900903751695834,-0.20598165966138826,0.8465296946062456,-0.10947661913390286,-0.6696470500844528,-0.18139038440212935,0.3081608093014977,-0.39356988637140056,-0.5679564326486497,-0.35103597988631874,-0.12944465943632982,-0.4659006160009845,-0.3501571378588284,-0.11364506868123554,-0.24301627074263743,0.13461116077642335,-0.09545580922843833,-0.14951305820899638,-0.1426372591226338,-0.06122536452711609,-0.9619340739814998,-0.3050870725795547,0.20201354122262108,0.08001582340006962,0.7434793777186273,0.350704140758845,-0.3175224586277161,0.3758797904993256,-0.27465871037934014,-0.21555197118071256,0.30841364569224605,0.34758535095793197,0.1827546916735533,0.07778327662431406,0.06430520077177848,-0.01236635595443547,0.05856302237265107,-0.08229222151311308
-0.28359409677326197,0.37798877920672563,0.12642813300265454,0.3638701453230255,0.4990651187701069,-0.21878708612082265,-0.5328494470752096,0.06502862026865996,0.6795265929977513,-0.2700511031195163,-0.2521729578341475,-0.03705786754809173,-0.30012471131382834,-0.32233146700027787,-0.8310586646205379,0.080155155565474,-0.4529637681139229,0.28060055527124156,0.07408383773912319,-0.09874452643674735,-0.27214068263991,-0.1922328460716203,-0.4902714361836019,-0.3547519860319515,0.3655759115246544,0.30631843564173555,0.5405464840149242,0.21589325157030065,-0.12616986345614073,0.39806452300316614,0.09976403592697691,-0.16524202037140104,0.2379347393633178,0.2932507946995598,0.20655292956753935,0.3399207690176195,0.3612923873930419,0.3464783406741787,0.44361737018443764,-0.4046379201950657
-0.23385867978424618,0.6028782265478981,-0.02445235020003575,0.013008455352204157,0.13360513882401245,0.043250766294882045,-0.4107793729336061,0.03499349790476419,0.08158500731388378,-0.19422207855333753,-0.20259358875385997,-0.23903706480764345,-0.28185677792433295,-0.15119320187887508,-0.6698850081597868,0.41043380943480823,-0.20508184630086257,0.23499352361795023,0.06998303282268495,-0.00023650542584516265,-0.31609861502236863,-0.2511295519998692,-0.506959038015421,-0.17077807559662567,0.17004243696015856,0.247956818574326,0.26906644484861986,0.04665253261401775,0.015113779443382692,0.13646940539001648,-0.1520389403198558,-0.03668536693061539,0.14833683701889627,0.11537749356078321,0.07435828302476545,-0.06227393121125868,0.4098261378823348,0.2745905706775299,0.2980290869753796,-0.2852292051175525
