July_2,August_3,September_2,March,November_2,May_4,April,March_3,May_2,July_4,May,February,December_3,April_3,January,May_3,February_3,January_2,August,April_4,August_4,July,January_3,December,November,October_2,December_2,July_5,July_3,January_4,February_2,June,April_2,October_3,October,August_2,September,March_2,January_5,September_3
0.10394117890099332,-0.07812567133430562,-0.15322181020474027,0.44051210145832115,0.1374140700151984,-0.010533784110700287,-0.592717802104525,-0.4285461446261673,-0.018868763786599792,-0.02458302702231191,-0.137050541886945,0.2177491100701595,0.16096018854895905,-0.467268058752964,-0.599056502891183,0.19188856202234328,0.2767029813500933,0.4482749104955604,0.27120946581968064,0.46415720532879245,-0.13635495615305993,0.3997657816237386,-0.570705326245564,-0.04161983088319475,-0.46858146242262944,0.20568112653706977,0.1464085181130102,-0.1181308583385688,-0.22674442495363592,0.14876985111065238,-0.23099698900275195,-0.023028572371330255,0.05569608931844761,-0.17379045713720565,-0.468431024907871,-0.15184566953838435,-0.31005137676631167,0.10514388179811071,-0.025685840034737145,-0.27321795501157586
0.10394117890099332,-0.07812567133430562,-0.15322181020474027,0.19331941354251045,0.1374140700151984,-0.29375750126967176,-0.5519125404922894,-0.2836771243059334,0.13043934954145484,-0.02458302702231191,-0.07776716784437675,0.18577110749768616,0.16096018854895905,-0.6185502430006762,-0.018986245064859308,0.04177509552404417,0.502935519506164,0.09685736393492729,0.27120946581968064,0.10886685733669248,-0.13635495615305993,0.3997657816237386,-0.43912631606559094,-0.04161983088319475,-0.46858146242262944,0.20568112653706977,0.1464085181130102,-0.1181308583385688,-0.22674442495363592,0.08659766440868662,-0.25404134903142217,-0.023028572371330255,-0.12210166205735962,-0.17379045713720565,-0.468431024907871,-0.15184566953838435,-0.31005137676631167,-0.3359792187832217,-0.37744820880044117,-0.27321795501157586
0.29602059626614946,-0.1693990103443862,-0.572218405227324,0.20906746238133145,0.22987937689518537,-0.33486907133171717,-0.6197871636284928,-0.6604254408005531,0.0029445614423250915,-0.040529229550968646,-0.08475773459103148,0.13438655366394353,-0.03136639075996189,-0.2447789892626132,0.11622956890296578,0.10990683373094304,0.08623312379071418,0.05598538549832227,0.2994442420109344,0.1273998527094014,-0.21097818797579093,0.07136525964008042,-0.31887655988107916,-0.06000469220659608,-0.44627924905569266,0.023598432223744373,-0.10834892075217004,-0.358907019845219,-0.27587426933006426,0.26872864498695626,-0.18307876470295753,-0.14445753068268502,0.16764377836196281,-0.18988200388637566,-0.14870593471305446,-0.49409794981775956,-0.163066898102057,-0.07892652257310658,-0.21788684433173267,-0.33181019791397987
0.0195502658892152,-0.22215667441218495,-0.707071531840964,0.32816507140698215,0.4177473822974309,-0.3969057474760059,-0.36854030506683577,-0.6531337154086839,0.147555350930079,-0.3041840272861744,-0.33702773434123867,-0.1637806431571447,-0.15015542140764368,-0.06185061647973289,-0.0958247552700669,-0.0634034815848163,0.5908940669074736,0.09094069279315957,0.6085864429957263,0.27807396218601255,-0.2470211877513969,0.3173234600123418,-0.2593476344368784,0.3587480431681489,-0.11351344135700091,-0.0012385402399844453,-0.16564291870263192,-0.21353312778794525,-0.3974184733522518,0.14052391963532523,-0.17138297302853717,-0.08380995742956247,-0.20872377033923142,-0.2271638098177456,-0.09453969517513827,-0.5443522088536678,0.0293831989967727,0.10483000134280238,-0.36239516238946967,-0.010854170608697714
0.3850386913544481,-0.10600814920597615,-0.6261175807889361,0.4916335112734385,0.39255068277710514,-0.25963397980570085,-0.22566148260840407,-0.6196013549447583,0.11023731641245205,-0.21945551952326783,-0.32401517313977124,0.26165130466657904,-0.19981305386931372,-0.04850462393911979,-0.18660722130434423,-0.09305964869164197,0.5111322940300497,0.13915657403676038,0.4605693748060018,0.13322460798671992,-0.09717218646383195,0.3327231424951924,0.18751025963265255,0.10141714701243994,-0.10918576680231386,-0.12733754228393912,-0.09035951039731598,-0.27237354801405883,-0.3658070481089752,0.33699459515415986,-0.25703335302624086,-0.12860060808932644,0.14693132573141907,-0.12144135867887032,-0.02241685744613245,-0.3305216676223104,-0.02484457671881299,0.331794160151273,-0.1654079129570305,-0.07722258912324273
0.5753369728214697,-0.1391896783645172,-0.6265964580198833,0.4420497970093995,0.5470114267017816,-0.1553333846732418,-0.46585651650741655,-0.5262482075033204,0.09059160925604359,-0.08152778125596999,-0.22265962156171704,-0.028711758634371087,0.1042224444015902,-0.5178199901975418,0.13071586453805,-0.13437585678846453,0.6833990878249396,0.080462870121133,0.6812311158801582,0.16513722931778374,-0.006635152386592638,0.5922505420317992,0.11772103952908365,0.15281961011332468,-0.1996831473472977,-0.2672809450076886,-0.3583656318138597,-0.14654576113782636,-0.5041579958593805,0.25681290225946374,-0.34598018382130613,-0.30859019730494974,-0.040531912078753105,0.02078811166854605,-0.2799948768138769,-0.7824921192078379,-0.10718436154584468,0.11160205850547678,-0.42391836987365716,-0.17299186420122217
0.23583341421225723,-0.1652707203788611,-0.05992908677755926,0.553379615818744,0.27776647109099994,0.050199739660357096,-0.4928090570786919,-0.3283830466356442,0.06051573043101471,-0.20849088120756937,-0.41601772976576246,0.04434698038928478,0.5992836496356901,-0.056798743498887194,-0.0501253894430988,-0.012434043273994333,0.49880953416176727,0.03249487259038515,0.6641650529795516,0.07170635886498013,0.14173664419408755,0.26224436325595635,-0.19780880665124603,0.1752777749209125,-0.47965069839360785,-0.2347322939591968,-0.14987180910404713,-0.2511337642760721,-0.38249865395636945,0.21752483054773533,-0.33235739965600936,0.05180215082738256,0.006251951879575182,-0.23056829325359138,-0.24256349324832174,-0.6866231327931718,-0.5298464164933481,0.023578160209777835,-0.24659112564719038,-0.38084757239127903
0.20201354122262108,-0.2504063630452777,-0.8859110146008218,0.4585987053604885,0.3821765458155415,-0.289439421321562,-0.2584353131547305,-0.8749651152866798,-0.01775881266188223,-0.10341498851538522,-0.18139038440212935,-0.01236635595443547,-0.1971350508302624,-0.3029834191230716,0.5021849867380369,0.34758535095793197,0.7767336491309627,-0.0016174400061590988,0.6781690404097497,0.3162075107304312,-0.10649425843827182,0.20093134280267272,-0.28025218780547173,0.014048221790805338,-0.0990885589251997,-0.0866489995179574,-0.5487376503886106,-0.3810544244850937,-0.5447798770312982,0.13932132827361007,-0.4659006160009845,-0.27047315514962317,0.11586364303502966,0.21316141351288043,-0.5349027427669772,-0.8632145922193085,-0.07362671125151062,0.11871683211379064,-0.4803601387715543,-0.3050870725795547
0.3655759115246544,-0.16754397457490203,-0.6196410231417515,0.41566260149564915,0.08561982836621557,-0.3646789469876345,-0.6606981398458462,-0.5847317796746048,0.33131836754300836,-0.44791886247574764,0.06502862026865996,0.3464783406741787,0.3901450397209996,-0.5048293660474407,0.008590531608898666,0.2932507946995598,0.8973551558620081,0.12760382053060768,0.3344017197910398,0.1375059900362171,0.22600291216768992,0.777078131127605,-0.46773933604177875,0.2668237215785924,-0.46731912302345396,-0.18941502170573374,-0.2503598105644945,-0.09809005870053801,-0.23615808568992577,0.11935919821573134,-0.32233146700027787,0.08477513243582138,-0.0616871714094524,0.05536388809386303,-0.3385143569907376,-0.268652869009568,-0.39039291843746987,0.030435863020238527,0.05527690108335519,-0.3547519860319515
0.17004243696015856,-0.2878865338229712,-0.44883601555868535,0.7150232049576066,0.5517479419359546,-0.25667161356288476,-0.25378053311697807,-0.5602915708088928,0.09483084407803116,-0.12223000998617653,0.03499349790476419,0.2745905706775299,0.1547445566135734,-0.1459999177350877,-0.11266501122849405,0.11537749356078321,0.31707062134357666,0.09284931172984602,0.21628842941812945,0.2829346038318332,-0.06443311458516543,0.3984805791586299,-0.6725533524535634,-0.02487673769765561,-0.345228701111715,-0.22237771062589934,-0.30287503756592715,-0.16713872306968322,-0.3666233498772998,0.1096369877057584,-0.15119320187887508,-0.037856123555710386,0.0029149592604065105,-0.23962806068873893,-0.39352687081634746,-0.33003942328679503,-0.3269583247171701,0.2555302681205176,-0.3792120153462767,-0.17077807559662567
