September,December_3,January_2,January,February_3,May_3,January_8,January_11,January_3,February,June_4,March,April,March_3,November_2,June_3,June_9,January_10,April_3,January_13,April_2,November_5,December,August_4,January_4,June_5,July_3,January_5,June_8,May_4,February_4,March_2,January_7,January_9,June_7,November_3,February_2,May_5,August_3,May,February_5,July,May_2,December_2,September_4,July_4,June,April_4,June_6,November_4,November_6,August,March_6,October,July_2,May_6,November,March_5,March_4,January_6,August_2,September_3,June_2,September_2,January_12
0.25512002028928066,0.6962037325894193,-0.46701119126938995,-0.09409321120430944,0.14189290695932927,0.2587180830253531,-0.125550005480957,-0.5949310409636459,-0.14841178071840283,0.24033742549043746,-0.04170219265412243,-0.015273166424069423,0.10004489301771557,-0.5227998243132256,-0.43612275631479036,-0.046042229072349575,0.5026376799937531,-0.4402966247374862,-0.04092865332794075,-0.5455451171088636,-0.29624849197257763,0.12461756694829151,-0.346315228460923,0.12001032142078731,-0.09045278188863404,1.0359424331032157,-0.22050086295722454,-0.06001503158582838,0.19613984863908848,0.3132003918044188,0.4367477522634869,0.3649768735138038,0.5087527168667543,0.4947359674001801,0.19945064901761933,0.18652837791033403,0.8490408213954656,0.5045917745543215,-0.09071647192957553,-0.46440480129676204,-0.3370607915960937,-0.18435437441213864,0.35958147601426793,0.26417370386231254,-0.6334070923423681,-0.667393376155548,-0.014925132526393818,-0.09790303062809472,-0.5917436074335679,0.03760286709289639,-0.17918708615057136,-0.09173918102032327,-0.4509443668411243,0.21902539606559968,-0.5053520206064728,0.7109756181703247,-0.6932979444745824,-0.10367726491037817,0.7212096490070324,0.65348474648144,0.005258719669236495,0.46266587057515507,-0.09976097498525163,-0.2943095252398538,0.039804106215467594
0.25512002028928066,0.6962037325894193,-0.3707555875446741,-0.009620805232568086,0.346900025000014,0.07928763107819012,-0.15211929209239655,-0.6243426733308868,-0.15852645132013848,0.06095562726775219,-0.04170219265412243,-0.3817834988807813,-0.14121221414386254,-0.3609330050771476,-0.43612275631479036,-0.046042229072349575,0.5026376799937531,-0.4362590637911836,-0.008096454872633198,-0.43766903949507235,-0.37523897142461776,0.12461756694829151,-0.346315228460923,0.12001032142078731,-0.31545230375008154,1.0359424331032157,-0.22050086295722454,-0.2147562619179632,0.19613984863908848,0.35606167085912294,0.3695936767806222,0.5360315091986767,0.31560371968571077,0.4491647005663727,0.19945064901761933,0.18652837791033403,0.5245876381263053,0.33145935958163686,-0.09071647192957553,-0.4645418501009244,-0.022667808017669204,-0.18435437441213864,0.44449443402665256,0.26417370386231254,-0.6334070923423681,-0.667393376155548,-0.014925132526393818,-0.26278391299687576,-0.5917436074335679,0.03760286709289639,-0.17918708615057136,-0.09173918102032327,-0.2748614440930912,0.21902539606559968,-0.5053520206064728,0.8265218725687149,-0.6932979444745824,0.14512702819456902,-0.00268462707588471,0.44833992281911683,0.005258719669236495,0.46266587057515507,-0.09976097498525163,-0.2943095252398538,0.13276831307541379
0.4725163804686701,0.2013759009851755,-0.4552355456778557,-0.1860305547917908,0.17425589031658356,-0.06322169944257652,-0.12549058804941027,-0.5414692303417175,0.07521979825897021,0.7518265512340562,0.29958661948832316,-0.2290821882568832,-0.009046448555819542,-0.23647235181460602,-0.4450410508950355,-0.2564295734316158,0.3987211620574466,-0.4832119238558302,0.012853756417009046,-0.6036424588894438,-0.29610247671065193,0.10817812432353287,-0.4339233308072205,0.3305158432171615,-0.23921326471206167,1.3305151372398945,-0.15795130930219037,-0.04504190220362935,-0.21784926028690393,0.5999952700824644,0.08327920820696391,0.2538936957906179,0.3629795502715567,0.28502028676224234,0.09749656150473618,-0.0221619581482195,0.45446796032420905,0.6285822383177117,-0.10220910759489878,-0.2700979521858227,0.23566081191994462,0.07864387145401602,0.006345488325310955,0.44167333635386413,-0.6467485950423775,-0.4925605430798662,-0.1669666007409442,-0.21715478197237373,-0.7421391039522192,0.021972641001999423,-0.3085439846297985,-0.22519302535007807,-0.06328871207209077,0.24493718886410076,-0.8203729058300667,0.5416065911050257,-0.005363710607518106,0.17031754825711312,0.261842887039752,0.3825459892647769,-0.08498714797672008,0.4932220021446899,-0.368519751998352,-0.3248629418715091,-0.3072516332402291
0.39206622356747844,0.38422451751405345,-0.6284274010393711,0.02889604886195045,0.18655081962505424,0.16164520556487874,-0.33419230518813636,-0.6957009206900361,-0.10937628126434612,0.5483318407743891,-0.2042134362480556,-0.0900055748814556,0.020495013826416806,-0.22825389084825737,-0.258161889320448,-0.2348083829462864,0.44633728926332644,-0.09670870736825522,-0.42495724181427863,-0.1719690681165256,-0.31830797820446255,0.4806663311421827,-0.6968276570102073,0.5209423474421861,-0.23583649730579706,1.37132499456766,-0.3444442660010857,0.051312767558766,-0.25972565060618574,0.2821795102592151,0.5036823769928673,0.34570314324659335,-0.13437422264910887,0.45894502312744256,0.2597926924921281,0.15249972367999562,0.679435305612978,0.5576700400910675,-0.06362037206921038,-0.37421610893956847,-0.15424834887136385,0.08691422338607446,0.33836880785437884,0.2092883557657811,-0.4249154204172093,-0.506815159857645,-0.009569710179218165,-0.42911125612660944,-0.9486845784807754,-0.173298855716034,-0.06284669708755429,-0.22739236492120085,-0.1881983523430344,0.31212492296879163,-0.5270301446790212,0.8655018437503849,-0.32831142710061323,0.11546258763111308,-0.17645061627768738,0.35508549947129675,-0.28966501590487675,0.7676411316562131,-0.21830165177180264,-0.21229549071870363,-0.3568720112827476
0.1625121173577706,0.04812644665579095,-0.3663412020449282,-0.03969737509477466,0.2735200843211483,0.22650139877952327,-0.3464391558394883,-0.7275771474969656,-0.3781987435485318,0.49538747300455127,0.4195987615574307,-0.4235610601429565,-0.12326280467520542,-0.23725615116887638,-0.15260076560453184,-0.49208085365158916,0.3536351147788986,-0.3974597372149506,0.09889239098057043,0.03574914504359664,-0.4527663558188571,0.4935530267393335,-0.6135626779160979,0.5247673065461501,-0.24431638272564232,0.8206983230908749,-0.2254116800987042,-0.1815570818017643,0.15713880542568165,0.43411418855458483,0.44844051993136913,-0.11994550940524895,-0.18761460149611411,0.4718205261933334,0.16731199723491755,0.07123522140347302,0.725792889132875,0.3696647425840136,0.18054771503960856,-0.24596600488671605,-0.06857173723605742,0.11131351719850573,0.010837518676264764,0.532296008680563,-0.46665941490186047,-0.3885184713935201,0.033470562776322724,-0.23162420766681543,-0.38573870581736863,-0.033897660343694465,-0.10062205925231385,-0.2805399256569863,-0.33962512601678474,0.20217213438736625,-0.38795029757518135,0.5577271464514675,-0.3370272550483108,0.39383915829327465,0.8459176773911382,0.260951577213659,0.13347605951788555,0.6434458455649987,-0.19754952683402066,-0.3855233519924518,-0.35091280299676186
0.37191968107791623,0.28096004637548316,-0.2736885194291145,-0.33327868874388017,0.3108465601609414,0.026384192971390767,-0.21818841356364768,-0.9898558570128654,-0.4548384478323396,0.6803682390482758,-0.08716772659082794,0.02620473984946662,0.04444869091321915,-0.21424105871741433,-0.39955218363863554,-0.30180905311094053,0.25448898748331644,-0.381093833994977,-0.025244542710272502,-0.2615200947451091,-0.6750035682198346,0.34880590856507304,-0.5825464758707879,0.21321387866824434,0.03208450745851976,0.3314738693633087,-0.2667151500660429,-0.21356812577087453,-0.10481494829833408,0.4967663068460489,0.40864212076571427,0.2738409713534708,0.20791155103489517,0.887063600765362,0.6630799865598785,0.023852597498138783,0.7739974325531646,0.4814232113332891,-0.09362092163667936,-0.5903335979518118,-0.24686586578442676,0.23865459460911892,0.3288083919174535,0.3472081058206624,-0.608672589390356,-0.3023920830434099,0.11398714595308576,-0.44856038067611365,-0.46453240847976757,0.04935441081751066,-0.030582201088285958,-0.3296575976706405,-0.08918426213980152,0.0626532299002262,-0.30621018804483396,0.673865300584956,-0.1266599154135188,0.03156071690638844,0.23565843904026854,0.19733488967895874,-0.21015076101787514,0.421671838308614,-0.3337175405863974,-0.20110571574377747,-0.05050901817436705
0.14333943387071332,0.7645916175853503,-0.8691944286212188,0.27899873818025006,0.3019193678274362,0.08499719470256283,-0.23506672920634192,-0.628449159134274,-0.16757996315199936,0.31824894678151344,0.4571582700398004,-0.3388651626406044,0.27517881011749895,-0.044161236988447886,-0.3793022160426638,-0.3023539072637159,0.35243767212960525,0.02597605489674667,-0.5315513034491287,-0.09629485046061603,-0.421214599138516,0.5437298610003082,-0.6291928476854478,0.21940717235002605,-0.18486653720353535,0.995014698499284,-0.5143607665257958,-0.14893621204827015,-0.12061231570766823,0.47962862841808057,-0.019202442847644427,0.25549175391202456,0.1812795429532864,0.5449864194036219,0.41082896622464476,0.06622139384785124,0.33504500222250805,0.6753289335495523,-0.04175739604387591,-0.9194895237506384,-0.17618893031584462,0.16837018862043873,0.5413662301976299,0.27434141528798894,-0.5284272987748807,-0.5281902497605429,0.0026962195700187194,0.035487817006219335,-0.30874386057595415,-0.03523784631251538,0.043647150972528845,-0.09822174235900233,-0.2041518167648327,0.16207448254349605,-0.637335344761365,0.3273841113083765,-0.018950705262626863,0.055000439882283675,0.4082714051269,0.4308526159410516,-0.2409626390864593,0.43590625642528025,-0.1783008532426658,-0.01106497630438965,0.06775869448775358
0.3822637267919574,0.020812368680023854,-0.23064098598025123,-0.3850238974094177,0.20422993660492283,0.3850237099511702,-0.2123604662936924,-0.14004621192766945,-0.25292160753909393,0.6486289638769313,0.5950655281281874,-0.3771841087574667,0.3590005449830478,-0.5165012215960847,-0.4461895394447101,-0.23728935994652495,0.27230453304863556,-0.38325300277056645,0.14495631389166946,-0.5271038655772796,-0.12027124369194196,0.2213697316837595,-0.19732470320051435,0.17503186908926632,-0.21766936191306313,0.6408982482094081,-0.2484455465498262,-0.09786697564385874,-0.1363634638738584,0.3246344005924432,0.09900875870355083,0.3102298991632377,0.00638712426853684,0.60768679110361,0.5821185639289063,0.0021876918022305653,0.48348995032515446,0.4574377799326665,-0.08959854370423317,-0.3168422911326292,0.19759130396647556,0.110589388618852,0.2683075741717246,0.5709819376264915,-0.623631916812033,-0.024839141269766787,0.04156958903953804,-0.02869883880028707,-0.06755863087724959,-0.18970477217372106,-0.1357664998976169,-0.1743949858472622,-0.2636297703175861,0.25947512026109143,-0.3617129894754324,0.7248650661732992,-0.001883902605362045,0.3351204749634841,0.7393434979983381,0.09309182852741979,-0.10510562124121578,0.6185100172207246,-0.07428191227371306,-0.21275905223957042,0.2311093390324391
0.26985416723723565,0.44429519710772253,-0.4550279485270751,-0.09676202590807573,0.1735185044959731,-0.04799196971160372,-0.0048143249850730735,-0.5707122894059884,-0.11050682761286038,0.48688677283438697,0.3063037251105453,-0.11311973471098709,0.20958524944692075,-0.11467876780863893,-0.5710188903694364,-0.3398982745529502,0.42673236301329276,-0.27953374016499055,-0.19109925687746127,-0.3513635798564937,-0.16351574057929424,0.08032316658718346,-0.34366321318068344,0.6008264102530193,-0.16404478066255626,1.130339466153341,-0.23398787837135826,-0.04675550002176601,0.33856990707696594,0.4015874378749925,0.09957460503113416,0.3773572381725046,0.29411257476897873,0.5117708670927354,0.09703494857649247,-0.26363891742182444,0.5316225798143093,0.41555651632796703,0.2930893730246363,-0.48328707406848315,0.11402259062130124,0.16046952384907454,0.132932242436328,0.2525643572088304,-0.42625464929831947,-0.32326114119968963,0.14543779803104812,0.15088620243858974,-0.7805699582164709,-0.16688083668380072,0.09263290887671154,0.011218694920944336,-0.40911059945703826,0.11029170030028279,-0.4094968892894276,0.6556900568411919,-0.12844311529879499,-0.020958002161998557,0.22099147023595644,0.3028577647485501,-0.046733001438670416,0.24818299686818385,-0.22536868403079313,-0.0673378461884714,0.12038071976395989
0.1872594236978474,0.6233855600285553,-0.33286532389464063,-0.05892849781327825,0.14214179904773283,0.1979568059120248,-0.1226153558863806,-0.34313030768284575,-0.3265118972222188,0.2037343798029571,-0.09142760448183661,-0.31127328403631604,0.21664334352002096,-0.47974344997214563,-0.42758693482926335,-0.2497343753638919,0.32541189811675353,-0.22794634959190968,-0.19522545062753296,-0.456044012109239,-0.11163178443915694,0.24936705227619957,-0.4678415894555624,0.5058168504491047,-0.06296428049060938,0.6851415183419262,-0.1890554550926525,-0.0036871711281648983,-0.2171043490864939,0.5735961411555478,0.2693572437929347,0.6080351390277997,0.20534936177988433,0.45178627091130275,0.0972068469853676,-0.09424387248289545,0.5263863044841829,0.4180810048843179,-0.07406167466871924,-0.3944534242726724,-0.19901684144093118,0.10278942355432663,0.3708202418884414,0.384946404945647,-0.48142000849959615,-0.6922919521912833,-0.22222124408049845,-0.38426536815802564,-0.3467387716340438,-0.18408963312240043,0.031018932536799965,-0.2805335031400985,-0.484098684952717,0.33605740357963415,-0.5976189686990923,0.7118067661069768,-0.12926721869790536,0.16233889160198312,0.07852723529607415,0.2875230076633208,-0.23622712830739456,0.6822914721341333,-0.20249648374423715,-0.27264173545976833,-0.09693130670425898
