August_3,May_3,March,November_3,October_4,February,November_7,February_4,March_8,February_5,April_3,December,August_4,June_2,October_8,October_5,March_4,July_2,March_6,December_5,December_7,February_2,October_3,March_3,September_4,September_2,August,October_7,November_2,November_6,January_6,December_6,April,December_2,March_7,May_4,May_6,December_3,December_4,September_3,March_2,January_4,October_10,January_2,May,May_2,November,February_3,November_5,January,August_2,October,March_5,November_4,May_5,July,October_2,July_3,January_5,October_6,October_9,June,April_2,January_3,September
0.11418372632082618,0.03368582305868756,-0.6551453196430105,0.09587681210476479,-0.2230946751304973,0.6730551029376632,0.33134884068610065,0.547220552263021,0.017588240904937005,0.23319995736568688,-0.008383377800837394,-0.3396392111435585,0.10840829224517842,-0.4172637285465617,-0.32023675824490855,0.7981151300987263,-0.2708758033366754,-0.42350288367101147,-0.07912994582013023,-0.22509270479511284,-0.33709567348300473,-0.17882794508945368,0.13053815013398504,-0.1106034586630471,-0.3019786355613766,-0.45150361093061153,-0.6094525769661258,-0.2914863699516245,0.46261780975247097,-0.27162698638310023,-0.03251861323543746,-0.2769656865574392,-0.38620158587474823,-0.012798875396022362,0.615009483238961,0.3470628775835409,0.747356379623137,0.5629291499221658,0.16888967840876834,-0.5259793828852221,0.35045138068239856,-0.5250239674503885,-0.6169336822114274,0.5125484149668774,0.39619388308665676,-0.3651730730253677,1.3091981230234744,0.2109007150917061,0.17240591435552827,-0.2513676083322783,-0.03220935149468918,-0.7124441160804994,-0.9961435523144366,0.0049677485058499185,-0.5134849280904162,0.4733310961214703,0.48466328262356395,0.3791415408041499,-0.07179650799000149,0.9767402401853703,0.22497600829823278,0.6315703295124149,0.40172336635088335,-0.5693664123210875,-0.8692831762504982
0.11418372632082618,-0.016299255809797568,-0.6984913783382786,0.09587681210476479,-0.2230946751304973,0.36382862081624057,0.33134884068610065,-0.16737045832524086,-0.3249425872745029,0.3983445925303089,-0.012246439167672575,-0.3396392111435585,0.10840829224517842,-0.4172637285465617,-0.32023675824490855,0.7981151300987263,0.04407764522796287,-0.42350288367101147,-0.07678719894046154,-0.22509270479511284,-0.33709567348300473,-0.16394178426684025,0.13053815013398504,-0.5222559631298974,-0.3019786355613766,-0.45150361093061153,-0.6094525769661258,-0.2914863699516245,0.46261780975247097,-0.27162698638310023,0.21805875582500792,-0.2769656865574392,0.07393936509485496,-0.012798875396022362,0.3725620374282588,-0.018405917083299708,-0.27951693575755343,0.5629291499221658,0.16888967840876834,-0.5259793828852221,0.3666454876832999,-0.5497780013070174,-0.6169336822114274,0.04775949624143994,0.23818254705374658,0.35515577739952797,1.3091981230234744,0.12213951105099015,0.17240591435552827,-0.2536932275071624,-0.03220935149468918,-0.7124441160804994,-0.9291911041202113,0.0049677485058499185,-0.7469964070921827,0.4733310961214703,0.48466328262356395,0.3791415408041499,0.07558193879583389,0.9767402401853703,0.22497600829823278,0.6315703295124149,-0.053399713964164056,-0.42943769584334984,-0.8692831762504982
-0.17071127532045494,-0.4636743813746105,-0.6684870312823542,0.01341441376248791,-0.18570190857078994,0.2520590722120799,0.49372668687426,0.5206278708208499,-0.18922316022772787,0.5287762649427404,0.5252372644528666,-0.37494277130659176,-0.4160550684138418,-0.18302078827789137,-0.3457588906469852,0.2930699505055786,-0.23502307317296448,-0.5281310789596012,0.3775473902730511,-0.4577810157475737,-0.5508878363891363,-0.13319232281267884,0.2864558684112918,-0.27055845977843507,-0.3184757197124346,0.2887399355217649,-0.2144482549393732,-0.48229640837763227,0.24779541424469473,-0.7698323153703389,0.4989877535699859,-0.47645879096234794,-0.014771344685381285,-0.7993254783804014,0.12948836053040202,0.27956287505743554,0.13266029426594714,0.7322531538438399,0.03741706200163601,-0.37405327493331175,0.2301108853149806,-0.6092430928083272,-0.2866185123510473,0.4152714103170206,-0.3984000003739673,0.9656579612521792,0.3240024624959118,-0.5251828732622246,0.3406965131170955,-0.364320582147011,0.4068427332226566,-0.7495616990172471,-1.0481913911654464,-0.24988747626422178,-0.6900122399415265,0.48414805245302794,0.18033776314514385,0.5694820584517252,0.3543830634827367,1.1251540203289403,-0.0604602608286498,0.010084397221356567,-0.08693981895389684,-1.007865673264189,-1.4215085160736978
-0.2818789973816056,-0.30033783109081924,-0.5989515659094335,-0.09738650868974355,0.4245627608679995,0.3055569632127835,0.3444509733344105,-0.019189312226156212,0.05465200163233393,0.4530089886001955,1.2989486026658188,-0.1110838949680548,-0.22976667571862114,-0.2662942618241801,-0.19126119489969978,0.7554049240301172,-0.2048909324331783,-0.2736606071556231,-0.2920380192892035,-0.4336949524666991,-0.3781644689162305,-0.12397486612037756,0.1502745010228993,-0.7910653660028463,-0.43208193258900596,0.1764817182050169,-0.35915785102219616,-0.5378748707539307,0.13878526375447275,-0.7654267768116771,0.21129982870151182,-0.24879708986836704,-0.15286406816606615,-0.2776543524176631,0.429143957776961,0.1591430779955927,-0.3766317739945087,0.6246270235933484,0.8509471034782621,-1.4107396107372678,0.48058012791663496,-0.49529901563046463,-0.7059351292045124,0.21232903159359598,0.2881831896008267,0.42845302382263895,0.3255815296689701,-0.2813639398460125,0.34020608367209554,-0.2469120555607017,-0.04207807799375547,-0.09925714040974054,-1.0802474696933124,-0.39399294821953773,-0.4909214651707001,0.782434688393907,0.18733281587029738,0.4029567334966181,0.1827303417822316,0.6616223964287379,0.1513890666454358,0.090262131492322,-0.127493765903749,-0.6630699189502021,-0.5434009869446856
0.013463297012552444,-0.4442150820424008,-0.6787904199618121,-0.46857792136560705,0.006135595851111009,0.15651370341929793,0.35884240661314765,0.7384212595344497,-0.25238110337645875,0.45451492885965905,0.34929111427939663,-0.09479004868006996,-0.20735061982103153,-1.219485066621514,-0.20287570137199396,0.7944666330322689,0.08898642439346732,0.09985458093419494,-0.22880496119606752,-0.39420196765378557,0.03230311881728726,-0.10535325745876198,-0.1665081939408357,-0.3785945261331725,-0.7156931617491468,0.573207862128501,-0.6771630790139307,-0.24436547260438649,-0.23620091224817613,-1.3825694781244464,0.5542422842808136,-0.6306031454959584,-0.09638848596337625,-0.6210164077612402,0.4125198668111477,0.12996443618524292,0.40689817671022954,0.9735908809983073,0.018737325250092633,-0.4447636632269322,0.3217763779806534,-0.6224468269937693,-0.6839680573797855,-0.0778061541527871,-0.031162362999925523,0.29332757942211946,0.3670166213921131,-0.5928414079789449,0.49308334834195483,0.7238758319789085,0.23960148435161913,-0.17732800298419998,-0.9452691546322466,-0.27956246509426586,-0.4204339236745319,0.6796312145444315,0.6738180369637381,0.504769589829703,0.1838320107320452,0.7240625460828022,0.19341320715794927,-0.05078076963212799,-0.19978380932057102,-0.35489261321513865,-0.793925580964258
0.009910540864254039,-0.05420872391918413,-0.5323103236482039,-0.1843350584271327,0.059998049391017626,-0.0965816473934681,0.7226994742008535,0.25733219137829055,-0.36386586969694595,0.8135051754364692,0.4104163010414591,-0.4755919303693543,-0.039051611667250574,-0.060652782290616145,-0.06217771816409225,0.7454648918459267,-0.263780318952067,-0.2714768815614366,-0.16118021322494314,-0.37235261086636773,0.025903187955665413,-0.08187093065197044,-0.13326515604487962,-0.5008958122426043,-0.7228390688357332,0.17795158632654254,-0.638624965304333,-0.4484725372782621,0.056410067189677775,-0.8041090883441107,0.013457494404911813,-0.4089182022183167,-0.20907506738355408,-0.38682952425816525,0.23578023577573848,-0.11293267751690181,-0.16955967093858443,0.4376497214481869,0.22501567928770294,-0.8858153432781481,0.1922879318542487,-0.36707357273594027,-0.6811833740046185,0.1690728037371598,0.2640893535945305,0.3764876389566539,0.8285175176499876,-0.17087871326588489,0.28979746205653467,0.04062190820029468,-0.3170775658916537,-0.7102895054585026,-1.1543671655361987,0.015882850886027484,-0.7560828898355696,1.2227212083308492,0.4671536785612326,0.6525368361200287,0.3891695202318665,0.8244178498875495,-0.04165832390702061,-0.3181598493589412,0.08490005463677457,-0.31676826282480663,-0.9977431390266865
-0.10236134565320291,-0.2888417719351524,-0.6956639191256972,-0.10036389881006852,0.22893288814035,0.058637711147268026,0.26536198802308203,0.13400868076345324,-0.17975750908521296,0.18413318175925236,0.9975377517665547,-0.1567207807650417,-0.3407091971468732,-0.4846072315718669,-0.22255709425706577,0.2846139514444247,-0.018772713781384363,0.16121139604004842,-0.30329609578791145,-0.4347710168896143,0.10598613354523587,0.04009314433538453,0.2953044571083504,-0.4193310005464777,-0.6971038077718184,0.024341963594103136,0.766031169189474,-0.7487144923212787,-0.32466080808086634,-1.0547859034666984,0.19043015542321678,-0.6218058923087828,-0.35097240383167494,-0.37723649760140854,0.537203575441413,0.09006346559336391,-0.08590069141774084,0.8398339132593617,-0.266916297265376,-0.8194886731846317,0.155532406503212,-0.9593033508438464,-0.7570900881853372,0.42246851764681315,0.4311384411499438,0.3670331340514351,0.5712734452934117,-0.23929716726302214,0.7415843516939755,0.06606483278660605,0.22334755239562148,-0.2560960070153864,-0.963737630970817,0.012653163509416462,-0.6527830713451285,0.41375649169804285,0.3425774535541272,0.7157461275683886,0.30923106164410075,0.7100844850742056,-0.13821928324719895,-0.015531381970738271,-0.5231281722072896,-0.49510157386889075,-0.3742354238851826
-0.34943989014633814,-0.17043790085187824,-0.5792203384843834,0.09577980078748456,0.04414585552549039,0.33344847824700996,0.38829227862803406,-0.1261254200282534,-0.05462147453431362,0.12838239747700597,0.24849395665288448,-0.32442893409935836,-0.3901920754449273,-0.4927526635512994,-0.1207197296720043,1.055223402598427,-0.21904614757061758,-0.24390386244857376,0.16700217403537518,-0.7199157406343674,0.1358634472318489,0.22535044498999507,0.3267665710702595,-0.1712429158970306,-0.3639041969449385,0.05997498380208879,-0.6527198598986341,-0.56236567650764,0.12899624800461124,-1.0986536768403754,0.08430307975162074,0.021330590749077602,-0.23043672692738873,-0.5760524996121206,0.546062449918905,0.0115462897904684,0.20049939834654007,0.043118583859688336,-0.4583390938894935,-0.8669993547618104,0.4257231246552801,-0.46307274884721605,-0.42775800653676405,-0.028961190928525768,0.3799581238140622,0.3244696079752881,1.0509037484274548,-0.3080660473894329,0.3088066331081775,0.03857706576099247,-0.4725898158220269,-0.09765713245422954,-0.945441253976939,-0.31552617905289626,-0.4030654592651926,0.7839236488684138,0.38920309199943737,0.9478214244412462,0.24365500164571108,0.45106545946087734,0.29843114426178263,-0.6489049840373764,-0.002900061400150207,-0.4948047692052059,-1.4377167772377146
0.1252376244599436,-0.43603277087778225,-0.6563806872762681,0.10556881313302253,-0.3962040003305021,0.7818017201134128,0.48756124575840604,0.18737552959628842,-0.10626867222384401,0.14722955278111075,0.03618633030715569,0.14806630264630238,-0.4241901376371574,-0.25086348127167957,-0.32662620842063905,0.19555621969801784,-0.32342888482200205,-0.32432332918577955,-0.31058196734214377,-0.7528430841508051,-0.39001363159634805,-0.08515048546375578,0.5429375307776108,-0.5545320549948489,-0.4438681813441082,0.6523916322347804,0.031145793795367083,-0.3375342944051773,-0.12720543762668968,-1.218090025005765,-0.09958446230770113,-0.3841274165950902,-0.25706181590277255,-0.5075450655621185,0.4234808479677978,0.4108614277652729,0.13481651610680637,0.05380701385993475,-0.6891270241808551,-0.35014510241250635,0.2647983660827392,-0.42369615423186197,-0.6961984317646845,0.7002456169770861,0.1723527680686135,0.41816306056308405,1.067014667715665,-0.6886066159194832,0.461761126904286,-0.47868116981382786,0.44941383647035904,-0.37842112599265354,-0.8669771596441491,-0.4842688761553551,-0.6618324247054207,0.6152395306609137,0.504020388187536,0.7556703965008477,0.6078045436376559,1.1118279587236988,0.29830984796378873,0.01051781574369269,0.34885583301373174,-1.111370976436829,-1.0666442414636712
-0.16047174282719512,-0.3336098473703788,-0.6307796809146233,-0.3366368683991987,0.142158695447242,0.19831915286300023,0.3945223958602505,-0.15845769501837478,-0.14620309569781076,0.44073270284473165,0.5003325216189204,-0.12059704843943103,-0.22371285760218926,0.16810518336148753,0.16531870474917087,0.5356125866546151,-0.01580853953286833,-0.18149385814909846,0.07408124216960493,-0.6717382822129413,-0.564654744279664,-0.1942834150600387,0.34150837291722425,-0.5762980834654965,-0.17611096430290085,-0.2628636543296984,-0.467297358054079,-0.5840074357894471,0.09459476673545775,-0.6677651470863435,0.3953819554714708,0.11108129320580873,-0.1402185794124872,-0.8882883692886412,0.7356736198271274,0.16920523927899225,-0.073691511991162,0.6363636248582534,0.03719100678631342,-0.5014465980489528,0.39860357322535617,-0.8957042778715943,-0.452326012961201,0.14137402621858988,0.05210814014233859,0.1282914459240696,1.4198799169704477,-0.35842842045261564,0.19416308197394305,0.17106219488143615,0.1728103455470257,-0.20764475690786915,-0.9840042447534911,-0.35340455321524145,-0.3664314400806636,0.4330710866722163,0.5750692166946682,0.835234469946019,0.18903254806037922,0.8498681469018401,0.19205994213756197,-0.0804730505650243,-0.2998816820256053,-0.7601740187972007,-0.8910722181847675
