August_3,November,November_3,March_3,April_2,July,August_2,October,April_10,September_5,May_2,June,April,October_2,February_2,August_5,May_8,September_4,April_8,November_5,April_5,July_2,January,November_7,May_3,April_3,February_3,April_7,May_7,May_5,April_4,March_6,July_4,January_3,December,March,June_2,May_4,August_4,September,December_2,December_4,January_2,November_2,November_4,February,March_4,September_3,November_6,May,December_3,May_6,April_6,January_4,March_2,February_4,June_3,April_11,March_5,July_5,September_2,February_5,July_3,April_9,August
-0.18469322420820394,-1.2148920606282974,-0.13617318110020626,0.014884793765673601,-0.6530074580956294,-0.16421812794145033,0.12930377927600953,0.9010293143577517,-0.69232887345672,0.8513913449417693,-0.26298337856304116,-0.1483206698101962,-0.03333981260277296,-0.9062168917105171,-0.08150119664838848,0.4423656336260582,-0.5674643125847189,0.09645101026151054,0.6636752759637774,-0.05244392490600418,0.2010698262227078,-0.10415101221118682,-0.2318165064658752,0.4929846789691353,-0.02311900746028569,0.2565372005624841,-0.37775596077542817,-0.4911061399348332,0.7789981184668409,-0.15277549720281,0.30840185071113585,0.29389476070190634,0.029167483824991736,0.12901370621423264,-0.11425744848052559,0.7891475646199293,0.16772864206950194,1.1094764903934247,0.008776135829118084,-0.5027031623087848,-0.27445642679902743,0.4626715356003372,-0.1647634598278142,-0.9962287894765407,0.6614089092309907,0.5914531500749493,-0.7391842520743982,-0.2231994007464691,0.07321900492786124,-0.29314569828781034,-0.6108410229098594,0.810538071563521,-0.4993582347623375,0.25931540121147967,-0.12850699840337063,-0.15869079511981038,-0.1317332493684558,0.85949728223721,-1.2252514967710093,0.03918690390529593,-0.34733161438494964,-0.08009682117683145,0.260713582532129,0.5503755664351104,0.07042055957561738
-0.18469322420820394,-1.2148920606282974,-0.13617318110020626,-0.009168003628475932,-0.9078665354302777,-0.16421812794145033,0.12930377927600953,0.9010293143577517,-1.0012610900526642,0.8513913449417693,-0.43741643737155494,-0.1483206698101962,-0.12847728828733151,-0.9062168917105171,0.07363791343670484,0.4423656336260582,-0.663306497213826,0.09645101026151054,0.611218838599097,-0.05244392490600418,0.24229040129812013,-0.10415101221118682,0.04989664756691541,0.4929846789691353,-0.1515441433626708,0.13181105319110892,0.23045273303442115,-0.511808967786862,0.6447258353896018,-0.010871939482448592,-0.021058815477526804,-0.7332241337811233,0.029167483824991736,-0.4833355275422161,-0.11425744848052559,0.3033407952300649,0.16772864206950194,1.282505309497115,0.008776135829118084,-0.5027031623087848,-0.27445642679902743,0.4626715356003372,-0.17233747551439949,-0.9962287894765407,0.6614089092309907,0.2286467869676029,-0.5146333268285045,-0.2231994007464691,0.07321900492786124,-0.6890484920951504,-0.6108410229098594,1.0355420087333116,-0.4505004908812648,-0.0006518998836219231,-0.47171778652983704,-0.5319043969287957,-0.1317332493684558,0.6357255716148589,-0.8326637078580109,0.03918690390529593,-0.34733161438494964,-0.5403104414085133,0.260713582532129,-0.10948864224507918,0.07042055957561738
-0.8686228066052555,-1.081002846393112,0.10833097456759891,0.11346475481006808,-0.791323736702906,0.08012055855427892,0.26364598360525915,-0.18895345533436791,-0.03139194746451111,0.6060658607538845,-0.3885553570486146,-0.24098344763161167,-0.3676151387056364,-1.0882441418719058,-0.17344521450978145,0.15147110157754592,-0.43110934399629836,0.16547102501341435,-0.17414794245765397,-0.03303226859747956,0.2723096154092459,0.4307002197958575,-0.4945818068611884,0.3080788376494619,-0.6117742965791,-0.25298961376433693,-0.32484962803513384,-0.5881823660079588,0.20890624106652805,0.13888104124668701,0.4707554175030894,-0.5951111067564868,0.19714174150496272,-0.22204378644409054,-0.03136744914079801,-0.34845267600937163,0.3082147261134298,0.9438609191660586,-0.03485340321872044,-0.28766127347352255,-0.08210506037962825,0.9675011106046322,-0.11814105448412324,-0.39512258357566105,0.7994550861065977,0.24527392598495387,0.2686016112723932,-0.3512232906263418,0.42020422434362137,-1.3161063197961107,-0.24783943018920893,0.8895686059889019,-0.09962956194549585,0.07659673568410996,0.01912431526113509,-0.2761504109010022,-0.39832710998849924,0.39732026027340955,-1.1932805385667324,-0.1684349175483662,-0.09188971176416116,-0.23439701091572224,0.09899051263606962,0.43487395857192906,-0.09401643808463922
-0.6388029132703084,-0.6358895231252875,-0.12237981894959045,-0.5174309209185953,-1.4137347788139176,-0.3092529127295555,0.09385765743146253,0.5247513783193444,-0.971643454326299,1.034078713732759,-0.3118112259515654,-0.05570526993801671,0.07052049466721537,-1.0795865757036947,0.2620105303673116,0.30289874693544605,-0.6277145553470765,0.4957356880731201,0.7215119267404686,-0.1929110781523169,0.33508755010082986,0.4075549865046887,-0.2875459095997142,0.16946924175927405,-0.3670253776615934,0.09017344243466888,0.16884663536335406,-0.24657053477389862,0.7528206475732182,-0.3386658930608454,0.73403447121032,-0.47283318548087006,0.04521963946385546,0.160126428300342,-0.038570978733447184,-0.10436811779487136,-0.0799662276153642,1.5440482834518188,-0.09913782335192103,0.044145599002132295,-0.2823029678953735,0.7910370417079748,-0.040957422586533114,-0.6655797053165908,0.5450498445004573,0.6244042367406654,-1.1384239555381392,-0.147985449356956,0.20825644471938076,-0.49682513854703514,-0.302869969485667,0.9986112072412873,-0.16375615359141268,0.13604535283863586,-0.8796608235977281,-0.3097586816099138,-0.6306497995165385,0.38472901169726104,-1.0296214794382652,0.3695797530326581,-0.15364871233793845,0.0176941997951656,-0.36062993265273113,0.1534891466860065,0.303863869192618
-0.6075224263547093,-1.0051378896359098,-0.6114269238157204,-0.35611698810343,-0.5806859161691781,-0.06957265868863133,0.6767637619750089,0.12919643475105852,-0.009375973877887703,0.4265571686687586,-0.3711687707053282,-0.2606061200170197,-0.15251961330337888,-0.8807064140196835,-0.08438152480963129,0.04764972037316004,-0.9063949669581528,0.1597186315220808,-0.0016726122407850971,-0.25973818756322437,0.3259914171611117,0.05075854580910878,0.004655160476620478,0.574533263488735,-0.15490213029163657,-0.11571289619209596,-0.2876324290485899,-0.5342970976565158,0.40516332850084263,0.22529048591977385,0.008854473151180098,-0.2506697141004574,0.6973496897909498,-0.886279208757798,-0.1395453001953247,0.3332924124593295,0.7191213164920586,0.6813978011732607,-0.17707143882435178,-0.03803488111444634,-0.07348534294451434,0.39026793171218005,0.024570608556581098,-0.6688264086084803,0.5813042776753521,0.4914041958152098,-0.6807899329997561,-0.5574886521248094,0.17837567449790975,-0.7589776969058203,-0.005418326884623181,0.8904606083279022,-0.43585777253807384,0.3114207443368843,-0.08204398750623246,-0.2894393781552349,-0.2600963897507526,0.12291034228973424,-0.6868741726295199,-0.3260294563267204,-0.35189803526709695,-0.12895638126729814,-0.6645674718554623,-0.09896619494887862,0.1732611666968085
-0.0542058887742356,-1.0683045191190388,-0.27752336573632763,-0.35779367606444956,-0.6351262239604144,-0.15813402274984395,0.5488752126180554,0.832679837151517,-0.5088836941828062,0.6173387301504126,-0.25910208837066345,-0.31695318718531823,-0.013483285695178218,-1.500815249995087,-0.19463209191667957,0.18485828746638194,-0.3835923317442482,0.37556200649785193,0.25879868395826877,-0.11691533598702,0.38238766566922666,0.15109722728755598,-0.2810858280835424,0.48287193243989085,-0.4730561969941615,-0.04118075261955943,0.019840836419990442,-0.6074096244972539,0.41481470195203407,0.18012309382102826,0.3521352024795088,-0.8412199875188358,0.501590050439294,-0.41366909663573115,0.1016081053755775,0.020283429511728228,0.704109946123268,1.3006941954938473,-0.13143663506663306,-0.06163094073035552,0.32579799667035947,0.1372054258157721,0.010872049187170482,-0.4666280087949533,0.7791273989718928,0.22742202267861308,0.046503305142056445,-0.20574921367858862,-0.11712516557451125,-0.9438099772569932,-0.5193785904682574,0.9849045782939947,-0.39319029326672095,0.15163698895650152,-0.15821362818789705,-0.2403139839748589,-0.4093541994043044,0.6085711849561216,-1.1127675905264338,-0.30673689845770424,-0.07122574156832734,0.07667834060211054,-0.6049259804480789,0.4796333776701927,0.07698561075263302
-0.5083155568512923,-0.7313369043658591,-0.6282754081367276,-0.021922809780946236,-0.9316043811463278,0.11381875825897536,0.6922668224040154,-0.5442566487750221,-0.13500925511458944,0.8565990268509371,-0.10528991080717079,0.23347423378881654,0.30846675332212775,-0.8340788091115757,0.5414499610949053,-0.31857666848711574,-0.6632600750016825,0.4314736849893086,0.560893722988097,0.17451452110079307,-0.1208497228838552,0.1179042281023332,-0.555172472254875,0.7023089759470289,-0.7142795503603873,0.16438478569084827,0.2777617601538124,-0.9653528295280158,0.7303567821080071,-0.10252721020653978,0.9238481945244589,-0.5929511574033062,0.1964788863077355,-0.27480372057380764,0.13548440931753222,0.36171138489212445,0.31401307540062257,1.5051937640640474,-0.2156539935559612,-0.2792000117769524,-0.15133388652214888,0.44339083638319254,0.0007521112465104403,-0.8009455644901272,0.45019010169907153,0.3158361370250138,-0.6749470192343603,-0.2016278773938733,0.03245138669791154,-0.5135172914744369,0.10867682421002511,0.9504906252684366,-0.3299277684859113,0.4292404676106215,-0.11485942678734334,-0.5301975844944204,-0.5154012131148566,0.1870374627078218,-1.067583286972132,0.16852146426475847,-0.3539399297902567,-0.04362169804844167,0.2934305368561848,0.1303558247325401,0.22403997898552896
-0.21074936470497985,-1.3873611670820492,-0.11497263245765202,-0.21395010812878085,-0.5765097134110444,-0.4108080250960911,-0.09906379691948514,0.8269204210427813,0.11528145773250585,0.6077910632745015,-0.13061081028723248,-0.14099861344547154,-0.3537084082708436,-0.9475565801127486,-0.31546454841575794,0.7061545302418248,-0.32477120594954983,0.01998192748797456,-0.06742066931368997,0.03538404821044578,0.23685374184344513,0.10743921046642196,0.08488497693730429,0.8045226797611496,-0.34512715939758787,-0.2816471633217358,-0.7461893518585591,-0.2754386844434119,0.37272943049316937,-0.1541885489585936,-0.0028587707442102595,-0.5058793144752394,0.5912087433545872,0.2301553740732123,0.42337962857473505,0.28371952715261073,0.9181138723582177,0.6242429810332388,-0.6451978116293136,-0.3113586403252754,0.23287309015678614,0.40985408480380947,-0.08031410284480402,-0.02548439513038442,0.5469915842441854,0.007844769353547464,-0.9591269710518261,-0.4168548232588217,-0.19897684709013883,-0.8190375708983415,-0.5784251933500236,1.0203223897212397,-0.43542706439894674,-0.0987211198887436,-0.1250895891899007,-0.44577797711691375,-0.19648043957764916,0.12850549064562666,-0.42743136253241304,-0.5414038040867073,0.23635852361252357,-0.267839344645685,-0.4930608899635906,0.05773619428874754,-0.15909514647419792
-0.14342740731819686,-0.7266420002433668,0.2935010132274914,-0.8464346754443383,-0.2515447385073962,-0.247025368300193,0.2161958685892928,0.5478364193543793,-0.9129394181861888,0.39229557422378036,-0.04444733253224499,0.3207086298305184,-0.12937815652903487,-0.8261659203907782,-0.053290441278507725,-0.1447625270854947,-0.6117742725639869,0.003851804642744587,0.6542918639448084,-0.46033950301467275,0.3979287340732038,0.23417788168833303,-0.5072417559095365,0.04619851915376612,-0.22895186971288442,0.07897554082730897,-0.5260482745819167,-0.4489477567508644,0.4257564324728225,0.00945388358974817,0.2787655448896102,-0.6974039459229877,0.15566163869906444,-0.15692246042234095,0.6042148603445213,0.5097801305488874,0.6998530257005096,1.1926042282612994,-0.3206363590712552,-0.4906965976348618,0.18428880533263955,0.432249156747864,-0.20804325754263153,-0.4979942131451599,0.6994001756890081,0.09159893829369994,-1.105737691704483,-0.7006468089675837,-0.015243319352985923,-0.8468698041942693,-0.5019094454032955,0.7847393803751114,-0.07794653266482568,0.19764862652381104,-0.32616517545081947,-0.1972782235396418,-0.14889704941594856,0.5587430881313833,-0.4486098451061544,-0.6012145576083,-0.4092236954820735,-0.07499163215894208,-0.11937113101494005,0.5528450947249187,0.29234548859146275
-0.23800236837940633,-1.1744473430909503,-0.018843331084361776,-0.5324041881073152,-0.9338437630374952,-0.025459806128039893,0.4633305552270163,0.5530116177267907,0.3594834239053869,1.0056383910928843,-0.5591825829990406,-0.0661251443449287,0.011125861716388286,-0.9198503316417711,0.20924152582958094,0.1993136210788411,-0.3294147694304037,0.2758199033823025,-0.12376143918836147,-0.46569529089217665,0.045043459093991385,0.5625029361629613,-0.732908936078263,0.19725745490256857,-0.5300789101801743,0.07103837215183476,0.12959923243449128,-0.2661664038070726,0.6797502312458359,-0.02892344343501816,0.5185141016466837,-0.49314356701961876,0.1708605003194109,-0.16024788712667817,0.10495989782882452,-0.04816263804196596,0.603025670279714,1.3259743695501078,-0.1214870319408366,-0.17086693843519832,-0.20783198657963645,0.7590050838289463,-0.10082869317275521,-0.19276554227456325,0.7747690499729742,0.1975504336034018,0.12210696738841201,-0.5255837357472674,0.03968229152707928,-1.4119719848498422,-0.5384733980356573,0.9625893440250347,-0.47394778423035994,0.4407527662072808,-0.06844098778192727,-0.20847919630882805,-0.4971059552901852,0.5570919897326424,-0.9558085152403363,0.07892028920940719,0.11629566615913055,-0.14440744495115962,-0.3039796539998423,0.4181838329153209,0.121619833602717
