April_7,November,January_2,January_3,September_5,April_12,January_4,July_8,December,July_6,April_3,July_5,April_8,April,April_5,August_3,June_3,May_3,May_2,February_5,March_4,November_2,July_2,August_2,June_2,July_3,May_4,September_2,September_4,April_9,October_3,July_4,April_10,July_10,January,October,February,March_2,May,September,August,March_3,June_5,July_7,October_5,March,April_2,February_2,April_6,December_2,June,February_4,November_4,November_3,July,June_6,February_3,October_2,September_3,January_5,July_9,June_4,October_4,April_4,April_11
0.1891326237929567,0.5419022822757099,-0.1837873455442331,-0.6021884157732402,-0.39198169218978685,0.6070050725820958,0.3837740472513636,0.38436894884694117,-0.6175219999198841,-0.18050844911677022,0.25997850683810125,-0.22166974787090657,-0.3016856314249178,0.819613952356528,-0.27682903727751973,0.4601933588426568,0.3929147737610186,0.10096521014425895,0.1785616326506832,-0.4331590998023836,0.38024542810719625,-0.13502537386922722,0.15836486990226417,-0.16458628094418276,-0.27766114149505633,-0.12026187016989678,0.052644972856186974,-0.436191857062115,-0.41242466295125035,0.16414660447803997,0.45001741065258594,-0.6870682445295841,-0.059208888220374,0.0057467893056886085,0.4150159617192097,-0.4044077402707082,-0.36833229389204397,0.7980498516661579,0.13128964754670633,-0.41538275369009897,0.030679460146520173,0.12655632548763374,0.21452849495478077,-0.51625564480134,0.1430977213568169,0.21596629229361253,-0.2893687314343093,-0.2396377435093467,0.24989031756806357,-0.4497598948624929,-0.42176667816783675,0.4646561265763759,0.2633125253602826,-0.05431954013815574,0.19980639594655525,0.16205955302072597,0.6233441129214127,0.1846775212845533,0.3051732672607955,-0.7433650953538038,0.6004604561419877,-0.7288645487958203,0.05927373615254831,0.1041236667269651,-0.025544459384262044
0.32234719668689443,0.5419022822757099,0.2994714727220186,-0.7794080053537535,-0.39198169218978685,0.6278021805905276,0.6524987500833204,0.38436894884694117,-0.6175219999198841,-0.18050844911677022,0.4062340117558485,-0.22166974787090657,-0.2345690219935268,0.5642551615004623,-0.506701099897521,0.4601933588426568,0.3929147737610186,0.45301859386722104,-0.17102796209948595,-0.24049188800282906,-0.1496057226765774,-0.13502537386922722,0.15836486990226417,-0.16458628094418276,-0.27766114149505633,-0.12026187016989678,-0.15726625815259473,-0.436191857062115,-0.41242466295125035,0.13641776718661647,0.45001741065258594,-0.6870682445295841,-0.031620079544751656,0.0057467893056886085,0.7078597891998353,-0.4044077402707082,-0.02567644560839575,0.5721111447676074,-0.19422924298073319,-0.41538275369009897,0.030679460146520173,0.17015994293309045,0.21452849495478077,-0.51625564480134,0.1430977213568169,0.19532297901423007,-0.3590446147047445,-0.702064556058415,0.11333583784524752,-0.4497598948624929,-0.42176667816783675,0.3820389300513133,0.2633125253602826,-0.05431954013815574,0.19980639594655525,0.16205955302072597,0.3857280413836827,0.1846775212845533,0.3051732672607955,-0.6295933429313256,0.6004604561419877,-0.7288645487958203,0.05927373615254831,0.08230042130475967,0.32636840480058577
0.11058864966145736,0.607632672375219,0.2904428361124459,-0.5316004668920259,-0.4507525631176311,0.3419474517789385,0.4873209671337856,0.13543647356096936,-0.01626660779300989,-0.06742590305776153,0.27919882550909153,-0.4617912973369714,-0.36537278102907333,0.2871857926000484,-0.0024541858765256414,0.12834832287691705,0.5658348634925808,0.10991266263582394,-0.12214200631739934,0.0725784386025015,-0.18329884158882892,-0.20819963952885445,0.3728629374081302,-0.042085772474037664,-0.257253157416251,-0.07181570084035875,0.13823730295731185,-0.2001081863589659,0.045941279440828146,0.22276541080318918,0.6206104259159956,-0.37916712005183734,-0.10544388893123426,-0.02163082978033929,0.7364291513426626,-0.4201337089959795,-0.1912486980404943,0.7289719859289208,0.19679901624059581,-0.643791878915122,0.04027230547193573,-0.34085197900552316,-0.028832610002356235,-0.3584558061606452,-0.2218672992341561,0.06318337243481564,-0.0995913658380641,-0.5662809047276907,0.11092901651204866,-0.31485968418606586,-0.10446451695828524,0.2974192872006648,0.36266807590107153,0.09554831710036027,-0.14706863519857535,0.026638888095708434,0.3253702713035027,0.15358161952212496,0.13135848093618016,-0.8487659823736473,0.1690653619490257,-0.41608976735340536,0.1563759895219764,-0.11528423486265044,0.25290784250616155
0.15098031866870024,0.5241243246477524,0.0658155896353044,-0.24935063225403378,-0.8079339073701992,0.45252274718859675,0.5863142292274075,0.28938720008048124,-0.30458741820278523,-0.03422948030204096,-0.08848302588905252,-0.24655596681472886,-0.2657049288412232,0.6515195437464157,-0.745097403717917,0.3659504843531183,0.6627318414706544,-0.0038200268502432827,-0.11586522811489,-0.11680449834103442,0.18743028535586184,0.18348798463261598,0.2433386623898961,-0.10364176669036768,-0.23363566359178942,-0.12440392348991353,0.0144713643773276,-0.06650192933570451,-0.19480297489455517,0.06354014127805477,0.4310958927415725,-0.15271721781746386,-0.22876196275657504,-0.0399579042828957,0.6373703828479341,-0.33164680604057084,-0.1903159318456934,0.5250189964425148,-0.17503189877746594,-0.746399291343644,-0.05449267482819728,0.33300489843004044,0.28488109578916765,-0.42524191955986046,0.0301341277980976,0.304068336129997,0.24450252679137896,-0.4072272179585897,0.5021941821293957,-0.42635655629110675,-0.0569017271591133,0.3294604220128961,-0.12021419456516523,-0.11012307883516373,0.12375108815266954,0.036787544461546674,0.422465958559353,0.3495659059108324,-0.06886938606266552,-0.6555615109898492,0.19224350580865227,-0.44032730903839906,-0.0312878976066598,0.22081157001576737,0.14365177075413038
0.1510585168057194,0.6246250952673353,-0.0649244704067345,-0.5194434214261661,-0.6327606363182592,0.5458083939879397,0.46981481424100846,0.09097913155768489,-0.292032450178314,-0.2482165978558238,0.32106872578641527,-0.37940765253785347,-0.28809804797097843,0.1101121423996642,-0.38278617407286214,0.05626630352724925,0.46281875469813855,0.20635754752185365,-0.0968613705537824,0.07453356121488397,0.1773158305141044,0.30222568431692987,0.37504338801158466,0.1552225577211638,-0.38950759384722505,-0.16915101746571157,0.040300677630413596,-0.04533636881366861,-0.0624198072361586,0.2913409420512383,0.4167250160922162,-0.36653029350544264,0.17880957083050028,0.13860537225294084,0.6240820261133015,-0.5535482803891827,-0.23198971896986204,0.5110599710379667,-0.04322108610397414,-0.33968102690979946,0.01925991202910901,0.01705876113898243,0.24353757022914535,-0.3874129804620897,-0.4228702644766105,0.8219972170833376,-0.3907904605766093,-0.5565450776147973,0.08179210871169,-0.4331793252588114,-0.5976613527869947,0.37261777270897,0.027302514480560938,0.26163407511952813,0.183527136619314,0.22921195027540275,0.16735621856778218,-0.07861815812500557,-0.028452309156197814,-0.040447464775804555,0.10557080077847926,-0.462864077184318,0.05089926692617294,-0.19537590694510737,-0.08588309164393954
0.269301644068229,0.6157183193737792,0.5763328031623514,-0.4370848592287766,-0.658004154966759,0.4321320550737452,0.652415612833867,0.03017210462271259,-0.35078047453125977,0.10079401839080693,0.23047583935144508,-0.1656832814240143,-0.39819748119138326,0.47144767131108656,-0.1890343595583426,0.22472468154627667,0.13187491979870908,0.1771795190926178,0.03942611735129473,-0.09678537894860145,0.1434727611238234,-0.12033774544368864,0.15445925989213638,0.08191518810650879,-0.5057831150733345,0.08747478137600062,-0.06881212255831501,-0.19681784662952015,-0.255973291178296,0.12389584837549031,0.46248309265128096,-0.611834635044551,0.0025546800662726854,0.18076249056137078,0.45676653656685434,-0.20851373360382128,-0.18228800562333372,0.35095073151719525,0.06317171865838929,-0.2822179459029861,-0.204374417191714,0.23069495860441494,0.3245459466221908,-0.611844527590784,-0.1311321936599631,-0.0034547919011449837,-0.23884380188593787,-0.47907793201949067,0.08404357869251781,-0.37780715431512507,-0.5033316647481032,0.053893313836468636,-0.1675065810603249,-0.14422489946468509,0.028356970636014348,0.18137361000355323,-0.01349981951995502,-0.016726393176769827,0.14842452545842086,-0.4991104947163561,0.44582547882677365,-0.44365020214688566,-0.11403298734879526,0.14286978433091252,0.04836848999720281
0.5653661872772877,0.7663355669322739,-0.7030180128610707,-0.9502045739310961,-0.5816246939334762,0.26988980844703553,-0.25595692239981604,0.34483400608416703,-0.5164487247519562,-0.08083579222894688,0.48041723632844846,-0.26148507906692464,-0.2701093626220097,0.6898099239814454,-0.4123866837251482,-0.03047207703263216,0.22236521566165013,0.22717049487115484,-0.20073451663953323,-0.15229505596228995,-0.12946102801080356,0.23690187340290905,0.2748293767899242,0.3702438806343223,-0.26184266193268513,-0.07782493956757444,0.18265247804508244,-0.029254451689021792,-0.09844850829373651,-0.17462980981473258,0.39190323638470187,-0.8996863439074168,-0.32488371803664573,0.27335366054757093,0.4860404348426656,-0.3433023187381831,-0.3853824699771891,0.5157101578200433,0.035726470573416526,-0.5638219157873638,0.04214041138570741,0.26180978027721813,0.2240380732959932,-0.13671526978705686,-0.00014501386046344988,-0.15506481142505074,0.011347591394163421,-0.2747980486271724,0.2423740601330705,-0.29788642494572426,0.03749245995708045,0.1931212676316271,-0.2980251581064668,0.04843736731078177,0.059122531030882115,0.0120538077785846,0.452277715916539,0.200292419494988,0.19467668706959268,-0.49406165054155127,0.26013128852339196,-0.31769677458499096,-0.4636035555070282,0.21978493572196162,0.08462625600904222
0.33149588259522633,0.24305635770617517,0.08830022668996813,-0.12063295776767974,-1.0213692572451905,0.48045181340266957,0.5708666997616936,-0.122420291016298,-0.37324458202802613,-0.41803506930481543,0.4145740392510264,-0.6648816132470815,-0.4364683569491113,0.1301939664388605,0.5404841291237367,0.349213194137597,0.6145693303073151,0.290702294107746,-0.156255550735389,-0.03990355314306626,0.18912255881382078,0.2021505770246691,0.6542045240016291,-0.05879913171397598,-0.6092486495785217,-0.09122427054895291,0.09283677278800714,0.2656191681381609,-0.19285901310331033,0.03757282454026588,0.4975819507111255,-0.829043167210809,0.05725367443576865,0.7815600113992915,0.3726644843444099,-0.1471609091156867,-0.6320118758951995,0.24592269081816479,-0.2652087520756983,-0.47535718059830423,0.08864193916035802,0.05284416741750454,-0.27922114657847136,-0.2554379478435349,-0.2409432277660588,0.4850566536599362,-0.13050367473460844,-0.9695733779788561,-0.15412902434248718,-0.9055157954143381,0.01617433149549348,0.27880227542278,-0.26842692396588186,-0.44179596787932296,-0.011808417190173878,0.1310636023105439,0.06957243070065942,-0.3215280235750472,-0.12888863373833226,-0.6273024996829356,-0.029251295279436235,-0.22291718768150778,-0.17457974096607234,0.03939270443597277,0.07432834127593875
0.05290509813216364,0.8803210734348248,-0.2426632032469174,-0.5506531491055725,-0.821782088631384,0.6126809659567322,0.36339743717425427,0.22270590871963214,-0.4851476844765399,-0.33507503881841627,0.16137502320614783,-0.2989678823587604,-0.20430894171874128,0.7672612093641218,-0.3907467794268593,0.44671331865113084,0.21550594200624895,-0.1529561284163159,-0.2724852885576599,-0.46861975389982585,0.23758910432316935,0.3654379863176032,0.46303405361338135,-0.2241758236258387,0.18694873723753255,-0.08240739195323056,0.5436390885880708,0.12059294688917381,-0.11635588862161374,0.08360102709241064,0.4848816127288657,-0.5505185586134873,-0.04819812251097261,0.4215960390417084,0.5533350079039278,-0.1176157431953563,-0.3762257828096345,0.5723747799312948,-0.0579329454284096,-0.28236288598596915,-0.22648160612852714,0.39223054079440495,0.37150340872780996,-0.22152576206364322,-0.24687206735684974,0.4192687918281727,-0.5861556114801247,-0.5107270859650903,0.11543765620572072,-0.583382521130089,0.09292381946823117,0.2956978937692815,-0.031475254080856246,-0.00880673468045283,0.04325888725236832,0.11497054126182153,0.48160239986625886,0.4179954915651508,0.1504567008553058,-0.3740386362299284,0.19586810841937233,-0.6995052437315656,-0.19327639689448625,-0.013776121893773613,0.09473944032256085
0.20237130910650158,0.5718456205547207,-0.34362789766404583,-0.38835048761663116,-0.614156524278966,0.43406653732714034,0.22432273947044812,0.08442757010055313,0.020924314772709188,-0.14659438128209806,0.39125077958254983,-0.20200497160897793,-0.40711307804486635,-0.002891547898911502,0.35400776366956,0.3863244614115681,0.43791134476068516,0.5464056205409056,0.034034109225377474,-0.5203464495479736,0.21717605565107023,0.27452322899187975,0.1473008848565764,0.036304091835825565,-0.14082278716723295,0.10365249501888729,0.03422449337373641,-0.07257303776403501,0.16710124719686312,0.17567931959634167,0.0603046006638107,-0.3850544454770538,0.02976334777308326,0.23015806755310753,0.4239956793819347,-0.32511334664491554,0.009458775482962242,0.372200338190419,0.02756273318169815,-0.5833809428119421,-0.08460844492510605,0.16824878805022364,-0.20911849440969388,-0.3820229699729086,0.007641591206114812,0.09350252041775403,-0.18712641709391215,-0.5776290222365017,-0.2146653708513207,-0.6639275116681933,-0.0016563910172918903,0.2795233142535812,-0.10278053396120782,-0.18676247253268047,0.2670948742060532,0.2622404153836591,0.3042080756248733,0.10291079990387646,0.07976166079357297,-0.6190017986823965,0.34804122918019875,-0.7076698025900726,-0.24957070332358358,0.023491962046109094,-0.3553397525734733
