April_5,July_7,May_2,March_4,November_7,August_6,November,March_5,April_6,February,July,August_4,April_3,March_2,November_2,August_5,August_2,June_3,October,June_2,April,June_8,November_3,February_3,June_9,May,April_4,October_2,November_8,November_6,March_3,June,June_4,May_3,July_5,August_3,November_9,January,April_7,September_2,June_10,March,June_11,June_6,May_4,July_3,September_4,February_2,September_3,July_2,December,July_6,September,June_5,January_3,May_5,June_7,August,October_3,May_6,April_2,July_4,January_2,November_5,November_4
0.38635495803955466,-0.6870682445295841,-0.3593947728884555,0.24880814540086005,0.05269802404532775,0.08534460864458573,0.5419022822757099,-0.15792741158009144,-0.3016856314249178,-0.07151760862572318,0.5114398407863903,-0.5869797622657291,0.24989031756806357,-0.48535351011954525,-0.6610826285274498,-0.3435498841482437,-0.16458628094418276,0.0915481543354523,-0.07148304145376774,0.16490107844573565,0.819613952356528,0.21452849495478077,0.5610289152769472,0.04656625780261786,-0.3668228619923104,-0.27769812265064336,0.08456076423099593,0.17587679717638588,-0.8323523129469843,-0.272763267171965,0.7980498516661579,-0.06524565630601425,-0.3168309944262449,0.47493439146054944,-0.0332329458753038,-0.7372897509180054,-0.3839510612651016,-0.40203758900290865,-0.1480390382254608,0.06805904235920454,-0.035698368246012455,-0.34127335893624444,0.33793406818722066,0.4232991860120412,-0.1476003075263168,0.0027399527614810973,0.21240110181648586,-0.27341864205506183,-0.23047464389362174,-0.40933655315697326,-0.3927837220739996,0.15906362676555602,0.08973353053352398,0.09737079120307933,0.28126596066688225,0.270274605022395,0.2360850241323399,0.09554007562458781,-0.8832231663500258,0.321928550619273,-0.48651321197144154,-0.24258319783474586,0.31876867604657744,-0.08439672383017108,0.01601123853562913
0.2005146589405753,-0.6870682445295841,-0.4103968441475474,0.3322418302572908,0.05269802404532775,0.08534460864458573,0.5419022822757099,-0.00981066100610057,-0.2345690219935268,-0.2700646639623666,0.5114398407863903,-0.5869797622657291,0.11333583784524752,-0.5224441462616023,-0.6610826285274498,-0.3435498841482437,-0.16458628094418276,0.0915481543354523,-0.07148304145376774,0.16490107844573565,0.5642551615004623,0.21452849495478077,0.5610289152769472,-0.08748835998381753,-0.3668228619923104,-0.09103433997189686,0.7096116648001513,0.17587679717638588,-0.8323523129469843,-0.272763267171965,0.5721111447676074,-0.06524565630601425,-0.3168309944262449,0.37086615819910396,-0.0332329458753038,-0.7372897509180054,-0.3839510612651016,-0.8546623466108038,-0.31757105359872,0.06805904235920454,-0.035698368246012455,-0.10244125383681174,0.33793406818722066,0.4232991860120412,0.14392481479563352,0.0027399527614810973,0.21240110181648586,-0.20284024432536596,-0.23047464389362174,-0.40933655315697326,-0.3927837220739996,0.15906362676555602,0.08973353053352398,0.09737079120307933,0.09371185322951076,0.14893670435710282,0.2360850241323399,0.09554007562458781,-0.8832231663500258,0.4750030235954751,-0.655801981682253,-0.24258319783474586,0.15643629932873993,-0.08439672383017108,0.01601123853562913
0.018637565647565232,-0.37916712005183734,0.1724556646556812,0.4995935687116489,0.28473382073475095,0.06593685599605323,0.607632672375219,0.12219230497660281,-0.36537278102907333,-0.51564804747665,0.5925370994884253,-0.36484620276873037,0.11092901651204866,-0.7666159292369306,-0.7184915233925354,-0.48228706249168607,-0.042085772474037664,0.09839836230349719,-0.23009867578610857,0.755739157174849,0.2871857926000484,-0.028832610002356235,0.8172636590638556,0.17110558918808252,-0.47608700398265313,-0.3212212000702994,0.1857278893823966,-0.013912221696954174,-0.9645273007769951,-0.17659992614335618,0.7289719859289208,0.0820677916446578,-0.3667760299392038,0.4820184279139717,-0.2950444441859553,-0.4029227169893026,-0.7732503300102727,-0.7059977831266347,0.21261723570670427,0.02919636077562735,-0.2981429066954183,0.2568397908930479,0.5297479415237114,0.5431410064485698,0.055227559922103,0.4223067096245432,0.31714576173504455,-0.15631813858193164,-0.4294295350680219,-0.3034630130997211,-0.08638337409224037,0.28463787269415997,-0.09033810914481565,0.09270943061161978,0.2998654196793797,-0.013904667086230671,0.3125408705825999,-0.3154925794311828,-0.6457194380173976,0.26479072296769696,-0.35355443754876026,-0.4005094996382779,0.11194229162672129,-0.2192161381628421,0.10861335934231847
0.15184948034734996,-0.15271721781746386,-0.2221679965303617,0.4115494834519187,0.2364671055392552,0.08633653817277465,0.5241243246477524,-0.16106005350508606,-0.2657049288412232,-0.3001070544258508,0.42140886572487574,-0.4660271541993473,0.5021941821293957,-0.2870820844632086,-0.32317216840691665,-0.7088194644534083,-0.10364176669036768,0.09444428254288678,-0.12439473640148221,0.5322243376734803,0.6515195437464157,0.28488109578916765,0.7619900987515023,0.19389729524144314,-0.4184163111036107,0.13817363231212643,0.7337897834056273,0.17812144073338948,-0.5898828619830653,-0.050499107812826016,0.5250189964425148,0.13570013715896523,-0.24749191201696702,0.41484701974720223,0.04416315677741568,-0.6909500767716975,-0.38150055529598287,-0.31830577854903114,-0.16972308990091323,0.03740192105359644,-0.11567037845899109,-0.569684453241867,0.19618040429357309,0.6762009908061396,0.121469211557051,0.7269383690452432,0.05423644827831947,-0.3281815023989834,-0.08198110851481934,-0.29774978553760706,-0.3028236826980123,0.24333556744837437,-0.20145011896940154,-0.018424541934607644,0.2839772497422292,0.36227572455656454,0.2663223776306045,-0.03619016119678638,-0.6050812192819117,0.6888016934708594,-0.7960012665338602,-0.3850959480894154,-0.0793245665972714,-0.3555191856910223,0.039167403222652795
-0.11945399658257141,-0.36653029350544264,-0.023508483012845055,0.6273894074651588,0.12039488934196232,0.0747376993432774,0.6246250952673353,-0.443562416968745,-0.28809804797097843,-0.31710691486920084,0.29969759884010766,-0.24243194387693923,0.08179210871169,-0.33440313367674557,-0.4164629369665833,-0.3174964595750168,0.1552225577211638,0.08657280522628939,-0.34420672263174196,0.5989741985006866,0.1101121423996642,0.24353757022914535,0.11812408443335556,-0.12988781016931158,-0.47961712395230033,-0.23257702543857026,-0.10813907518478538,0.1481459876025309,-0.517376738597567,-0.17199968132034943,0.5110599710379667,0.09928576998744883,-0.1835899577842055,0.3896247127322431,-0.3404794462011509,-0.37136577516937624,-0.4135152027016216,-0.5790555848026191,0.14971062813430827,-0.09219950840809246,0.1725546501791832,-0.662539019753246,0.8346454727204833,0.6630617219200815,-0.13946348601202171,0.2670267957878805,0.06113671142106303,-0.10537641766285856,-0.20317250201418124,-0.25342537314375274,-0.4017136487113496,0.10375700344112312,-0.12176211764292927,0.1183942959568969,-0.08280030238822408,0.23075733873465037,0.3862680493504488,0.2420841808185514,-0.5754064384992329,0.049873113939321534,-0.5641114886101813,-0.37357234086963725,-0.013465900178850031,-0.36405952893162963,0.2832920700074699
0.1510461212390484,-0.611834635044551,-0.36483395343088754,0.35547836145195005,0.046850164700257026,0.14651347857342575,0.6157183193737792,-0.23791831368398028,-0.39819748119138326,-0.27296355865094024,0.0699612199537564,-0.24626146452585998,0.08404357869251781,-0.9383293437556919,-0.012020889612604724,-0.3523786627804495,0.08191518810650879,0.3074714105655793,-0.35442559620762926,0.11037996840533458,0.47144767131108656,0.3245459466221908,0.6536789193457808,0.14233978960579988,-0.3647698541716819,0.0906495273449168,0.20218145724698164,0.060970563800517436,-1.2052424929338705,-0.07049148781232031,0.35095073151719525,0.2582017993035408,-0.07010789307989573,0.42208643607561114,-0.10607607702561264,-0.3620747854480065,-1.054070186009232,-0.7649378720789961,-0.1503440568490852,0.049914950703414146,0.1561275771810739,-0.30051641486926317,0.6453694861653032,0.54775001552724,0.022196787505513217,0.113475638508148,0.25540686941744123,-0.00030888783047492915,0.08597670840332261,-0.4873780103434437,-0.23460124339205451,0.4728671893601381,-0.36180392964174835,0.11892182903520111,0.31349438172210126,0.3784117188527517,0.27410315012166503,0.04072318583387694,-0.28342738620018654,0.5038134902548325,-0.5863925799620683,-0.4263390219209594,-0.06568582535262554,-0.45647518524165404,0.16162975162682702
0.13453622076907928,-0.8996863439074168,-0.4151966954892544,-0.04039838692187915,0.32416933257431046,0.11064514927377533,0.7663355669322739,-0.047212224379051496,-0.2701093626220097,0.27151723882785994,0.22131065534160108,-0.4833118564505923,0.2423740601330705,-0.7469629558647511,-0.40334594180776634,-0.187932821122147,0.3702438806343223,0.21652763813559672,-0.10411095744031229,0.5094021347444981,0.6898099239814454,0.2240380732959932,0.4334587652089811,0.09578535767126203,-0.4049768586638024,0.1073861497088302,0.3313972978979805,0.24257566999957444,-0.09928473423925152,-0.3077175454047068,0.5157101578200433,0.22898261435456024,-0.13741093577565516,0.25349545143110624,-0.1422128189790448,0.1459906346473996,0.169575646168932,-0.4939057037703971,0.0310506380817702,0.07446915471426463,-0.14091700181215772,0.0022660106730497953,0.33266220265818874,0.6544851229556184,-0.002085983178585632,0.05176054089487315,0.32476444352502093,0.0015207935606508932,-0.02261940899817584,-0.32334124729584035,-0.6750321590319383,0.047173191109439246,-0.09515956653192598,-0.03341723460412635,0.024787790617436634,0.2495047905177829,-0.1405978871306705,0.0909499703554756,-0.21819741653298189,-0.1715744200766353,-0.5685030922242834,-0.5296954223392636,0.23729321789942093,-0.31417848950360594,0.2844177419285262
-0.374646170499079,-0.829043167210809,-0.14011737818630404,0.5967917601066194,-0.08766180678970516,0.31388536562511093,0.24305635770617517,-0.7318307098031345,-0.4364683569491113,-0.4237043114606528,0.3267453364330295,-0.19309048297330944,-0.15412902434248718,-0.448006496967769,0.05170528782734242,-0.22871368161892466,-0.05879913171397598,0.32424099443855725,-0.4523528482938832,0.6748603930065826,0.1301939664388605,-0.27922114657847136,0.3036396629453766,-0.012049098513302672,-0.5611650962136772,-0.2176435356141075,0.049633264431064486,0.31852835041022376,-0.6373430485913867,0.21502857834244868,0.24592269081816479,-0.08568876093707795,-0.261739937004451,0.12927728287946683,-0.631062627291678,-0.15709133685121263,-0.5166778808437327,-0.4968363870715433,0.09878571222542984,-0.06383429627380897,0.1765284180087319,-0.257009475094479,0.6150638703555779,0.4588236340007062,0.16411607316382354,0.13248920616567916,0.10658771760526436,-0.4803537084070306,0.06634046004330553,-0.6140545796404423,-0.3290004226001718,0.08396949662400503,-0.04447377579516913,0.21665785667256865,0.32196438847244724,0.4437955245821893,0.13412726926399993,-0.05999540781680726,-0.35421293334140513,0.2195732473809875,-0.4833799673884271,-0.3969488252297602,0.09326369469216265,-0.4835900538599569,0.3364869408601796
0.3304372064583323,-0.5505185586134873,-0.27966970322742174,0.5077439492500566,0.11320240777343606,0.43195088468646187,0.8803210734348248,-0.14667834841564253,-0.20430894171874128,-0.09578079225463489,0.25142432714615226,-0.19639455353091287,0.11543765620572072,-0.6101798406526984,-0.3754605106984134,-0.299378584903095,-0.2241758236258387,0.017858136291215233,-0.2581175553927126,0.13373331913059888,0.7672612093641218,0.37150340872780996,0.43854863344136585,0.03518785996648112,-0.2309732294759221,0.3746286822800995,0.37991614245561983,0.3324160787402768,-0.597512767568923,-0.08458874332174808,0.5723747799312948,0.30145846930248477,-0.16724511329228697,0.2750719016979241,-0.5534007215254492,0.14482668572757793,-0.6054024128159693,-0.46685819469134004,-0.05266865183886747,0.2656159130071274,-0.12534781739126166,-0.7589203484759162,0.2803839148649835,0.592727717396007,-0.07984936795460962,0.07689132838533586,0.03504046261604018,-0.635882466290714,-0.18393191393522693,-0.2965612416187027,-0.24736469013982704,0.10848422792029412,-0.45025749934150683,0.07318856799865195,0.07895078626723175,0.1418803375773715,0.21140836063974477,0.0598213868179456,-0.4265459164268509,-0.035389053739448506,-0.49977148925205445,-0.10767365724040079,0.09007056926618247,-0.326851095032341,0.17642165810461236
-0.26106419854302154,-0.3850544454770538,-0.3281111851262044,0.6399650140285498,-0.2888174733639457,0.29629563371861517,0.5718456205547207,-0.11451153198796507,-0.40711307804486635,-0.3308881808901205,0.4428399722050931,-0.4010542969241022,-0.2146653708513207,-0.4603743640857414,-0.14820468621500088,-0.6149505309458522,0.036304091835825565,0.15779829216388266,-0.11438067090476972,0.3345347418561842,-0.002891547898911502,-0.20911849440969388,0.5031555500298233,0.41705371603279073,-0.1530039254548549,0.4501184542751005,-0.42688582883707826,0.3689780673022638,-0.8759200044098432,0.027545610359014955,0.372200338190419,0.04259896728621168,-0.7176648802251939,0.35978165205912604,0.05793043310196208,-0.9284414412638642,-0.6272515409431961,-0.5614967229602595,0.15774336862575639,0.05220783178888926,-0.24472895799759845,-0.18733478128761735,0.3844665804662101,0.3742761581715801,0.27917845628206805,0.3050039769389554,0.4906570427447066,0.014099572649830958,-0.1818466121502323,-0.5150020669844653,-0.2455667382276172,-0.025386171229727132,0.2366659268102941,0.38849848990418706,0.2692302926563479,0.6125627892910509,-0.27373865933415575,-0.001853100013294258,-0.43940687302355375,0.24212457320586958,-0.4482211151486348,-0.25524077941984213,0.3278698464952494,-0.26772250454513863,-0.25969882387187015
