March_4,May_6,April_11,November_3,May,May_5,May_9,July,April_9,March_5,March_3,August_4,July_7,December_2,October,July_6,May_3,August_3,June_3,May_8,May_2,April_7,February_4,April_8,July_2,September,July_9,June_6,November_7,November_6,July_5,October_2,June,October_3,April_4,February_3,November,March_2,February,October_4,April,April_10,June_5,July_8,July_4,April_5,June_4,May_4,December,August_5,June_2,November_5,April_2,February_2,August,April_3,March,February_6,February_5,April_6,November_4,July_3,May_7,August_2,November_2
-0.7930000667282677,0.4260019187113472,-0.05033274827907702,0.8277892033169574,-0.22157932547640055,0.8018480608410783,-0.233782778784479,-0.4259635569300905,0.13359087012143417,0.4223735513645177,0.6344034379642001,0.400172220494255,-0.3390852376228275,-0.23330052882790125,-0.33869992028621476,0.6674079836715192,0.07766919685753307,0.0849644989401861,0.47294435093249154,1.4031298539409074,-0.6183638080598715,-0.4217746548085638,0.5116218673798955,0.231036473867401,0.795002398855069,-0.04404027722015532,0.5666095745844096,-0.060608615624575146,0.20353079889816947,-0.015727280588841264,0.8913837778298763,-0.021531212882613414,-1.0125170735619065,0.08073659609482263,-0.07181918130333506,-0.013547095758463884,0.052263572046487405,0.23663478900987575,-0.1547844393484621,0.11633312725188867,0.722768370971794,0.6263654975139956,-1.038136380451118,0.4723406461302408,-0.2496288869119635,0.07926506218743698,0.5295160406744046,-0.10637636349380472,-0.20707481393214122,0.3593290180217995,-0.150866287294396,-0.038135075898253754,0.8742737152053631,-0.8157398945226099,-0.4603346309091395,0.47403733768570294,0.10092761883851559,-0.11654888653795265,-0.18464646203442983,0.5812960195704326,-0.3601375609708948,0.29007998261239376,-0.5831920772915781,0.10012436724719986,0.8741709033209131
0.09551057692174325,0.34389326132028036,-0.20333185686820965,0.8277892033169574,0.08600922481106693,0.24727479380320003,0.08517211912022485,-0.4259635569300905,0.14614587878441276,-0.02085989495699718,0.8215232335164714,0.400172220494255,-0.3390852376228275,-0.23330052882790125,-0.33869992028621476,0.6674079836715192,-0.1216336202075388,0.0849644989401861,0.47294435093249154,0.9569975976576142,-0.7936888952520542,-0.485244448555101,0.2391092956442149,0.2713146494203016,0.795002398855069,-0.04404027722015532,0.5666095745844096,-0.060608615624575146,0.20353079889816947,-0.015727280588841264,0.8913837778298763,-0.021531212882613414,-1.0125170735619065,0.08073659609482263,0.13133607837574196,-0.05956028056934576,0.052263572046487405,0.18682600272346062,-0.10728661788531596,0.11633312725188867,0.6008863961881875,0.5682876123264923,-1.038136380451118,0.4723406461302408,-0.2496288869119635,0.496970577399627,0.5295160406744046,0.08351084668796391,-0.20707481393214122,0.3593290180217995,-0.150866287294396,-0.038135075898253754,0.35339749888560634,0.22172048100477268,-0.4603346309091395,0.7892589891329316,-0.41945602395960113,-0.09099851809531452,0.32490352321886773,0.5098000008884147,-0.3601375609708948,0.29007998261239376,0.036485411167953674,0.10012436724719986,0.8741709033209131
0.48145403576858264,0.19738249361853288,-0.14727186211609158,0.1920616169703087,0.07357564766735916,-0.15356709237659916,-0.03705739500392359,-0.16347880014517063,0.10003266014557466,0.1746887174226075,1.042594384802238,0.3292164275364561,-0.6539510421801004,-0.6756346384983987,0.32647862053668614,0.24220744571485384,0.16376071024676794,0.1920225499561385,0.5335297343286147,0.9030436321154719,-0.7550805925020674,-0.6236850552711952,0.13202212178889802,0.21863588420477587,1.0698513616328378,-0.8016854300091342,0.2361409120603865,-0.9433333364309751,0.6457434305690617,0.26192763487670145,0.732999485648772,0.041004598141547534,-0.8271362007090972,0.27063039921941784,-0.040617100783224044,0.04510825887780612,-0.07134979820659117,0.22171202297892365,0.11300180138458962,0.32041380195305946,0.904918587943793,0.008988507008117007,-0.6683146586753841,0.3718253685800389,0.18481627524165894,0.4842024500512371,0.3858245750228789,0.03239158686932393,-0.07513479661782366,-0.041442563606270244,0.05462333217612744,-0.3981473534369685,-0.016249426034852535,-0.7509885509243237,-0.42757166105175853,0.7701364032436228,0.0005033328521449765,-0.24141178748150047,-0.13617341249779857,0.5702831052609968,-0.14726488936406465,0.09474315832509565,-0.13610223492855336,0.09605560505428312,1.1593490026806283
-0.4786909529644816,-0.06966535546264921,-0.40926399231627436,0.4846177469848799,-0.36598977885584155,-0.2741692658208496,-0.22797506027786713,-0.31423377412039877,0.006053840169662601,0.22116368036003936,0.7707091667632932,0.3868581717016794,-0.7701143292606428,-0.4105183695377238,-0.09227680030695617,0.5542114278958475,-0.7830509717516744,0.3228847281296471,0.5102831606325786,1.2111353606149624,-0.6693143825177738,-0.46643277766034175,0.22180536394029354,0.27313489784685,0.9060980379874222,-0.664677738976195,0.7669449796441129,-0.44929690677038914,0.438051519260667,-0.19218596329088125,0.7641244677027798,-0.4383229046926372,-1.082034945757877,0.35832073993415875,0.3911017413605411,-0.5749321774755387,0.11527619980105938,0.25511423581716,-0.15576321402336007,0.08509650365143623,0.9469817954924352,-0.015220341297885083,-0.5824224257634546,0.38601978954465394,-0.2688671999935677,0.9053723346894804,0.4424886324824082,-0.10947133579175701,0.12256927998086134,0.7272120931760193,0.2385130370905019,0.15517928044471407,-0.1580230574599619,-0.6024574935677743,-0.46876597380797513,1.1741324578487156,-0.8065412014251399,-0.12601639814762078,0.1864211864782459,0.6228852205466837,-0.2912645873214327,0.6149517048443736,-0.25552634309319217,0.009093980120994126,1.0736380417741995
-0.5665417684486663,-0.8358515853842599,-0.5230082589463441,0.43422667583657876,-0.09078939805900929,0.3270306509297262,-0.3483772690909611,-0.5730764453457987,-0.1242186904325337,0.3817365705075707,0.6286332077885175,0.4796748431533767,-0.6813920475475513,-0.23098020932628818,0.08041725522642407,0.4090721484616747,0.20530140979719275,0.7202541051391832,0.5736120307959438,1.3266336645051247,-0.6245568094360173,-0.06864436202049422,0.17328112097463927,0.06689025064799305,1.0092750948438975,-0.11942745236721976,0.2686431339502724,-0.41732326371512907,0.3651115045468927,0.16338631043746885,0.6880856507900482,-0.13727399164214238,-0.8596721630247096,0.1666087850964455,-0.38121816391202495,0.13468719959657108,0.36327553727380846,0.534342840323095,-0.4254888467570939,0.1671385657648916,0.7188609796098518,0.27434988872263794,-0.7006494766048326,-0.13627983895849577,0.07282503456594859,0.4133807416349942,0.3509432399328057,0.0031008961938283064,0.21962835742369308,0.3441764876033651,-0.03552331280697132,-0.290390412305277,-0.0729408969162371,-0.4617162441862398,-0.11625159399596448,0.15625568602182088,-0.6537927068146067,0.3005324787028989,0.18412169716532176,0.4073968360382932,-0.1616330427343753,-0.008510880766688524,-0.2740458734642489,0.0723234740089183,0.6574522452590186
0.0006448503343492173,-0.07052167614769732,-0.5249214480193706,-0.22663974526486302,-0.20769212526031303,-0.15394851973133733,-0.05444785132130013,-0.6155040907204412,0.016689229193782212,0.15985853711187437,0.8217635088309647,0.5939271692179925,-0.5833864374767965,-0.4544158706010233,0.08498223305006763,0.034120744369992406,0.3957231439933856,0.5066796468310332,0.6794021211316688,1.0095811366808565,-0.2398330566342148,-0.15486878967427375,-0.5742282720160904,-0.06550053702283634,1.0648956948453545,-0.47505991380170853,0.2917730406332293,0.07464471342701504,0.1470672401410704,-0.09889014817373665,0.4746682303397764,0.08409298231553361,-1.0474324153425318,0.35159222509892896,-0.0710988599383077,0.023211790376330838,-0.009648104725641739,0.0259519920527798,-0.1847966336552214,0.14576899037961433,0.6903585163102716,0.14093024751847283,-0.12230572576775903,0.17747637668302452,0.43072691483322545,-0.20133233924044447,-0.054890398668860946,-0.09282711644699385,-0.09565257601119195,0.5139785128294259,-0.5160161191208801,0.6931614216141727,0.1736353766996877,-0.7282495041029957,-0.3438263585670186,1.0275681143795738,-0.3123648860400055,-0.18371249474217582,-0.10857889161756246,0.5253766969653005,-0.7743969880331683,0.27366372721439025,0.2183714527868691,0.0856767909782653,0.8246477767973597
-0.7187215133909718,-0.5734129936395418,-0.22167446415158532,0.4480130744268893,-0.33770691005196435,-0.00011739399498780778,0.10605191024204488,-0.36247953828950397,0.15475715984471333,-0.12312195690805408,0.8823156188899006,0.5731809933930854,-0.5657412671186142,-0.42870909738274804,0.017252529840079668,0.8924565517140307,-0.20388944587726338,0.25257291643295515,1.2395338254600916,1.0058865422428405,-0.5692981215505525,-0.1442674768149626,-0.11086709839807052,0.2542501402468823,0.7768903302167098,-0.3185690169481008,0.6236931409716621,-0.46405415983016474,0.40720815093338897,0.14981625019903605,0.6838739071551858,-0.24137355405731176,-0.8725800928379246,0.2888622294589314,0.23567633420867118,-0.37602565386987846,0.3905638980774245,0.32960089783401547,-0.26127091372764644,0.3557084093719715,0.9340548843192447,0.21616727890458864,-0.18753444821203252,0.6578264819539718,0.2922816977972486,0.26776969289119845,0.16567520571496777,-0.19420736142235157,-0.08480941779440673,-0.2781114476893902,0.3827238864663752,-0.17023700462927216,0.16288707296071303,-0.41201756105763876,-0.1705287331485611,0.6531425702797333,-0.4453094749880555,0.004519160444191442,0.056432164058254256,0.35199788623898076,-0.054764339816411246,-0.19923932938269476,-0.004547509712913095,0.2703537786078343,0.6581312528124571
0.06103368919801869,0.461886424755056,-0.46479163333169743,0.4314785023726389,-0.4245000990176963,0.5559977961064592,-0.1113727312314237,0.31372246036410945,-0.18696308201979503,0.23646772730564375,0.9500346196762658,0.6290992235562161,-0.8168061754553564,-0.48589386229166986,-0.0011818815251474907,0.7772268929755711,0.02922986799231843,0.8175230208328002,0.7265925896550933,1.1927808032720697,-0.5529938011374527,-0.3153754777706156,0.8833026959943441,0.20964557351047447,1.4267098491104693,-0.9313118200299604,-0.8724827725035503,-0.0695430441999716,0.28719261230160836,0.15561368955302318,-0.3347589594472734,0.0930591993347697,-0.7416187828245387,0.3120477203368027,-0.052102224163597416,-0.4236338149454676,0.5865847873922985,0.5670593158630574,-0.7916298996785547,0.30866251216838064,0.6867424606270536,0.05919153574108611,-0.6677588898980332,0.22449481522003384,-0.0022912627991733547,-0.2896931929746928,-0.104408119157358,-0.11408488778651649,-0.3578222814916925,1.0932163756938955,-0.41060269218221745,0.2806363900680995,0.09508157986312712,-1.1550768704492964,-0.5486989133903836,0.4693123279708162,-0.09202612633645778,-0.12572377039779747,-0.1438130156897682,0.5525200380658006,-0.1718607398375815,0.5472441805195399,0.28385067325957625,0.011821320232659749,0.40761856391445056
-1.0474551805304997,0.5487074827656272,-0.33135300075964136,0.6613889672316755,-0.42128053637824925,-0.4773458558984794,0.27717578749043165,-0.7057298153484981,0.08494421403092284,0.1918256566072519,0.8388834798507978,0.5261921373537914,-0.6850321747364018,-0.2513460379114143,-0.15810886308905947,0.7910320402934813,-0.20241532177872024,0.15918925120060484,1.1195241567811733,0.9388273659159391,-0.6420003675281106,-0.48627971271859616,0.4890915715718895,0.29874998134411307,1.1522977919411699,-0.8808982114458801,0.3313530224494688,-0.3931387073092631,-0.03909555573532795,0.15708137084261825,0.6599439938713447,0.02715988807488738,-1.0984500436890552,0.3048880871546415,0.1565637457668744,-0.04034712721776326,0.13621024317901312,0.2545320508215279,-0.2552343625835909,0.13183412338055556,0.6909157133162235,0.41322884504768526,-0.28844870022436353,0.27290779122690867,0.4443253396972138,-0.2390942732160597,0.17694226025173468,0.05807429008628074,-0.15938276090888814,0.41909299692325874,0.5259733488972468,0.13724165290961,0.0750626607353217,-0.8167113262550714,-0.13824843069262505,0.9383939171304851,0.25598403495493666,-0.32757636182767796,-0.40146962322047686,0.20946375385139013,0.07955644858362923,-0.33968011828251937,-0.138450573877748,0.06035421501251065,0.6730567413229855
-0.4214317924725165,-0.5221388577438201,-0.19484977568412323,0.23583824456027125,-0.5908994132610873,0.5472771038957389,-0.006919294047211068,-0.650601000617406,0.1207133049799694,0.27621004806175187,0.7955149615587157,0.5530128813963124,-0.6942009916697228,-0.3579401976747502,-0.08349988713274345,0.43985517701314486,-0.2537716307705598,0.42531005378833,0.94336916954063,1.1210858300019384,-0.42051804509523105,-0.16453180515299004,0.15221623834585915,0.31050094757378777,0.984807435950404,-0.8469408803622449,0.1565121896194486,-0.8829755600531253,0.29011150582236983,0.041056096848194584,0.6308419597716732,-0.16903343882002592,-0.9136025849191354,0.2812415274127177,0.19329280004576382,-0.044933297295817694,-0.3964330455526404,0.10680271836156346,-0.13919195389937092,0.12059878759193213,0.6350052897071535,-0.1105610806195571,-0.19414627200907647,0.519074544233365,0.09293865467644852,-0.5795391258646033,0.2229691096564778,0.15247589379889306,0.03792433783776445,0.6066285756262704,0.2874512225318456,0.14888619276429468,0.17982676290111954,-0.5537879950720042,-0.5065828188681352,0.5337884059068619,-0.24873521769015752,-0.4005501705850554,0.15346802293302314,0.4899895290565701,-0.5867739985924126,0.10568579395297187,-0.09382486138666507,-0.05006533862520292,0.28928190260418035
