August_3,November_3,November,April_2,July,August_2,March_3,October,September_4,October_2,May_2,May_3,April_10,April,June_2,August_5,April_4,November_5,July_2,April_8,January,May_9,April_6,July_5,January_3,September_3,February_2,April_5,November_7,May_5,July_3,April_7,March,May_8,December_4,March_6,December,August_4,September,April_3,June_3,May_4,February,January_2,November_2,May_6,December_3,March_4,November_6,May_7,January_4,March_2,May,September_2,February_3,December_2,March_5,April_11,November_4,July_6,February_4,August,July_4,June,April_9
-0.18469322420820394,-0.13617318110020626,-1.2148920606282974,-0.6530074580956294,-0.16421812794145033,0.12930377927600953,0.014884793765673601,0.9010293143577517,0.8513913449417693,-0.9062168917105171,0.052915038048128527,-0.26298337856304116,-0.69232887345672,-0.03333981260277296,-0.1483206698101962,0.4423656336260582,0.2565372005624841,-0.05244392490600418,-0.10415101221118682,0.6636752759637774,-0.2318165064658752,-0.5674643125847189,0.2010698262227078,0.029167483824991736,0.12901370621423264,0.09645101026151054,-0.37775596077542817,0.30840185071113585,0.4929846789691353,-0.15277549720281,0.21470484093663367,-0.4911061399348332,0.7891475646199293,0.7789981184668409,0.4626715356003372,0.29389476070190634,-0.11425744848052559,0.008776135829118084,-0.5027031623087848,-0.059222785125237765,0.16772864206950194,1.1094764903934247,0.5914531500749493,-0.1647634598278142,-0.9962287894765407,0.810538071563521,0.676014266098051,-0.7391842520743982,0.07321900492786124,-0.16791254107940035,0.25931540121147967,-0.12850699840337063,-0.29314569828781034,-0.2231994007464691,-0.15869079511981038,-0.6108410229098594,-1.2252514967710093,0.85949728223721,-0.7238895417582515,0.03918690390529593,-0.08009682117683145,-0.005885661439762956,0.260713582532129,0.3269662632634656,0.5503755664351104
-0.18469322420820394,-0.13617318110020626,-1.2148920606282974,-0.9078665354302777,-0.16421812794145033,0.12930377927600953,-0.009168003628475932,0.9010293143577517,0.8513913449417693,-0.9062168917105171,-0.426537657631308,-0.43741643737155494,-1.0012610900526642,-0.12847728828733151,-0.1483206698101962,0.4423656336260582,0.13181105319110892,-0.05244392490600418,-0.10415101221118682,0.611218838599097,0.04989664756691541,-0.663306497213826,0.24229040129812013,0.029167483824991736,-0.4833355275422161,0.09645101026151054,0.23045273303442115,-0.021058815477526804,0.4929846789691353,-0.010871939482448592,0.21470484093663367,-0.511808967786862,0.3033407952300649,0.6447258353896018,0.4626715356003372,-0.7332241337811233,-0.11425744848052559,0.008776135829118084,-0.5027031623087848,-0.1931578699028968,0.16772864206950194,1.282505309497115,0.2286467869676029,-0.17233747551439949,-0.9962287894765407,1.0355420087333116,0.676014266098051,-0.5146333268285045,0.07321900492786124,-0.3226639840726443,-0.0006518998836219231,-0.47171778652983704,-0.6890484920951504,-0.2231994007464691,-0.5319043969287957,-0.6108410229098594,-0.8326637078580109,0.6357255716148589,-0.7238895417582515,0.03918690390529593,-0.5403104414085133,-0.005885661439762956,0.260713582532129,0.3269662632634656,-0.10948864224507918
-0.8686228066052555,0.10833097456759891,-1.081002846393112,-0.791323736702906,0.08012055855427892,0.26364598360525915,0.11346475481006808,-0.18895345533436791,0.6060658607538845,-1.0882441418719058,0.11980207446387042,-0.3885553570486146,-0.03139194746451111,-0.3676151387056364,-0.24098344763161167,0.15147110157754592,-0.25298961376433693,-0.03303226859747956,0.4307002197958575,-0.17414794245765397,-0.4945818068611884,-0.43110934399629836,0.2723096154092459,0.19714174150496272,-0.22204378644409054,0.16547102501341435,-0.32484962803513384,0.4707554175030894,0.3080788376494619,0.13888104124668701,0.008808726621977625,-0.5881823660079588,-0.34845267600937163,0.20890624106652805,0.9675011106046322,-0.5951111067564868,-0.03136744914079801,-0.03485340321872044,-0.28766127347352255,0.059791519928710374,0.3082147261134298,0.9438609191660586,0.24527392598495387,-0.11814105448412324,-0.39512258357566105,0.8895686059889019,0.5029009422887268,0.2686016112723932,0.42020422434362137,-0.3813192924929442,0.07659673568410996,0.01912431526113509,-1.3161063197961107,-0.3512232906263418,-0.2761504109010022,-0.24783943018920893,-1.1932805385667324,0.39732026027340955,-0.14126220947044918,-0.1684349175483662,-0.23439701091572224,-0.354389099069381,0.09899051263606962,0.15754816049133735,0.43487395857192906
-0.6388029132703084,-0.12237981894959045,-0.6358895231252875,-1.4137347788139176,-0.3092529127295555,0.09385765743146253,-0.5174309209185953,0.5247513783193444,1.034078713732759,-1.0795865757036947,0.08937263381167322,-0.3118112259515654,-0.971643454326299,0.07052049466721537,-0.05570526993801671,0.30289874693544605,0.09017344243466888,-0.1929110781523169,0.4075549865046887,0.7215119267404686,-0.2875459095997142,-0.6277145553470765,0.33508755010082986,0.04521963946385546,0.160126428300342,0.4957356880731201,0.16884663536335406,0.73403447121032,0.16946924175927405,-0.3386658930608454,-0.11689878831026755,-0.24657053477389862,-0.10436811779487136,0.7528206475732182,0.7910370417079748,-0.47283318548087006,-0.038570978733447184,-0.09913782335192103,0.044145599002132295,-0.16417633110263444,-0.0799662276153642,1.5440482834518188,0.6244042367406654,-0.040957422586533114,-0.6655797053165908,0.9986112072412873,0.7052178016693229,-1.1384239555381392,0.20825644471938076,-0.01212520851726119,0.13604535283863586,-0.8796608235977281,-0.49682513854703514,-0.147985449356956,-0.3097586816099138,-0.302869969485667,-1.0296214794382652,0.38472901169726104,-0.4823246533920025,0.3695797530326581,0.0176941997951656,-0.38007997181862174,-0.36062993265273113,0.18304182023346552,0.1534891466860065
-0.6075224263547093,-0.6114269238157204,-1.0051378896359098,-0.5806859161691781,-0.06957265868863133,0.6767637619750089,-0.35611698810343,0.12919643475105852,0.4265571686687586,-0.8807064140196835,0.1739987688570875,-0.3711687707053282,-0.009375973877887703,-0.15251961330337888,-0.2606061200170197,0.04764972037316004,-0.11571289619209596,-0.25973818756322437,0.05075854580910878,-0.0016726122407850971,0.004655160476620478,-0.9063949669581528,0.3259914171611117,0.6973496897909498,-0.886279208757798,0.1597186315220808,-0.2876324290485899,0.008854473151180098,0.574533263488735,0.22529048591977385,-0.05235131620258438,-0.5342970976565158,0.3332924124593295,0.40516332850084263,0.39026793171218005,-0.2506697141004574,-0.1395453001953247,-0.17707143882435178,-0.03803488111444634,-0.18759697322746982,0.7191213164920586,0.6813978011732607,0.4914041958152098,0.024570608556581098,-0.6688264086084803,0.8904606083279022,0.5839173948108833,-0.6807899329997561,0.17837567449790975,0.024810865997920414,0.3114207443368843,-0.08204398750623246,-0.7589776969058203,-0.5574886521248094,-0.2894393781552349,-0.005418326884623181,-0.6868741726295199,0.12291034228973424,-0.738997714586511,-0.3260294563267204,-0.12895638126729814,-0.1150085345360624,-0.6645674718554623,0.13012473060241675,-0.09896619494887862
-0.0542058887742356,-0.27752336573632763,-1.0683045191190388,-0.6351262239604144,-0.15813402274984395,0.5488752126180554,-0.35779367606444956,0.832679837151517,0.6173387301504126,-1.500815249995087,-0.2914168783470738,-0.25910208837066345,-0.5088836941828062,-0.013483285695178218,-0.31695318718531823,0.18485828746638194,-0.04118075261955943,-0.11691533598702,0.15109722728755598,0.25879868395826877,-0.2810858280835424,-0.3835923317442482,0.38238766566922666,0.501590050439294,-0.41366909663573115,0.37556200649785193,0.019840836419990442,0.3521352024795088,0.48287193243989085,0.18012309382102826,-0.016777760587521777,-0.6074096244972539,0.020283429511728228,0.41481470195203407,0.1372054258157721,-0.8412199875188358,0.1016081053755775,-0.13143663506663306,-0.06163094073035552,0.06217773959683734,0.704109946123268,1.3006941954938473,0.22742202267861308,0.010872049187170482,-0.4666280087949533,0.9849045782939947,0.7100802427060803,0.046503305142056445,-0.11712516557451125,-0.42214934102419555,0.15163698895650152,-0.15821362818789705,-0.9438099772569932,-0.20574921367858862,-0.2403139839748589,-0.5193785904682574,-1.1127675905264338,0.6085711849561216,-0.0263871665845343,-0.30673689845770424,0.07667834060211054,-0.13817264502123827,-0.6049259804480789,0.13902851804833685,0.4796333776701927
-0.5083155568512923,-0.6282754081367276,-0.7313369043658591,-0.9316043811463278,0.11381875825897536,0.6922668224040154,-0.021922809780946236,-0.5442566487750221,0.8565990268509371,-0.8340788091115757,0.19361464719719204,-0.10528991080717079,-0.13500925511458944,0.30846675332212775,0.23347423378881654,-0.31857666848711574,0.16438478569084827,0.17451452110079307,0.1179042281023332,0.560893722988097,-0.555172472254875,-0.6632600750016825,-0.1208497228838552,0.1964788863077355,-0.27480372057380764,0.4314736849893086,0.2777617601538124,0.9238481945244589,0.7023089759470289,-0.10252721020653978,0.2714946455051106,-0.9653528295280158,0.36171138489212445,0.7303567821080071,0.44339083638319254,-0.5929511574033062,0.13548440931753222,-0.2156539935559612,-0.2792000117769524,-0.3235970411161511,0.31401307540062257,1.5051937640640474,0.3158361370250138,0.0007521112465104403,-0.8009455644901272,0.9504906252684366,0.7590121435133901,-0.6749470192343603,0.03245138669791154,-0.20272932408976074,0.4292404676106215,-0.11485942678734334,-0.5135172914744369,-0.2016278773938733,-0.5301975844944204,0.10867682421002511,-1.067583286972132,0.1870374627078218,-0.6905338295142118,0.16852146426475847,-0.04362169804844167,-0.8499034984738257,0.2934305368561848,0.16190751770431508,0.1303558247325401
-0.21074936470497985,-0.11497263245765202,-1.3873611670820492,-0.5765097134110444,-0.4108080250960911,-0.09906379691948514,-0.21395010812878085,0.8269204210427813,0.6077910632745015,-0.9475565801127486,0.05120028348899194,-0.13061081028723248,0.11528145773250585,-0.3537084082708436,-0.14099861344547154,0.7061545302418248,-0.2816471633217358,0.03538404821044578,0.10743921046642196,-0.06742066931368997,0.08488497693730429,-0.32477120594954983,0.23685374184344513,0.5912087433545872,0.2301553740732123,0.01998192748797456,-0.7461893518585591,-0.0028587707442102595,0.8045226797611496,-0.1541885489585936,-0.1734805049216155,-0.2754386844434119,0.28371952715261073,0.37272943049316937,0.40985408480380947,-0.5058793144752394,0.42337962857473505,-0.6451978116293136,-0.3113586403252754,0.06469889880626854,0.9181138723582177,0.6242429810332388,0.007844769353547464,-0.08031410284480402,-0.02548439513038442,1.0203223897212397,0.5836339023170074,-0.9591269710518261,-0.19897684709013883,0.043438603372492654,-0.0987211198887436,-0.1250895891899007,-0.8190375708983415,-0.4168548232588217,-0.44577797711691375,-0.5784251933500236,-0.42743136253241304,0.12850549064562666,-0.16235354792554055,-0.5414038040867073,-0.267839344645685,-0.28522427629669067,-0.4930608899635906,0.0346513825710841,0.05773619428874754
-0.14342740731819686,0.2935010132274914,-0.7266420002433668,-0.2515447385073962,-0.247025368300193,0.2161958685892928,-0.8464346754443383,0.5478364193543793,0.39229557422378036,-0.8261659203907782,-0.12302567716475032,-0.04444733253224499,-0.9129394181861888,-0.12937815652903487,0.3207086298305184,-0.1447625270854947,0.07897554082730897,-0.46033950301467275,0.23417788168833303,0.6542918639448084,-0.5072417559095365,-0.6117742725639869,0.3979287340732038,0.15566163869906444,-0.15692246042234095,0.003851804642744587,-0.5260482745819167,0.2787655448896102,0.04619851915376612,0.00945388358974817,-0.12924133128488136,-0.4489477567508644,0.5097801305488874,0.4257564324728225,0.432249156747864,-0.6974039459229877,0.6042148603445213,-0.3206363590712552,-0.4906965976348618,0.024689905575962526,0.6998530257005096,1.1926042282612994,0.09159893829369994,-0.20804325754263153,-0.4979942131451599,0.7847393803751114,0.6793294468348156,-1.105737691704483,-0.015243319352985923,-0.5361807395994974,0.19764862652381104,-0.32616517545081947,-0.8468698041942693,-0.7006468089675837,-0.1972782235396418,-0.5019094454032955,-0.4486098451061544,0.5587430881313833,-0.5155908333821267,-0.6012145576083,-0.07499163215894208,-0.3146422179584705,-0.11937113101494005,0.1425847187254882,0.5528450947249187
-0.23800236837940633,-0.018843331084361776,-1.1744473430909503,-0.9338437630374952,-0.025459806128039893,0.4633305552270163,-0.5324041881073152,0.5530116177267907,1.0056383910928843,-0.9198503316417711,0.019187315222250846,-0.5591825829990406,0.3594834239053869,0.011125861716388286,-0.0661251443449287,0.1993136210788411,0.07103837215183476,-0.46569529089217665,0.5625029361629613,-0.12376143918836147,-0.732908936078263,-0.3294147694304037,0.045043459093991385,0.1708605003194109,-0.16024788712667817,0.2758199033823025,0.12959923243449128,0.5185141016466837,0.19725745490256857,-0.02892344343501816,0.10598595265129554,-0.2661664038070726,-0.04816263804196596,0.6797502312458359,0.7590050838289463,-0.49314356701961876,0.10495989782882452,-0.1214870319408366,-0.17086693843519832,0.061278171483715824,0.603025670279714,1.3259743695501078,0.1975504336034018,-0.10082869317275521,-0.19276554227456325,0.9625893440250347,0.8323938735172678,0.12210696738841201,0.03968229152707928,-0.3793884945275593,0.4407527662072808,-0.06844098778192727,-1.4119719848498422,-0.5255837357472674,-0.20847919630882805,-0.5384733980356573,-0.9558085152403363,0.5570919897326424,-0.4511229649137867,0.07892028920940719,-0.14440744495115962,-0.07054696476093315,-0.3039796539998423,-0.07778347963284811,0.4181838329153209
