March_5,August_4,August_8,November_5,May,November_8,April_6,May_9,May_7,August_9,March,April_7,July_3,December_3,December_2,November_4,June_2,January_5,April_4,December_4,April_2,August_7,April_8,May_4,August_10,August_6,March_3,August,November_2,November_6,June,June_3,August_3,March_6,November_7,August_5,April_5,July_2,October,August_11,January_2,May_5,November_3,February_2,April_3,December,November,January_6,March_2,January_4,May_8,January_3,June_5,May_2,June_4,March_4,May_3,August_2,January,February_3,February,April,May_6,December_5,July
0.3868320343420171,-0.7383262553270916,-0.08147568875236676,0.5821922038175377,0.3545843520856556,0.2473864487752539,-0.5578063256590458,-0.10403656611571327,-0.7594227091474586,-0.316877289612145,-0.5214747318633426,-0.024204537978133826,-0.16911243968970616,0.15125673744543183,-0.05588764737571825,-0.42820867481288105,-0.6884262470543235,0.12165779503103616,-0.07832897173313882,-0.3222887552294732,-0.10242116520762991,-0.7505604014546282,0.4922606221995935,0.513205540093144,0.3293514645974405,-0.33532039541021375,0.07262852770417864,-0.6803445466627951,0.03472537660727867,-0.34503080007122716,-0.9341674841677522,0.8080947387521557,0.5615343255702819,-0.4407113830478362,-0.47980391380275533,0.21294395062607507,0.40287365533546765,-0.35623143832299625,0.06935124984976805,-0.4243871681973342,0.0032979784285665226,0.03697526242524133,-0.181480561103933,-0.15379154478077967,0.0544571218087212,0.30411856730059467,-0.9149752495106073,1.0305651609354174,0.3359839404187385,0.5775772088724068,-0.46653062854554833,0.4453188959128327,0.6554918703189438,0.06595832443281548,0.9136282639139722,-0.45947876104114893,-0.591286619126646,-0.0385402001349477,0.2838770864032698,-0.4100362260076399,-0.6422948077754419,0.1781430246962577,-0.027729462427470715,-0.5432445632466629,0.5437816067282077
0.1852370277699928,-0.7383262553270916,-0.08147568875236676,0.5821922038175377,0.43926814665270153,0.2473864487752539,-0.3518806500303665,-0.4063553540849298,-0.3994671439645669,-0.316877289612145,-0.7337676776550959,-0.14124000270210593,-0.16911243968970616,0.15125673744543183,-0.05588764737571825,-0.42820867481288105,-0.6884262470543235,0.30162384128313185,0.17879148665944228,-0.3222887552294732,-0.29333596811604645,-0.7505604014546282,0.35304778941750986,-0.0922538884982301,0.3293514645974405,-0.33532039541021375,-0.18859783642127306,-0.6803445466627951,0.03472537660727867,-0.34503080007122716,-0.9341674841677522,0.8080947387521557,0.5615343255702819,-0.38041149176940087,-0.47980391380275533,0.21294395062607507,0.9792993342591592,-0.35623143832299625,0.06935124984976805,-0.4243871681973342,-0.004509993273507082,0.12092054632277113,-0.181480561103933,0.34640476797752495,0.4618928361786502,0.30411856730059467,-0.9149752495106073,0.4231892580226479,0.32780962861367197,0.430593909179898,-0.660925214902672,0.31554401709603735,0.6554918703189438,-0.20430051022354986,0.9136282639139722,-0.24819876063999827,-0.11017479184421393,-0.0385402001349477,-0.093998392360399,-0.41892718780477417,-0.4674254556184017,0.31065850293744796,-0.5317929542912854,-0.5432445632466629,0.5437816067282077
-0.5220443816180415,-0.6957962193195993,0.04242308686629708,0.5003136765998877,0.7043650686682877,0.3600816337731316,-0.5458417747188887,0.2388596495677708,-0.8065726359717126,-0.607159206677678,-0.5576273099319604,-0.2697369941202253,0.07030906513721522,0.535680229032911,0.13407834406666502,-0.4742290258844965,-0.8858623155162723,-0.2969893080602368,-0.10787910745905947,-0.3424031653722669,-0.3751800220254634,-0.8867890357265508,0.20175549464089254,-0.061789511450558526,0.2774754986403625,-0.30235788487479204,-0.16077123728714265,-0.2010355541237922,-0.13783008345951347,-0.4056477507521934,-1.0011778443332586,0.40490824078210236,0.282115901681827,-0.22425906121350184,-0.5964871652853441,0.10956092129524359,0.8821750980622313,-0.4790651085056024,0.5048604968801962,-0.4077362620848203,-0.11800342793498954,0.3807604799114578,0.04662403622325026,-0.23141407259911545,0.6064933247005773,-0.08461162265159632,-0.6091690802373483,0.7170323559069344,0.628871311255638,0.5025926038711226,-0.41354956156341127,0.33239315010051934,0.8408556764556926,-0.5575305252185692,0.6449214731151776,-0.014996048046859493,-0.06050695077006221,0.4305054857086538,0.30864252814601384,0.1573634496502677,-0.4393952582375929,0.07749395335512099,-0.2010856241141193,-0.4904644395328508,0.6224926010948599
0.037356365510141334,-0.9478826488305876,-0.030157034354208866,0.8058219956791322,0.4565510725221559,0.30104091424218343,0.012633023588356093,-0.36799783790837964,-0.7700975592708079,-0.203165466656689,-0.4813489610260057,-0.010938007642783184,-0.0513296222086871,0.36095971430055207,0.009324474406367925,-0.39012426622439444,-1.1052566203491676,0.19660417958260085,-0.15827433896165083,-0.464380048036295,-0.3764545595495087,-0.816095824890996,0.11853974506768955,-0.19670159836926743,0.07996238057366536,-0.4015655928989185,-0.32398062919133025,-0.4082060450854942,0.25684253827639614,-0.27499322836038037,-0.8177110979808874,0.5257712481545709,0.3535904438410306,-0.48562953338021303,-1.0797228064829827,0.2880367512452399,0.9583005478623433,-0.48062852476190426,0.5967218105270616,-0.7539971609596485,-0.5542547577585363,0.2456376927216965,-0.280277359542933,-0.19982292350592357,0.4075224921854185,0.3005924098877645,-0.6369511515692016,0.6754989489316817,0.3134173222310916,0.7246456211845175,-0.7509866438242009,0.5231399139468753,0.7981766415927536,-0.2074111430609985,0.8215135128567259,-0.5720155640844831,-0.2530067315303216,0.5120106405571321,0.07597173772565091,-0.7649979062432498,-0.6558157495730317,-0.06682221147447248,-0.2532236388331994,-0.2712679869753884,0.6762707947668954
0.7530360568804207,-0.6075674155024123,0.19959775146157616,0.5900177910879786,0.4203354534847261,0.2981475942185687,-0.6916911652521555,0.16871115112756102,-0.9249924162074787,-0.3505291875354864,-0.4224175855897131,0.09206511869102998,-0.43548222417258303,0.24275424966713055,0.1549437349985666,-0.20357240762129974,-0.7518591274930989,0.09334945777652379,0.06910406687206809,-0.48836865814614383,-0.4164899780743257,-0.7292210169902862,0.7516811314365306,-0.23566248193967876,0.7144764194519506,-0.4646042868042214,-0.04701928230314563,-0.16732174450514442,0.23156913205597163,-0.4779516057796148,-0.9165098734960738,0.5002981098906955,0.2193799781285091,-0.668269764604737,-0.6987204617104756,0.45231064427340323,0.7949512657834998,-0.7052804159896362,0.34025459281712656,-0.25226098408099185,-0.9330114826494721,0.1838988741513117,0.011495597845039424,-0.10223033179932915,-0.2546232269617093,-0.24993561765515931,-0.24369533932060855,0.9308779260488902,0.4308674064226164,0.5780542009001837,-0.27983460827620255,0.37260633654861686,0.4112771604582187,-0.3792869451002081,0.5809921819130481,-0.6195903190824953,-0.034485307576068075,0.06773973010186485,-0.11026247494255997,0.22319080832531615,-0.35854572549547,0.6935560311125648,-0.5033385333761717,-0.9510415750674056,0.6220593775693968
-0.1492198222887764,-0.5537471359299637,-0.2598491588371235,0.8714219868864793,0.4671330611782329,0.11464517125310136,-0.4249723279931211,-0.7390934492798941,-0.8779704744291406,-0.27158887817610944,-0.7872559135857385,-0.17497764425430012,-0.6902802066893711,0.3144762094966745,-0.018124284140018165,-0.5360213927229682,-0.9348179819387865,0.08798706629809004,0.2581517998099928,-0.2638923675596202,-0.3095098879970966,-0.684780378428304,0.3684082913597819,-0.008231673600001002,0.31423945155484206,-0.21596419437097186,-0.26619109601409546,-0.2780876174620303,-0.00729345464515669,-0.7906955138029894,-0.7716034676329755,0.36421466951894255,0.5330360425717252,-0.3738254056805973,-0.35105627496389025,0.4202561983743138,0.4754769743659083,-0.7161407493993672,0.23933424226815717,-0.14054672093714926,-0.34339131622256835,-0.43476043356188726,-0.25370429242263015,-0.13218678068970305,0.05069062373268453,0.4411564375324361,-0.6874386450441549,0.5174832071013304,0.39035966442933184,0.9704766325792963,-0.2600817719840054,0.37578750985996723,0.7215840044944869,-0.41647032968489806,0.398904016252448,0.4174516254969566,-0.2599010895117757,-0.1406497053222755,0.11202541875538646,0.1497035695251435,-0.826069417648001,0.2950552794699327,-0.4247998713799383,-0.7344410780736875,0.19364571603054115
0.0028757796405296243,-0.856547799656501,-0.12336150497781416,0.07107965209138527,0.6068062444108953,0.6857878154271171,-0.10128722358071504,-0.32365772199882925,-0.6731980000725027,-0.3135586763056249,-0.5951397687777802,-0.37463650648468166,-0.29531625554350854,0.26569975821333985,-0.30178537707505915,0.10946723050647447,-1.0190218558440471,-0.06210913084827725,0.895565492399313,-0.5964437056370119,-0.13794763873399704,-0.7854282025615507,0.35231507948916474,0.03382692065806987,0.3851895599376137,-0.5849414903494072,-0.15468736653991208,-0.0273411138573025,0.10413939236626489,-0.022275564193987615,-0.9708840629057327,0.5866370771348447,0.6337526521517891,-0.22289066131135704,-0.39747728600359766,0.3222209372914693,0.39428297590629013,-0.6906001969872972,0.03939398487184053,-0.5415412813522924,-0.1021833902690588,0.06199222612614619,-0.39751966606275996,0.4431565813407438,0.6668618394694219,-0.34705367552826827,-0.635633596255425,1.2575469942822382,0.5310196779045023,1.1143186668375653,-0.34118905621727336,0.19110824253483927,0.4623330518274942,-0.0057667569562575086,0.7923660363603523,0.11617946978214949,-0.1509550698532902,0.4313291233206521,-0.06548693145966056,-0.2682736690032875,-0.29100183085626474,0.18252026109326222,-0.4286947100167277,-0.8339355066003848,0.3117745341672627
0.4450645023280832,-0.19508832986123179,-0.4421822870186904,0.6113188426088152,0.45141612341228027,0.32698431311560805,-0.3421920354118696,0.005168565913775243,-0.4427892718245386,-0.03099023878818125,-0.24306432528013178,0.07323915593694863,-1.0102834800137448,0.4029105072063747,-0.2352057606252993,-0.15605077243434232,-0.6202836896148584,0.14123232244577377,0.12621269884467592,-0.08282129810721806,-0.4469480425715844,-0.5857820543956329,0.2840822380192901,0.12238428431394043,-0.5854307379055443,0.1684847443381957,-0.4746005770225579,-0.45594261437962086,-0.08006595662354654,-0.562716050643413,-0.9270804503034478,0.6212770171572609,0.8519103999156168,-0.4485698559890204,-0.34020076357918005,0.020127540528901946,0.5032211443961767,-0.7110018652568877,-0.011814552280031613,0.15868757493629945,-0.3607836063437426,0.16891619380413958,-0.1359559452386486,-0.4478225894170953,0.24816272862993877,0.5950173154948837,-0.3421833298444268,0.7951862265866575,-0.010766151720769376,0.34682387478020676,-0.6238184161513182,0.2820675667865931,0.623846857962488,-0.5190327145668602,-0.10946307637765967,-0.7846188204208194,0.3213555590020153,0.5402077862989965,-0.17472207785514612,-0.22869525504611127,-0.3578502969065476,0.04529251135706476,-0.6841915653757812,-0.3926006457054201,0.8606450280895613
-0.05304585745907283,-0.6448552359143739,0.03751584133491478,1.1548742085890933,0.4563709051914626,0.5178583632368535,-0.20263554668754036,-0.3638224205105436,-1.3592003539328719,-0.5864432998226503,-0.5564101671334454,0.09754941692705715,-0.3057470495282267,0.15308907885815343,0.07369399079963876,-0.22779103437209758,-0.6678043771290851,0.05487675643368858,0.3171775316233198,-0.4929864753553519,-0.01710135693830385,-0.8111989225238667,0.28010852870535546,-0.13543369540818054,0.5924533531347143,-0.39724876560849687,-0.19442417900300288,-0.29377791615256416,0.25653522125856265,-0.29899314907082314,-0.7559877382017953,0.22360806377106937,0.4972652811566419,-0.3545029096129292,-0.43338231748211825,0.2109879749648768,0.0075437027437619125,-0.3927715968738543,0.29256156267038175,-0.21561560203961455,0.0787076563650033,-0.03061265066034307,-0.19569088222283695,-0.39527219176795153,-0.2733392978541612,0.04418947201049769,0.31423849923096886,0.5734600231150864,0.403148321895537,0.7515837790651966,-0.6823672962445105,0.2559162414942007,0.6616019246536086,-0.2742665841869861,0.838728318763177,-0.6203236675350219,-0.1329157177798414,-0.04145978068647064,-0.3272754471717449,-0.5039699181147463,-0.5808752738740629,-0.10008416785876396,0.048677154418745816,-0.21171527085623185,0.5417176160782239
0.28376905285351406,-0.9807705568524104,-0.004844234173083974,0.513851514701801,0.41020399254189926,0.23059783792990793,-0.22955759783752647,-0.5952538564711436,-1.0022374530819813,-0.26462853137809894,-0.5367885280577205,-0.27834434796945173,-0.33680016486226083,0.39928044210931174,-0.2697595530784013,-0.5760510148501149,-0.5662188647034297,0.32461698786982,0.07325388450195787,-0.3321675999226098,-0.21111631034882086,-1.042541528851803,0.3442224246630155,0.292684652277813,0.16557360649863304,-0.18168276136798953,0.14619107386909472,-0.39935490679294205,-0.16430207742095615,-0.490381674389293,-0.9053042209006861,0.45201052583413714,0.13399614522609957,-0.5159066148202149,-0.4007295829109655,0.4540790316016782,0.6897844007216652,-0.18380462995680982,0.2877178576266536,-0.6206874233793045,0.13097888443265626,0.10288911365751473,-0.34639160488753595,0.3642834943550223,0.1858815452111262,0.547123764035759,-0.45080297117063844,0.8498567234553861,1.0761055366549916,0.2796458891850952,-0.508467162939079,0.2193635579717083,0.6235253965370424,-0.1428346265493908,0.7284658833142346,-0.5198003524403907,-0.09414907138309364,0.29222998168901637,-0.015915966543997948,-0.7498001139388065,-0.5879449071017724,0.05510684162125394,-0.2237447185197299,-0.2603584417588,0.36837765173082865
