April_5,November_4,May_8,May_4,May_9,June_5,February_2,May_5,December_3,June_3,July,August,October_3,August_3,December,May_3,April_7,August_2,December_2,October_5,May_2,November_5,September_3,April_9,July_2,February_5,June_4,March_2,March_3,May_6,November_6,April_4,October_2,September_2,May_7,August_7,May_10,May,November_3,April_2,April,August_6,June_2,February_3,June,August_5,August_4,March_5,May_11,November_2,October_4,March_4,November_7,October,April_10,April_6,April_8,February,March,April_3,November,January,February_4,November_8,September
-0.5700609618944126,0.09285763686262419,-0.6767930055402374,0.06574109683791252,-0.3373099836022912,-0.5079006274406486,-0.32541376120068777,0.48807166067249597,0.4565700556635941,0.11176071751265132,-0.1367153392074321,0.4230204933301883,-0.41255101191470794,-0.03220935149468918,-0.3396392111435585,0.4204511541728234,-0.008383377800837394,0.15349127458591832,-0.1429295358054202,0.573017122609471,-0.9135082738817608,-0.9225834431672564,0.8208141485119184,-0.348152278708135,0.3302249468772266,0.06140164081209187,0.8207934795834642,-0.5026809414089051,-1.4165707534202234,-0.7087996279898483,0.2722916220381413,-0.1558800563529801,0.008638298028347632,0.7696763324862177,-0.5134849280904162,0.11418372632082618,-0.3169768878200449,0.39619388308665676,0.09587681210476479,-0.7330177487727944,0.4691017627983147,0.5012187296936409,-0.4118593864196286,0.00873537088609716,-0.16835218305056635,-0.8780505488126382,-0.75899418803519,0.21758627047776055,-0.21409237433538714,0.46261780975247097,-0.5608788516898888,0.2996459883202918,0.9638246947975908,-0.11035483057423892,-0.4075666901530148,0.2866288467686342,-0.3270948881275804,-0.04111567087388882,0.03597411887982509,0.8022831544333362,-0.9903051357265773,0.460893895189094,0.547220552263021,-0.12790105932977153,-0.32955454446988647
-0.6100545018561601,0.09285763686262419,-0.21339721302672982,0.06165803303253392,-0.29000351752375725,-0.5079006274406486,-0.21353186350603365,0.1473223734101462,0.4565700556635941,0.11176071751265132,-0.1367153392074321,0.4230204933301883,-0.41255101191470794,-0.03220935149468918,-0.3396392111435585,0.39799581367023096,-0.012246439167672575,0.15349127458591832,-0.1429295358054202,0.573017122609471,-0.6821543035588382,-0.9225834431672564,0.8208141485119184,-0.7255752539742257,0.3302249468772266,-0.3236266878608449,0.8207934795834642,-0.30345158842738873,-0.11307514741580241,-0.4468035829905488,0.2722916220381413,-0.19097785183205124,0.008638298028347632,0.7696763324862177,-0.7469964070921827,0.11418372632082618,-0.5679001528169176,0.23818254705374658,0.09587681210476479,-0.7371884825763537,0.9494135183847615,0.5012187296936409,-0.4118593864196286,-0.08468811648583235,-0.16835218305056635,-0.8780505488126382,-0.75899418803519,0.5431360685897054,-0.1192661944205694,0.46261780975247097,-0.5608788516898888,0.4173440418720225,0.9638246947975908,-0.11035483057423892,-0.3861215723264313,0.4327492691187922,-0.35973981355284246,0.9455518918925669,0.10122912238576887,0.637971653342375,-0.9903051357265773,0.2998199980840787,-0.16737045832524086,-0.12790105932977153,-0.32955454446988647
-0.4641045177169165,-0.14459052219539878,0.3762178152200521,0.022404018322471783,-0.08595347308845644,-0.34342492669328434,-0.3664025838663472,-0.05796388653497453,0.24614212749097425,0.6288306874960667,-0.036041265975722186,0.06796775545170422,-0.5714845560601367,0.4068427332226566,-0.37494277130659176,0.12723789813967856,0.5252372644528666,0.4071264881741543,0.2108560683713799,0.421335296896261,-0.6953999935913133,-0.5052122160697566,1.0157712433804662,-0.8423064826475508,0.31320659601745277,-0.0835809242360381,0.24970775539120915,-0.32972520381827014,-0.16200178345180385,-0.7653815592471837,0.5495622857401775,-0.3161329469429279,0.8142907870298989,0.641190986456163,-0.6900122399415265,-0.17071127532045494,-0.9115791243971507,-0.3984000003739673,0.01341441376248791,-0.5982088924801868,0.43361382034447205,0.1442254675020791,-0.05709498065673542,-0.31885959219380183,0.12572581570216762,-0.7404854702191996,-0.47456745623438357,0.2279363913473852,-0.23533924489740737,0.24779541424469473,-0.41343598016435157,0.5361937182850208,0.7012405968273063,-0.0262982748048126,-0.3053257469013524,0.5880850872550476,-0.4906875691364414,-0.6377592184629447,0.5574163418635835,1.1202920967910464,-0.39590564181347093,0.5928049352808342,0.5206278708208499,-0.39656009589623975,0.0508227985453769
-0.46485105896467216,0.21133759395540797,-0.14340295374436401,0.27788945409005755,-0.1618275104169125,-0.25638340179511876,-0.32562099645565445,-0.21901246542801822,0.04428512189566025,0.3615716699053314,-0.11846618040765856,0.5918129607602735,-0.44870951382172436,-0.04207807799375547,-0.1110838949680548,0.3983410751011974,1.2989486026658188,-0.40298311471382564,-0.13406681948193044,0.38692213566381445,-0.5455069696044607,-0.26731392783125024,0.8915678921573529,-1.0390271358175442,-0.21885919520091282,0.31107264343784813,0.002638742754702845,-0.6829620557315703,-0.8688058602271582,-0.5178732715493112,0.7046524899625688,-0.7073368662377282,0.21798368763156956,0.8445353577256752,-0.4909214651707001,-0.2818789973816056,-0.5279815172233393,0.2881831896008267,-0.09738650868974355,-1.1196768182471875,0.8030187490520915,0.21172454427455506,-0.4048828793839513,-0.4407059610491392,-0.1423609522069825,-0.7774422893066175,-0.16867623906729481,0.08609890279867272,-0.10380866816844313,0.13878526375447275,-0.5164073366624207,0.322072422502332,0.6593361631776142,-0.31637708401447584,-0.228640823167717,0.2917527758260844,-0.11084742944431289,0.3954392777253268,-0.23333610549234246,0.41571036193726835,-0.024761510429943914,0.3418129984803292,-0.019189312226156212,-0.7676624718841806,-0.318251010534394
-0.11249768007402798,0.22719880744472531,0.5150695552014217,0.2212166145152404,-0.05590495728284772,-0.3337272304182663,-0.12770905632154744,0.02006193238822357,0.06160275891669939,0.13181925775549552,0.21479341189433312,0.848634236574166,0.001681752199146,0.23960148435161913,-0.09479004868006996,0.06317777646193204,0.34929111427939663,-0.2993987850089915,-0.021562357814172893,0.2701473366568027,-0.7608339337438302,-0.9372223377629468,0.7128521161939786,-0.13259547962283805,0.057215321093433066,0.056287430705862625,0.5681896130288947,-0.46189552602457873,-1.0691923412559607,-0.23839094647578618,0.2075401857269868,-0.3270086884239928,0.7047857481022217,0.5765219157443966,-0.4204339236745319,0.013463297012552444,-0.697662390789316,-0.031162362999925523,-0.46857792136560705,-0.86696979219581,0.43247639711896935,0.38120324320311527,-0.26074879864391765,-0.47687098885833645,-0.08740451834437948,-1.0463970712177788,-0.3272053569860721,0.10802170839729205,-0.14118555267145472,-0.23620091224817613,-0.9530615993756131,0.3005527785453226,0.7591690030167167,0.20541774670707275,-0.6584557841365747,0.3560271552883939,0.014798188438676897,-0.14644734411878738,0.11773001085660234,0.9150072868595445,-0.3486306686922652,0.37461561136972166,0.7384212595344497,-0.25128321284041966,-0.2987240989497806
-0.461748614570812,0.489400031166139,-0.5389509702620384,0.05591294960297244,-0.2029064630490224,-0.30139751461894815,-0.3893143973964216,0.04038444821102087,0.16126198775757794,-0.3966153264924236,0.2017705426812771,0.49151001093473523,-0.27716105239803795,-0.3170775658916537,-0.4755919303693543,0.25918148547755715,0.4104163010414591,-0.4166787802363771,-0.020165587805001307,0.8006994498550186,-0.6884192464096182,-0.5789231628628653,0.878880322949856,-0.11669399275865003,-0.03064346775093971,0.4788825665180117,0.24100187310212295,-0.4484787014273478,-0.45557890551653263,-0.7876696061521266,0.4370577703684636,-0.1814518538345548,0.012604547565311444,1.0455195411539384,-0.7560828898355696,0.009910540864254039,-0.6537761054966813,0.2640893535945305,-0.1843350584271327,-0.8341403230193598,0.8356028608213558,0.10473326651973877,-0.1336033489095419,0.18891439716542358,0.3176205749733507,-1.151642388341229,-0.4157575532826198,0.5255938929578341,-0.11833225283908458,0.056410067189677775,-0.7548616692066704,0.5616738021207747,0.8442258922712538,-0.13392557173628872,-1.3370361835912967,-0.27735177220400664,-0.4845735182924432,-0.0229589414643293,0.042740269516264175,0.9079974440194282,-0.41100633575920587,0.6215573972392467,0.25733219137829055,-0.9762419408036488,-0.09297121704687414
-0.6082926792467191,0.1267461283140952,0.3228643148961168,0.2173555225388672,-0.197503272216869,-0.44302560820216663,-0.5762450591578352,0.0829093020412279,-0.3389801816617713,0.4695859135558523,-0.23582812889118893,0.8116298047091736,0.042359453616115615,0.22334755239562148,-0.1567207807650417,0.4143116623742234,0.9975377517665547,-0.10583134077474927,0.062379802061130654,0.6034457745695988,-0.7827179916641614,-0.6088533923157653,0.6309281402769343,-0.009693428936798767,-0.08530853771922962,-0.3067536788261241,0.9187205543216762,-0.5627548497408364,-0.9549178324476608,-0.7579167070968558,0.36317826329254277,-0.7192465667822914,0.9431245789316356,0.34064010359912883,-0.6527830713451285,-0.10236134565320291,-0.6975431435982703,0.4311384411499438,-0.10036389881006852,-0.534208936108872,0.08968813690486185,0.16290146806716438,-0.41960708270747105,-1.1454942435117972,0.16357882556908201,-0.6884692356553979,-0.3194926247602259,0.332443813504147,-0.02874390168789289,-0.32466080808086634,-0.600392216064881,0.4336777344514765,0.6387630531193149,0.37162745822041754,-0.44231286242015505,0.21130373157708876,-0.320440175858978,0.6623472178388222,0.2153328652524738,0.8009987884492515,-0.43255066233913136,0.7386947395265651,0.13400868076345324,0.12216744492015469,-0.15239339658342999
0.06866498226828753,0.23899459688286298,-0.21421562235244157,-0.1904886037406115,-0.5712123684200092,-0.24782203943770065,-0.19916156132565274,0.14241002580542322,0.5313336512219474,0.17980738905992205,0.09029085367324119,0.23124125995526884,-0.4774128935926989,-0.4725898158220269,-0.32442893409935836,0.20790842791471897,0.24849395665288448,-0.45548851455000644,0.004760286286594036,0.7244024096042485,-0.5377034783205599,-0.29193473147829085,0.9190243467649087,-0.17226228092928692,0.6575590078471165,0.37935602469587276,0.4945079303506803,-0.7862490482103619,-1.0514133505471335,-0.5422759385042066,0.4283806995311334,-0.32569861100616204,-0.2789859611915944,0.8105331117641974,-0.4030654592651926,-0.34943989014633814,-0.5250663511852129,0.3799581238140622,0.09577980078748456,-0.4432376479488651,0.9360637001190591,0.6720436052928678,-0.08555606320888559,-0.8796186706630924,0.534962948549611,-1.2027433020809355,-0.14128184853219128,0.3301481884005649,0.0008178423093076759,0.12899624800461124,-0.7504937781175087,0.7779477156992034,0.2657841248805509,-0.33527245768273534,-0.6370815363102709,-0.23493533064770575,-0.10484830818234725,-0.08576315495807693,0.22439717924201757,0.643762603939285,-0.34029836575622574,0.1733508782873378,-0.1261254200282534,-0.9148767647337832,-0.06643981477268711
-0.4080843426246384,0.17901476394156893,0.1608241616909062,0.2635464445761025,-0.40768042865920806,-0.46943316967685833,-0.15639697507513603,-0.635542630249382,-0.1443355968626742,0.5778312184291979,0.07656926519672322,0.8369804269028026,0.01853214207005144,0.44941383647035904,0.14806630264630238,-0.21291186700286457,0.03618633030715569,0.2218148236407673,0.042338290394014974,0.5168848132160934,-0.33520180748076606,-0.6124699326839856,1.0498401163411362,-0.6066794807280526,-0.06643087090109143,-0.4159802072781583,1.0312488110142417,-0.6737844634153802,-1.0241298992576047,-0.500162196331062,0.6184245284204194,-0.1891245600572089,0.6589990585872083,0.3735812262449132,-0.6618324247054207,0.1252376244599436,-1.3847778809624516,0.1723527680686135,0.10556881313302253,-1.1116830307110124,0.9262396063351043,0.07076037003797195,-0.3653073170272831,-0.38447253349773103,-0.4004515293115645,-0.5953862789781433,-0.15545552611250874,0.2653645047392819,-0.14188932664174414,-0.12720543762668968,-0.46614126513593385,0.09577311939826166,0.6607416054199405,0.36331558983988305,-0.5245543082716728,0.043562597284756865,-0.24553269495609903,0.18169041669579453,-0.1307070831642775,0.43542754407495493,-0.23902656786022952,0.5461945796921115,0.18737552959628842,-0.13535343117362306,-0.07446204911015718
0.04205359419258887,0.1418831747148824,-0.016717628505376787,-0.10460087344881366,-0.40387670309285173,-0.5123290575143854,-0.31427583182469393,0.5915047863884006,0.5241917416649705,0.5076358995171629,-0.3906158394913885,0.5199201403436885,0.08046883303250668,0.1728103455470257,-0.12059704843943103,0.33098072419023006,0.5003325216189204,-0.04613321719517143,0.007308506278397124,0.04839009843377958,-0.4191339023829814,-0.21598229996130136,0.5728050620825029,-0.4087596135275949,-0.021098442378045437,0.05069751632625813,0.7903069947527123,-0.7699805470527352,-0.9180537364566178,-0.8327220724949431,0.056605496552128515,-0.43724515118429336,0.16389324770152125,0.5599126153501439,-0.3664314400806636,-0.16047174282719512,-0.7094134738526918,0.05210814014233859,-0.3366368683991987,-0.6072754818841452,0.2731408085857206,0.5007293338219241,-0.34177076116918886,-0.2748856042300659,0.23006737519005893,-1.2093269220173135,-0.17706270441433813,0.26853111914883804,-0.22765240752280658,0.09459476673545775,-0.6455431921640917,0.28306831417888234,0.6864376638776282,0.017192861959774618,-0.9722844283382419,-0.6377172303356813,0.005784571090423747,0.21893335016176185,-0.06236777079937508,0.7636173641471552,-0.3227953877536185,0.6008824163201476,-0.15845769501837478,-0.17199901747466403,-0.5329465408611898
-0.2556710143694586,0.45500736615126,0.22892246840466898,-0.33835563397329954,-0.35356739373887625,-0.2656120295561412,-0.018877290491671084,-0.027264975318012225,0.29528519386663643,0.5077521470800368,0.19713256400899792,0.9524015266308288,-0.4241007450561998,0.08694854598206526,0.0012452479725941282,0.1375784674939824,0.44983006704420464,-0.2306464519474504,-0.05660321144744493,0.46749918811649466,-0.5208618406385876,-0.3349609983438312,0.8345734652165142,-0.11386672311701942,0.13630332830893965,0.35873205440137723,0.0019800829279518137,-0.9434901624405081,-1.3066401689090936,-0.5770432220789253,0.5019915540723456,-0.5185216951566326,0.5710355938390193,0.6639102912409667,-0.7827857914842601,-0.007529596441178753,-0.72815559553037,-0.17870503707407775,-0.10200804868415408,-0.939969752082767,1.8663353358647292,0.35845497349664923,-0.2899624755510738,0.3958802744612273,0.21912576045189797,-0.9763005265899598,-0.6301766126605326,0.6079667189429128,-0.11456145644962161,0.07556649345364158,-0.495886718641305,0.1416297692724054,0.5677129082867737,0.17764713425681122,-0.4405072293397928,0.26095621029313165,-0.23552172103633967,-0.017296922136357196,-0.22042847187096853,1.369831802347906,-0.5744942513088742,0.2593356252755835,0.45116202534498007,-1.0882945411160918,-0.39533331491404805
-0.15747385807469597,0.17913543103149504,-0.22989970073806115,-0.43933643174393205,-0.4683820412791835,-0.3128308661567634,-0.5237413465407508,0.1955950397342091,-0.2236894096827079,0.2048578992224659,0.11325242591946699,0.17447770608246116,-0.5431577416341711,-0.059259383143506976,0.2092046636725406,0.47386282306745103,0.23934853697167835,-0.22462235038323863,-0.0799242121019674,0.8801460628736821,-0.8153462037513896,-0.7079690420395846,0.6833347113181617,-0.3415043605414544,0.04454792173094583,-0.435544293381308,0.2851946930297933,-0.7555256007357116,-1.038440587492303,-0.5806357984327466,0.3394813433112407,-0.2031628906097202,-0.25266826476907367,0.6966358729872036,-0.16282051552711338,-0.10680760121268888,-0.14645579863635064,-0.12423794561368237,-0.0011810682520595195,-0.5211385148925425,0.3667456594693055,0.40271947103951183,-0.489136246308022,-0.9037465322375079,0.0653135103900597,-1.0563796771314216,-0.49873053636242337,0.2731419985100329,-0.14954281414843704,-0.06813690982552445,-0.5233971014810574,0.38545367944550435,1.0662471026088005,-0.389229744096793,-0.5543296030056325,-0.10634668708485587,-0.33844083468236724,-0.5643441553494567,0.21738796481514247,0.7741147426016468,-0.9566917209870108,0.642101547962366,0.5472688617386554,-0.7264242269602824,-0.3502533151119409
