May_3,April,May_5,May_4,May,April_5,August,May_8,April_11,April_12,March_3,November_3,September,October_4,May_2,April_9,November,April_4,April_3,July,May_9,April_13,October,May_12,August_2,May_11,April_8,April_10,May_7,March,October_3,March_4,April_2,April_7,October_2,December,July_2,September_2,May_10,April_6,June_2,November_2,March_2,June,May_6
0.5777658330708617,-0.4300543712815871,-0.17772668945635745,-0.14334258131620775,-0.18001904186745782,0.06122148786312763,-0.11275884884653667,0.2672634711352617,-0.7522319368920098,0.23349741891716563,0.2902311806213306,-0.5168602138410288,-0.07859748416663974,0.13913601303354436,-1.0641189787754621,-0.7406674482420357,-0.07863835435007209,-0.12840940562140316,0.23869689085146661,0.05364270557653289,-0.11993979022963092,0.8427620324720994,-0.17459343303347394,0.1546378370064579,-0.3675715026015058,-0.29725408918668556,0.3557187731859316,-0.3112683328932863,0.5603120658870102,-0.535242742302008,-0.672753667985605,-0.5678320584511034,-0.07785302584735729,-0.4710399575996013,-0.4688941849207465,0.2617394477050153,0.44047871980679715,-0.4849587685995037,-0.08022726778696312,-0.14385851861113574,-0.25943284772627273,0.24884989834914095,-0.43544220784240073,0.10107119908793749,-0.5328183829147862
0.8208558791119481,-0.5209121502405754,0.09260210568545733,0.5010637921912657,-0.6159765642118961,0.4104916253869446,-0.11275884884653667,0.213306000269891,-0.5071753115757942,0.25285678901958153,0.10974182936828822,-0.5168602138410288,-0.07859748416663974,0.13913601303354436,-0.5761262789700844,-0.34434813272164555,-0.07863835435007209,0.07655643989840868,0.569667193408844,0.05364270557653289,-0.10837809291877244,0.6322002339567556,-0.17459343303347394,-0.28432583934611627,-0.3675715026015058,0.2892946679281583,0.30283197778666254,0.001579350958925363,1.0677998426720252,0.1428290817429237,-0.672753667985605,-0.5250721584406205,-0.11749918896892655,-0.3394687968788952,-0.4688941849207465,0.2617394477050153,0.44047871980679715,-0.4849587685995037,-0.6432225672585485,0.06641733047007094,-0.25943284772627273,0.24884989834914095,-0.1921867686596178,0.10107119908793749,-0.8359329681674997
0.02122002062017289,-0.3583313519296421,-0.048000582663213776,0.4230623495683491,-0.17836666188317918,-0.036226844741643116,-0.6628309570988026,0.753562577840992,-0.5386915599088065,0.030851171935832207,0.009387385387192346,-0.49828871214553483,0.24093108634192126,0.17379376754299802,-0.22177631568665598,-0.3896126833105277,0.26952572556533,-0.179883745909946,0.7603453712172658,-0.17088653509362273,-0.08196192899148416,0.5882999225101169,-0.042936629160010946,0.015082983891862342,-0.36176279126044486,0.33281548385611776,0.5023988702964886,-0.4955978264732326,0.5468534433643818,0.0608652448584968,-0.524452121159731,-0.614815198105131,-0.09065942558961096,-0.7086040250456306,-0.07056064193306134,0.35822656615660453,0.6212580627173556,-0.2127601935403633,-0.06488906741475821,-0.003255023251483316,-0.3029312231461456,0.5662059706911258,-0.1740086529069296,-0.09318394217616305,-0.5590767834493108
0.5003324853022609,-0.08650053301702082,0.09582844128416373,0.6201118721225357,0.04617400234343852,-0.2784621920674478,-0.15312817890270614,0.2891630387090738,-0.37553922944028656,0.2507633494394078,0.2977991946834779,-0.34310757272205494,0.1530396767711939,0.15241333206318686,-0.2796823002626987,-0.150195144819757,0.21456643570477532,-0.0944892246856111,0.8714777265372673,0.009247886316867765,-0.3371517951291689,0.6565234125986175,-0.2209457381670988,0.14540602547286763,-0.4210369214159325,-0.07242237801549645,0.2651897453298674,0.03419172376696518,0.6095036524722686,-0.1304243484203241,-1.0451203919308893,-0.2070009334099393,0.031246762376012538,-0.46845488536698227,-0.4507855177606158,0.4422575308889728,0.44795249825247707,-0.14962322150896534,-0.3675894253721179,-0.06608913145978987,-0.19585144035838792,0.11461633076597261,0.16143098466565667,0.33170626308030876,-0.7153202818366879
-0.25181149145526505,-0.3677801914093537,-0.09962005556375067,0.8024526192386807,-0.1825568959104365,-0.026178055583036708,-0.24521655697382586,0.4073510602557381,-0.5319188167920766,0.24758050805915158,-0.12019935852473947,-0.2977632713133229,0.27062635359326254,0.3410484547777372,-0.008737052143179914,-0.33566807631865764,0.2822856593478647,0.0356874856943807,-0.22159947523464135,-0.33181406416352877,0.02271344500349827,0.4047362054820726,-0.16465292721793828,0.35334509086763766,0.02453197098231499,0.3928984899828612,0.3845516262961113,-0.11340214059228595,0.6162026646287455,-0.09989361742717195,-0.620593558117487,-0.7486401443806443,-0.14143704594065046,-0.19568973348629576,-0.6602103185834515,0.5393536794346936,0.5244104366959825,-0.21673339940627462,0.11772828052806428,0.38310317864563753,-0.43840122143734744,0.20508933630429155,-0.03499924877812041,0.1129284786371137,-0.48847573308831865
0.45834162503976184,-0.15930151423464878,-0.42737788452432873,0.3465010064249606,-0.08109337746938734,0.63682787170714,0.1338225851787488,0.2403137455278489,-0.546058157549239,0.3982122876589539,-0.07663977917316855,-0.12570192910205505,0.27766457596828453,0.38957472037576374,-0.8152071576221773,-0.798252594726778,0.7729773788649856,-0.17355652122280976,-0.15960869856624632,-0.12047247265097774,-0.18960041016806783,0.9418523794971344,-0.4079835717856794,0.3344207437341915,-0.3503382489088389,-0.03244707624473956,0.34774012116442066,-0.2970746615823099,0.4098100005077551,-0.18215166163375268,-0.5900225037158615,-0.5767251913101864,-0.18245334538073688,-0.21783315325021846,-0.7214181941257612,0.5039417427799661,0.6894241577541307,-0.28582773009823664,0.05603113319153906,0.09543502905787987,-0.7077712878676379,0.18109379003299753,-0.3920712336961274,0.4218563379281699,-0.1854029025244021
-0.11425073103489006,-0.36705248112453503,-0.1618928404281127,0.4808507755925633,-0.014260069450123591,0.22526951766796244,-0.6069143612500246,0.517479169224793,-0.5966413521135872,0.4401978300414996,-0.05894428449055503,-0.29310926649710883,-0.05480121491939337,0.2107829503031566,-0.30988794458760205,-0.333763625566267,-0.12925352930575937,0.0036937969004235405,0.3705468519445725,-0.22502464324093843,-0.3323347454643346,0.8755501575329785,-0.39785347645154184,0.03440703493638782,-0.39683839210566296,0.3029824640933515,-0.008111392111754087,-0.4559494418064574,0.5551304704379112,-0.029437837726114253,-0.37552702067298216,-0.3044080049601359,-0.15102856191362624,-0.46769499810998366,-0.41851856114476044,0.9268091400111482,0.3183549717822982,-0.526008818246295,0.06320351630992285,0.4214657282822446,-0.5414543293973029,0.15482259071568996,-0.3622569744762944,0.5336829524174603,-0.348330016389125
0.0752380173434716,-0.398509744442975,-0.419049632975782,0.24804673057501747,-0.21374243077036303,0.5629834448108127,-0.12175436707496987,0.12210665305330604,-0.1258648082388694,0.006530917351834101,0.7911456188642614,-0.2093508023658426,0.6775745557648389,0.060066348313763916,-0.6803484374577571,-0.7432147127059123,-0.2756037721520685,-0.08209528357214207,0.002076943955613156,0.32810997122788854,-0.2538991877765393,0.3947627460233472,-0.7675021703286304,-0.005120113608142407,-0.18123566225207377,-0.08162937375956456,0.34415877077323764,-0.4825946154334945,0.7071425782824339,0.3990400383051374,-0.526431061456002,-0.27041088171357364,-0.5447509875058814,-0.09178546869720125,-0.3378446235819975,0.32638106060177413,0.2226174013296251,-0.03064831886836783,-0.4389900975507189,-0.11101765106172366,-0.4568272294247946,-0.12753090677909376,-0.0056868516594269225,0.5073913294014873,-0.6097867309424789
-0.34922000898497146,-0.6730347146472264,-0.25748477530721164,0.33137411626754754,0.18232555098269276,0.09339373070190392,-0.3399828366016665,0.606392434373469,-0.2444209999960163,0.23735246241497177,-0.008521919808655382,-0.5392133162266807,-0.0925405441442439,0.13332242780456224,-0.35204566905034307,-0.5849383869441331,-0.49666797250134487,-0.06037697570183574,0.4023678569437177,-0.11321530393734958,-0.15068537264867685,0.7376481601544351,-0.5135147400536746,-0.3423457649720516,-0.3520309365892553,0.3292872744780131,0.32922957573277917,-0.33835969633692053,0.8126575771886184,-0.09666101049069442,-0.1287096458071973,-0.254287532699547,0.009850832071935323,0.06227948935014119,-0.515346999969615,0.8024504128687305,0.5384185397761122,-0.14253001345553157,-0.3848889635761796,-0.6924512233730126,-0.6056122765789707,0.24466432948831765,-0.10174821850601623,0.5081255670973704,-0.539790192093386
0.5165211821066108,-0.36984870746677573,-0.29606535416455454,0.2506200362049429,-0.3446504482209997,0.5771387292380891,-0.0737517554586004,0.4679681653994592,-0.4297411975074766,0.08718883987477259,0.16919992984171484,-0.2513815573681038,0.11719164164520282,0.373434257749731,-0.437869548224828,-0.8469646624666503,0.6557142052499737,-0.19387605910344652,-0.4046874522835362,0.020400135886191176,-0.2775003872532389,0.23609926069017592,0.05523521572140034,-0.060083643069489184,-0.36469619078041665,0.35318080078664327,0.34584479327929196,-0.5088952907093133,0.8405389690861573,-0.17391767844999778,-0.7314574738161735,-0.4614374186369796,-0.23754950984906398,-0.06603486762210542,-0.4229127516407184,0.1912523035432947,0.31944822772183923,-0.292447975591392,0.3857086551176472,0.5272746173329846,-0.5703984516721236,0.520107364228843,-0.14555428318855235,0.20204760010272146,-0.5990310981072432
