March_4,March,March_5,April_4,May_9,May_4,May_13,May_11,April_6,November_6,June_2,March_6,July,October_3,May_3,May_7,October_4,November_4,January,May_12,January_3,December_4,May,April_8,November_3,July_2,July_5,May_6,May_5,August_3,November,June_4,January_2,July_3,July_4,December_2,July_9,November_5,December_3,April_5,March_3,June,February,October_2,April_9,July_7,December,April,September_2,March_2,November_2,April_10,September,April_3,June_3,May_10,May_2,August,July_8,May_8,July_6,August_2,October,April_2,April_7
-0.5972345466159403,0.8869489664911234,0.03428402065821991,0.5414410202390321,-0.37183937518328425,0.3121939975421666,-0.03798177440621329,-0.10058917138575814,-0.45762599781153934,-0.344366368791229,-0.6107334390551535,0.6189255099973404,-0.3388277816396618,0.6052616310429212,-0.7804963179040421,-0.42463926748849173,-0.3851339418671118,-0.10322281015778335,-0.3108167798830175,0.12331264872055155,0.5621241060371945,0.46648522091962763,0.10606169916198495,-0.10286178401698944,-1.1687742108618777,0.5035351576784916,0.16869313003049405,-0.041002404303244915,0.48424763834697493,-0.011248974415671714,0.13588306716854026,0.15994384791431832,0.32564656997896524,-0.6913760821764593,0.024108838368399256,0.2463227233106184,-0.1305452424602267,-0.3554144015786846,0.10890677397519762,0.3258206298587158,-0.12064626629590709,0.10439282528300195,0.22555084932201197,-0.2543073861418921,-0.47042983564147844,-0.005165910982051894,-0.7974174109750093,-0.24327586306225502,-0.6860834222127409,0.2193486361853414,0.19138577655662195,0.5987099989622058,0.05478177896496488,0.18247846484899305,0.9358126097703657,-0.38923589688147053,0.41797420521921824,-0.17134160678682175,-0.833032256092816,0.15393057275200744,0.012128745013660715,-0.7721472736831975,0.22561079832897185,0.490323946515562,1.0454323129828742
-0.4586830335497704,0.5080306932750014,0.424148721147138,0.26830107270654263,0.03232840382410442,-0.04239187825430716,-0.3454916828347441,-0.267053012828021,-0.0862394000946132,-0.344366368791229,-0.6107334390551535,-0.1489454567353718,-0.3388277816396618,0.6052616310429212,-0.204508614647197,-0.1868138138443594,-0.3851339418671118,-0.10322281015778335,-0.30987979060232246,0.5756556787195738,0.36067728728781884,0.46648522091962763,0.23868555889674237,-0.11813568683720836,-1.1687742108618777,0.5035351576784916,0.16869313003049405,0.1449420174825937,0.28489696735113396,-0.011248974415671714,0.13588306716854026,0.15994384791431832,0.8705897034598453,-0.6913760821764593,0.024108838368399256,0.2463227233106184,-0.1305452424602267,-0.3554144015786846,0.10890677397519762,0.10555086835124672,0.29663684163373116,0.10439282528300195,0.6505303898569893,-0.2543073861418921,-0.1887742704104526,-0.005165910982051894,-0.7974174109750093,-0.14717384296741007,-0.6860834222127409,0.36639490416419196,0.19138577655662195,0.5915371024477076,0.05478177896496488,-0.07473490722592775,0.9358126097703657,-0.28958870561207906,0.3191579785208225,-0.17134160678682175,-0.833032256092816,0.021206375822346524,0.012128745013660715,-0.7721472736831975,0.22561079832897185,0.5074563218217262,0.9567309551465258
-0.700613328997256,0.9164580429229781,0.05725581347970622,0.20476996730562266,-0.3284559119756161,0.42642768986599894,-0.8243417886887147,-0.4569576347710964,-0.19449176228676165,-0.15761878559848347,-0.9334501962629943,0.5010543070310319,-0.7381232188894727,0.058695080571847365,-0.6408251329748949,-0.06107496242148844,-0.17405368465547733,-0.10092197380676889,-0.4021495805802626,0.032335307903205296,0.49950317835943303,0.428717367261083,-0.3916891912201572,-0.3556023306417796,-1.0418919089438412,0.0990610775644893,0.1274199938640081,-0.3534081513180851,0.18844386603034505,0.03920328881588765,-0.18553810934285286,0.2344954728193238,0.27793351610025635,-0.29911123710812587,-0.2221312645377758,0.26686428651562144,0.050552884474036955,-0.11260878912535505,-0.46206452982788604,0.14661647230031247,0.2795999969420335,0.30287653155486693,0.3865441971097825,-0.5113303070396366,-0.4187499079588007,-0.1755307274740115,-0.38808988093490004,0.07158628811682319,-0.4915158953139629,0.16644581384023222,0.014033507675599438,0.3772387862000645,0.5160131627861003,0.19818986085098197,0.9959648926845985,-0.18617141071019633,0.2209635376267796,0.43324792587784755,-0.29351478200604364,-0.06138021065234078,-0.21703539216734835,-0.6962380208571198,-0.006720568415059327,0.29849570454486957,0.613478794311457
0.12604076292283783,0.5629336222599807,-0.18411898023390297,0.05360638585270307,-0.01667691687640324,-0.0704415076710608,-0.40679940371657863,0.015841700484862886,-0.5722719098616351,-0.2627774475837341,-0.7443013554621118,-0.05336223758956931,-0.7746462316549709,0.19331173370249133,-0.6313695150748605,-0.30248586061876925,0.022873089225548017,0.057799942073973626,-0.447615587121094,0.33086595161005844,0.28847892200527175,0.21078423783000227,0.479806886499154,-0.1098957221430705,-0.870945716187774,0.4205009204648539,-0.14679659477098317,-0.17844011618125802,0.3512152575337233,0.1584019013179891,0.17994221100288396,0.35357998820053277,0.3773326846672737,-0.6110513681738863,-0.09766012107503833,0.3040983660536503,0.183622297761352,-0.3026639577405624,0.2727734072931965,0.2589358720767876,0.34356676793303964,0.6621072116491429,0.5344581653324864,-0.39758887193128906,-0.8297761617352544,-0.2745126802857979,-0.7684434802750928,-0.09931085834152342,-0.9368350160335635,-0.07542775619520042,0.3798725338058718,0.2953341415691624,-0.15038544769561468,0.14242542029875754,0.9825799242273467,-0.613376871908496,0.408462007894968,0.25147760934016783,-0.4614341612972135,0.3491757841014644,-0.32980835427463745,-0.5370689807611546,0.12852960868850843,0.3774646218929328,0.8343712011223245
-0.36073678221387706,0.7516122532301875,-0.09317015660891556,0.5850367000590806,-0.19645372956878476,0.5214489705324352,-0.5155651639099856,-0.5055653486286367,-0.02184796142616796,-0.6097388403727756,-0.577754270789805,0.3081994876150786,-0.5755825578041401,0.07181563744440357,-1.0125678172884414,-0.36868993695140057,-0.6198794260815675,0.2351794587918149,-0.40596156116662907,0.41193314388958036,0.5486877899035563,0.40109958990317557,0.3316313235026131,0.23842494734698386,-0.9993888241269705,0.25388685450734433,0.3136632711850549,-0.21768930729608432,0.30999992992882386,-0.2509563024306132,-0.3065041606081351,-0.37126916238535856,0.8602895385340715,-0.6274707795933552,-0.31247908715162326,0.16999341465330026,0.15677481934598603,-0.550383178402584,-0.02672858027661322,-0.06249464063387797,0.38011336674561896,0.20840507839729044,0.28600152565623066,-0.7402004534634097,-0.08772231031450524,0.21860937725390356,-0.3244022646854422,-0.4772440560550706,-0.5176230880691278,0.34095749775073064,0.4055474852946283,0.2466509628816549,0.051134118941514387,0.388075530871579,1.163183171657846,-0.5168776486571351,0.46113044752195004,0.5533826888450377,-0.29629017006734815,0.01772178033752203,-0.03819076822932476,-0.6353063513755081,0.0246156205053603,0.26152842714911334,0.3880232903744803
-0.7543492611419289,0.7386388013428643,0.2936781428429611,0.4831461955208639,-0.02927381707798353,0.00020119976197592593,-0.2692466457569657,-0.14481389391589627,0.2917189751526737,-0.3370154730037802,-0.7348149352900671,0.2105329133485601,0.13661500099554955,0.022578520868794014,-0.6041964136420346,-0.3134381414474138,-0.47942100881476407,-0.2517804782304795,-0.290815413554357,0.3878582317432794,0.07676597658396854,0.45294298872595146,0.003919940528753926,-0.28604459818835665,-0.8992547800905468,0.44456672855252977,-0.10175403615420013,0.20682043566593425,0.5761066353549803,-0.1729123434225963,0.038189292400306774,-0.42732008100009944,0.26127034594136955,-0.6074082047244399,-0.6226484656701091,0.11532723480484147,0.3546319279174321,-0.17376039283871547,0.077736646332379,0.3289403484610871,-0.29307888495842366,0.36487022861752183,0.30574659230128465,0.017997140302042428,-0.2760689582029427,0.14648662221368614,-0.5461260246609921,-0.7713738486121755,-0.915633166584771,0.18437443897101524,0.16498170186398878,0.4237752657415018,0.5354080331584258,0.2693736133740988,0.9559764429762417,-0.5427326232528372,-0.02654902453933814,0.512661153969665,-0.5048551124068651,-0.032834611306145525,0.07282685714177863,-0.6710228185787894,-0.2939457670022923,0.142834032308742,0.7043109613830406
-0.22432428028717935,0.4592913745230878,0.4153146813645151,-0.01171688069451702,-0.12789009991896022,-0.14319202712105564,-0.479351813041393,-0.3555404306108149,0.10171942154872363,-0.10382238952817519,-0.15419999269595835,0.08889285936899351,-0.7898776507248576,-0.629608757995883,-0.2695691496955589,-0.9971055264306634,-0.11798125188400473,0.35884013237873713,-0.8327488142707276,0.3574422701299404,0.5530435157701741,0.279960109110868,0.2543967840050955,-0.0736439111105247,-0.9832792774823207,0.45712793121344275,0.5151697867800172,0.017037364544491475,0.2971932538871592,-0.21688867164256972,-0.32312999497491157,0.04371255160873318,0.008089748075542268,-0.5228303783725723,-0.09557037715421193,0.11552943475233553,0.1891009366663215,0.012185627714545094,-0.13330288570421414,0.394285716635537,0.11136270174895843,0.17475675671160132,0.6302250034742083,-0.7386818085978102,-0.5301168352895989,0.20036653179296723,-1.1119104942594469,0.158144053973806,-0.6551531104105268,0.5100817270034216,0.29033475658201563,0.04349896131680077,0.25808020043417196,-0.11196172688374115,0.8449170880225758,-0.3544282557689793,-0.003692450472699324,0.5407509311342666,-0.978030219280026,-0.3239241668686981,0.04917348649928165,-0.785549850906013,0.16316881223193827,0.5984421754187809,1.2317983545392097
-0.19544085084802487,0.5425770377747638,0.15809629123913804,0.3193292683007891,0.376983523668305,-0.018071854181167288,-0.35534493413548524,-0.19900734628504171,0.14134460421118783,-0.1531957397761054,-0.4452189685414708,-0.07200736453214146,0.12190433380259864,0.24345974978532303,-0.8114470010039669,-0.4590289473322606,-0.3608768282625007,0.2956634512862737,-0.3992079626479142,0.18028875725973015,0.49055067366161126,0.617257396198196,0.4547988025698931,0.29217791927136183,-0.9095990419512883,0.5974715857677242,0.29189485258843695,0.049272019168154116,0.07541400792316569,-0.3064995857155113,0.4251182605959697,-0.5161575182372456,0.6551257744209326,-0.9801014324790952,-0.50634052321839,0.5341687155700663,-0.5715390822383044,-0.19510354032776037,0.02718254912508211,0.07802524150826992,0.8971202703952574,-0.1154902812699235,0.26850652652582185,-0.3362474040230685,-0.10237851001368481,0.28370747127352597,-0.22011512193798882,0.05130648612009606,-0.6198485947040884,0.4786631572007807,0.455481395710151,0.31270369375492313,0.20666302241803813,0.189026162885839,0.985829256069553,-0.295944997424941,0.3329374881014787,0.08681834002808317,-0.46539259325526733,-0.08106553260057414,0.021067083869724126,-0.40507429136122125,0.0982880699926706,0.8311599478551199,0.7110987003136217
-0.6519748291826513,0.739132659651673,-0.1104849636030354,0.039460074419994336,0.28498170122897215,0.01854427586865636,-0.6145440335304901,-0.08192369462206284,0.08351431451194502,-0.5730007154580424,-0.08059760398151508,0.24648919448078002,-0.5324153396773138,0.29067394113584616,-0.7427211083307778,0.08016824186510284,-0.28189876991265117,0.16497132851157487,-0.27141635845292034,0.2195942729270065,0.5446285746332142,0.7336942707966916,-0.19216428262100374,-0.0826699055631604,-0.9491366215314991,0.3015703518269106,0.48893363663584105,-0.003966775356237004,0.666359417447338,0.006363544203235066,0.5073367429793751,0.1844837236150878,0.44824154031882707,-0.5667033796674761,-0.25487424625681787,0.890196379751344,0.04779547230703726,-0.37126397824303603,0.2195578638267604,0.6505605824601568,-0.032749984976545,0.2911525642878504,0.11949496903434295,-0.461695550762361,-0.6172016642287781,0.1254278113395906,-0.5645199144581108,0.2985521234323217,0.017247885306769732,-0.05040963310514181,0.15935553462325708,0.44930302393505306,-0.08297941594959758,-0.00894315216129827,1.3347485733918083,-0.10260503694429408,0.12123569455390895,0.6160643109202887,-1.1316302724660985,-0.22189281566996452,0.34581340761315416,-0.626549651749904,0.361796832454554,0.5605679783712108,1.2245962653034503
-0.5315794088818324,0.707722418963177,0.4011593276793886,0.3696653446016516,0.3395240021672573,0.1799373692690178,-0.475808412217312,-0.3825047481430335,-0.05975323065871312,-0.5467215616754724,-0.47979008094531367,0.19608195424870833,-0.4188131832234647,-0.22663943546997856,-0.16966875374686358,-0.566292737646464,0.07800426058545655,-0.3597931628951288,-0.9170347492374764,0.5695456721296656,0.12232014679588091,0.1328791329786277,-0.1337852666558401,0.40849912257783,-0.9774014891211907,0.3032517131160383,0.1918913709107839,0.19701768471960282,0.6863034596542607,0.2079652037285762,0.3242300605099401,-0.27278882025641293,0.6219765885240345,-0.470430246691568,-0.2825346608568102,0.4006529358446002,-0.11430761987955264,-0.8261792943148605,-0.02887055571266016,0.242665288505218,0.389147728469871,0.7324025429078366,0.6677010905909456,-0.5153637213351271,0.4176302954782928,0.17446442920629235,-0.4124172476663396,-0.803540365865973,-0.4547584461798731,0.09417256075262834,0.10368472059411547,0.4329593251815403,0.15941555459752482,0.265230002884035,0.7856418995472342,-0.29420122782338154,0.4900418869026075,0.1310539467963799,-1.051048676584547,-0.01524482070360713,-0.007499715365932358,-0.19881113769013012,0.07717940773705975,0.8631171249361698,0.389242883056305
-0.6661386854856199,0.7513485302880576,0.23003013390743562,-0.19910364397514177,-0.33322121931933313,-0.22107922042119715,-0.6275312004319006,-0.5127046191799467,0.08886010610273737,-0.017433459213751078,-0.5321542212458497,-0.35058030379514116,-0.34880322238828515,0.24991898842846136,-0.5938683411912936,-0.33840022295239114,-0.39527333269426884,-0.2613637359304873,-0.2439938730297559,0.13380795016995675,0.5740242421050799,0.9774465300034418,-0.01653260885207742,0.034194000627335644,-0.9605700408891025,0.3929356218007967,0.44439929345693735,0.2019307730849922,0.20236992127897757,0.05485148960247273,0.5529845508378749,0.4906387403128734,0.651269095051544,-0.6981315026394475,-0.14560432876149487,0.4389074948413379,-0.10491506174913674,-0.6482407238485245,-0.35770957389813696,0.08524704120376363,0.5439909040375731,0.4837432076214283,0.6270817792195312,-0.3681179853552831,0.3625532466576515,0.21107310293847936,-0.21103782218737643,-0.5406030905579011,-0.4890999690419845,0.03266008750988964,0.44508316549646715,0.29870534110605496,0.0016163974252734817,0.39544794422951957,1.3688220376709437,-0.15561819549430791,0.21756524853956838,0.6749353157069476,-1.034383764505288,-0.10673534438084492,-0.06465035988581956,-0.3906640348064388,-0.19924044048477482,0.30724513163921663,0.3424194539669802
-0.30602014809488126,0.6078468594710695,-0.09307710437672816,0.5398761260984521,0.15993051025370697,0.02264602090218564,-0.5791553735520659,-0.47559568922614764,-0.2490627797340043,-0.23674596648664822,-0.6061206532383218,0.3091330917436801,-0.22269223509853503,0.7957122317161945,-0.7752455273219722,-0.4381097738850005,-0.35365808026824835,0.012072900433082671,-0.03311366537513193,0.07145539363848251,0.30065678963431275,0.47721228940266147,0.20363784203834923,0.20267821177096335,-1.1093059915618961,0.7290375700051736,-0.020659936007586067,0.15916275520006784,0.2123011567345061,-0.02630202392887715,0.35458587766262734,-0.36844184926368756,0.8360087321662996,-0.6761841828390432,-0.5811235593779287,0.44926495939394023,0.3165393294678155,0.6848626777323777,-0.5905774569593858,0.13993940774779332,0.21695443343231263,0.08170103982048513,0.12195275557671428,-0.6219826922785936,-0.3989408257378925,-0.41812615253381546,-0.5907894153846378,0.02857063429278414,-0.5733901199461072,0.06721944920905493,0.22727364763965702,0.3594323467604814,0.090132667132954,0.0547879455532253,1.2854055847192385,-0.3259695357220624,0.4121940097850296,-0.031234622691091042,-0.9970231953940727,0.11450758653217132,-0.08375410838279548,-1.1106229486907777,0.11142464583065809,0.46312869373394255,0.6385067119616633
