March_3,March_4,March,May_5,May_14,April_3,May_10,May_12,June_2,November_5,March_5,July,November_3,January_4,March_6,May_4,October_3,January,May_8,May_13,October_4,December_4,November,May_7,April_5,July_2,July_3,May_6,May,November_2,July_5,June_4,January_3,August_3,July_9,December_2,September,December_3,February_3,November_4,July_6,June,February_2,July_8,October_2,May_15,April,March_2,May_2,April_6,April_7,December,January_2,April_2,June_3,May_3,May_9,May_11,October,April_4,February,August_2,July_4,August,July_7
-0.5972345466159403,0.03428402065821991,0.8869489664911234,0.3121939975421666,-0.03798177440621329,0.5414410202390321,-0.37183937518328425,-0.10058917138575814,-0.6107334390551535,-0.344366368791229,-0.41620733999366244,-0.3388277816396618,-0.10322281015778335,0.5621241060371945,0.6189255099973404,-0.7804963179040421,0.6052616310429212,-0.3108167798830175,-0.42463926748849173,0.12331264872055155,-0.3851339418671118,0.46648522091962763,0.13588306716854026,-0.041002404303244915,-0.10286178401698944,0.5035351576784916,-0.6913760821764593,0.48424763834697493,0.10606169916198495,-1.1687742108618777,0.024108838368399256,0.15994384791431832,0.32564656997896524,-0.011248974415671714,-0.1305452424602267,0.2463227233106184,0.010722072533959313,0.10890677397519762,0.22555084932201197,-0.3554144015786846,0.16869313003049405,0.10439282528300195,0.014708828983025543,-0.005165910982051894,-0.2543073861418921,-0.8223931553719636,-0.24327586306225502,0.2193486361853414,0.42169590004743224,-0.47042983564147844,0.5987099989622058,-0.7974174109750093,0.501521358188579,0.18247846484899305,0.9358126097703657,0.41797420521921824,0.15393057275200744,-0.38923589688147053,0.22561079832897185,1.0454323129828742,-0.7424526085957752,-1.1611597154126474,0.06499525321697253,-0.7721472736831975,0.012128745013660715
-0.4586830335497704,0.424148721147138,0.5080306932750014,-0.04239187825430716,-0.3454916828347441,0.26830107270654263,0.03232840382410442,-0.267053012828021,-0.6107334390551535,-0.344366368791229,0.16397430535613405,-0.3388277816396618,-0.10322281015778335,0.36067728728781884,-0.1489454567353718,-0.204508614647197,0.6052616310429212,-0.30987979060232246,-0.1868138138443594,0.5756556787195738,-0.3851339418671118,0.46648522091962763,0.13588306716854026,0.1449420174825937,-0.11813568683720836,0.5035351576784916,-0.6913760821764593,0.28489696735113396,0.23868555889674237,-1.1687742108618777,0.024108838368399256,0.15994384791431832,0.8705897034598453,-0.011248974415671714,-0.1305452424602267,0.2463227233106184,0.010722072533959313,0.10890677397519762,0.6505303898569893,-0.3554144015786846,0.16869313003049405,0.10439282528300195,0.35913877917902953,-0.005165910982051894,-0.2543073861418921,-0.7227649328918876,-0.14717384296741007,0.36639490416419196,0.3136938019458331,-0.1887742704104526,0.5915371024477076,-0.7974174109750093,-0.07891912999107623,-0.07473490722592775,0.9358126097703657,0.3191579785208225,0.021206375822346524,-0.28958870561207906,0.22561079832897185,0.9567309551465258,-0.20342889851703744,-1.1611597154126474,0.06499525321697253,-0.7721472736831975,0.012128745013660715
-0.700613328997256,0.05725581347970622,0.9164580429229781,0.42642768986599894,-0.8243417886887147,0.20476996730562266,-0.3284559119756161,-0.4569576347710964,-0.9334501962629943,-0.15761878559848347,0.726040751540757,-0.7381232188894727,-0.10092197380676889,0.49950317835943303,0.5010543070310319,-0.6408251329748949,0.058695080571847365,-0.4021495805802626,-0.06107496242148844,0.032335307903205296,-0.17405368465547733,0.428717367261083,-0.18553810934285286,-0.3534081513180851,-0.3556023306417796,0.0990610775644893,-0.29911123710812587,0.18844386603034505,-0.3916891912201572,-1.0418919089438412,-0.2221312645377758,0.2344954728193238,0.27793351610025635,0.03920328881588765,0.050552884474036955,0.26686428651562144,0.1826850245463915,-0.46206452982788604,0.3865441971097825,-0.11260878912535505,0.1274199938640081,0.30287653155486693,0.005633341816989726,-0.1755307274740115,-0.5113303070396366,-1.082733266410785,0.07158628811682319,0.16644581384023222,0.19878630406342934,-0.4187499079588007,0.3772387862000645,-0.38808988093490004,0.34958604347985256,0.19818986085098197,0.9959648926845985,0.2209635376267796,-0.06138021065234078,-0.18617141071019633,-0.006720568415059327,0.613478794311457,-0.43896253818159875,-0.8941864365058217,0.29441951648744236,-0.6962380208571198,-0.21703539216734835
0.12604076292283783,-0.18411898023390297,0.5629336222599807,-0.0704415076710608,-0.40679940371657863,0.05360638585270307,-0.01667691687640324,0.015841700484862886,-0.7443013554621118,-0.2627774475837341,-0.524008818150712,-0.7746462316549709,0.057799942073973626,0.28847892200527175,-0.05336223758956931,-0.6313695150748605,0.19331173370249133,-0.447615587121094,-0.30248586061876925,0.33086595161005844,0.022873089225548017,0.21078423783000227,0.17994221100288396,-0.17844011618125802,-0.1098957221430705,0.4205009204648539,-0.6110513681738863,0.3512152575337233,0.479806886499154,-0.870945716187774,-0.09766012107503833,0.35357998820053277,0.3773326846672737,0.1584019013179891,0.183622297761352,0.3040983660536503,0.3112074552340084,0.2727734072931965,0.5344581653324864,-0.3026639577405624,-0.14679659477098317,0.6621072116491429,0.36289826742855025,-0.2745126802857979,-0.39758887193128906,-1.042329633972027,-0.09931085834152342,-0.07542775619520042,0.818430704274702,-0.8297761617352544,0.2953341415691624,-0.7684434802750928,0.1255729933214731,0.14242542029875754,0.9825799242273467,0.408462007894968,0.3491757841014644,-0.613376871908496,0.12852960868850843,0.8343712011223245,-0.4060744196578212,-1.0187766929328106,-0.15265981184580266,-0.5370689807611546,-0.32980835427463745
-0.36073678221387706,-0.09317015660891556,0.7516122532301875,0.5214489705324352,-0.5155651639099856,0.5850367000590806,-0.19645372956878476,-0.5055653486286367,-0.577754270789805,-0.6097388403727756,-0.21614803836399593,-0.5755825578041401,0.2351794587918149,0.5486877899035563,0.3081994876150786,-1.0125678172884414,0.07181563744440357,-0.40596156116662907,-0.36868993695140057,0.41193314388958036,-0.6198794260815675,0.40109958990317557,-0.3065041606081351,-0.21768930729608432,0.23842494734698386,0.25388685450734433,-0.6274707795933552,0.30999992992882386,0.3316313235026131,-0.9993888241269705,-0.31247908715162326,-0.37126916238535856,0.8602895385340715,-0.2509563024306132,0.15677481934598603,0.16999341465330026,0.14421733506747048,-0.02672858027661322,0.28600152565623066,-0.550383178402584,0.3136632711850549,0.20840507839729044,0.35166819489778955,0.21860937725390356,-0.7402004534634097,-0.766974760647202,-0.4772440560550706,0.34095749775073064,0.48772596214702874,-0.08772231031450524,0.2466509628816549,-0.3244022646854422,-0.2575332646896772,0.388075530871579,1.163183171657846,0.46113044752195004,0.01772178033752203,-0.5168776486571351,0.0246156205053603,0.3880232903744803,-0.02319316830581275,-0.24307707306522616,0.3840855814758543,-0.6353063513755081,-0.03819076822932476
-0.7543492611419289,0.2936781428429611,0.7386388013428643,0.00020119976197592593,-0.2692466457569657,0.4831461955208639,-0.02927381707798353,-0.14481389391589627,-0.7348149352900671,-0.3370154730037802,0.2784565095048971,0.13661500099554955,-0.2517804782304795,0.07676597658396854,0.2105329133485601,-0.6041964136420346,0.022578520868794014,-0.290815413554357,-0.3134381414474138,0.3878582317432794,-0.47942100881476407,0.45294298872595146,0.038189292400306774,0.20682043566593425,-0.28604459818835665,0.44456672855252977,-0.6074082047244399,0.5761066353549803,0.003919940528753926,-0.8992547800905468,-0.6226484656701091,-0.42732008100009944,0.26127034594136955,-0.1729123434225963,0.3546319279174321,0.11532723480484147,0.2946994522581968,0.077736646332379,0.30574659230128465,-0.17376039283871547,-0.10175403615420013,0.36487022861752183,0.17594407910851861,0.14648662221368614,0.017997140302042428,-0.8343702813291517,-0.7713738486121755,0.18437443897101524,0.05928609142785991,-0.2760689582029427,0.4237752657415018,-0.5461260246609921,0.1490562283324251,0.2693736133740988,0.9559764429762417,-0.02654902453933814,-0.032834611306145525,-0.5427326232528372,-0.2939457670022923,0.7043109613830406,-0.5094490378549076,-0.6324679751975052,-0.008205282361591251,-0.6710228185787894,0.07282685714177863
-0.22432428028717935,0.4153146813645151,0.4592913745230878,-0.14319202712105564,-0.479351813041393,-0.01171688069451702,-0.12789009991896022,-0.3555404306108149,-0.15419999269595835,-0.10382238952817519,0.07224713765956371,-0.7898776507248576,0.35884013237873713,0.5530435157701741,0.08889285936899351,-0.2695691496955589,-0.629608757995883,-0.8327488142707276,-0.9971055264306634,0.3574422701299404,-0.11798125188400473,0.279960109110868,-0.32312999497491157,0.017037364544491475,-0.0736439111105247,0.45712793121344275,-0.5228303783725723,0.2971932538871592,0.2543967840050955,-0.9832792774823207,-0.09557037715421193,0.04371255160873318,0.008089748075542268,-0.21688867164256972,0.1891009366663215,0.11552943475233553,0.29689848166328153,-0.13330288570421414,0.6302250034742083,0.012185627714545094,0.5151697867800172,0.17475675671160132,0.6285844927272832,0.20036653179296723,-0.7386818085978102,-0.5522872147002257,0.158144053973806,0.5100817270034216,0.10180735313009243,-0.5301168352895989,0.04349896131680077,-1.1119104942594469,0.2743800095533474,-0.11196172688374115,0.8449170880225758,-0.003692450472699324,-0.3239241668686981,-0.3544282557689793,0.16316881223193827,1.2317983545392097,-0.5090515490350342,-0.5301351453165081,0.05113554056678697,-0.785549850906013,0.04917348649928165
-0.19544085084802487,0.15809629123913804,0.5425770377747638,-0.018071854181167288,-0.35534493413548524,0.3193292683007891,0.376983523668305,-0.19900734628504171,-0.4452189685414708,-0.1531957397761054,0.4195079853069899,0.12190433380259864,0.2956634512862737,0.49055067366161126,-0.07200736453214146,-0.8114470010039669,0.24345974978532303,-0.3992079626479142,-0.4590289473322606,0.18028875725973015,-0.3608768282625007,0.617257396198196,0.4251182605959697,0.049272019168154116,0.29217791927136183,0.5974715857677242,-0.9801014324790952,0.07541400792316569,0.4547988025698931,-0.9095990419512883,-0.50634052321839,-0.5161575182372456,0.6551257744209326,-0.3064995857155113,-0.5715390822383044,0.5341687155700663,0.0766256279618002,0.02718254912508211,0.26850652652582185,-0.19510354032776037,0.29189485258843695,-0.1154902812699235,0.14671585550250102,0.28370747127352597,-0.3362474040230685,-0.23314223274956422,0.05130648612009606,0.4786631572007807,0.13423337328541488,-0.10237851001368481,0.31270369375492313,-0.22011512193798882,0.21467083166589224,0.189026162885839,0.985829256069553,0.3329374881014787,-0.08106553260057414,-0.295944997424941,0.0982880699926706,0.7110987003136217,0.21149459065303267,-1.0646961985960235,0.6825038806152399,-0.40507429136122125,0.021067083869724126
-0.6519748291826513,-0.1104849636030354,0.739132659651673,0.01854427586865636,-0.6145440335304901,0.039460074419994336,0.28498170122897215,-0.08192369462206284,-0.08059760398151508,-0.5730007154580424,0.17170928113885,-0.5324153396773138,0.16497132851157487,0.5446285746332142,0.24648919448078002,-0.7427211083307778,0.29067394113584616,-0.27141635845292034,0.08016824186510284,0.2195942729270065,-0.28189876991265117,0.7336942707966916,0.5073367429793751,-0.003966775356237004,-0.0826699055631604,0.3015703518269106,-0.5667033796674761,0.666359417447338,-0.19216428262100374,-0.9491366215314991,-0.25487424625681787,0.1844837236150878,0.44824154031882707,0.006363544203235066,0.04779547230703726,0.890196379751344,-0.15288827004205552,0.2195578638267604,0.11949496903434295,-0.37126397824303603,0.48893363663584105,0.2911525642878504,0.036989943017709484,0.1254278113395906,-0.461695550762361,-0.7157043285672027,0.2985521234323217,-0.05040963310514181,0.43576546195985055,-0.6172016642287781,0.44930302393505306,-0.5645199144581108,0.22563748507685663,-0.00894315216129827,1.3347485733918083,0.12123569455390895,-0.22189281566996452,-0.10260503694429408,0.361796832454554,1.2245962653034503,-0.26055677418483814,-0.9242046620113976,0.5958804999345549,-0.626549651749904,0.34581340761315416
-0.5315794088818324,0.4011593276793886,0.707722418963177,0.1799373692690178,-0.475808412217312,0.3696653446016516,0.3395240021672573,-0.3825047481430335,-0.47979008094531367,-0.5467215616754724,0.18123223436388328,-0.4188131832234647,-0.3597931628951288,0.12232014679588091,0.19608195424870833,-0.16966875374686358,-0.22663943546997856,-0.9170347492374764,-0.566292737646464,0.5695456721296656,0.07800426058545655,0.1328791329786277,0.3242300605099401,0.19701768471960282,0.40849912257783,0.3032517131160383,-0.470430246691568,0.6863034596542607,-0.1337852666558401,-0.9774014891211907,-0.2825346608568102,-0.27278882025641293,0.6219765885240345,0.2079652037285762,-0.11430761987955264,0.4006529358446002,0.5087450984279065,-0.02887055571266016,0.6677010905909456,-0.8261792943148605,0.1918913709107839,0.7324025429078366,0.6102863424952774,0.17446442920629235,-0.5153637213351271,-0.9849843110267151,-0.803540365865973,0.09417256075262834,0.33169785830176646,0.4176302954782928,0.4329593251815403,-0.4124172476663396,0.1710339457402841,0.265230002884035,0.7856418995472342,0.4900418869026075,-0.01524482070360713,-0.29420122782338154,0.07717940773705975,0.389242883056305,-0.34062148954953186,-1.1908811919661453,0.5309428782202996,-0.19881113769013012,-0.007499715365932358
