May_6,November_7,April_8,August_3,December_2,November_3,August_4,October,April_10,July,January_2,September,May_4,March_3,May_7,May_8,July_4,June_7,May,July_5,July_6,April_7,August_6,November_6,March_2,April_3,May_5,May_2,June_5,July_7,June_4,April_4,August_2,October_2,April_9,February_4,June_2,October_3,April_6,February_5,April,February,July_2,March_4,January,November,October_5,February_3,December,June,October_4,June_3,August_5,August,June_6,February_2,February_6,May_3,March,November_4,April_2,July_3,November_2,November_5,April_5
0.4260019187113472,-0.4147033812521358,0.13359087012143417,0.5774404302921131,-0.23330052882790125,0.8277892033169574,0.400172220494255,-0.33869992028621476,-0.05033274827907702,-0.4259635569300905,0.6050512670355174,-0.04404027722015532,0.07766919685753307,0.4223735513645177,1.4031298539409074,-0.233782778784479,0.8913837778298763,-0.060608615624575146,-0.22157932547640055,0.6674079836715192,-0.3390852376228275,0.231036473867401,-0.0818552580308206,-0.038135075898253754,0.23663478900987575,-0.07181918130333506,-0.10637636349380472,-0.6183638080598715,0.47294435093249154,0.4723406461302408,-0.27141442770205426,0.07926506218743698,0.0849644989401861,0.11389864035495993,0.32525204519056716,0.5116218673798955,-1.0125170735619065,0.08073659609482263,-0.4217746548085638,-0.18464646203442983,0.722768370971794,-0.1547844393484621,0.795002398855069,0.0713042716388048,-0.12652848460083949,0.052263572046487405,0.11633312725188867,-0.013547095758463884,-0.20707481393214122,0.05558572008176392,0.2539334629181206,-0.150866287294396,0.47906725078827317,0.362684967090365,0.5295160406744046,-0.8157398945226099,-0.11654888653795265,0.04490657795821906,0.10092761883851559,-0.2198965915958762,0.8742737152053631,0.29007998261239376,0.8741709033209131,-0.3601375609708948,0.5812960195704326
0.34389326132028036,-0.4147033812521358,0.14614587878441276,0.5774404302921131,-0.23330052882790125,0.8277892033169574,0.400172220494255,-0.33869992028621476,-0.20333185686820965,-0.4259635569300905,0.8714694184277725,-0.04404027722015532,-0.1216336202075388,-0.02085989495699718,0.9569975976576142,0.08517211912022485,0.8913837778298763,-0.060608615624575146,0.08600922481106693,0.6674079836715192,-0.3390852376228275,0.2713146494203016,-0.0818552580308206,-0.038135075898253754,0.18682600272346062,0.13133607837574196,0.08351084668796391,-0.7936888952520542,0.47294435093249154,0.4723406461302408,-0.27141442770205426,0.496970577399627,0.0849644989401861,0.11389864035495993,0.4345955491581249,0.2391092956442149,-1.0125170735619065,0.08073659609482263,-0.485244448555101,0.32490352321886773,0.6008863961881875,-0.10728661788531596,0.795002398855069,0.667920160604074,0.07218753394359563,0.052263572046487405,0.11633312725188867,-0.05956028056934576,-0.20707481393214122,0.05558572008176392,0.2539334629181206,-0.150866287294396,0.47906725078827317,0.362684967090365,0.5295160406744046,0.22172048100477268,-0.09099851809531452,-0.1586976441175075,-0.41945602395960113,-0.2198965915958762,0.35339749888560634,0.29007998261239376,0.8741709033209131,-0.3601375609708948,0.5098000008884147
0.19738249361853288,0.11977896344061502,0.10003266014557466,0.8063783924181477,-0.6756346384983987,0.1920616169703087,0.3292164275364561,0.32647862053668614,-0.14727186211609158,-0.16347880014517063,0.41526554511598374,-0.8016854300091342,0.16376071024676794,0.1746887174226075,0.9030436321154719,-0.03705739500392359,0.732999485648772,-0.9433333364309751,0.07357564766735916,0.24220744571485384,-0.6539510421801004,0.21863588420477587,0.12113838450389913,-0.3981473534369685,0.22171202297892365,-0.040617100783224044,0.03239158686932393,-0.7550805925020674,0.5335297343286147,0.3718253685800389,-0.04606112521763544,0.4842024500512371,0.1920225499561385,0.04523008310417281,0.37792563238243776,0.13202212178889802,-0.8271362007090972,0.27063039921941784,-0.6236850552711952,-0.13617341249779857,0.904918587943793,0.11300180138458962,1.0698513616328378,0.5092617332154412,0.27990629077959195,-0.07134979820659117,0.32041380195305946,0.04510825887780612,-0.07513479661782366,0.4452735417666538,-0.11099333641732587,0.05462333217612744,0.36232682267241106,1.1975020500625484,0.3858245750228789,-0.7509885509243237,-0.24141178748150047,-0.04288111688184813,0.0005033328521449765,-0.3168640167352672,-0.016249426034852535,0.09474315832509565,1.1593490026806283,-0.14726488936406465,0.5702831052609968
-0.06966535546264921,-0.08240101300574615,0.006053840169662601,0.5123099433299348,-0.4105183695377238,0.4846177469848799,0.3868581717016794,-0.09227680030695617,-0.40926399231627436,-0.31423377412039877,0.7282029913742006,-0.664677738976195,-0.7830509717516744,0.22116368036003936,1.2111353606149624,-0.22797506027786713,0.7641244677027798,-0.44929690677038914,-0.36598977885584155,0.5542114278958475,-0.7701143292606428,0.27313489784685,0.12295433675656155,0.15517928044471407,0.25511423581716,0.3911017413605411,-0.10947133579175701,-0.6693143825177738,0.5102831606325786,0.38601978954465394,0.03698716074316758,0.9053723346894804,0.3228847281296471,-0.040761351208998604,0.7788057002319789,0.22180536394029354,-1.082034945757877,0.35832073993415875,-0.46643277766034175,0.1864211864782459,0.9469817954924352,-0.15576321402336007,0.9060980379874222,0.9977994981649665,0.05911757291929214,0.11527619980105938,0.08509650365143623,-0.5749321774755387,0.12256927998086134,0.3588248799408541,0.5520618028741365,0.2385130370905019,0.35860534936310556,1.2544063629623219,0.4424886324824082,-0.6024574935677743,-0.12601639814762078,-0.43250559861246773,-0.8065412014251399,-0.6002560505532348,-0.1580230574599619,0.6149517048443736,1.0736380417741995,-0.2912645873214327,0.6228852205466837
-0.8358515853842599,-1.0151434647757933,-0.1242186904325337,0.21196240065254157,-0.23098020932628818,0.43422667583657876,0.4796748431533767,0.08041725522642407,-0.5230082589463441,-0.5730764453457987,0.7371249298593361,-0.11942745236721976,0.20530140979719275,0.3817365705075707,1.3266336645051247,-0.3483772690909611,0.6880856507900482,-0.41732326371512907,-0.09078939805900929,0.4090721484616747,-0.6813920475475513,0.06689025064799305,0.01403321472977833,-0.290390412305277,0.534342840323095,-0.38121816391202495,0.0031008961938283064,-0.6245568094360173,0.5736120307959438,-0.13627983895849577,0.10322412257622153,0.4133807416349942,0.7202541051391832,-0.3716390961119038,-0.22804192289265507,0.17328112097463927,-0.8596721630247096,0.1666087850964455,-0.06864436202049422,0.18412169716532176,0.7188609796098518,-0.4254888467570939,1.0092750948438975,0.96941357828974,0.20106782496703007,0.36327553727380846,0.1671385657648916,0.13468719959657108,0.21962835742369308,0.04940913669120392,-0.004434918832928451,-0.03552331280697132,0.7181758496808773,0.6673721479266037,0.3509432399328057,-0.4617162441862398,0.3005324787028989,-0.28826479033060665,-0.6537927068146067,-0.27381339477190736,-0.0729408969162371,-0.008510880766688524,0.6574522452590186,-0.1616330427343753,0.4073968360382932
-0.07052167614769732,-0.8186267300769989,0.016689229193782212,-0.2905739919143434,-0.4544158706010233,-0.22663974526486302,0.5939271692179925,0.08498223305006763,-0.5249214480193706,-0.6155040907204412,0.9249357001548134,-0.47505991380170853,0.3957231439933856,0.15985853711187437,1.0095811366808565,-0.05444785132130013,0.4746682303397764,0.07464471342701504,-0.20769212526031303,0.034120744369992406,-0.5833864374767965,-0.06550053702283634,0.0023743162123858463,0.6931614216141727,0.0259519920527798,-0.0710988599383077,-0.09282711644699385,-0.2398330566342148,0.6794021211316688,0.17747637668302452,0.02591620085486593,-0.20133233924044447,0.5066796468310332,-0.14003866575311777,0.5589101630280897,-0.5742282720160904,-1.0474324153425318,0.35159222509892896,-0.15486878967427375,-0.10857889161756246,0.6903585163102716,-0.1847966336552214,1.0648956948453545,0.1222959947726614,0.02251641590684628,-0.009648104725641739,0.14576899037961433,0.023211790376330838,-0.09565257601119195,0.4941164656641462,0.5756647122675843,-0.5160161191208801,0.5687599767859726,0.8844855050014198,-0.054890398668860946,-0.7282495041029957,-0.18371249474217582,0.0821798718677485,-0.3123648860400055,-0.5529172374693101,0.1736353766996877,0.27366372721439025,0.8246477767973597,-0.7743969880331683,0.5253766969653005
-0.5734129936395418,-1.0697538323323557,0.15475715984471333,0.5823911127676646,-0.42870909738274804,0.4480130744268893,0.5731809933930854,0.017252529840079668,-0.22167446415158532,-0.36247953828950397,0.4407633098880238,-0.3185690169481008,-0.20388944587726338,-0.12312195690805408,1.0058865422428405,0.10605191024204488,0.6838739071551858,-0.46405415983016474,-0.33770691005196435,0.8924565517140307,-0.5657412671186142,0.2542501402468823,-0.020669304397870708,-0.17023700462927216,0.32960089783401547,0.23567633420867118,-0.19420736142235157,-0.5692981215505525,1.2395338254600916,0.6578264819539718,-0.16820258366635876,0.26776969289119845,0.25257291643295515,-0.2330027801278911,0.09229844965384781,-0.11086709839807052,-0.8725800928379246,0.2888622294589314,-0.1442674768149626,0.056432164058254256,0.9340548843192447,-0.26127091372764644,0.7768903302167098,0.25932971234122054,0.31467943007209703,0.3905638980774245,0.3557084093719715,-0.37602565386987846,-0.08480941779440673,0.6046131193293856,-0.14415160642232303,0.3827238864663752,0.3882229633538795,1.2030056515270193,0.16567520571496777,-0.41201756105763876,0.004519160444191442,-0.32198610925504767,-0.4453094749880555,-0.681090446405665,0.16288707296071303,-0.19923932938269476,0.6581312528124571,-0.054764339816411246,0.35199788623898076
0.461886424755056,-0.7686270404639802,-0.18696308201979503,0.06657046102381181,-0.48589386229166986,0.4314785023726389,0.6290992235562161,-0.0011818815251474907,-0.46479163333169743,0.31372246036410945,0.7881821275938409,-0.9313118200299604,0.02922986799231843,0.23646772730564375,1.1927808032720697,-0.1113727312314237,-0.3347589594472734,-0.0695430441999716,-0.4245000990176963,0.7772268929755711,-0.8168061754553564,0.20964557351047447,-0.30344910654738966,0.2806363900680995,0.5670593158630574,-0.052102224163597416,-0.11408488778651649,-0.5529938011374527,0.7265925896550933,0.22449481522003384,-0.08167471904861312,-0.2896931929746928,0.8175230208328002,-0.0837305846554211,-0.3689320028399537,0.8833026959943441,-0.7416187828245387,0.3120477203368027,-0.3153754777706156,-0.1438130156897682,0.6867424606270536,-0.7916298996785547,1.4267098491104693,0.2800389068061719,0.04859295881379305,0.5865847873922985,0.30866251216838064,-0.4236338149454676,-0.3578222814916925,0.30629577536539254,0.27185031040511304,-0.41060269218221745,0.21580402421872782,1.0041135677732675,-0.104408119157358,-1.1550768704492964,-0.12572377039779747,-0.2673848615890406,-0.09202612633645778,0.02228050307547113,0.09508157986312712,0.5472441805195399,0.40761856391445056,-0.1718607398375815,0.5525200380658006
0.5487074827656272,-0.13788844748124426,0.08494421403092284,0.5943368117519287,-0.2513460379114143,0.6613889672316755,0.5261921373537914,-0.15810886308905947,-0.33135300075964136,-0.7057298153484981,0.45298347679748663,-0.8808982114458801,-0.20241532177872024,0.1918256566072519,0.9388273659159391,0.27717578749043165,0.6599439938713447,-0.3931387073092631,-0.42128053637824925,0.7910320402934813,-0.6850321747364018,0.29874998134411307,0.3729876602378267,0.13724165290961,0.2545320508215279,0.1565637457668744,0.05807429008628074,-0.6420003675281106,1.1195241567811733,0.27290779122690867,-0.2552743469496914,-0.2390942732160597,0.15918925120060484,-0.2629162475482201,0.8186863928182687,0.4890915715718895,-1.0984500436890552,0.3048880871546415,-0.48627971271859616,-0.40146962322047686,0.6909157133162235,-0.2552343625835909,1.1522977919411699,-0.05304197938014915,0.2360653982809035,0.13621024317901312,0.13183412338055556,-0.04034712721776326,-0.15938276090888814,0.2845929764834344,0.9593774561237721,0.5259733488972468,0.6798613110718353,0.654741699508787,0.17694226025173468,-0.8167113262550714,-0.32757636182767796,-0.6152877546927084,0.25598403495493666,-0.3525058425427476,0.0750626607353217,-0.33968011828251937,0.6730567413229855,0.07955644858362923,0.20946375385139013
-0.5221388577438201,-0.5487527950281138,0.1207133049799694,0.49827269513737116,-0.3579401976747502,0.23583824456027125,0.5530128813963124,-0.08349988713274345,-0.19484977568412323,-0.650601000617406,0.26732970958801605,-0.8469408803622449,-0.2537716307705598,0.27621004806175187,1.1210858300019384,-0.006919294047211068,0.6308419597716732,-0.8829755600531253,-0.5908994132610873,0.43985517701314486,-0.6942009916697228,0.31050094757378777,0.26785463827125,0.14888619276429468,0.10680271836156346,0.19329280004576382,0.15247589379889306,-0.42051804509523105,0.94336916954063,0.519074544233365,0.06858835121237368,-0.5795391258646033,0.42531005378833,-0.7093061038332278,-0.2436349900956393,0.15221623834585915,-0.9136025849191354,0.2812415274127177,-0.16453180515299004,0.15346802293302314,0.6350052897071535,-0.13919195389937092,0.984807435950404,0.10620209981395617,0.2017330024061744,-0.3964330455526404,0.12059878759193213,-0.044933297295817694,0.03792433783776445,0.35502796211083254,0.47800912545603824,0.2874512225318456,0.35550240234455793,0.6058149112055424,0.2229691096564778,-0.5537879950720042,-0.4005501705850554,-0.27953704781543,-0.24873521769015752,-0.0042256554951705175,0.17982676290111954,0.10568579395297187,0.28928190260418035,-0.5867739985924126,0.4899895290565701
0.1479719216003227,-0.530597773216084,-0.0029145304319902476,0.5425091915743877,-0.030573196404324945,0.22496807846940656,0.3571540223620192,-0.4378042194405878,-0.460464208658625,0.21148030697883735,0.5899679861541901,-0.8923513296441056,-0.21139209455504873,0.21305219842651163,0.9118846727038428,0.04993966033042117,0.14784931237713622,-0.3137058459823408,-0.1998274887204345,0.18797259182676018,-0.20522100016908845,0.008151116506336833,0.11191450655944021,0.6880942892822134,0.1541688598251304,-0.38932106379260883,0.3498476311269152,-0.711234826351284,0.5579847776739821,0.4468357392260668,0.08461346598495983,-0.20003952268403802,0.5370931243975692,0.2395385694740968,0.11148209171946488,0.21331746136029933,-0.8116672570471427,0.21204225702594537,-0.3446015766267136,-0.2424245077574756,0.836763283040427,-0.324151610988102,1.0282043862204575,0.2835722409218664,0.06890520916942076,0.15602282378604007,-0.0888422722572024,-0.17702114642111258,-0.472990754517355,0.35979736682507324,-0.0329034799808131,-0.062416793091279,0.420517590738979,-0.33648866126414656,0.2343244087747521,-0.7848153839585099,-0.09477195756028672,-0.12538018383710153,-0.2059042312507668,-0.3333585958998154,-0.16733764716277605,-0.3356603773982709,0.31731138499843964,-0.10728523747691643,0.7611914746530062
0.44770252060064464,-0.857653658996587,0.14797010070296168,-0.13302216553832924,-0.4860483985741569,1.120994879680635,0.32581649071472896,-0.6333260557684922,-0.12463061503432837,-0.05010997175413587,0.09209685584471453,-0.8380414962770006,-0.2561397444629275,0.5372098862282572,1.3252192922772812,-0.5024986973540134,0.3477949137760102,-0.3707755351490501,-0.23596474903650594,0.40889051934152476,-0.6517182454401644,0.0813537134038168,-0.5594338040156056,0.5151553934926901,0.4898824492379933,-0.28487552349069223,0.09020969148127943,-0.5563478320595986,0.15129458948155303,0.5088521914575173,0.24308368396830343,-0.057248522665018946,-0.002122160899932647,0.10609421369336497,0.06509808332883911,0.4365053331901037,-0.5442190654879692,0.2188867192734944,-0.3469881737259414,-0.12423021219890389,0.9286354954744029,-0.17975820108350987,0.8797224030582865,0.028250686311277654,-0.16407843804643163,0.22721459713936903,-0.6161070852275318,-0.11201875407105788,-0.02547281498723797,0.5127019200138713,0.94618216541053,-0.022702723720119812,-0.11606199266598702,0.7979703789905368,0.07975123505120642,-0.6658528272127465,-0.2540939295676334,-0.16798275251296796,-0.36082379154704847,-0.9457960572364189,0.5759318953428246,0.15108489703373051,1.2584468756836786,0.4411716617313749,0.6864381259536887
