July_4,May_5,July,April_8,April_2,October_5,April_3,June_3,November_4,September_2,October_3,March_3,September_3,May_3,June_2,June,January_2,November,May_4,April_6,October_2,May,July_5,October_4,May_6,January,December,November_2,July_3,April,May_2,June_4,December_2,March_2,July_2,April_5,April_7,October,April_4,November_3,February,March,August,September,February_2
-0.03564637818086586,-0.29725408918668556,0.11687675578002171,-0.7522319368920098,0.4675791515789281,0.015343881156559568,-0.12840940562140316,-0.04174801974477339,0.49429870919770874,-0.31394087797848563,0.0576880643381198,0.592321730026447,0.2969682552420946,0.5603120658870102,0.17229929591545776,0.07808843022399642,-0.4171569216557717,-0.518085175494069,-0.27114170391644504,0.3557187731859316,-0.672753667985605,0.22955649558918625,-0.14461547282617304,0.16518241094632835,0.1546378370064579,-0.5212211282839684,-0.042286655681832416,0.24884989834914095,0.677031232527379,-0.11206684886593561,-0.14334258131620775,-0.25943284772627273,0.3589491915334807,-0.26553520717508405,-0.42981009292528,-0.4710399575996013,-0.7406674482420357,-0.4688941849207465,0.7474322296777712,0.7536457788218512,-0.5241070777320044,-0.535242742302008,-0.23352215270860402,-0.7192408676462297,0.45434637113849674
-0.03564637818086586,0.2892946679281583,0.11687675578002171,-0.5071753115757942,0.7754964901613621,0.015343881156559568,0.07655643989840868,-0.04174801974477339,0.49429870919770874,-0.31394087797848563,0.0576880643381198,0.5121523739744546,0.2969682552420946,1.0677998426720252,0.17229929591545776,0.07808843022399642,-0.39925935435906595,-0.518085175494069,0.11652181641940897,0.30283197778666254,-0.672753667985605,0.1025149119721772,-0.14461547282617304,0.16518241094632835,-0.28432583934611627,-0.5925526431373631,-0.042286655681832416,0.24884989834914095,0.677031232527379,0.0013479859894287016,0.5010637921912657,-0.25943284772627273,0.3589491915334807,-0.6074366452005525,-0.42981009292528,-0.3394687968788952,-0.34434813272164555,-0.4688941849207465,0.9174078897735278,0.7536457788218512,-0.03459413949881136,0.1428290817429237,-0.23352215270860402,-0.7192408676462297,-0.26512956110110497
-0.02660945104087204,0.33281548385611776,-0.5259547336055139,-0.5386915599088065,0.330256765531884,0.08445980689153933,-0.179883745909946,-0.03651038333123548,0.540118693108634,-0.41089099984567273,-0.16607498646359858,0.4055066592313599,0.8189217998794083,0.5468534433643818,0.18370784504845666,0.2395985378928736,-0.5799614170718738,-0.10650022928272028,-0.1284311555016756,0.5023988702964886,-0.524452121159731,0.36768557855313344,0.18236274496481106,0.011641261737048526,0.015082983891862342,-0.31059110251614763,-0.2550076100296593,0.5662059706911258,0.6517198332099587,0.12839017971960814,0.4230623495683491,-0.3029312231461456,-0.18162361195835358,-0.09522624079342218,-0.10778704001466859,-0.7086040250456306,-0.3896126833105277,-0.07056064193306134,0.7936624821215204,0.6329085213306371,-0.7347754673208129,0.0608652448584968,-0.3939115863449024,-0.30476651553635853,0.21767086788035114
-0.05029387054372126,-0.07242237801549645,-0.27680108056858604,-0.37553922944028656,0.4995155719120828,0.10701637275157405,-0.0944892246856111,0.20041014730621126,0.4703855101490457,-0.3069937044368448,-0.07280847143024329,-0.02454820689138458,0.6228594898025738,0.6095036524722686,0.4113617823447782,-0.28453450384411644,0.09234036242767174,-0.041864481759221604,0.2652495946207817,0.2651897453298674,-1.0451203919308893,0.38530834785611,-0.2147441959061483,-0.44008015652156873,0.14540602547286763,-0.7511455117040471,-0.11618778250175019,0.11461633076597261,0.49632796645321103,0.2736736396422895,0.6201118721225357,-0.19585144035838792,0.3542581768324408,-0.22271970602558802,-0.32201325448222506,-0.46845488536698227,-0.150195144819757,-0.4507855177606158,1.3173362967674225,0.6351443624809047,-0.339572587178706,-0.1304243484203241,-0.229268686735846,-0.4583747628655426,0.087787380253561
-0.2409371230263308,0.3928984899828612,-0.01714082377740954,-0.5319188167920766,-0.011843312296483777,-0.32409481446338717,0.0356874856943807,0.17182899629939222,0.652327240273104,-0.4684448447359405,-0.20709194720110152,0.5871607228643415,0.3934993405565247,0.6162026646287455,0.22910162265416167,-0.3100069276817999,0.4948134283821884,0.31872089744084603,-0.1125918717222778,0.3845516262961113,-0.620593558117487,0.24266021730444348,-0.015433398201384618,0.21727690043128323,0.35334509086763766,-0.4760159103772494,-0.06281333501091116,0.20508933630429155,0.4292560273578838,-0.14843431594726564,0.8024526192386807,-0.43840122143734744,-0.057301773757734153,0.10034114522955247,-0.28026618009915977,-0.19568973348629576,-0.33566807631865764,-0.6602103185834515,0.6625000802953355,0.5840827290060085,-0.3697438806510036,-0.09989361742717195,-0.6950591644352817,-0.2805988658588966,0.15115789994492979
-0.6739671836728682,-0.03244707624473956,0.5840254449150426,-0.546058157549239,-0.0340512716887445,0.11525164752866796,-0.17355652122280976,0.2806575342280501,0.5865729433541363,-0.12042029865006951,-0.08249968691176227,0.5073083013593344,0.40227895745702774,0.4098100005077551,0.3823428214904739,0.0004933116168915203,-0.09171786701461114,-0.2005876245301615,0.3635396367806122,0.34774012116442066,-0.5900225037158615,0.12507217617734498,-0.12520832596383064,-0.23396956158855547,0.3344207437341915,-0.3444757720953087,-0.12247001172190763,0.18109379003299753,0.1144949682183716,-0.06445533370393589,0.3465010064249606,-0.7077712878676379,0.1424906701837751,-0.43669309769092324,0.09078433613956871,-0.21783315325021846,-0.798252594726778,-0.7214181941257612,1.0702597266671148,0.16786394377524835,-0.5501175483635866,-0.18215166163375268,-0.489440846663328,-0.31348601809059584,0.1461337210380074
-0.10128596667765749,0.3029824640933515,0.39309836232435547,-0.5966413521135872,-0.17036740428698605,0.17599379801415224,0.0036937969004235405,0.24433253857551798,0.7766532489564311,-0.20948481716180922,0.06160417387124764,0.4403112051098558,0.5937277027515251,0.5551304704379112,0.29647266514134246,-0.06330695495239409,-0.08175295504429123,-0.05453753003670575,0.19648657486022914,-0.008111392111754087,-0.37552702067298216,0.11878267366360015,0.08438944081048735,-0.04763318654192601,0.03440703493638782,-0.562442962476928,-0.14079470254261406,0.15482259071568996,0.3174632002544477,-0.26988998423420946,0.4808507755925633,-0.5414543293973029,0.28251284638819063,-0.35299608527398296,-0.42647588871286174,-0.46769499810998366,-0.333763625566267,-0.41851856114476044,1.3236565757174057,0.4018711236888084,-0.823181597085374,-0.029437837726114253,-0.1534441933949191,-0.8401372949859323,-0.43585332029528434
0.11392934468007268,-0.08162937375956456,0.23444760052231245,-0.1258648082388694,0.0071137771629210395,0.07938280810335317,-0.08209528357214207,0.10226677747622659,0.5257155610910191,0.07906144643149,0.13763216196107733,0.21273407562990693,0.5481734380585169,0.7071425782824339,0.30563649404352433,0.12430855634481036,0.3218582007824511,-0.06150251273181262,0.1949969781397764,0.34415877077323764,-0.526431061456002,0.7786947490333568,0.7936249844074401,0.22657824428391926,-0.005120113608142407,-0.6486570973422492,-0.28302930163952644,-0.12753090677909376,0.8272869322004176,-0.0985760666902271,0.24804673057501747,-0.4568272294247946,-0.39850018315583785,-0.5357711461192014,-1.1718677171334462,-0.09178546869720125,-0.7432147127059123,-0.3378446235819975,0.816911969992697,0.7668472352840917,-0.40649368259919694,0.3990400383051374,-0.24839554823900878,-0.19448525005111472,-0.41115449815934935
0.007671400895654129,0.3292872744780131,0.08868343317426682,-0.2444209999960163,0.7477847553448046,-0.11481468923739518,-0.06037697570183574,0.20496441299773416,0.9051534639211343,-0.0757624300912141,0.050839009129976354,-0.05602559544965563,0.5757343556265028,0.8126575771886184,-0.0605262005330454,-0.6922916746977552,-0.6167273072754655,-0.10196391966189006,0.825946365955057,0.32922957573277917,-0.1287096458071973,0.5508988969437524,-0.5362051836559705,-0.06197505082552651,-0.3423457649720516,-0.7121167725301768,-0.03929143568385696,0.24466432948831765,0.18630674082985038,0.015472949005659722,0.33137411626754754,-0.6056122765789707,-0.7169199492518697,-0.16515007171059834,-0.27205419547829623,0.06227948935014119,-0.5849383869441331,-0.515346999969615,0.3554618404165357,0.5789458851502308,-0.4963900716196885,-0.09666101049069442,-0.3293694154020159,-0.44261224129685256,-0.18178004109475018
-0.07541728778490067,0.35318080078664327,0.031045386032289374,-0.4297411975074766,0.263943974285223,-0.07463605112380997,-0.19387605910344652,-0.43741016009806716,0.36304397519361054,-0.20957113497217583,-0.20925953247777493,0.02625565268194016,0.3908215023370463,0.8405389690861573,0.3720861198593025,-0.6665967934312009,0.4062616855101859,-0.12162120431080294,0.43303897061116403,0.34584479327929196,-0.7314574738161735,-0.3212980766790573,-0.024824404663772878,-0.22730338601111288,-0.060083643069489184,-0.5863761319977653,-0.5034314360879253,0.520107364228843,-0.14898511205367204,-0.21415380362958608,0.2506200362049429,-0.5703984516721236,-0.40614601802907413,-0.5819661157728432,-0.40585146969669644,-0.06603486762210542,-0.8469646624666503,-0.4229127516407184,0.865205072719171,0.30183118978707396,-0.39523150430245607,-0.17391767844999778,-0.5169843152302269,-0.14770508062534132,0.040095395458154076
-0.4140093348122521,0.4223123543414124,0.5204580201809716,-0.49889957351318176,0.1359673645320471,0.48842392259436795,0.032416012266887534,-0.2546656849374571,0.48074542172390133,0.2579252201907125,0.23850528932569798,0.2135890231021069,0.2930631891226067,0.8428334298646621,0.37530232659653895,-0.14028454875465884,0.41976753616115675,-0.012299061062114952,0.033636207195959944,0.49302001542514357,-0.5272458383672043,0.6222853982326118,0.36024151109639135,-0.0847398945794606,-0.5495926410580181,-0.5020417580380014,0.13038704002524304,0.25381644647785445,0.24968121938145071,0.11569905779866442,0.7375586286675494,-0.445007336870185,-0.12065711717885333,-0.43749495982763853,-0.44716313806436847,0.10764219293791005,-0.5784160064011735,-0.3147288016115611,0.7973527872606461,0.46314528782637354,-0.6911784180815946,-0.2859099812063523,-0.49730228110009006,-0.15596212230576242,0.17506903618058317
-0.4769312731034572,-0.23634087872723278,0.6457587345154917,-0.4144609348751137,0.16093494457568475,0.07817658597607828,-0.022096228927707795,-0.41233543484494667,0.34229713942521894,0.3782110355223911,-0.2858458855226979,0.6278416146422959,0.1971163813302078,0.5674923032496489,0.5725991347363273,-0.4558087377790803,0.25580820099605395,0.028609354326061195,0.0134911210414555,0.35270993624855895,-0.6304277510321916,-0.11252332780458035,-0.25803077289448223,-0.298685424391237,-0.1852620006850437,-0.7756398084957854,0.1618365700992439,0.3213835398822672,0.022349557527250867,0.08261525427639797,-0.22872157148314598,-0.3966601826473069,-0.2110758055408169,-0.13029484556147125,-0.19368066103769954,-0.36470986581097414,-0.7264460371121131,-0.05944219611025843,0.757408767631768,0.6912175627947575,-0.2523032509506559,-0.26523066399624895,-0.25244025982156676,-0.032144216917852464,-0.42830559858532097
-0.14129168796071254,0.15614135875600219,0.2681688972448929,-0.3925992974674839,0.216077828572462,0.19945017992306419,0.1428405245107637,-0.3661881730477602,-0.18097183685082854,0.09257792860413015,-0.10284704688733116,0.3409683266963697,0.5263170053513551,0.44875954616527786,0.1408719381054878,-0.15958471028597931,-0.6353125835597404,-0.015059899230532199,-0.21180099264197816,0.039963237068642604,-0.27192979313546606,-0.07547960171573675,0.7335389532072915,0.049755924607758115,-0.011738311372443494,-0.6509272791903573,0.05269087972876467,0.0730965550270748,-0.47310243824212217,-0.17193581960446086,0.4455815848210768,-0.5584727395130685,-0.13360065970181287,0.1232427521747589,-0.2503217425991039,-0.44187011766220374,-0.4977056093308329,-0.5080185976141982,0.4149474385954391,0.5114003405344699,-0.577917082721541,-0.013467668275647417,-0.6382704679101838,-0.7578813784354972,0.41310829585836367
0.009308707322632219,0.28742080387678676,0.3960110513209385,0.024898395195082378,-0.16733632590831296,0.19950312834406198,-0.35117488867849495,-0.1794498186591186,0.07318370850583178,0.21396001454001684,-0.14713121794975076,0.3475881034896796,0.5852772967972992,0.2634548098715431,0.5551181695425538,-0.9307281771564557,-0.05898566304375183,-0.06927268926500682,-0.1631050531405555,0.18499832740470157,-0.2849590534174149,0.2191577368630439,0.1436007772475415,-0.025911176315499107,-0.19194076748539501,-0.197313267418198,-0.1587495668337838,-0.1557772601577953,-0.14969857963597072,-0.06664154751425928,0.6442505410045432,-0.3682997054448802,-0.6588694304028826,-0.28413204146612636,-0.11180360067843947,-0.39191863572237484,-0.2503422464760836,-0.7343106376985968,0.6691235234615309,0.8747712504226397,-0.48163906435970527,0.16024116922600423,-0.7440142567357528,-0.17143657465627965,0.13875906779078082
0.0157649623037577,0.06510225436259519,0.49218482190926793,-0.49102996099225915,0.4032095443358723,0.5578987443495816,-0.18370056207386787,0.4044692306156147,-0.01944483204506458,0.3509276372087187,0.18921437835489957,-0.1953277786237519,0.6765685751814063,0.5667586052461919,0.4975929183449339,-0.5592995248174172,0.4819003898488061,0.09995981931073417,0.3440596414132209,0.39380542643584815,-0.9041860425149055,0.05302056222570954,-0.08258444525208061,-0.12021447618237285,-0.1070816856267149,-0.6862823456784442,-0.18768312972216442,-0.3992944850969942,0.36066021205285587,-0.10495294378681264,-0.10030118539071677,-0.29184554323473394,-0.5533234776318845,-0.8177773796954125,-0.31716624527976045,-0.2700146385399468,-0.7500413085018167,-0.5950620605060499,0.7898337211644657,0.8554304929308445,-0.08514937480218092,0.10955496093458883,-0.27759745205148006,-0.15732650308621537,0.2010688973270029
-0.25337849691063347,-0.12572427373063044,0.2658565449479522,0.03997150207616533,0.7262640859717302,0.4268277237897622,0.10678155913845946,-0.0895200953504696,0.6389470302308788,0.13160599571805243,0.10059986015757631,0.42744842066806216,0.5550687306755203,0.4450688086949539,0.4143229858467644,0.4068983644391387,-0.01793912046771512,-0.11013341927014356,0.05290992086391355,0.2448722653067099,-0.3346980942483983,0.43466822350542167,-0.004818111977509566,0.25686532348377855,0.1245085760421098,-0.6170267609384562,-0.02824435580261314,-0.040817299277751844,0.17855348473409793,0.17845087157765593,0.39511900327837096,-0.6657438743264231,-0.13337274569437063,-0.12394143554355769,-0.1962637871276397,-0.4691070398171677,-0.5586437883335922,-0.7384229884620672,0.20956614839544602,0.22219083883461663,-0.34359246757429573,0.28748613626831554,-0.33834846311201966,-0.4883857145152057,0.40157950211087257
-0.039817491375639655,0.1675634161741561,-0.14835232992500522,0.05622845611741835,0.11116372419131214,0.11090511444520024,-0.10995907394274335,-0.035274336657832646,0.326731760646672,0.4942193428993712,-0.2911513015406771,0.4930505964141272,0.5673385050164647,0.6416782110744585,0.4534251370425966,-0.18994789728949196,0.5382102734634686,0.021607431229461342,-0.1886762629814973,0.7345673369485506,-0.4489780267794988,0.11035551055688633,0.7303723754350415,-0.40751097127514674,-0.03975278404540289,-0.32500176051479623,-0.146837378622451,-0.23807333200471736,-0.3011494608339842,0.2856062761112706,0.6047860753452875,-0.3129087624524732,0.09847557673892873,-0.6888558985873715,-0.6386301066296837,-0.21877357058241265,-0.34594943269697465,-0.8951111904581087,0.8452287055871305,0.7303588369149471,-0.526934497671289,0.7119387531209749,-0.4571572626225014,0.20808442049589704,0.22535340053494396
-0.1410783411450386,0.1395395303616287,0.5140824213312918,-0.04101650397072749,0.0013925332923789002,0.5700947585796756,-0.1516869104954727,-0.18789736093091403,0.21899691591174794,0.4142930840508486,0.11087732436533937,0.36140771297396135,0.08404661065111728,0.6303770087158254,0.25035433835300025,0.16063418513168265,0.5544148032033632,0.13008935155281165,-0.7398960305127337,0.3568488585319767,-0.5209349996503669,0.3605100092277419,0.1440331084126941,-0.33525905694419045,0.03541547411881775,-0.4485241951176685,-0.20189026046880737,-0.10345633825163668,0.038356706757863214,0.07092502601975965,0.5621858517787194,-0.2517332364992623,-0.3765550282913154,-0.3556291880560275,-0.6343145154491335,-0.4936851259405456,-0.5012602061170122,-0.8811517627496875,0.19276499784211756,0.5280397793021692,0.0742168889515997,-0.1073974605873759,-0.08065505769235749,-0.2273160983777473,0.3057265674133855
0.3013975978497299,0.028531856754538204,0.1426077740952511,-0.1779788478103317,0.14232604636302448,-0.07785488302972728,-0.04350895844971617,0.0460116320574875,0.35064079727459274,0.21941647646059587,-0.0040479404144991085,0.1805718074831011,0.36542749761191506,0.39259483888930635,0.3950435957890042,0.23506290756797837,0.499780377701457,-0.08377243960808517,0.010281375063420063,0.1800634054378959,-1.050700159295807,-0.06895061188386237,0.2987399233749526,-0.30086708204044477,0.2251831412800529,-0.1960785092485371,-0.2939223730152081,-0.43956277515679676,0.1849389326759639,0.06741191156472133,0.05534252492140092,-0.6612285133984095,-0.43328663853456184,-0.45735336250943937,-0.47056713545381673,-0.12395967250617798,-0.5889693843566282,-0.43011980450199067,0.11236082640599405,1.0369756946818418,-0.18097480767806962,-0.05919931360494016,-0.3921022933349567,-0.35084334049387134,0.3135845805609745
0.12300910836935747,0.1517257501566111,0.6035380115993848,-0.34788441699400025,0.17941324859302915,0.101712079174108,-0.04135498537171613,-0.35479392989960834,0.23196215951584237,0.23633692841684753,0.015962971618777348,-0.39788022763152986,0.17265684497417752,0.6708932987751889,0.4042484320604087,0.24524875557249207,-0.1417492490196779,-0.43449042676345906,-0.37393064886808025,0.5882851492687364,-0.5593374839268387,0.091936268826108,0.13202968824616562,-0.20006719990998773,-0.41133881479114254,-0.47340550668656917,0.15060234847128592,-0.5441421815606788,-0.35632788412129046,-0.02026708571857161,0.044860771725219496,-0.13145488838346261,-0.4279315865114131,-0.48054012467536017,-0.07893969978649401,-0.3043596881515316,-0.7794418677758442,-0.08608832118749743,0.46023439812061623,0.8239787795142092,-0.5518535191291608,-0.34799010117428436,-0.17405775590173375,-0.22214582022533252,0.6062967978763901
-0.5370364717076066,0.212023385390269,0.35453403072359935,-0.21127624903614256,0.418707130963326,0.4737495272921303,-0.20864738437509894,-0.20965919137051087,-0.01591885779052591,0.493722417804603,0.0011305759262474069,0.09589411735747978,-0.003178509276962862,0.21420139231045643,0.22120076519100498,0.08366900764241375,-0.26590368822987026,-0.20844671292319475,-0.38107517094759497,0.19972956611049242,-1.168442097036718,-0.19304750365917073,-0.035914360607671524,-0.3686380219594648,-0.4433566318198232,-0.5364976984604212,0.10643964938623057,-0.19883696691905275,-0.026346696547914494,0.0002447802022284701,0.29398427487003664,-0.5387996485973514,-0.14214158226303938,-0.18724825075343363,-0.21822640448242694,0.11595734769171817,-0.5953430751420318,-0.3502335019204159,0.486454387455728,0.6860698931754248,-0.7318711383159353,0.013926622331324787,-0.4973443218658719,-0.5597271867961084,0.27674336695393403
0.10402450998935342,-0.08916392419145872,0.22282338609383748,-0.1235769953222387,0.9863536199307429,0.6305194533421072,0.3153027680044784,0.02270965768174721,-0.08206667891776252,0.6598423415556717,0.2655560433027932,0.1338458743685409,0.24230013282869098,0.3914066241694656,0.5329850308459059,-0.46648360346716716,-0.5764429920753726,-0.14263905495181162,-0.34087668461234893,0.20642484706885364,-0.6183883848949713,0.00825372447951768,0.07717617672882167,0.13420683649372742,-0.5020980646047946,-0.5952166420049487,-0.011539824878796498,-0.5076913435211474,0.004470013195625802,0.010891593751289688,-0.2978314744148662,-0.41835938996357985,0.16483312271279663,-0.034566155576502666,-0.633635324136635,-0.2330156828398489,-0.6436698634058393,-0.6867352655460158,-0.28185318282870736,1.0555452792927114,-0.17231406325150112,0.31238051517658433,-0.5514998315630144,0.02244632752326607,0.46543719817430207
-0.07438815303158146,-0.01061073634686105,0.23311856890150412,-0.6127216279648346,0.3830874140533751,0.7410228233953637,-0.185728491673393,-0.06248244772307588,0.11320666932804802,0.723978113030936,0.07045280659359608,-0.2769064774264822,0.21111384506013273,0.49264461414526334,0.7432714029911155,-0.2731845972330251,-0.21267882489655435,-0.3110949125187945,0.018889292043726982,0.4477716764205919,-0.7446444504939815,-0.2667468506464392,0.09440888574707589,-0.7524477483171528,-0.7288499380301856,-0.49944015599446595,0.07779224484362705,-0.10611256416201949,-1.2262380996542395,-0.05426571718339457,-0.2095090846444877,-0.37611222101519837,-0.06096235645962792,-0.09459829386840543,-0.145761241068541,-0.4921284804833618,-0.63949755420433,-0.06661769166157354,0.5556349031489998,0.44474349609798947,-0.28944418086201396,0.0885243618473622,-0.7550139646168774,-0.47536210700624687,0.026136018800497568
-0.0535407569012377,0.302234115912308,-0.18040436835385237,-0.6975129166302898,0.26472344331435527,0.9620036524032204,-0.15511748043196263,0.2198044598437134,0.29189841169296227,1.025465098041362,0.37734442902796783,-0.4050394837069075,0.5018142756612292,0.23597888577984197,0.6798986965131261,-0.8461867253552121,0.42030504694379134,-0.06365541961239625,-0.15001458375067953,0.49636180761796067,-0.7803446423407234,-0.24630181601286935,-0.07309648370877064,-0.5329584970470534,-0.43004287339541186,-0.20809858979289683,0.06815759362943519,-0.20743197668752675,0.10641905264484307,0.15929473775544906,0.15192119372413793,-0.21883654874318453,-0.2358050983796568,-0.22089350283857276,-0.5473014012696792,-0.17194630657648718,-0.29818901952864985,-0.4248909516385711,0.7272594845893143,0.5802285893214137,-0.5766849315852448,-0.14380143518150967,0.07220141972620438,-0.2423915048023813,0.33895341471557
0.07445205361591536,0.08709096237754183,0.4191125166585381,-0.4417585742150819,0.7144878184019909,0.2930781011012877,0.13861556102588948,-0.3188328264373923,0.18381810367378154,0.6269532983666063,-0.3062850159621924,-0.06506352596596554,0.46992390767213693,0.7916482966297519,0.7826576156205965,0.04386667684097414,-0.14327550311651466,0.11122531679803539,-0.011715062008829692,0.5553895290196139,-0.955933942719239,-0.028347205868431563,0.6672548028875704,-0.5413390470274424,-0.2435492919342077,-0.6907385961441866,-0.21541798395750728,0.03914010220766376,-0.2880192821608078,0.11093808571841576,-0.09654631938738809,-0.5447423413115666,0.14160665217772278,-0.5459336667041343,-0.6648604482255471,0.06305571435653588,-0.7454040080642534,-0.9200138083992988,0.08325164185105946,0.2960219605920972,-0.3412002749914531,0.06236874412846373,-0.32669610030213403,0.002653680835271205,0.5986418915211762
-0.027404821946349543,-0.2722048966109133,-0.04539592900859372,-0.03538717659103291,0.5035808015783148,-0.013222301244231537,-0.10896464988363994,-0.07754543999515863,0.24406951701520055,0.5195651820020868,-0.062219287255473425,0.3535525719219671,0.28702510371174744,0.26176439318737443,0.5884095668112269,0.0028793029860257197,-0.5350596808786405,-0.6153935393291823,-0.3114072537211582,0.09476404537258111,-0.44752613334730923,-0.5101866673905936,0.17767871638730118,0.25342843418112826,-0.5281881309145043,-0.911668541709439,0.1927162680613564,-0.0823081691723496,-0.2595984887524879,-0.09326712160542366,-0.5182257600655491,-0.5193764925919901,-0.28176619493795335,-0.2598184951186921,-0.13823872852364502,-0.03959104447505847,-0.30745037247861007,-0.46723434836366184,0.263030613882067,0.4615984310093044,-0.3459479515623423,-0.4977299154610001,-0.29192184273263055,-0.5898874890675244,0.42494386477120544
0.023710505630494517,0.24623233939872133,0.12176971798703694,0.01549636487145957,0.3434403678797584,0.9225026026283324,-0.09592165170790097,-0.8403875873818907,0.011473181445651362,0.4814356105026938,0.284145013197595,0.394729791040016,0.41767991662909926,0.30004481684095224,0.5162446531061812,0.04933156561874118,0.6652543789061403,-0.011079480416408272,-0.3795954384185865,0.5791107951321527,-1.0767620174117931,-0.41106979630545154,0.41602203358299683,-0.17559106748300402,-0.29290009565279473,-0.6997562006594136,0.20821443739555356,-0.2572291592027792,-0.5430138175481365,-0.1403368567665244,-0.27313741924248947,-0.05862610163121247,0.07644743808914534,-0.35436577744772274,-0.5557444769208341,-0.47975632029442145,-0.46368567621225054,-0.6707746098133848,0.5495504261346812,1.309192978892497,-0.1651939767949352,0.2737505888739194,-0.2101916724760296,-0.15551500876110969,0.09775999410164965
-0.019547272217574754,0.25518581769440596,-0.07671278288298361,-0.06982203957676235,0.4006640185405711,0.18685035486417328,-0.03859899973365496,-0.14952601063130888,0.1913400640029434,0.4558058657082579,0.04360444604129628,-0.02481057966262748,0.9666016137372243,0.41522619134592537,0.5171702043887139,0.06270120588269507,-0.2308595380944178,0.04118302576073634,-0.30873687892099094,0.3966850767995349,-0.8696143395276438,-0.1652342555813755,0.15049296277888133,-0.010271755239602755,-0.5570793605973352,-0.353643447199204,0.047943225325128694,0.09843705194030467,-0.18420475700939443,0.08201086776163083,-0.04273548163050899,-0.529946554881969,-0.7162663857261822,-0.2887042169846521,-0.3470193770895398,-0.38454104157960906,0.1801523001448831,-0.5017700372079346,0.6245487213783681,0.7034802250458061,-0.12226332327469046,-0.4375443229279426,-0.16184100724895778,-0.46538755176890545,0.7046480866480734
-0.3474542835643399,0.12219784147130144,0.11381207887370336,-0.3862884318246352,0.656566451182961,0.5896636483316781,0.0458175991741521,0.07502735297918378,-0.022639042153016542,0.4629758873974643,0.14903621802870973,-0.07950867690918291,0.42616916034202734,0.2614826151441898,0.5929958749121296,0.11888818949140126,0.06521734877780208,-0.1852134995530155,0.006697221272017967,0.21735107605114892,-0.8246699500856208,0.0998497041273809,-0.2860248953772479,0.0435803734203502,-0.2564046881324723,-0.6429218649834046,-0.18803536401418003,-0.0928453988099171,-0.594080091845027,-0.1702030270631003,-0.1538117744474392,0.014391344294574199,0.25737371855137736,-0.7252135790203474,0.07737632751349094,0.16544325289507794,-0.5493148967483743,-0.5261211995159125,0.047324751971265164,0.7065509821264464,-0.22843070585891267,0.2548790350304826,-0.34440877605869835,-0.2250147062927075,0.10068423164519494
-0.2962429596103286,0.02086347349774111,0.4479969790020013,-0.3636066722293902,0.7027942765151809,1.0887889928580081,0.048446270425689685,-0.747904682283372,0.09945305115065856,1.020378022377937,0.31250557440182397,0.4239787392762101,0.13041890469824485,0.3229712913307004,0.11218550704890343,-0.3928767507545464,-0.3136626162534832,-0.35974718632051383,0.06460163365076466,0.46883749248679824,-0.7297739216687229,-0.2963549731942139,0.09366649308958187,-0.012032319312551831,-0.5462270049107399,-0.4656698785801774,-0.17872316261905385,-0.16048937028569712,-0.4430726433781119,-0.09482583084951275,-0.6547236400965151,-0.38515041806953904,0.07438280609723673,0.1572989702273183,-0.20696234299313648,-0.257959157414278,-0.34818304057661525,-0.28146063831772866,0.6131562128704539,0.5700252940879083,-0.4224052472076685,-0.13891103455117187,-0.6365332564407157,-0.05903247423549334,0.35810106721650525
