March_7,October,August_2,May_6,March_6,April_8,January,May_2,October_4,July_4,February_3,December,April,February_4,May_7,April_6,October_2,July_3,October_5,April_3,March_8,March_2,March_9,July_6,November_3,March_4,September,May_5,August,March_5,September_2,June,June_2,December_3,April_9,November_8,December_2,April_7,July_5,April_5,January_2,March,June_3,June_5,October_3,November,March_3,April_4,May_4,July,November_2,April_2,May_3,May,June_6,June_4,November_4,May_8,February_2,January_3,July_2,November_7,February,November_5,November_6
0.3199035451334378,0.3892037393066463,-0.5210823887949126,-0.8524952393038749,0.38463084290105787,-0.22663598658412681,0.12831237065255213,-0.43411333336118507,-0.06274167729472131,-0.8995155328508306,-0.579563991857539,-0.8347664548687239,0.32768496591819013,-0.2742460386842035,0.5490658804174986,-0.28630428139113817,-0.5970245940826564,-0.2390127201708932,-0.5580505124857629,-0.3002310143709033,-0.5879488523693408,-0.0090658480169261,-0.28561871754153834,0.461571088581884,0.3975708771974983,0.14785732589941722,0.9044197474350695,0.312513193732755,-0.40023544861923166,0.12211927063151853,-0.5566933476085938,0.34498955793387004,0.7530213345601644,0.16695008991965482,0.27930865579069986,0.11963290823635273,-0.5095821778551323,-0.3552933928298139,0.7300355118007997,0.4656909387603938,0.05737329015539,0.2920380041011061,-0.2200068459707194,0.4746734296772701,0.14796301350431496,0.7024294108439394,0.27654410077471236,-0.4228783151541991,-0.16002384165726025,-0.35174325418434704,-0.2018767742608592,0.18235984097148894,-0.4243781077747082,0.2660507424207846,-0.0976353094866029,0.4393500585159858,-0.4447970220966972,-0.46927371055487227,-0.10120584018055677,0.8862998664394619,0.49544359028451374,-0.21492423853474135,-0.06568078777396402,-0.06816290465382127,0.17465585879244983
0.5169300420148998,0.3892037393066463,-0.5210823887949126,-0.8450690202495105,-0.9001892332031007,0.3106339492840939,0.4785446294831238,-0.7262225755349465,-0.06274167729472131,-0.8995155328508306,-0.8807178741797648,-0.8347664548687239,0.32612597033170354,-0.5110757434023164,0.38589287474528844,-0.12178711246834471,-0.5970245940826564,-0.2390127201708932,-0.5580505124857629,-0.18989700325698933,-0.41735265567287416,0.37855915941392715,0.15466212895270828,0.461571088581884,0.3975708771974983,-0.5038152579280746,0.9044197474350695,0.47617048456816036,-0.40023544861923166,0.11519954819861672,-0.5566933476085938,0.34498955793387004,0.7530213345601644,0.16695008991965482,0.04091982468394238,0.11963290823635273,-0.5095821778551323,-0.44342280751024177,0.7300355118007997,0.1401130711222478,0.31178325933220075,0.0016897146451643752,-0.2200068459707194,0.4746734296772701,0.14796301350431496,0.7024294108439394,0.46377035335962585,-0.19549094885077978,0.02010953437125363,-0.35174325418434704,-0.2018767742608592,-0.09666716580397136,-0.23685817883681792,0.5143263685246462,-0.0976353094866029,0.4393500585159858,-0.4447970220966972,-0.37757217759540107,0.09898607948307121,0.7978282526745228,0.49544359028451374,-0.21492423853474135,0.13311637405053747,-0.06816290465382127,0.17465585879244983
0.23670119274425408,0.40976765793517844,-0.2281528059365244,-0.5903387681301125,-0.28972113073952216,0.02013967246539734,0.40214428063046964,-0.01004577163390441,-0.04509936790153146,-0.855168388749429,-0.5241610912818933,-0.33799218632776185,-0.21406159837033706,-0.19926094686982665,0.42533361069756936,-0.10869347076985866,-0.3573808074613374,-0.229115123663246,-0.4877587581325503,-0.01239214400676135,-0.6910012598890298,0.21342373577797785,0.027812591976704146,0.02160991772176679,0.18373903153237647,-0.09662050008837159,0.2854091477729797,0.20919727536609856,0.0983820088911122,0.10483930539453504,-0.3549452327361925,0.003976403239204493,0.2837902940377395,0.2320326765226262,0.11988177358798725,-0.15069429334723147,-0.296026732840051,-0.4309377471102962,0.7645704993356899,0.07970019678402501,-0.2588908782674874,0.07302464128810877,-0.28291634828729795,0.5012139326652675,0.4099552191746247,0.6449687222130981,0.3254471243900333,-0.18203475811317543,-0.3083962455553219,-0.12436938459262953,0.1873692823977769,0.11174691152219457,-0.30592342470036393,0.594298465845267,-0.3382697015486256,0.36435138650394094,0.14910146472040614,-0.27637709355929274,-0.2941122888837692,0.7747705983462099,0.31916503958845327,-0.24577593967940406,0.6227553932429957,-0.2521363996165945,0.38212521548200634
0.2161811856658474,0.4055745038495574,-0.2257943397876106,-0.5205563293561117,0.1638453945563727,0.16054598701457573,0.22378947606518418,-0.643624422623237,-0.6266113397682885,-0.7231345766351,-0.7636121032858352,-0.7645359283883513,0.2962220074372092,0.04975428316340596,0.15918254450490732,-0.12261990618723664,-0.9503189562816167,0.003039067618365851,-0.014100105030936935,0.1909496237227586,-0.05852214705473496,0.43047102346109806,-0.012231068957754249,0.23387674605174152,0.27618277584381906,-0.04940896453883292,0.3748440744304545,0.26078136788602846,0.10081034427564803,-0.02874716801908625,-0.38039949034283216,0.3177601635004359,0.47974528935143446,0.22471269618785067,0.11307252499015469,0.5375062755773495,-0.43536399797224523,-0.6357622909368903,0.9515665826519436,-0.05149662153792545,-0.05822858214829939,0.36886356914605756,-0.3163396548218419,0.26261354558506816,0.33111218572728934,0.821821667106454,-0.0014351771707299121,0.08644012815805378,-0.372507842432868,-0.2060267396156943,0.5283327749412512,-0.015376217104043535,-0.3219144768336846,0.6876491300520841,-0.31187214903266886,-0.13226943186510487,0.20410592995700327,-0.2338150019198011,-0.25706129310861714,0.5831987592770068,-0.19933183245571598,0.02561527539909439,0.25382415416707943,-0.1744240007968184,0.1543981310628639
0.30810109321983953,0.28215183229156704,-0.20403950323968137,-0.6875315505937406,0.13297208728648313,-0.0649586024893049,0.21670973605815927,-0.3806575941138565,-0.0833649615950572,-0.8460806420577229,-0.7880636764033866,-0.20680282981343706,-0.9104101980925945,-0.20918813553917154,-0.4866279630283192,-0.08228438193040749,-0.880337835858962,-0.5089373153355435,0.08767940072942398,0.07006970386814008,-0.5028201042590216,0.2812451561816694,0.0723893873479559,-0.15366034340998508,0.29704774399152933,0.2300299544255992,-0.1573964867370557,0.5049007447762903,0.06269457810475844,0.28293367160097554,-0.5070135454801916,0.44649296698161045,-0.03594952936226914,0.20454034578196184,0.48309204539016504,0.05575304190519416,-0.09547887138408084,0.017993313065045757,0.7919241504662775,0.24983448408905154,0.6160111852750872,0.30863091879118587,-0.9034341870382188,0.6290282783252358,-0.016159311874508656,0.6151925531430126,0.5293914258622784,0.5259442834075998,-0.010682529365955887,0.28065694911641287,0.31211402279968525,-0.2712159806393036,-0.558737151732713,0.5122232402480966,-0.3531596693975922,0.6108163898042721,-0.1365966510880124,0.2065259513273534,0.07966344671224797,0.7956898696627932,-0.11706039418061255,-0.2934675150848096,0.08029872435937435,-0.8555528380008264,0.22383641712446975
0.47755073599268105,0.5799173599182254,-0.38250452263500206,-0.40482043342564833,-0.1880136851579593,0.10280616165272267,0.6120595523810374,-1.0373611204406872,0.21985390679106243,-0.7629967864062043,-0.6386545172294995,-0.5156506514711547,-0.539977697809723,-0.4821599036121673,0.27559696055081095,0.032497780290169725,-1.1759182648104798,-0.01867667742056743,-0.4471255879586747,-0.052859316627516244,-0.8695934176780176,0.1804104609729352,-0.4352357734459382,0.3144022357898135,0.109469652269536,-0.24600984732380743,0.40307846708049627,1.021663129833116,0.014745566428333162,0.03621435464668527,-0.44687856777367585,0.12493255650784499,0.1250697315942773,0.2917691840828274,0.24948160704387254,0.29200602478023585,-0.2834342005598982,-0.4192363199302207,0.65891131094142,-0.12966744807279473,0.07517175813454327,0.003534510456577794,-0.6418838027963412,0.17838668544629477,0.29001172034605416,0.7260134427082127,0.032289418110803506,0.07916081024429879,-0.21264505342282145,0.28410806237039665,0.6580986192932431,-0.10504255151293827,-0.5958710581994283,0.7986732973144739,-0.10526768153759099,-0.06140048261179472,-0.14621204470052795,-0.2601267987531729,-0.3341345929316643,0.1708684407379925,-0.049972988187914964,-0.17186916365477886,-0.011289810186158947,-0.2214533016298592,-0.014449193711741484
0.6764111001003011,0.31040094347841163,0.18905303351130925,-0.41690630016393543,-0.12686094837810274,0.27202456402382963,0.22533217549917106,0.05999296626845419,0.13966554777599938,-0.6031309730553761,-0.6865002426644593,-0.3933927185660078,0.07075299794613887,-0.3147426360765655,-0.2862152060509949,-0.3959846451106008,-1.0406715916784717,-0.2629907230575827,-0.3192511358848715,-0.6375045177938888,-0.4867816644000731,0.48279687398921495,-0.8682519450042836,0.5682151672711082,0.36053132670976606,-0.33155804796771376,-0.04313072873327996,0.34523551457368906,0.16280216762152544,-0.1768764303112014,-0.6405592340811954,0.4190728091374526,0.0008852470605877627,0.03677666801870638,0.344367522457801,-0.013250282049137238,-0.43266486919919955,-0.4542060934943552,0.7078895598216559,0.05655648431758406,0.4118884241418428,0.12003509716743516,-0.5681114021747916,0.38448947403429246,0.3923701015391034,0.47945943220154,-0.06479254334731054,0.12867475876549217,-0.2141651046637852,-0.03298700319360302,-0.04503160401500113,0.21197127634856963,-0.2861039783393697,0.9809610754490377,-0.3593445957332001,0.3016971230602172,-0.37240386579213725,-0.03788960894126124,-0.1091974555894003,0.7106231840781405,0.19206563087311065,-0.1525445720057991,0.14568562508748012,-0.8036634653975983,-0.003043667830739699
0.4810800011552552,0.8380709875276986,-0.41534570495165674,-0.6593315131146248,-0.06341452203762567,0.16848298241768397,0.3774255370241616,-0.44067797497494543,0.07661193688018131,-0.8435779243452922,-1.2287524918654467,-0.5752233477979437,-0.19563915407557575,-0.20879659931495542,-0.36872806476268655,-0.194078187691906,-1.0223822729914291,0.0313803462993663,-0.3324036425626028,-0.24367794687913988,-0.3426715491716683,0.4848500291033759,-0.2583508543289031,0.1838148314653865,0.22040914071413664,-0.2306636381039457,0.5531096910453613,0.49572401302676994,-0.07068796181363278,0.020156221254017302,-0.8551185996984444,-0.11563689399078021,-0.10676418699546575,0.36665059487730095,0.5165252301562938,0.2972752568832512,-0.30188995959811266,0.03968002131595057,0.28067234177174455,-0.06901468064432587,0.4771100268318431,0.23819976489073189,-0.6068168901940042,0.3595771162054786,-0.20503752235897027,0.3046444097436576,-0.008569209667965913,0.031015049533879416,-0.1984113216934919,-0.019666084048434805,0.21073948743480692,0.034847444035759345,-0.18465845580369483,0.5159902067263221,-0.13566610746370544,0.15176615997393555,-0.49128421313053383,-0.06745679589797977,-0.10860581253809164,0.619212960726861,-0.33984691080561924,0.16886912632027976,-0.048200209749843584,-0.4559884857776595,-0.08436650893067651
0.5703027742191354,0.3864070076356967,0.20351485971307176,-0.8321344254087305,0.05733536470910464,0.2569284890894662,0.541300647582027,-0.5231293034409349,-0.08472355988620743,-0.7495107213367077,-0.5068855701173154,-0.5717183503857498,0.42855088090446186,-0.3626483297939277,0.019980437639001578,-0.10052414226399063,-0.34065988204279446,-0.2661095823099674,-0.4639886241869023,0.5338875992105411,-0.7043750204582463,-0.06132101631811582,-0.3542109691255071,-0.004973581608345587,0.1804343724561272,0.22097563484119806,-0.46805386659637316,0.13623422007326894,0.14650125118323956,-0.27155190236690724,-0.5550460962365562,0.392128556968872,0.208995359033595,0.5370549166376613,0.30193918430382427,0.5126661546504742,-0.2750800660016902,-0.7904372737705931,0.7392174532607261,0.26880202049786817,0.2854262185321358,0.2520371679061029,-0.6879278690239303,0.397456984218606,0.44626084783516085,0.5704659546537384,0.12283445038625784,-0.1582799801730192,-0.13547766192023647,0.05415268038504781,0.5099099609079466,-0.3284803687231793,-0.25375019113435016,0.5704183711351345,0.004612886949850799,0.1568174445109053,-0.005077616180496458,0.03671504548464875,0.1538374588827474,0.9240479803395762,0.2417873486231742,0.08228346490305909,0.516850722285106,-0.34857906825264023,-0.12125274705846371
0.7839174603512356,0.3283731960656788,-0.27313273478882133,-0.8449898573280356,0.16082559520147877,0.17787257071156187,0.44159378647036324,-0.07644075835959964,-0.04548487119038614,-0.9687526371268309,-0.5677567464994044,-0.26145411176413447,-0.9488791613717372,-0.12374871223884976,0.13281425666435762,0.28665545902692646,-0.8754394087953951,-0.27124459839302284,-0.22985492787719947,-0.01984364642491762,-0.4428329284092045,0.15078954886620477,-0.5424083643825117,-0.05920159876883428,0.33785214801665214,-0.3209058170514366,-0.014925179177088826,0.21149471924691066,-0.006874879176870234,-0.6132192830428245,-0.7592427645756746,0.4189995715473566,0.10880727411337804,0.3075068524569781,0.36872724307329635,-0.15009214757429457,-0.12671501505945593,0.09916333799394016,0.6048392734968717,0.2589996940908203,0.9433928013676097,0.08009093177036705,-0.47286904935630053,0.40258283896464797,0.33531764366965877,0.7320944025816873,-0.014862468198555787,0.11687643292001611,-0.2856096959606985,-0.10842902641368163,0.44069674180234014,0.23972809241589865,0.03439743298889635,0.28920341875149813,-0.20719665691950243,-0.07557929459858438,-0.37562522684791877,-0.2779823462798293,0.10563782823069327,0.9525500392168285,-0.04114818547858447,-0.2907454964898311,0.22734488000214312,-0.2302162344731846,0.2533112621772805
