March_7,May_6,April_3,March_6,October_6,November_3,May_2,April_5,October_7,April,May_7,November_5,May_4,October_8,May,July_4,July,August,May_3,November_2,April_2,April_8,August_6,April_7,June_4,November_7,March_5,March_2,July_5,August_4,July_3,October_4,April_6,August_5,September,February,October_2,October_5,August_3,February_2,March_3,April_4,March_4,April_9,May_5,June_7,March,October_3,June_5,March_8,October,September_2,February_4,February_3,June_3,July_2,November,November_6,November_4,June_8,June_6,June,October_9,June_2,August_2
0.3199035451334378,-0.8524952393038749,-0.10431122599611603,-0.2345749510885284,0.14364847835248637,-0.06816290465382127,0.05713539800165203,-0.1887543759730007,-0.41365206181531067,0.5429634298687791,-0.2933870930644612,0.013934587131755875,-0.10005486111583801,-0.31928671900635175,0.10196838887650772,0.6771560841339654,0.30578399346526247,-0.6589034315121505,-0.7454756201365879,0.06458088010874342,-0.35667218568541537,-0.39425580099089663,0.01289592174816992,-0.12267476648475145,0.4443326207138596,0.30552408596684055,0.38463084290105787,0.13151452349244996,-0.761453481397556,-0.29032583027771874,0.19715438376196187,0.7312190440942021,-0.10525501802696668,-1.1287605809588794,0.38221061301376896,0.4412482934951712,0.8761841830963605,-0.6083468256202127,-0.12417929259285161,-0.40005434892290326,-0.18268058023721329,0.4656909387603938,-0.4304825220559783,-0.4849050352133907,-0.5801489235347363,0.4746734296772701,-0.20468754336476336,0.32239309609152433,-0.00702368534013631,0.33361073387467854,0.592597973578369,-0.34342441330466233,-0.30840671658255336,0.4379474737484311,-0.004051981497605869,-0.6550113321729185,-0.0297244655590584,0.16905722222830954,0.8771046149300242,-0.0976353094866029,0.12418831212856377,-0.533503339595545,0.5461676410270022,0.44782489190069275,0.24799932092916596
0.5169300420148998,-0.8450690202495105,0.035737781507346855,-0.3181635474438165,0.14364847835248637,-0.06816290465382127,-0.07353827147755083,-0.26436622647777325,-0.41365206181531067,0.3706181150394118,-0.04728946197294812,0.013934587131755875,-0.27051146969198814,-0.31928671900635175,0.3190538520492744,0.6771560841339654,0.30578399346526247,-0.6589034315121505,-0.4865655758820712,0.06458088010874342,-0.19276584285615833,0.26770795428695565,0.01289592174816992,0.14099435429569207,0.4443326207138596,0.30552408596684055,-0.9001892332031007,-0.4533326601057104,-0.761453481397556,-0.29032583027771874,0.19715438376196187,0.7312190440942021,0.3083404427087466,-1.1287605809588794,0.38221061301376896,0.5523744659330779,0.8761841830963605,-0.6083468256202127,-0.12417929259285161,0.19447512417081309,-0.7872578372362343,0.1401130711222478,-0.2659955855363404,-0.40649220668742475,-0.195247308718575,0.4746734296772701,0.13139018046808984,0.32239309609152433,-0.00702368534013631,0.5897881010511782,0.592597973578369,-0.34342441330466233,-0.1436899170341868,0.48436901816201006,-0.004051981497605869,-0.6550113321729185,-0.0297244655590584,0.16905722222830954,0.8771046149300242,-0.0976353094866029,0.12418831212856377,-0.533503339595545,0.5461676410270022,0.44782489190069275,0.24799932092916596
0.23670119274425408,-0.5903387681301125,-0.38459143384646655,-0.33849018617649884,0.3060098844404143,-0.2521363996165945,0.2695777741393573,-0.4906782343382109,0.0279558965551098,0.4312379319413286,-0.12418683426006609,-0.15552998943084337,-0.07834161013688795,-0.47517012588184515,0.03445491430636777,0.8175951667565703,0.24847521824333074,-0.8371341034924669,0.031569141521235036,-0.11854728948341943,-0.17324475476924017,0.33988405195611626,0.021319271723515887,0.0880327519884576,0.3525397404245875,0.2482438562800305,-0.28972113073952216,-0.1546389930357759,-0.5132875595483221,-0.04166508701767596,-0.00493052875788097,0.39232804377916825,0.3560650886186014,-0.7206401575155252,0.12022160298171755,0.4267464651304131,0.4656153481090643,-0.045277073505249774,-0.052271903889039587,0.13964848380999523,-0.4984494942581375,0.07970019678402501,-0.3971424416866172,-0.04404811799916769,-0.12044537764052744,0.5012139326652675,0.023146378708008356,0.6547150413480078,-0.170970090468828,0.11207881905718745,0.009123932200750876,-0.062362946226477665,0.1466055621942442,0.38106985915974045,0.3076104569361193,-0.79169601716818,-0.05989972536524113,-0.22157153006683983,0.6603617522506786,-0.3382697015486256,-0.21924285690284023,-0.3434416232921458,0.0972517333987416,0.3164345184600874,0.5415762260580511
0.2161811856658474,-0.5205563293561117,-0.38702992411526355,-0.12246930061586396,0.19468779441347295,-0.1744240007968184,0.02447535649808559,-0.5614007653132153,0.16105020800884332,0.3841085342983856,0.12509505695400325,-0.1356988334412436,-0.22560493317419641,-0.4057230681709934,0.6459401818376562,0.4802719591344543,0.1218546240511112,-0.5658166171461193,-0.621452919567739,-0.2792614023000384,-0.48803625232966197,0.9916795832534903,0.251371826801845,-0.12596954871988547,0.2549392203501308,0.4953799211864368,0.1638453945563727,-0.49010774101395727,-0.4970706877470136,0.24542799272383473,-0.3708118130442385,0.8420194694967764,0.2181688421179916,-0.6401487739034307,-0.18204399600150312,0.14303613863628178,0.2587832223800496,-0.4005452613927413,0.004884040377073032,0.06759467240921375,0.19863161907250487,-0.05149662153792545,-0.42298675822154774,-0.20738210155751435,-0.3154046805693798,0.26261354558506816,0.737722485282128,0.4822865642414973,0.13601262308957146,0.590290894182359,0.34538830034015194,-0.018465774825915035,-0.36870903206375377,0.4857386753619977,0.3042101787028592,-0.39124935894540475,0.11265519370723578,-0.4428224484196397,0.38985766659162996,-0.31187214903266886,0.1596623119331133,-0.057380988474954236,0.4353637764058935,0.11737374219321389,0.5447675706335093
0.30810109321983953,-0.6875315505937406,-0.0922621025948307,-0.20676661985538541,0.1502156891603698,-0.8555528380008264,0.17594283565845997,-0.4231881685331202,0.2075448973288433,0.30180612132495843,-0.14397475485685807,0.4912957948881069,-0.11159687127657349,-0.21262280221653607,-0.04742412850437556,0.19551818101388552,0.14474840238301642,-0.9670204408845539,-0.3031689915843915,-0.37280795915375736,-0.21663521453219645,0.12463204201600983,0.15050324047293717,-0.22628068502731047,0.876543382241437,0.8212992281455406,0.13297208728648313,0.067900025072901,-0.4930386439122128,-0.0647013312434498,-0.00828324839684548,0.7243338785494376,0.03270545490745276,-0.8191429891803896,0.2536233589563466,0.25894803166613567,0.47823661661560485,-0.2525529073669692,-0.08790173352150507,0.060610487216884334,-0.487061206376344,0.24983448408905154,-0.24730170503605303,0.012008032981640014,-0.278210170888286,0.6290282783252358,0.5310757089090322,0.31894581847829273,0.15931829838340883,0.24685091823455063,1.0762201834294798,-0.009182756800071412,-0.08368048437203364,0.08101168330485847,0.31516186527824247,-0.8272915362859113,-0.3557760709629166,-0.4011379248122985,0.5115252376311824,-0.3531596693975922,0.45689440397980097,-0.6374066154360227,0.33940569927413355,0.7787544578079342,0.12860207820675512
0.47755073599268105,-0.40482043342564833,0.20862432969242622,-0.202997436746637,0.2975954111932859,-0.2214533016298592,0.06321861882684526,-0.41832391415767695,-0.15805711338788442,0.431075132146503,0.175192070176837,-0.391572738626425,-0.014012182136051002,-0.3762479686060793,0.48944286780667495,0.1808904068526462,0.24376827430282375,-0.5273407489024822,-0.35035327803368677,0.2818605815579369,-0.4710515054805642,0.00419176325517949,0.4398117559875869,-0.08780588817722482,0.43589651395169393,0.26625722802813895,-0.1880136851579593,-0.21626153048712177,-0.6241535578355846,-0.040392316057856356,-0.032282091352935395,0.4206483033267943,0.4382914898135805,-0.9270877154743637,0.0718991784994758,0.15879289147250447,0.22291172254682415,-0.10393402238305212,0.10546584371728188,-0.022286572437388324,-0.40090804433517724,-0.12966744807279473,-0.7010516826365342,-0.19729067788118837,0.06485072102596698,0.17838668544629477,0.08722720486873227,0.5078836169199453,0.06891542722166913,-0.05438204199909452,0.2502043710120234,-0.24971391085106265,0.09331281054288268,0.4628703871762256,0.4033379723420951,-0.6958016412830247,0.038867229574469586,-0.05862946155820935,0.40041759940374144,-0.10526768153759099,0.3731771163315629,0.07019239844658753,0.5250289874683869,-0.18026295289131644,0.015282923203817828
0.6764111001003011,-0.41690630016393543,-0.20903704028855188,0.24893126388288683,0.4271429694085153,-0.8036634653975983,0.10940243112127047,-0.14273016160381066,0.0378368776290158,0.5987816417054327,0.15075363922211027,0.18617984114674507,-0.48786943494516144,-0.24713625064286018,0.19149199198972017,0.6640622804048659,0.023772993292474582,-0.48596018045153855,-0.49606109829366857,0.09356476868314925,-0.4312552329645015,0.21159541057006076,0.17285847068188726,0.16396456976134194,0.6246736290707595,0.811285366211079,-0.12686094837810274,0.2621116404085764,-0.5550752913513263,0.19386849812214757,0.24866560018221534,0.5895993712950852,-0.276702083925081,-0.9204706626685057,0.17404996481566568,0.5284575390692634,0.5665803572631212,0.1719575059268026,-0.2572440805955921,0.07790156404121507,-0.4154066436086735,0.05655648431758406,-0.30771865638956597,-0.3840477588656521,-0.24397160421168723,0.38448947403429246,0.11696137777071364,-0.19678127728095057,-0.055338818488288616,0.3072038429130093,0.8799990091749834,0.10793668940198396,0.07730043341093976,0.0587419370910222,0.3891665028695588,-0.45228333125487163,-0.06708993027765967,-0.4836800853787985,0.7387730863899754,-0.3593445957332001,0.10039216816681085,-0.058368370163370736,-0.29157505301936315,-0.04317292089149147,0.875331649949058
0.4810800011552552,-0.6593315131146248,0.26002648109406007,-0.15908600286038982,0.12557571820957109,-0.4559884857776595,-0.08288856985046648,-0.30978788166856774,-0.09539501790099608,0.3978980582024415,0.17616748395107693,-0.3181994158344681,-0.27727384616996886,-0.4175009757595103,0.11959686203221986,0.40049710304974395,0.3953875759234645,-0.4560427780338354,-0.9763989339762013,-0.2997859231578812,-0.32315034745792076,-0.0303440267495425,-0.1501129814059513,-0.0926999336546727,0.2297706790164567,0.5898419317798138,-0.06341452203762567,-0.05421346946026794,-0.6447906841943724,-0.06832399632345347,0.16712551487164856,0.5763285087557876,-0.06464503503100888,-1.0474639250764255,0.45757239131322386,0.5376530724126082,0.6870447863694408,-0.2552428741955768,0.13836767228574218,-0.06533290911000439,-0.528240403262288,-0.06901468064432587,-0.2618542789853413,-0.4566984776987107,-0.3114940205905983,0.3595771162054786,0.05705710620867238,0.23507826182125652,0.01971875203090312,0.325871729958295,0.5985985585209145,-0.19464300568079193,-0.5633562073444214,0.2737702329314965,-0.06765734074339791,-0.9739605873733691,0.5970433681545226,-0.4595187446256426,0.48033785840416665,-0.13566610746370544,0.22206184721390715,-0.3740387616748096,0.15907394007264394,-0.08357718584996267,0.7042305024286611
0.5703027742191354,-0.8321344254087305,-0.3280146988377639,0.0007342330051509638,0.5271938397885985,-0.34857906825264023,0.3785677160938285,-0.3336247005088639,-0.07856575615586707,0.29661960278501204,0.49330598135217474,-0.0026900394402392946,-0.3148670606401877,-0.129236570889821,0.19703468678977443,0.36055383039077443,0.18441372160200142,-0.6270291688586827,0.12044817321536541,0.0856957811700641,-0.5310811981839864,-0.10571850419284334,0.6015923567736536,-0.11121649131961787,0.8718114986725954,0.4701348074833516,0.05733536470910464,-0.4986579948862567,-0.47410366264810055,0.252554672921686,-0.20155759211190322,0.4218235884391731,0.10922630508487988,-0.5698167769155061,0.2565065816397237,0.5669393595135105,0.08733973699592756,-0.08915982371843559,-0.09817143125864457,0.05575967366663334,0.24930488690737973,0.26880202049786817,-0.7989494572083334,-0.3401360494157608,-0.34031537685905694,0.397456984218606,-0.17408852056013752,0.4506248443556746,-0.24473038360763388,0.317658279928669,0.4772183468036658,0.04113433989893597,-0.29805847978250793,0.4885295005030622,-0.052127398833893085,-0.7669663072706894,0.2034727048409512,-0.8645246965365913,0.8091645392768788,0.004612886949850799,0.12447204915597988,-0.622673208399032,0.10666250727816333,0.6939148633769316,0.0781658456798581
0.7839174603512356,-0.8449898573280356,-0.0048836509466159556,0.042360676770447234,-0.019894139484328124,-0.2302162344731846,-0.24041828017709688,-0.12984523100744919,-0.24703360973632887,0.34245955119173455,0.10844786487041043,-0.32162986889077183,-0.4097930665925532,-0.09479687392168797,0.35421630980282026,0.6070040726057467,0.013567297139327347,-0.7184783275282929,-0.573628091627666,-0.3328817915985783,-0.19818453475659392,-0.18090274984176988,0.26395050641303636,-0.3185127564142832,0.5959480289147279,0.6505763021515596,0.16082559520147877,-0.8723904681328372,-0.28591660028371385,0.03145963740680194,0.24044698378162221,0.4839804545214361,0.37704270772973236,-0.7637069546043374,0.4316178153253941,0.39827289986466957,0.5439774560245445,-0.2313377354212372,0.11304611302891723,0.039408977010059326,0.3367187674547077,0.2589996940908203,-0.552481165086947,-0.10113808748981706,-0.480035290090579,0.40258283896464797,-0.030789321522700874,0.240788912712305,0.03130848987175222,-0.18327311122429155,0.39562327523691576,-0.2205291342162573,-0.4225669881563218,0.5333023009499719,-0.1362519994435748,-0.568722029072853,0.3782467523891992,-0.47046648214508974,0.3991742494079366,-0.20719665691950243,0.07998670105116645,-0.1943900156055912,0.2000948439649331,-0.10232145358547196,-0.1251422803564487
