August_2,June_7,May_6,February_2,October,April_6,January,August,May_3,July_2,March_6,June_4,April_5,March_4,May_9,April_3,November_7,March_3,October_2,August_3,February,June_3,August_5,June_2,October_3,November_6,July_4,July_5,October_4,November_4,February_3,March,May,April,September_3,May_4,May_5,June_5,January_2,February_4,May_8,April_4,November_8,November_2,September_2,May_7,July,December,June,November_5,April_2,March_2,January_4,December_3,July_3,November_3,January_3,November,June_6,December_2,March_5,October_5,May_2,August_4,September
0.3327390928768825,-0.24339301660038107,0.1250112644590276,0.09654334570656115,-0.11727714055963252,0.6128341820143732,-0.47173903140555107,-0.9604247593306087,0.6065031030584291,0.05430134072988933,-0.22640277097947734,0.4700348755095453,-0.0526625778391569,-0.5063601032839418,-0.24641544725513573,0.4647884573025389,0.25645875505145516,0.371394910975759,0.40571782517894955,-0.12955223422242346,0.39329977326536164,0.837850881143968,0.558365497767888,0.9342520584919605,-0.08323911309897904,-0.10963994130163124,-0.558903081210262,0.7009954711370449,-0.18200200256109908,0.1195331158201095,0.18622849059086094,-0.30756657532223214,-0.13020309881713923,0.2645172041916695,0.9390628320174991,-0.6316541240215914,-0.11552798396387905,-0.03958598010521852,-0.021095056109201468,-0.18982882905171566,-0.48779018854713024,0.6359767030443694,-0.4241533954128678,0.13542879187083298,0.36126287079700775,-1.0174896531882371,0.3422553233699404,0.06343695454818421,-0.0736099506500592,0.07954623166179223,0.10701708296231857,-0.2070444132101663,0.07640922776115949,0.28736777576097583,-0.16307817610298386,0.44815209060405276,-0.16426690677140957,-0.4744786661135337,-0.1501552479073301,0.2946575204866313,0.3084166257658583,0.1756736998506291,-0.40441577081325525,-0.6241337531545889,-0.3048515542489211
0.3327390928768825,-0.24339301660038107,0.4160006461217327,0.12625710739860074,-0.11727714055963252,0.6463065020448645,-0.6576100917847295,-0.9604247593306087,0.9418591111856013,0.05430134072988933,-0.2727157680832152,0.4700348755095453,-0.19300097122074844,-0.3095932364576756,-0.36030619083050247,0.1963069906494709,0.25645875505145516,-0.4698347527788567,0.40571782517894955,-0.12955223422242346,0.35770139216837404,0.837850881143968,0.558365497767888,0.9342520584919605,-0.08323911309897904,-0.10963994130163124,-0.558903081210262,0.7009954711370449,-0.18200200256109908,0.1195331158201095,-0.294823824042308,-0.25721572148064503,0.12387948251484503,-0.017364148854444067,0.9390628320174991,-1.0405704248978749,-0.30297358499465216,-0.03958598010521852,-0.00743935862309901,0.05963684865043496,-0.3470085972713193,0.5600010103457372,-0.4241533954128678,0.13542879187083298,0.36126287079700775,-0.9893360552775333,0.3422553233699404,0.06343695454818421,-0.0736099506500592,0.07954623166179223,0.04396109224882011,0.26175762698500415,0.29606538632612095,0.28736777576097583,-0.16307817610298386,0.44815209060405276,-0.4703380467241354,-0.4744786661135337,-0.1501552479073301,0.2946575204866313,-0.8570057941715984,0.1756736998506291,-0.1333679062565712,-0.6241337531545889,-0.3048515542489211
0.3821030583732448,-0.21792151054374398,0.1733534396601054,0.13194255580931888,-0.1377578427415317,0.7172795174688231,-0.628681694683049,-0.5133540008864784,0.7069484408092872,-0.14340704266705184,-0.02047980895383185,0.09432977160985175,0.37309849312890986,-0.10041625344270083,-0.296439745775064,-0.12722356989732458,-0.1257676225907589,0.12539974977899807,0.3783567190318626,-0.5899340377224013,0.6232667125267687,0.6337536324968456,0.2614560371238765,0.2678129944736317,-0.2589638576066652,0.23651276290487316,-0.671591433156415,0.2553215405139341,0.24919584099270126,0.12118399500388696,0.2530142540403747,-0.382453782002149,0.21955847998841418,0.3099170465879308,0.8655998835635647,-1.0316583511064654,-0.011431335119040938,-0.1729166840007131,0.41218927573372366,0.06867136746644477,-1.0280658663902613,0.34534650586172444,-0.21910262532758068,0.15761021106686635,0.4738468005144856,-0.7288296961244667,-0.09551673864365186,-0.7469719567862452,0.07009268325649617,0.5135991278017581,0.11698851762661439,0.15054576569409087,0.15429580965632983,-0.021340324434719157,0.035467353159230025,0.6108675197338683,-0.5457536558377131,-0.6887204429002809,-0.28903721004403093,0.4807593287611286,-0.4999993588263525,-0.14591961594183278,-0.2918807425567697,-0.10941785362901951,-0.3553829073914936
0.3461190826738207,0.007338034833152152,0.1660032687218173,0.4136060920258277,-0.2705915584520454,0.6407198445732739,-0.39234031911381256,-0.42113866053414856,0.6340742224068137,-0.13522190738146284,0.19954134322503453,0.28849911964878905,-0.1463562984012286,-0.12499993766057146,-0.1890518497877362,0.014503704480755473,0.1006717677915858,-0.35382345846849705,0.3029994020146426,-0.7050844680622513,0.9000452653573674,0.5660756140747226,0.39176036299661243,0.22100972710484315,-0.28851029402184647,0.28497845801347654,-0.6043274785538878,0.3747554650421053,-0.058536369929068965,0.22096731340808803,-0.014184330142894809,0.3384466346494642,0.3074736361780305,0.2199350143607377,0.5894436840035361,-0.9920137602326259,-0.425783303488575,0.11694799558883534,-0.008950161168348555,0.4294564296018312,-0.40179989165973123,0.5901896558180182,-0.44452530640485466,0.5205271648363288,0.4244502406000788,-1.205711042806066,0.005788411385752416,0.6745474733510174,-0.17775979252769253,0.3145243596273069,-0.44295298432816527,-0.05113110278533056,0.18087656070621816,0.5713452081507954,-0.061965638682044036,0.47187695112123174,-0.9828359114090581,-0.41176142490225853,-0.22747889134170152,0.9397565016771556,0.1309237098997626,-0.10177024470058077,-0.5318458842790328,-0.6157905268012531,-0.13597123042039408
-0.20839743293120086,-0.03478007523761578,0.28511204748770413,0.4441573929522106,-0.31086205963656055,0.3920041215613819,-0.6184483999856466,-0.6538255884942216,0.549577467073799,0.16602121792303334,0.06005869380171041,0.08542001435283643,0.025189368102551034,0.18075877664058304,-0.19629393556938296,-0.008188410519309065,-0.05525626375883084,-0.32900379478657843,0.10863033441989087,-0.535342990399508,0.3278021355079297,-0.07656062544648913,0.36102486644391246,0.7737654103906634,-0.22021849424278434,0.3985428240211327,-0.7628452498128986,0.20903386248047096,0.39461240806353887,0.2530859703946409,0.4774174181654199,0.1028749695059033,0.616998432812839,-0.6196030055881018,0.5421519008020104,-1.2320265409347937,-0.2892171177997998,-0.012211844249089963,-0.05032965609792431,0.1070090378780249,-0.9292620069002459,0.8018259918378589,-0.5530686119027478,0.447921435071061,-0.030043616464083142,-0.528512069151386,0.058481183970275054,-0.500339976884998,0.11211905766339386,0.29901514447924415,0.039603375389875156,0.3838614821701634,0.25906904058748953,0.542847573536923,0.1945410487326994,0.6785077135933192,-0.8792419875020521,-0.9259305319003945,-0.5846957733039444,0.24198018560333712,0.7121179437417601,-0.18663394040305217,-0.7089948774668958,0.1305868201409194,-0.1596521850675443
-0.12045346424985916,0.1409761222970939,0.1744904658731053,-0.45509691580788525,-0.49517170843277364,0.8013006796465884,-0.7418672903521805,-0.5053946971911514,0.8038545318608075,-0.011744466801129852,-0.0857425409953683,0.17599630668257843,0.3081047210443195,0.024325919418724452,-0.632449711538631,0.1583863608823547,0.1783342164241871,0.3882173609296238,0.3140735193333179,-0.4045048786480438,0.3276751289817862,0.34740593903515393,0.5506045105230147,0.09551014772051594,-0.18747758731760406,0.19412468365746488,-0.4484785428352943,0.5779137560450075,-0.002178252905368036,0.19448891342998162,0.36885317330345885,-0.022972846923372037,0.13679381053287792,-0.03805752068709964,0.9304763889247732,-0.911431443808606,-0.0842666855687434,-0.6612885840065035,0.40546806079240755,0.2534964729707367,-0.28033051231717276,0.8243601263144071,-0.5735213272935398,-0.08867033277500928,-0.009674026519237974,-0.5618501479349882,0.11063592229150332,0.026371820777548675,-0.22522408603239377,0.09905396324727964,-0.07893960826365573,-0.028150284478958856,0.2740706972695381,0.487557113104392,0.04005754528269822,0.19401494382024126,-0.4187044861755307,-0.7467658557598383,-0.06767691080949062,-0.1643827303060818,-0.8077262985591398,0.2307172461961285,-0.09696272446765715,-0.32083652349885317,-0.39295796298216407
0.14871797444674245,-0.046154121736685136,0.3302736459981873,0.5538041512973662,-0.5705399882662434,0.6921836113568421,-0.5070584564802936,-0.7175633710363992,0.6752843419341888,0.4391189531293125,-0.2357100538849666,0.1848421991690618,0.38353799288817814,-0.32112240915451007,-0.18154617798955713,-0.37404288947976405,-0.0514481392766657,0.538036404262077,0.014936155114391336,-0.47027838503313035,0.9425713764874898,0.06654945595381681,0.6384375567127272,0.3500961468000194,-0.7174790335858642,0.3419063626869671,-0.4309082416016346,0.7744312321078111,0.1381800788032106,0.4666182252505868,-0.20494872351505838,-0.0339329670864636,0.29583019850663944,-0.18082613859976399,0.6406570025376205,-1.109671192373964,-0.3675383243054631,0.12927534030084592,0.5538985056145844,0.3490128227121052,-0.5028563429070652,0.8318190480601305,-0.6384959314753222,0.7935343906709915,0.16298919434453785,-0.7263856885048976,0.2756249949778232,0.270241636695952,-0.12087972983587826,0.6473961107269004,-0.15307035992210385,0.12071274950410328,0.20730260627681624,0.45093478709246915,-0.5400225073323558,0.4474596376325773,-0.7178612900353403,-1.0724298107136607,-0.45510868533373416,0.38230942187697126,-0.46210588416154474,-0.009684020314366493,-0.4114336362188181,-0.13010417402287122,-0.2933141689323413
0.5915744390374096,0.12842506547673893,0.6133402188915491,0.018864044407605245,-0.3600132105625519,0.3667073328206225,-0.298361859735413,-0.5939546035797318,0.6516653225300313,0.11858447832627042,-0.2695970581517179,0.07822957660412265,0.28626789330979113,-0.4176885194441048,0.14923905871881102,0.24587829222961743,0.1974518482117616,0.051200413466852515,0.21184675584832335,-0.42033728305376744,0.30802511677936134,0.4222056488238831,0.5032544601744962,0.7556769165937869,-0.23589169877349436,0.39222768954626697,-0.49843162704946903,0.7272008086244142,-0.11630282749888132,0.9930876386718587,0.31910363096941974,-0.272280909530262,0.4041104996845453,0.0182038198998943,0.754052336250377,-0.8208795090092769,-0.15798003171745165,-0.3807197736911554,-0.10029765824016981,0.10631152394240288,-0.9416307531474415,0.8786435806705992,-1.026793675281141,0.5096638143832158,0.26789615740595396,-0.1772435830891091,0.36002257785621516,-0.45555789547149245,0.09371672504769654,0.6717151581166708,-0.13003294978341426,0.05780257633661176,-0.09083810762265637,1.1262189066216586,0.12405048905662215,0.1709279299845858,-0.5983413997882272,-0.11432578088273848,0.04969919792425507,-0.2759294348879203,-0.19843493939592466,0.11075796605007213,-0.4750528865984043,-0.6732169998558886,-0.3122079787107698
0.46721856919444005,-0.10676543622977996,0.010266999612634768,0.21791738591850643,-0.14943048843339807,0.07252140328258987,-0.09644624120188935,-0.5849768995348127,0.7350349634960923,-0.190388946022929,-0.12858821402927678,0.4414651718642399,0.5744118200458141,0.02783397563171567,0.2446106266907583,0.28325785788145297,-0.05529952886714795,-0.28280198831821357,0.5748840956470512,-0.59488478445849,0.618444073131893,-0.20323758743909412,0.5860998810465434,0.4357643454758614,-0.22546190370129715,-0.11336095083728029,-0.46758269612543857,0.6411221316120795,0.2596022609768945,-0.007804500795440011,0.2587733559776614,-0.22213315745141707,0.8182020490492802,0.18740238963361164,0.7068145481249168,-1.041623185797629,-0.35350848142454416,0.10650713609913234,0.3337419196960434,0.024526497832311256,-1.0403554260071413,0.24253781205877523,-1.009190866421391,0.15102080382813599,0.2867646757877778,-1.2326592207153553,0.141530971309261,-0.2296045356396207,-0.08533962980658005,0.396973271873734,-0.29275748674071406,-0.34590439987420274,0.11752953737904781,1.047180486077705,0.0973188275326808,0.8750726425605095,-0.08334453564360425,-0.6761043797211471,-0.5279202498430471,-0.1819000791170831,-0.7314739840820895,0.168251776937602,0.06379420041446979,0.013599809885628089,0.013040113122811024
0.14739138435332044,0.1874722684167997,0.5521640223253225,0.334107237366416,-0.3828658678110499,0.5672109794353228,-0.47867205448414585,-0.7180112441370674,0.6174917810588293,-0.0889201911588096,-0.006361741105341823,0.25324207534736176,0.09772782016340155,-0.09025309189786176,0.13391120023323877,0.3290018500364404,0.46624117452910363,0.27328808937045024,0.5434967765119328,-0.435523225449808,0.42496665908606557,0.8553084433851591,0.4031105313537059,0.7370102871579662,-0.2472970469452319,-0.1823158971163103,-0.3239375273910893,0.5849386585613024,-0.06567719984738773,0.1720841025123104,-0.038257359947397034,-0.19360464774272312,0.591111116935452,-0.4917812146296352,0.7966655145314139,-0.9634765250849748,-0.2627574394182926,0.2145274193568793,0.4407685319218162,0.2776712014728295,-0.6694383509445267,1.2626927658591964,-0.31361481852401196,-0.14219240146384993,0.40229678189359624,-0.920924099784413,-0.03323242349648418,-0.5054868850071779,0.03218874730536591,0.5458576445968008,0.18782786869536341,-0.3798547611272732,0.39187709349575484,0.5985111335237163,0.000141218231337073,0.4460876958797418,-0.39415860491338517,-0.3921295004502843,-0.7366394352584246,-0.12035119231070733,-0.9851219586946366,0.2724712559085657,-0.9528560693344779,-0.18371202532194725,-0.2942914783365487
