November_5,August_4,July,November,April,September_2,May_9,April_3,November_4,July_2,March_5,May_2,April_8,November_9,January_2,April_6,April_2,November_7,July_5,March_2,August_6,April_5,June_2,December_5,August_2,November_2,May_3,June,October,November_3,September,March_3,July_3,August_5,August,May_8,June_3,March_7,May_4,May_7,January_3,May_6,May_5,January,December,March_4,March_6,December_4,May,May_10,August_3,November_8,June_4,December_6,July_4,April_7,February_2,February_3,November_6,December_3,March,February,April_4,December_2,September_3
-0.13617318110020626,-0.18469322420820394,-0.16421812794145033,-1.2148920606282974,-0.03333981260277296,0.8513913449417693,-0.5674643125847189,0.2010698262227078,-0.9962287894765407,0.10143121002804731,0.014884793765673601,-0.26298337856304116,-0.69232887345672,0.4929846789691353,0.09822237168275218,0.6636752759637774,-0.6530074580956294,-0.05244392490600418,0.029167483824991736,0.7891475646199293,0.4423656336260582,-0.4911061399348332,-0.1483206698101962,0.676014266098051,0.12930377927600953,-0.19200305917391883,-0.02311900746028569,0.2563269528384843,-0.9062168917105171,-0.1867962975969143,0.09645101026151054,0.6959062156372466,-0.10415101221118682,0.008776135829118084,-0.15357953506239927,0.7789981184668409,0.16772864206950194,0.29389476070190634,1.1094764903934247,-0.16791254107940035,-0.1647634598278142,0.9222797272677178,-0.15277549720281,-0.2318165064658752,-0.11425744848052559,-0.12850699840337063,-0.7391842520743982,-0.6108410229098594,-0.29314569828781034,0.6002677434733693,-0.18178414059538972,0.07321900492786124,1.039427997332086,-1.0391025355032548,0.260713582532129,0.5503755664351104,-0.08009682117683145,0.25535931564450326,-0.7238895417582515,-0.27445642679902743,-0.3609291155922759,0.5914531500749493,-0.2728695906864297,0.2575392571959457,0.9799209232881528
-0.13617318110020626,-0.18469322420820394,-0.16421812794145033,-1.2148920606282974,-0.12847728828733151,0.8513913449417693,-0.663306497213826,0.24229040129812013,-0.9962287894765407,0.10143121002804731,-0.009168003628475932,-0.43741643737155494,-1.0012610900526642,0.4929846789691353,-0.04403545633250457,0.611218838599097,-0.9078665354302777,-0.05244392490600418,0.029167483824991736,0.3033407952300649,0.4423656336260582,-0.511808967786862,-0.1483206698101962,0.676014266098051,0.12930377927600953,-0.19200305917391883,-0.1515441433626708,0.2563269528384843,-0.9062168917105171,-0.1867962975969143,0.09645101026151054,0.5626747688767448,-0.10415101221118682,0.008776135829118084,-0.15357953506239927,0.6447258353896018,0.16772864206950194,-0.7332241337811233,1.282505309497115,-0.3226639840726443,-0.17233747551439949,0.6482395712802145,-0.010871939482448592,0.04989664756691541,-0.11425744848052559,-0.47171778652983704,-0.5146333268285045,-0.6108410229098594,-0.6890484920951504,0.6497958026555019,-0.18178414059538972,0.07321900492786124,1.039427997332086,-1.0391025355032548,0.260713582532129,-0.10948864224507918,-0.5403104414085133,0.6529675994287583,-0.7238895417582515,-0.27445642679902743,-0.5877680204531461,0.2286467869676029,-0.16890178914741746,0.2575392571959457,0.9799209232881528
0.10833097456759891,-0.8686228066052555,0.08012055855427892,-1.081002846393112,-0.3676151387056364,0.6060658607538845,-0.43110934399629836,0.2723096154092459,-0.39512258357566105,-0.2661975185255511,0.11346475481006808,-0.3885553570486146,-0.03139194746451111,0.3080788376494619,0.035228589056249024,-0.17414794245765397,-0.791323736702906,-0.03303226859747956,0.19714174150496272,-0.34845267600937163,0.15147110157754592,-0.5881823660079588,-0.24098344763161167,0.5029009422887268,0.26364598360525915,-0.4397023029471574,-0.6117742965791,0.24780404136104914,-1.0882441418719058,-0.042216980235924,0.16547102501341435,0.10198806445460025,0.4307002197958575,-0.03485340321872044,-0.1657252553981486,0.20890624106652805,0.3082147261134298,-0.5951111067564868,0.9438609191660586,-0.3813192924929442,-0.11814105448412324,1.3825389477304346,0.13888104124668701,-0.4945818068611884,-0.03136744914079801,0.01912431526113509,0.2686016112723932,-0.24783943018920893,-1.3161063197961107,0.13484437261183432,-0.6389646915046316,0.42020422434362137,0.7929752288233687,-0.5528012289743927,0.09899051263606962,0.43487395857192906,-0.23439701091572224,0.2776795586583956,-0.14126220947044918,-0.08210506037962825,-0.17344309001616223,0.24527392598495387,-0.24539530177358354,0.0374675293866049,0.49484507059457183
-0.12237981894959045,-0.6388029132703084,-0.3092529127295555,-0.6358895231252875,0.07052049466721537,1.034078713732759,-0.6277145553470765,0.33508755010082986,-0.6655797053165908,-0.033436428052332025,-0.5174309209185953,-0.3118112259515654,-0.971643454326299,0.16946924175927405,-0.3213180990858351,0.7215119267404686,-1.4137347788139176,-0.1929110781523169,0.04521963946385546,-0.10436811779487136,0.30289874693544605,-0.24657053477389862,-0.05570526993801671,0.7052178016693229,0.09385765743146253,-0.19562899038236584,-0.3670253776615934,0.28847562557354267,-1.0795865757036947,-0.06398765692956185,0.4957356880731201,0.24592947667900045,0.4075549865046887,-0.09913782335192103,-0.15433757175325102,0.7528206475732182,-0.0799662276153642,-0.47283318548087006,1.5440482834518188,-0.01212520851726119,-0.040957422586533114,0.7591919655663111,-0.3386658930608454,-0.2875459095997142,-0.038570978733447184,-0.8796608235977281,-1.1384239555381392,-0.302869969485667,-0.49682513854703514,0.4533615023113736,-0.47998588319365443,0.20825644471938076,0.8562169171119746,-0.8104878584723588,-0.36062993265273113,0.1534891466860065,0.0176941997951656,0.11519926043943085,-0.4823246533920025,-0.2823029678953735,-0.13576795844439565,0.6244042367406654,0.26889950492304016,0.3654926287203492,0.049788714374675413
-0.6114269238157204,-0.6075224263547093,-0.06957265868863133,-1.0051378896359098,-0.15251961330337888,0.4265571686687586,-0.9063949669581528,0.3259914171611117,-0.6688264086084803,-0.3156648811263612,-0.35611698810343,-0.3711687707053282,-0.009375973877887703,0.574533263488735,0.15070972284742654,-0.0016726122407850971,-0.5806859161691781,-0.25973818756322437,0.6973496897909498,0.3332924124593295,0.04764972037316004,-0.5342970976565158,-0.2606061200170197,0.5839173948108833,0.6767637619750089,7.909338008333516e-06,-0.15490213029163657,-0.05861814358449239,-0.8807064140196835,0.11672652645332202,0.1597186315220808,0.006492821474686421,0.05075854580910878,-0.17707143882435178,-0.25767795022601275,0.40516332850084263,0.7191213164920586,-0.2506697141004574,0.6813978011732607,0.024810865997920414,0.024570608556581098,0.8043198035891177,0.22529048591977385,0.004655160476620478,-0.1395453001953247,-0.08204398750623246,-0.6807899329997561,-0.005418326884623181,-0.7589776969058203,0.1970284277708687,0.021312559187573174,0.17837567449790975,0.6347039112979402,-0.8076637153420102,-0.6645674718554623,-0.09896619494887862,-0.12895638126729814,0.2837011235542526,-0.738997714586511,-0.07348534294451434,-0.1606185683800925,0.4914041958152098,-0.42011667324586904,-0.1726741005766564,0.04210007272938466
-0.27752336573632763,-0.0542058887742356,-0.15813402274984395,-1.0683045191190388,-0.013483285695178218,0.6173387301504126,-0.3835923317442482,0.38238766566922666,-0.4666280087949533,0.6926965574341587,-0.35779367606444956,-0.25910208837066345,-0.5088836941828062,0.48287193243989085,0.02639108852305453,0.25879868395826877,-0.6351262239604144,-0.11691533598702,0.501590050439294,0.020283429511728228,0.18485828746638194,-0.6074096244972539,-0.31695318718531823,0.7100802427060803,0.5488752126180554,-0.31185598790367636,-0.4730561969941615,-0.08252756284827428,-1.500815249995087,-0.7048194925646128,0.37556200649785193,0.5707900066947112,0.15109722728755598,-0.13143663506663306,-0.5063023877135964,0.41481470195203407,0.704109946123268,-0.8412199875188358,1.3006941954938473,-0.42214934102419555,0.010872049187170482,0.7846331092261276,0.18012309382102826,-0.2810858280835424,0.1016081053755775,-0.15821362818789705,0.046503305142056445,-0.5193785904682574,-0.9438099772569932,0.30711250862835376,-0.23440097055052966,-0.11712516557451125,0.8109197289426459,-0.7137571755066034,-0.6049259804480789,0.4796333776701927,0.07667834060211054,0.054502644709138154,-0.0263871665845343,0.32579799667035947,-0.5476731493777084,0.22742202267861308,-0.1014638409301496,-0.05306728746697964,0.2613977258746224
-0.6282754081367276,-0.5083155568512923,0.11381875825897536,-0.7313369043658591,0.30846675332212775,0.8565990268509371,-0.6632600750016825,-0.1208497228838552,-0.8009455644901272,0.28501515788837567,-0.021922809780946236,-0.10528991080717079,-0.13500925511458944,0.7023089759470289,0.21689890561338593,0.560893722988097,-0.9316043811463278,0.17451452110079307,0.1964788863077355,0.36171138489212445,-0.31857666848711574,-0.9653528295280158,0.23347423378881654,0.7590121435133901,0.6922668224040154,0.02562097511944471,-0.7142795503603873,0.24881047655404798,-0.8340788091115757,0.4350362343431491,0.4314736849893086,0.748004188886918,0.1179042281023332,-0.2156539935559612,-0.1706731942836677,0.7303567821080071,0.31401307540062257,-0.5929511574033062,1.5051937640640474,-0.20272932408976074,0.0007521112465104403,0.4511735871443898,-0.10252721020653978,-0.555172472254875,0.13548440931753222,-0.11485942678734334,-0.6749470192343603,0.10867682421002511,-0.5135172914744369,0.20557398277522407,-0.1733624081563544,0.03245138669791154,0.7199446930914696,-0.7692333584960026,0.2934305368561848,0.1303558247325401,-0.04362169804844167,0.3927884883634266,-0.6905338295142118,-0.15133388652214888,-0.4383350862477135,0.3158361370250138,-0.3081531360064092,0.2459651992015424,0.05525496990625654
-0.11497263245765202,-0.21074936470497985,-0.4108080250960911,-1.3873611670820492,-0.3537084082708436,0.6077910632745015,-0.32477120594954983,0.23685374184344513,-0.02548439513038442,0.880990645211903,-0.21395010812878085,-0.13061081028723248,0.11528145773250585,0.8045226797611496,-0.31679195646519487,-0.06742066931368997,-0.5765097134110444,0.03538404821044578,0.5912087433545872,0.28371952715261073,0.7061545302418248,-0.2754386844434119,-0.14099861344547154,0.5836339023170074,-0.09906379691948514,-0.2557145109893238,-0.34512715939758787,-0.28780331138596416,-0.9475565801127486,-0.7443117784112326,0.01998192748797456,-0.25829979908154893,0.10743921046642196,-0.6451978116293136,-0.043448851172031955,0.37272943049316937,0.9181138723582177,-0.5058793144752394,0.6242429810332388,0.043438603372492654,-0.08031410284480402,0.20780704979543427,-0.1541885489585936,0.08488497693730429,0.42337962857473505,-0.1250895891899007,-0.9591269710518261,-0.5784251933500236,-0.8190375708983415,0.3707267441389891,-0.5783017949187121,-0.19897684709013883,1.208453074821961,-0.4096113271630289,-0.4930608899635906,0.05773619428874754,-0.267839344645685,0.006375896344653704,-0.16235354792554055,0.23287309015678614,-0.400128007487282,0.007844769353547464,-0.14924894098749167,0.032651348216637524,0.049899874630644124
0.2935010132274914,-0.14342740731819686,-0.247025368300193,-0.7266420002433668,-0.12937815652903487,0.39229557422378036,-0.6117742725639869,0.3979287340732038,-0.4979942131451599,-0.17552800943042238,-0.8464346754443383,-0.04444733253224499,-0.9129394181861888,0.04619851915376612,-0.09063331706674468,0.6542918639448084,-0.2515447385073962,-0.46033950301467275,0.15566163869906444,0.5097801305488874,-0.1447625270854947,-0.4489477567508644,0.3207086298305184,0.6793294468348156,0.2161958685892928,0.12266751054248787,-0.22895186971288442,0.11005385843409532,-0.8261659203907782,-0.7296012107213355,0.003851804642744587,-0.038275754664004666,0.23417788168833303,-0.3206363590712552,0.051570504712133966,0.4257564324728225,0.6998530257005096,-0.6974039459229877,1.1926042282612994,-0.5361807395994974,-0.20804325754263153,1.079339595251987,0.00945388358974817,-0.5072417559095365,0.6042148603445213,-0.32616517545081947,-1.105737691704483,-0.5019094454032955,-0.8468698041942693,0.3459090324238149,-0.5328739936188573,-0.015243319352985923,0.8472409315742309,-0.7247056231482488,-0.11937113101494005,0.5528450947249187,-0.07499163215894208,-0.1486139139799011,-0.5155908333821267,0.18428880533263955,-0.485542402265195,0.09159893829369994,-0.28924134584515415,0.1247934994323978,-0.11196099197379548
-0.018843331084361776,-0.23800236837940633,-0.025459806128039893,-1.1744473430909503,0.011125861716388286,1.0056383910928843,-0.3294147694304037,0.045043459093991385,-0.19276554227456325,-0.0455033339585459,-0.5324041881073152,-0.5591825829990406,0.3594834239053869,0.19725745490256857,-0.024743368719902736,-0.12376143918836147,-0.9338437630374952,-0.46569529089217665,0.1708605003194109,-0.04816263804196596,0.1993136210788411,-0.2661664038070726,-0.0661251443449287,0.8323938735172678,0.4633305552270163,-0.35109874575682287,-0.5300789101801743,0.21109562325047476,-0.9198503316417711,-0.30494361120827795,0.2758199033823025,-0.11790526147588919,0.5625029361629613,-0.1214870319408366,-0.24609536846969526,0.6797502312458359,0.603025670279714,-0.49314356701961876,1.3259743695501078,-0.3793884945275593,-0.10082869317275521,0.12435065298845842,-0.02892344343501816,-0.732908936078263,0.10495989782882452,-0.06844098778192727,0.12210696738841201,-0.5384733980356573,-1.4119719848498422,-0.07000297173102049,-0.3805800070775067,0.03968229152707928,0.9641590321669282,-0.6951471353717794,-0.3039796539998423,0.4181838329153209,-0.14440744495115962,0.4865543584211575,-0.4511229649137867,-0.20783198657963645,-0.20841559150114042,0.1975504336034018,-0.22099542699501606,0.1066723066349771,0.12297357094298135
