May_5,February_2,August,April_7,April_3,May_9,April_13,May_2,November_4,November_2,April_12,March_5,December_2,July_2,April_9,October_2,May_8,September_2,October,November_6,November,June,April_6,June_2,November_3,March_7,May_3,April_4,July_8,July_7,September_3,March_6,May_6,July_5,June_3,April_10,January,April_5,February,January_5,July_4,July_6,May,March_3,January_6,May_7,December_3,March_4,March_2,April,November_5,May_4,April_11,August_2,September,December,January_4,September_4,April_2,April_8,January_3,July,July_3,March,January_2
-0.17527502695610472,0.4831857805637756,-0.469484055702695,-0.19290677584240318,-0.5105026887761053,0.056522818440219086,-0.13979758742099962,0.4187164253713884,-0.2732911177144445,-0.10939555010723001,-0.09902987190634219,0.3393167765552754,0.3039823245876313,-0.3526447000577337,0.4235674590887032,0.06633681288027032,-0.43663881213971595,-0.04745714896081319,0.09861331284613897,0.5768621269181917,-0.11852806537841826,-0.11491437969551506,-0.1845708502281885,-0.2709347277184708,-0.38483318633811214,0.187249114332917,0.05468271875697743,0.20671262743176627,0.7818234406901183,-0.6165851553426501,0.7799636920325878,-0.40122099956022594,0.7293132324458104,0.18479157408260274,-0.27971079911351987,-0.12956310915630256,-0.7335211893966193,0.9901847978997743,-1.001858340487812,0.07996289826038666,-0.6103232632328173,-0.4437676930828748,-0.5379322171469082,-0.1636551442121711,0.0742656418835816,0.3332504165128841,-0.4948433753518864,-0.8106740851091145,-0.2328217190305652,0.10876362847172358,-0.8401199895545765,-0.1464784978124657,-0.6718889102696728,-0.7352207363001625,0.9193452880964242,-0.1617468821747338,0.6044085127760789,-0.012602781975984585,0.08545918761604586,-0.9107727376111311,0.4806494675474018,-0.5998030268191388,-0.08447643831197127,-0.9071541926735976,1.0243500756051187
-0.7670875956198183,0.11614467836198639,-0.469484055702695,-0.15595029547232075,-0.23930702269175194,0.6507869575250087,-0.34326232807557683,0.4106790543856163,-0.2732911177144445,-0.10939555010723001,0.111644029592979,0.2044418247589237,0.3039823245876313,-0.3526447000577337,0.4117857868071225,0.06633681288027032,-0.4056112676369114,-0.04745714896081319,0.09861331284613897,0.5768621269181917,-0.11852806537841826,-0.11491437969551506,-0.2492538281800342,-0.2709347277184708,-0.38483318633811214,-0.14391193228096893,-0.14373036233786068,-0.5117530717386847,0.7818234406901183,-0.6165851553426501,0.7799636920325878,0.33145148823000287,0.8021472703955748,0.18479157408260274,-0.27971079911351987,-0.5112218133304602,-0.186654714090445,1.2165880929055943,0.21237476092012567,-0.12940712889698808,-0.6103232632328173,-0.4437676930828748,0.14387474700970448,0.30343016310301335,0.06880403411589125,0.16530918309843431,-0.4948433753518864,-0.044679012647524816,-0.8316194499388675,0.5955696050526268,-0.8401199895545765,-0.11504296975722376,-0.2796136371417915,-0.7352207363001625,0.9193452880964242,-0.1617468821747338,0.035629106640291675,-0.012602781975984585,0.22948981943207347,-0.6141877397962057,0.23004265761321097,-0.5998030268191388,-0.08447643831197127,-0.4435768389366979,0.7375225095910537
-0.22522283936669446,0.4719964235907753,-0.7206829721847703,-0.2710616247163805,-0.4902692898269544,-0.1178359003733486,-0.17624532465108242,-0.18058306991837278,0.15535718609082524,-0.31194005438113387,0.053781901395868,0.27476055881321737,0.06845455030044548,-0.48744241464727983,0.45592490603444824,-0.7018218999003928,0.14621436508451857,0.08578819434274426,-0.09838628668946163,0.6566677386143819,-0.4194535689394197,-0.46025808985934297,-0.3179359630464083,-0.6945182141641555,-0.647345425038437,0.07162387235958195,-0.13009229590090382,-0.25492697918028395,1.1997483229533834,-0.4005043850187367,0.28078609275072447,0.1527748026934991,1.6545489733368255,-0.060795740965579534,-0.05323845989873277,-0.29145320547028464,-0.2858558546956915,0.9134838603333,-0.4990561789223751,-0.0750909607784969,-0.7684689209545279,-0.019212108905952808,0.0625575075296605,-0.16758820894297036,0.3309121827142605,0.25072981894936996,-0.37717220505567767,0.11089170384647848,-0.32540471550259975,0.308116029795803,-0.23285203829573206,-0.2717827086309954,-0.2992340360351138,-0.5577137942432718,0.9436739123239036,-0.1439416384487105,0.18629390527696144,-0.4002639345895675,0.1186328046289084,-0.5194069604531253,0.6254983027530842,-0.506850289717925,-0.037637846505891984,-0.9856555406580858,0.7076072689676508
-0.32177983603859456,0.42050098396961555,-0.2702989025817338,0.42443699883282304,-0.42906199674509843,0.5735029457913147,-0.3503893892199322,0.46337142418468913,0.169538707357848,-0.18600193234751328,0.645205136097507,0.6925236807429845,0.03042113208458205,-0.5255022297947826,0.3676070192247203,-0.6788708654594486,-0.23654147576136694,0.3728475762575367,-0.4263834219837062,0.6395286924336486,-0.34706847707278193,-0.11396403804935006,-0.01929187731472702,-0.7167530242077668,-0.31054778840709873,-0.24792057311977211,-0.24040302156851157,-0.5847396894902886,1.2315466745868482,-0.5901153577292284,0.12462671522844604,0.6123212658989485,0.6455964276102115,-0.09052473363205155,0.21691646673838727,-0.5948882224407531,-0.5030964839017189,1.2895581136154504,-0.007917752578337753,0.00754748739038022,-0.643359618650249,-0.23295923643671881,0.10507264705838411,0.3516445104653326,0.07753529637870808,0.5214304492846543,-0.4748611769577683,-0.08577850914266069,-0.5240138810189231,0.2454586615137567,-0.34621263008690994,-0.13470792124742223,-0.29131393936377903,-0.9747814431563285,1.1400039850370132,0.15737885696504497,0.2486678404319202,0.11043784886175831,0.4209072870474992,-0.39441129804428005,0.10206497833234214,-0.3222035779318099,-0.33554593614751177,-0.320711974770157,0.5549188492301057
-0.41973918143544064,0.15894410493556216,-0.7941879445945458,-0.11567392691822932,-0.32799414269884547,-0.20122127871900425,-0.45775463383211795,0.2929132703576163,-0.21060010790167977,-0.3465465602775482,-0.15328255297966975,0.518571423735168,0.11604363868177436,-0.5960758747955034,0.4081891270263094,-0.7999999675638988,-0.3122049403618413,0.2648241492128472,-0.193307502356352,0.7695975996993825,-0.11556226930311639,-0.3447997496914906,-0.03175801043226026,-0.8683609215499953,-0.2988077825229479,-0.14989704454530267,0.24002999187610413,-0.31996343416968004,0.8553898574863225,-0.5037460794813979,0.43773898007480466,-0.10602696351874619,1.2812860862987452,0.2585276528587758,0.43336693414645255,-0.3062433691062571,-0.09090331622488057,0.27940354162850745,-0.8200508009911727,-0.1884034831200728,-1.0726062196288872,-0.41697505576253674,0.5196447667011953,-0.07227301177667689,-0.13163806423333776,0.4473884859757753,-0.5462371212855461,-0.43358070717816366,-0.18031986127675595,-0.3092948027267318,-0.5268036771421599,-0.30651038854287777,-0.40232569949112096,-0.31483376404821223,0.7067979460146353,-0.08223558745189408,-0.16298127050981234,0.14427732802981996,-0.04949264791897694,-0.03185234106504227,0.049448573982974545,-0.522520780878206,-0.23443214953995964,-0.5453581452712125,0.6469706469037517
-0.5258455171280828,0.5224598008267154,-0.8100972806098286,0.022826459730871242,-0.7114807929297577,0.8682952567515277,-0.22178790035162116,-0.213229386909916,-0.10133560748284733,-0.2572438935959318,-0.12960603207745497,0.47270914936361796,0.08131742702439548,-1.0213022235531515,0.259238925648532,-0.6194468060420489,0.16040989301130096,0.3744232424772574,-0.20464044318019056,0.5028139889507026,-0.33184405639806497,0.13033277520728825,0.15396749350010683,-0.2566658693927655,-0.5486188926962701,0.14847222529599038,0.08349514289801913,-0.11644381611593385,0.3701093950196117,-0.4227462433719711,0.21929524979413015,0.16780708223128726,1.0565600059319404,0.2941433694304269,0.6777592429361731,-0.2549384982243419,-0.1650872480360585,0.6971933566512843,-0.7775228057975919,-0.08612745113640069,-0.42045360972006757,-0.417625327138774,0.0486458262837661,0.1507349584162569,0.029573238792489798,0.11529800094355457,-0.5675012737009784,0.131193387557204,-0.4494885555272893,0.5108506629281958,-0.36582789560572065,-0.38943591206370937,-0.18760488786969196,-0.036195532876381484,0.57454691777466,0.15681551467891228,0.5097150642562366,0.0541225233669501,-0.19540604999180095,0.07423410565562122,0.21305449860925388,-0.5921745291436477,-0.37552573493886954,-0.2120495605189928,0.830451411478645
-0.04381017492521275,0.014395286998427112,-0.17783275666450893,0.09092196342391945,-0.02315151337581961,0.18459745982420608,0.1466270490361237,0.28243198104429307,0.04046279599979248,-0.4261765198866601,0.09244868512030915,-0.10022120593540784,0.2903065058416809,0.02136811094980029,0.1274438161905914,-0.2665213043122143,-0.08000736044614608,0.1819499449997789,-0.05608192697859424,0.505898300752595,0.07306519195167094,-0.289178572840502,-0.3910875386421786,-0.7446055989597239,0.07644300908731073,0.28708010165228903,0.20108406590532887,-0.5855878347848,0.5802225843185707,-0.28646063930748494,0.5409385052187825,-0.04520289822459208,0.9142800708330365,-0.012690325360106343,-0.20463933002270707,-0.3508058391011923,-0.5392487599835512,0.875696741864322,-0.3616168934149702,0.12968705040616132,-0.3555433926431065,-0.3509549283314168,-0.1858632147714803,0.17378336770038408,-0.44891157083202526,0.38862643225175775,-0.21797587050066392,-0.6808974546717457,-0.529125920439657,0.10390330286360043,-0.7659380711369506,-0.41484760639824286,-0.17544614920424573,-0.29205085810160414,0.5791378163973279,-0.4946945544266168,0.305775161271461,0.23787437402210207,0.34438021977803057,-0.0936503776876467,0.25670655525745883,-0.5633536689721245,-0.3450798401415769,-0.25908560231931693,0.7813528573325361
-0.3911649695287077,0.1718138544107065,-1.0102838324834515,-0.17724374953523186,-0.5889952286629052,0.14534105976232797,0.11182301274051115,0.8449751968524831,-0.19312631610022105,-0.6075924902628383,-0.355388082321402,0.42018027181441536,0.41014915512329,0.3513544673759324,0.2753636108902295,-0.2934617308550276,-0.4186590446122468,0.5369007283691869,0.027376440325880075,0.4037496687018262,-0.008137771525477674,-0.15816459132946964,-0.07412037468581961,-0.718018538776084,0.15240611112802746,0.22673642333892727,0.15020537595647307,-0.39353733978905037,-0.2629518990400921,0.1571087673115542,-0.11493531511633545,0.06598548168434848,0.9185989593068691,0.4535978798646706,0.5631709817553104,-0.05614541902267178,-0.5122806051543775,0.5593515291744476,0.008990211425126841,0.044975799924798464,-0.2615527300196007,0.041101771338322136,0.0435874933307341,0.027472339431823607,-0.10220784606061205,0.1859197141850072,-0.6835973793917186,0.07933554156845249,-0.06869998275282893,0.3853102829661507,-0.37959824008880416,-0.4664222600405423,-0.5214801968851894,-0.33732464932146405,0.949264019657861,0.10573605655936341,0.21993821826703366,-0.4311666513414009,0.010623631650499243,0.03075545267588564,0.39063434828600635,-0.2280928676802984,-0.5769472177101596,-0.17977777056516916,0.8057240337335083
-0.26122721454384645,0.44570786030432863,-0.4265082670614177,-0.057897223863328504,-0.47988400575494716,0.3332501907035451,0.07777031506240947,0.49576251201756394,0.32117120471618954,-0.23515750899820873,-0.013598348153795993,0.2851476082345222,0.22245696015984517,-0.3049342476003536,0.5900729564627454,-0.3430755320888997,0.0983769946441666,0.2724335567392068,0.30313882174011,0.5765964770000086,-0.0967382927522441,-0.21181895789230576,-0.37195382850362696,-0.9875191778181848,-0.007882295936773573,-0.30322242445826636,0.14938566282937538,-0.1728656032362661,0.16724788884120773,-0.6049226694663927,-0.07365432653705119,0.16675410767840892,0.9772271758694139,-0.13079299353963605,0.019760926064347276,-0.31155698784944824,-0.4535004382117852,0.8882236421632639,-0.526624239092692,-0.025454875722388248,-0.4298958173716675,-0.02236542797508974,-0.07613896298877462,0.1568557122759387,0.08567633292685184,0.4125988218183185,-0.9716957195410708,0.05472736701421542,0.5388239338325284,0.41665631868821495,-0.4776779474207569,-0.1949217982579132,-0.5309474207198831,-0.2697182923955682,1.1695662759429262,-0.1748632878494633,0.22115349619872077,0.020960262545136013,0.44344047778741924,-0.6466558878018343,0.262401598453021,-0.7144551579329121,-0.3336953488654619,-0.16262708029853207,0.4405868205693918
-0.571863008699174,0.26180441864793963,-0.5890035697861729,0.37709555936045386,-0.37440974724102716,0.44670903591240485,-0.1545378290571101,0.4068236719283359,0.11234900151061873,-0.34757143861550877,-0.37283276584450886,0.38508863409931,0.15492842346501703,-0.550967863650885,0.052097498354531334,-0.11481993802993894,-0.43677011031846774,0.3193058466555511,-0.21078525375553037,0.42244584259181045,0.030241489992116566,-0.33626382396607063,-0.07972787583784405,-0.49407822478971575,-0.2656952507688788,-0.0898630173456473,-0.11848757227164522,-0.39156893118790015,0.9585822682248547,-0.6045123117124109,0.044757446040413665,0.34415420122042284,0.6472842097841178,0.04120129286607883,-0.22531161871486846,-0.03399597680172135,-0.35094542119398225,0.46110257300267926,0.05237393529540682,0.2232641927760407,-0.7235810644011824,-0.36526819309816816,0.3066093133036966,0.1404553040765522,-0.18226890144281127,0.7643150497164967,-0.478129951876414,0.04120420003170899,-0.15581521252534755,-0.013073992972058017,-0.2228289731729874,-0.31151654867948064,-0.0014761235562360947,-0.5783214108114562,0.7076497716491301,0.0678062413302451,0.2996347124399105,-0.09721147275148978,-0.21212274260885858,-0.06633774746640371,0.34233068534076866,-0.738149158579854,-0.669065234102118,-0.041108679890781374,0.8735169721136367
-0.5050853193844994,0.4651987108853225,-0.5081376531035428,0.33432591896127944,-0.4342947243378947,0.23100972403647443,-0.19576343147074177,0.4207294561216186,-0.41646306206837175,-0.2698902313447652,-0.3199126563470482,0.367673062042737,0.02046163892779869,0.010175226962666449,0.43820185963109953,-0.040135664126005915,0.11561449649495167,0.3904414554039143,0.22231462279044323,0.3146711945886773,-0.245636732632162,-0.7787101034986872,-0.2293868848768264,-0.652846620298481,0.01776803458045536,-0.29673089113394696,0.05441624697214145,-0.3949578429570631,0.44170772486787274,-0.14408997361756593,0.13962525185384225,-0.3397490639505265,1.4262494482714194,-0.03841034543406094,0.16839643675962238,-0.14713464597980555,-0.431783298293011,0.7939079459378078,-0.5225887719559899,-0.18832055349722007,-0.49345548413582935,-0.08477671618353404,0.24278277787760338,-0.033747252100469964,0.0077602696796151924,0.5567154177582676,-0.44892667710042783,0.15575950640983044,0.09116466881201835,0.10385970657639493,-0.10419458609645761,-0.09918730122490077,-0.09749187297565051,-0.6395571190822557,0.9489579924709654,-0.07886213063256384,-0.4162186393492854,-0.11261555773192289,0.17268590165987419,0.13329759857446863,0.19502721961914407,-0.47591357758738484,-0.44120647229516896,-0.4420825562644169,0.7029790644047441
-0.5942579605760526,0.2445808483182992,-0.15769450701950852,0.4848929744487639,-0.4632340001357642,0.3820197023730863,-0.16165979714371234,0.36279905367126636,0.05700949872163323,-0.024794868165012536,-0.024203798516538512,0.16881343713674257,0.22121784257424276,-0.5804428579130236,0.5947761873246521,-0.3042569143346567,-0.27237594342876514,0.24038824109612378,0.061773186981642886,0.8329401206738385,-0.028663887870221325,-0.013081430303623201,-0.12469403563087791,-0.7029663302809135,-0.07811349503838844,0.0706689916031896,-0.10880441712731453,-0.06367854972004869,0.5434093045790206,-0.6235627771724539,0.1958542004221937,-0.31626868260309626,0.6137347746183334,-0.3369558007852464,0.43107966660683644,-0.2561282469673033,-0.32992284225489826,1.136987062773426,-0.29809459066913685,0.3663091117876272,-0.21522495878333467,-0.5750271126177313,-0.08558593855260363,0.11065362809213342,0.32526151784695695,-0.14571470178248255,-0.2729278981018794,-0.4716836333347519,-0.39464827148418263,-0.4325920712848574,-0.24656319908257196,-0.11879246113288933,-0.4068817697572153,-0.6070158054478813,1.3260863902118774,-0.1769659963393691,-0.23551139675971125,-0.06205022947393255,0.585029403241414,-0.33970245298643487,0.18991115870101372,-0.44579894358065786,-0.1737832816198178,-0.8648776189064056,0.6224466990256502
-0.5504913871651126,0.09649963684717444,-0.057424103487259896,0.5510703226455644,-0.3236027733408897,0.4204398953526274,-0.05127341932588303,0.11330817918536432,0.33910771235652615,-0.14939587940143242,-0.11914370284507542,0.274891213974378,-0.04846296184625133,-0.8948275855024285,0.4483127681908698,-0.5475951134444014,-0.10793830267580268,0.08874987284576191,-0.14845670139091707,0.6506428280936548,-0.09481748727567287,-0.7567375930705343,-0.2763066283920854,-0.4341184381096926,-0.12518859674811667,-0.2130386856505641,-0.008360471720985719,-0.01129580312481547,0.859436600521619,-0.08929801274170021,0.329320232951886,-0.1199597458808786,0.852589304326813,0.2570012982643403,-0.3141034432574297,-0.10144725449027352,-0.25944876200387995,1.0270546070829716,-1.1793938050589294,-0.043976605649455484,-0.29981163750908046,-0.2775870889900982,-0.2831830700564494,0.5586761152429772,0.1528047419375403,0.43315270907570236,-0.10756048218989617,-0.49666564720746337,-0.1313156835745218,-0.0699113208919864,-0.3132291707907445,-0.2523810116056613,-0.24114253234304234,-0.5036192377693499,1.2245666169282843,-0.017299499446556177,0.5774126933481232,0.03298711062007924,0.4234656919286255,-0.2802284412395868,-0.02598859961877381,-0.5126419717141192,-0.4181854159314761,-0.9607672593417106,0.39276863143796853
-0.40435641634283004,0.3338063720800786,-0.7437657228793846,0.5725073694495704,-0.2746962090328957,0.08098722277453008,-0.08464706594639437,-0.0354347266648815,0.11666441451448219,-0.11968250999410476,-0.15165516775872084,0.1883801304800569,0.19900016634574075,-0.49465919973356304,0.11323999438732396,-0.8087998720381894,0.11852728625177322,0.3897318833441836,-0.0020659399078717805,0.43313980670113333,-0.09523044852667796,-0.8224832475327758,0.022733484968084847,-0.7308357646383349,-0.13682441753874253,-0.2596365393728616,0.3191343551067403,-0.7701431174516291,0.8630636131560625,-0.49378085233630364,0.051219349359433376,-0.17875251153977384,1.3566138639183687,-0.2680932694684566,0.20769765514296715,-0.31583467054391856,0.24272214052541116,1.0747725774023023,-0.9641238854606113,0.3272920344447972,-0.6445272525416608,-0.2320610413944811,-0.36930228980310004,0.22804171590057778,0.08473132078196853,0.45632305874769824,-0.17015824436735463,0.055585697471993954,-0.09416449916213288,0.11003975630937377,-0.49622264181565406,-0.28044010683908027,-0.1377623566476556,-0.5726055816214491,1.1971568148944725,-0.02522293654029442,0.40995258453019934,0.13545172005279638,0.4841029387394401,0.4568617371196793,0.28395114773646535,-0.5602539873334219,-0.5245479504344737,-0.7450094902779226,0.5630060001243077
