February_2,May_6,August,April_7,April_3,May_10,April_13,November_2,July_2,September_2,October,January_5,October_2,April_12,May_9,May_2,November,June,March_4,March_6,April_10,November_4,November_6,April_6,June_2,July_8,July_9,April_4,November_3,September_3,July_7,July_5,May_7,May_5,April_5,May_3,March_5,July_6,January,July_4,February,May_8,August_2,May,January_6,April_11,March_2,April,September,January_7,April_9,March_3,December,August_3,November_5,May_4,September_4,January_4,January_3,April_2,July,April_8,March,July_3,January_2
0.4831857805637756,-0.17527502695610472,-0.469484055702695,-0.19290677584240318,-0.5105026887761053,0.056522818440219086,-0.13979758742099962,-0.10939555010723001,-0.3526447000577337,-0.04745714896081319,0.09861331284613897,0.02893287037199266,0.06633681288027032,-0.09902987190634219,-0.43663881213971595,0.4187164253713884,-0.11852806537841826,-0.11491437969551506,0.3393167765552754,0.187249114332917,0.4235674590887032,-0.2732911177144445,0.5768621269181917,-0.1845708502281885,-0.2709347277184708,-0.3278984446483821,0.7818234406901183,0.20671262743176627,-0.38483318633811214,0.7799636920325878,-0.6165851553426501,0.18479157408260274,0.7293132324458104,-0.22443681601585327,0.9901847978997743,0.05468271875697743,-0.40122099956022594,-0.4437676930828748,-0.7335211893966193,-0.6103232632328173,-1.001858340487812,0.3332504165128841,0.1996082382695823,-0.5379322171469082,0.07996289826038666,-0.6718889102696728,-0.2328217190305652,0.10876362847172358,0.9193452880964242,0.0742656418835816,-0.45399230485954506,-0.8106740851091145,-0.1617468821747338,-0.7352207363001625,-0.8401199895545765,-0.1464784978124657,-0.012602781975984585,0.6044085127760789,0.4806494675474018,0.08545918761604586,-0.5998030268191388,-0.9107727376111311,-0.9071541926735976,-0.08447643831197127,1.0243500756051187
0.11614467836198639,-0.7670875956198183,-0.469484055702695,-0.15595029547232075,-0.23930702269175194,0.6507869575250087,-0.34326232807557683,-0.10939555010723001,-0.3526447000577337,-0.04745714896081319,0.09861331284613897,0.13621252608081588,0.06633681288027032,0.111644029592979,-0.4056112676369114,0.4106790543856163,-0.11852806537841826,-0.11491437969551506,0.2044418247589237,-0.14391193228096893,0.4117857868071225,-0.2732911177144445,0.5768621269181917,-0.2492538281800342,-0.2709347277184708,-0.3278984446483821,0.7818234406901183,-0.5117530717386847,-0.38483318633811214,0.7799636920325878,-0.6165851553426501,0.18479157408260274,0.8021472703955748,0.0777064920383527,1.2165880929055943,-0.14373036233786068,0.33145148823000287,-0.4437676930828748,-0.186654714090445,-0.6103232632328173,0.21237476092012567,0.16530918309843431,0.1996082382695823,0.14387474700970448,-0.12940712889698808,-0.2796136371417915,-0.8316194499388675,0.5955696050526268,0.9193452880964242,0.06880403411589125,-0.9987052998690515,-0.044679012647524816,-0.1617468821747338,-0.7352207363001625,-0.8401199895545765,-0.11504296975722376,-0.012602781975984585,0.035629106640291675,0.23004265761321097,0.22948981943207347,-0.5998030268191388,-0.6141877397962057,-0.4435768389366979,-0.08447643831197127,0.7375225095910537
0.4719964235907753,-0.22522283936669446,-0.7206829721847703,-0.2710616247163805,-0.4902692898269544,-0.1178359003733486,-0.17624532465108242,-0.31194005438113387,-0.48744241464727983,0.08578819434274426,-0.09838628668946163,0.22444418601411845,-0.7018218999003928,0.053781901395868,0.14621436508451857,-0.18058306991837278,-0.4194535689394197,-0.46025808985934297,0.27476055881321737,0.07162387235958195,0.45592490603444824,0.15535718609082524,0.6566677386143819,-0.3179359630464083,-0.6945182141641555,-0.3039253125248349,1.1997483229533834,-0.25492697918028395,-0.647345425038437,0.28078609275072447,-0.4005043850187367,-0.060795740965579534,1.6545489733368255,0.56964202116134,0.9134838603333,-0.13009229590090382,0.1527748026934991,-0.019212108905952808,-0.2858558546956915,-0.7684689209545279,-0.4990561789223751,0.25072981894936996,0.403886952247133,0.0625575075296605,-0.0750909607784969,-0.2992340360351138,-0.32540471550259975,0.308116029795803,0.9436739123239036,0.3309121827142605,-0.7719536967998948,0.11089170384647848,-0.1439416384487105,-0.5577137942432718,-0.23285203829573206,-0.2717827086309954,-0.4002639345895675,0.18629390527696144,0.6254983027530842,0.1186328046289084,-0.506850289717925,-0.5194069604531253,-0.9856555406580858,-0.037637846505891984,0.7076072689676508
0.42050098396961555,-0.32177983603859456,-0.2702989025817338,0.42443699883282304,-0.42906199674509843,0.5735029457913147,-0.3503893892199322,-0.18600193234751328,-0.5255022297947826,0.3728475762575367,-0.4263834219837062,0.0535077081554954,-0.6788708654594486,0.645205136097507,-0.23654147576136694,0.46337142418468913,-0.34706847707278193,-0.11396403804935006,0.6925236807429845,-0.24792057311977211,0.3676070192247203,0.169538707357848,0.6395286924336486,-0.01929187731472702,-0.7167530242077668,-0.40585217164664894,1.2315466745868482,-0.5847396894902886,-0.31054778840709873,0.12462671522844604,-0.5901153577292284,-0.09052473363205155,0.6455964276102115,0.4177765633387921,1.2895581136154504,-0.24040302156851157,0.6123212658989485,-0.23295923643671881,-0.5030964839017189,-0.643359618650249,-0.007917752578337753,0.5214304492846543,0.23558885976550947,0.10507264705838411,0.00754748739038022,-0.29131393936377903,-0.5240138810189231,0.2454586615137567,1.1400039850370132,0.07753529637870808,-0.8213252518073745,-0.08577850914266069,0.15737885696504497,-0.9747814431563285,-0.34621263008690994,-0.13470792124742223,0.11043784886175831,0.2486678404319202,0.10206497833234214,0.4209072870474992,-0.3222035779318099,-0.39441129804428005,-0.320711974770157,-0.33554593614751177,0.5549188492301057
0.15894410493556216,-0.41973918143544064,-0.7941879445945458,-0.11567392691822932,-0.32799414269884547,-0.20122127871900425,-0.45775463383211795,-0.3465465602775482,-0.5960758747955034,0.2648241492128472,-0.193307502356352,0.23110347036103313,-0.7999999675638988,-0.15328255297966975,-0.3122049403618413,0.2929132703576163,-0.11556226930311639,-0.3447997496914906,0.518571423735168,-0.14989704454530267,0.4081891270263094,-0.21060010790167977,0.7695975996993825,-0.03175801043226026,-0.8683609215499953,-0.1757783903704814,0.8553898574863225,-0.31996343416968004,-0.2988077825229479,0.43773898007480466,-0.5037460794813979,0.2585276528587758,1.2812860862987452,-0.0682822311146482,0.27940354162850745,0.24002999187610413,-0.10602696351874619,-0.41697505576253674,-0.09090331622488057,-1.0726062196288872,-0.8200508009911727,0.4473884859757753,0.31896025524857563,0.5196447667011953,-0.1884034831200728,-0.40232569949112096,-0.18031986127675595,-0.3092948027267318,0.7067979460146353,-0.13163806423333776,-0.1265641353396546,-0.43358070717816366,-0.08223558745189408,-0.31483376404821223,-0.5268036771421599,-0.30651038854287777,0.14427732802981996,-0.16298127050981234,0.049448573982974545,-0.04949264791897694,-0.522520780878206,-0.03185234106504227,-0.5453581452712125,-0.23443214953995964,0.6469706469037517
0.5224598008267154,-0.5258455171280828,-0.8100972806098286,0.022826459730871242,-0.7114807929297577,0.8682952567515277,-0.22178790035162116,-0.2572438935959318,-1.0213022235531515,0.3744232424772574,-0.20464044318019056,0.26860885321263883,-0.6194468060420489,-0.12960603207745497,0.16040989301130096,-0.213229386909916,-0.33184405639806497,0.13033277520728825,0.47270914936361796,0.14847222529599038,0.259238925648532,-0.10133560748284733,0.5028139889507026,0.15396749350010683,-0.2566658693927655,-0.010463416726919236,0.3701093950196117,-0.11644381611593385,-0.5486188926962701,0.21929524979413015,-0.4227462433719711,0.2941433694304269,1.0565600059319404,-0.03903801053922157,0.6971933566512843,0.08349514289801913,0.16780708223128726,-0.417625327138774,-0.1650872480360585,-0.42045360972006757,-0.7775228057975919,0.11529800094355457,0.2942928187234364,0.0486458262837661,-0.08612745113640069,-0.18760488786969196,-0.4494885555272893,0.5108506629281958,0.57454691777466,0.029573238792489798,-0.23131102320242855,0.131193387557204,0.15681551467891228,-0.036195532876381484,-0.36582789560572065,-0.38943591206370937,0.0541225233669501,0.5097150642562366,0.21305449860925388,-0.19540604999180095,-0.5921745291436477,0.07423410565562122,-0.2120495605189928,-0.37552573493886954,0.830451411478645
0.014395286998427112,-0.04381017492521275,-0.17783275666450893,0.09092196342391945,-0.02315151337581961,0.18459745982420608,0.1466270490361237,-0.4261765198866601,0.02136811094980029,0.1819499449997789,-0.05608192697859424,0.04738946717818321,-0.2665213043122143,0.09244868512030915,-0.08000736044614608,0.28243198104429307,0.07306519195167094,-0.289178572840502,-0.10022120593540784,0.28708010165228903,0.1274438161905914,0.04046279599979248,0.505898300752595,-0.3910875386421786,-0.7446055989597239,-0.4808730027025663,0.5802225843185707,-0.5855878347848,0.07644300908731073,0.5409385052187825,-0.28646063930748494,-0.012690325360106343,0.9142800708330365,-0.1505360504696229,0.875696741864322,0.20108406590532887,-0.04520289822459208,-0.3509549283314168,-0.5392487599835512,-0.3555433926431065,-0.3616168934149702,0.38862643225175775,0.3597536900561098,-0.1858632147714803,0.12968705040616132,-0.17544614920424573,-0.529125920439657,0.10390330286360043,0.5791378163973279,-0.44891157083202526,-0.44248961295788597,-0.6808974546717457,-0.4946945544266168,-0.29205085810160414,-0.7659380711369506,-0.41484760639824286,0.23787437402210207,0.305775161271461,0.25670655525745883,0.34438021977803057,-0.5633536689721245,-0.0936503776876467,-0.25908560231931693,-0.3450798401415769,0.7813528573325361
0.1718138544107065,-0.3911649695287077,-1.0102838324834515,-0.17724374953523186,-0.5889952286629052,0.14534105976232797,0.11182301274051115,-0.6075924902628383,0.3513544673759324,0.5369007283691869,0.027376440325880075,0.2942146234644927,-0.2934617308550276,-0.355388082321402,-0.4186590446122468,0.8449751968524831,-0.008137771525477674,-0.15816459132946964,0.42018027181441536,0.22673642333892727,0.2753636108902295,-0.19312631610022105,0.4037496687018262,-0.07412037468581961,-0.718018538776084,0.042816585463814574,-0.2629518990400921,-0.39353733978905037,0.15240611112802746,-0.11493531511633545,0.1571087673115542,0.4535978798646706,0.9185989593068691,-0.01617392340884811,0.5593515291744476,0.15020537595647307,0.06598548168434848,0.041101771338322136,-0.5122806051543775,-0.2615527300196007,0.008990211425126841,0.1859197141850072,0.110737200407132,0.0435874933307341,0.044975799924798464,-0.5214801968851894,-0.06869998275282893,0.3853102829661507,0.949264019657861,-0.10220784606061205,-0.1482054915907353,0.07933554156845249,0.10573605655936341,-0.33732464932146405,-0.37959824008880416,-0.4664222600405423,-0.4311666513414009,0.21993821826703366,0.39063434828600635,0.010623631650499243,-0.2280928676802984,0.03075545267588564,-0.17977777056516916,-0.5769472177101596,0.8057240337335083
0.44570786030432863,-0.26122721454384645,-0.4265082670614177,-0.057897223863328504,-0.47988400575494716,0.3332501907035451,0.07777031506240947,-0.23515750899820873,-0.3049342476003536,0.2724335567392068,0.30313882174011,0.0637995309147881,-0.3430755320888997,-0.013598348153795993,0.0983769946441666,0.49576251201756394,-0.0967382927522441,-0.21181895789230576,0.2851476082345222,-0.30322242445826636,0.5900729564627454,0.32117120471618954,0.5765964770000086,-0.37195382850362696,-0.9875191778181848,-0.0030984199742921086,0.16724788884120773,-0.1728656032362661,-0.007882295936773573,-0.07365432653705119,-0.6049226694663927,-0.13079299353963605,0.9772271758694139,0.310833850453315,0.8882236421632639,0.14938566282937538,0.16675410767840892,-0.02236542797508974,-0.4535004382117852,-0.4298958173716675,-0.526624239092692,0.4125988218183185,0.6194242375450001,-0.07613896298877462,-0.025454875722388248,-0.5309474207198831,0.5388239338325284,0.41665631868821495,1.1695662759429262,0.08567633292685184,-0.5599618567227646,0.05472736701421542,-0.1748632878494633,-0.2697182923955682,-0.4776779474207569,-0.1949217982579132,0.020960262545136013,0.22115349619872077,0.262401598453021,0.44344047778741924,-0.7144551579329121,-0.6466558878018343,-0.16262708029853207,-0.3336953488654619,0.4405868205693918
0.26180441864793963,-0.571863008699174,-0.5890035697861729,0.37709555936045386,-0.37440974724102716,0.44670903591240485,-0.1545378290571101,-0.34757143861550877,-0.550967863650885,0.3193058466555511,-0.21078525375553037,0.17779572208494218,-0.11481993802993894,-0.37283276584450886,-0.43677011031846774,0.4068236719283359,0.030241489992116566,-0.33626382396607063,0.38508863409931,-0.0898630173456473,0.052097498354531334,0.11234900151061873,0.42244584259181045,-0.07972787583784405,-0.49407822478971575,-0.008796884352281074,0.9585822682248547,-0.39156893118790015,-0.2656952507688788,0.044757446040413665,-0.6045123117124109,0.04120129286607883,0.6472842097841178,-0.0952400048671901,0.46110257300267926,-0.11848757227164522,0.34415420122042284,-0.36526819309816816,-0.35094542119398225,-0.7235810644011824,0.05237393529540682,0.7643150497164967,0.20937899826843417,0.3066093133036966,0.2232641927760407,-0.0014761235562360947,-0.15581521252534755,-0.013073992972058017,0.7076497716491301,-0.18226890144281127,0.026290311634084854,0.04120420003170899,0.0678062413302451,-0.5783214108114562,-0.2228289731729874,-0.31151654867948064,-0.09721147275148978,0.2996347124399105,0.34233068534076866,-0.21212274260885858,-0.738149158579854,-0.06633774746640371,-0.041108679890781374,-0.669065234102118,0.8735169721136367
