May_4,May,April_4,February_2,October_3,June_3,April_7,November_4,March_5,September,November,August_3,May_8,June_5,November_5,April_5,August_4,March_7,February_6,March,March_6,March_10,January_5,May_5,November_3,January_3,October_4,February_3,January_4,April_3,August_6,April_6,June_6,January_2,September_2,August_2,September_3,March_2,May_2,May_10,October,January,March_8,May_7,October_2,November_2,February_4,May_6,February_5,June_7,March_9,May_3,June_4,March_3,April,July,August,March_11,April_2,May_9,June,June_2,February,August_5,March_4
-0.1526881400864495,-0.5379322171469082,-0.5105026887761053,-0.23702450650459536,-0.2382366596610099,-0.20574905213295935,-0.1892292535879782,0.3334255148419888,0.3979968574986467,-0.4152827266318115,-0.5585819194393747,0.1996082382695823,-0.17527502695610472,0.3427148788457334,1.0158984681162042,0.036307629446937884,-0.7352207363001625,1.2476987037910028,-0.9873379306304568,-0.445315932179516,0.15843363401782937,0.7613572760404267,0.4453918211750988,-0.4762051069441419,-0.10939555010723001,-0.2151803206740477,0.3122061068405204,-0.30786578242346313,-0.4562295437852591,0.16004995562728644,0.1383124944119159,-0.9107727376111311,-0.1979117050764466,0.07996289826038666,-0.4449261725738181,-0.5767425349517532,-0.38492130594935803,0.916031332846462,0.4187164253713884,0.04479506703043132,-0.19599722556827046,-0.6212008534243973,0.3874557071644792,-0.07264061043237242,0.027195579405900012,0.27814727774104436,-0.7529571111389887,-0.1464784978124657,0.4518576897641016,-0.43796141270579325,-0.767584498274495,-0.7685208413980322,-0.10296391444747079,0.03621655688895837,1.2891676526202658,-0.5837058524323142,-0.8699120115287213,1.0795181902538138,0.08545918761604586,-0.43663881213971595,-0.21863556540843707,-0.4367148964861736,-0.7517888600673353,0.19636694185074097,-0.44813907168124056
-0.43427699887311083,0.14387474700970448,-0.23930702269175194,0.043111706285952296,-0.2382366596610099,-0.20574905213295935,0.24703480086774854,0.3334255148419888,0.526022872756089,-0.4152827266318115,-0.5585819194393747,0.1996082382695823,-0.7670875956198183,0.3427148788457334,1.0158984681162042,-0.2968765556375917,-0.7352207363001625,1.0386957896441131,0.07570393189928211,-0.4649588515830484,0.5423615436361243,0.12562740061686306,0.46901411934562565,-0.3761835962805085,-0.10939555010723001,0.2193726788131987,0.3122061068405204,-0.176187815325908,-0.05136685477096936,0.38781862049509475,0.1383124944119159,-0.6141877397962057,-0.1979117050764466,-0.12940712889698808,-0.4449261725738181,-0.5767425349517532,-0.38492130594935803,0.4220439545659669,0.4106790543856163,-0.29944437733348955,-0.19599722556827046,-0.9730942002266274,0.44938720574207536,0.08194856710229384,0.027195579405900012,0.27814727774104436,-0.9506202765702513,-0.11504296975722376,0.3301672033961611,-0.43796141270579325,-0.2941134230081213,-0.5440927370226987,-0.10296391444747079,-0.43339061385227806,1.3564950474680648,-0.5837058524323142,-0.8699120115287213,1.1562884267760927,0.22948981943207347,-0.4056112676369114,-0.21863556540843707,-0.4367148964861736,-0.365346492974546,0.19636694185074097,-0.35296437147776305
-0.4918363142180986,0.0625575075296605,-0.4902692898269544,-0.15432294579808492,0.024234193001395322,-0.29252499709405966,0.6278716696759986,0.4082717124663253,-0.15048144401757801,-0.23428889721946397,-0.8017319918332216,0.403886952247133,-0.22522283936669446,0.7782583154722837,0.9216313222138721,0.01388183081614643,-0.5577137942432718,0.5664934134681042,-0.6002636182357177,-0.248270029451707,0.3138231099113293,0.5725863393856058,0.7240279561632957,-0.22353501406988285,-0.31194005438113387,-0.07101042808338807,0.45156575699299284,-0.03286652085943093,-0.3627335952596733,0.013504816087398265,-0.5283161423663179,-0.5194069604531253,-0.15443492633642444,-0.0750909607784969,-0.3131042279722117,-0.5801051144228617,0.08215968025801729,0.16792697292377864,-0.18058306991837278,-0.27170649103869005,-0.19521935416896888,-0.39639476958460546,0.5435999742776135,0.4355832639634582,0.14790708629133276,-0.20660847609752722,-0.7583244002358249,-0.2717827086309954,0.5971419354463092,-0.49438624990045027,-0.20609146015017468,-0.24569384227925337,0.06665706715959653,-0.3122880024164149,1.3016162951270511,-0.5788032716718338,-0.5429359982850461,0.9181376341944885,0.1186328046289084,0.14621436508451857,-0.044665049285071576,-0.33806667930616763,-0.8982434486280256,-0.293017458485795,-0.42194798110539233
-0.4250016620871952,0.10507264705838411,-0.42906199674509843,-0.40500029877409316,-0.29229616395313873,0.042752730740205,0.33922870897245055,0.11878159667320934,0.26303596083524217,-0.43731918141547776,-0.7963250545856004,0.23558885976550947,-0.32177983603859456,0.5869212173055269,1.0289213940188944,-0.14754010785983168,-0.9747814431563285,1.4248532135865268,-0.1864134800475705,-0.3941587881729193,0.09501301718299793,0.34817222779265067,0.9034973920234142,-0.19480569517119703,-0.18600193234751328,-0.09501604786933296,0.1410572250398739,-0.5377935953246162,-0.07501267235570587,0.05606924811442615,0.10480871283749563,-0.39441129804428005,0.06204038839436181,0.00754748739038022,-0.46510355330868,-0.554865456681721,-0.49697565648238323,0.30783922286350246,0.46337142418468913,0.34234503158362617,-0.045162476520354766,-0.3677738126434629,0.11955664232124,0.38001157702964905,0.19729576034149346,-0.08367978730467675,-0.9138049241634298,-0.13470792124742223,0.7849889344629881,-0.520011773962251,-0.09207959846313699,-0.7480836601556045,0.2031423302967657,-0.5030840627440053,1.2633939871972883,-0.2481830182071475,-0.40812638816260416,0.534954134459655,0.4209072870474992,-0.23654147576136694,-0.12343395834846593,-0.5385515808373452,-0.49718513043651275,0.15519462602646514,-0.1382229426530566
-0.10019702527030154,0.5196447667011953,-0.32799414269884547,-0.28609072899419635,0.120233824079204,-0.230355815019736,0.33039240816569504,0.6399839000618474,-0.3108832253307927,-0.41832304960141,-1.0226866156910026,0.31896025524857563,-0.41973918143544064,0.30906857164360846,1.1210744693402368,-0.011438671656483372,-0.31483376404821223,1.1853281206019597,0.17443518715260306,-0.7097378642605805,0.33844959749835946,0.4147365070201987,0.5744075651578007,-0.468695021623811,-0.3465465602775482,0.2189755125705811,0.18638191045235286,-0.10055504336803725,0.28664254787854115,0.0004227425310494304,0.04324607310536035,-0.03185234106504227,-0.39756402960459125,-0.1884034831200728,-0.4574590049055116,-0.487195696262111,0.17253055679459234,0.5320388580810754,0.2929132703576163,-0.23552033739250208,0.08244798330104383,-0.7854663101784823,0.17581043709262406,-0.17178166245002086,0.5262817042114281,0.18552778790727553,-0.9563406270755967,-0.30651038854287777,0.4737530278512537,-0.319447988957003,-0.7883507320999729,-0.028512587460368992,0.051981736630952624,0.4767939451606294,0.467631345563139,-0.5711147609165,-0.37552773231638514,0.7242964191263798,-0.04949264791897694,-0.3122049403618413,0.5724829939815793,-0.7838878440379032,-0.5841003351626683,-0.17362126208249096,-0.5386991392818224
-0.5860504588867901,0.0486458262837661,-0.7114807929297577,0.18590528646045557,-0.48502548858981487,-0.3698288511047704,0.22468092427167416,0.12438447707009402,0.5337219641814742,-0.44755278273192634,-0.36311413394461173,0.2942928187234364,-0.5258455171280828,0.29398220462950897,1.2807692476980785,0.031906520583516056,-0.036195532876381484,0.7436445575008209,-0.31532826149167914,0.07850332895156202,0.3800994935033095,0.5128224706113501,1.0031371881498585,-0.27864136532265266,-0.2572438935959318,0.009507204846108001,0.6134510764611367,0.04539636439160091,0.12415826825798397,0.4279175391492944,0.12597767795852025,0.07423410565562122,-0.320099256228342,-0.08612745113640069,-0.666161300614064,-0.6976805520104872,-0.4002121532819097,0.40575239635046456,-0.213229386909916,-0.28178956596420557,-0.25522304084053116,-0.07965823257451439,0.32527487535091293,-0.2614890462128695,0.15951896539334406,0.4979400456978,-0.8276680302150766,-0.38943591206370937,0.5307813555857661,-0.39979208223141977,-0.19907935114710307,-0.5174728797573018,0.3326040063332709,-0.34364193052475056,1.0437449282466624,-0.10077499542161747,-0.29368759064741856,0.830957572864683,-0.19540604999180095,0.16040989301130096,0.07179655144974592,-0.33616562446046355,-0.9806127485767221,-0.18684766965685715,-0.2597386059019314
0.041169686027459185,-0.1858632147714803,-0.02315151337581961,-0.45390867360941484,0.061112567235675125,-0.12742872244000855,-0.024625575988980714,0.83290572470851,0.18189699496925907,-0.28879147067542066,-0.21972950199351088,0.3597536900561098,-0.04381017492521275,0.23698845828555717,0.6927862580568123,0.013617916293395654,-0.29205085810160414,0.8143685688145189,0.15486661388398135,0.06814761426203833,0.2727484384391964,0.401598665918974,0.3573089950632921,-0.20771731682518024,-0.4261765198866601,-0.015803107477060735,1.0083876751996619,-0.3410732809480305,-0.4471221489034103,0.33245944685784956,0.4026196354950784,-0.0936503776876467,0.0225080300028785,0.12968705040616132,-0.12969786046628468,0.17041162060284765,-0.5576578465255174,0.4823983226429605,0.28243198104429307,-0.03394823595322452,0.2564547805677075,0.4323932849469637,0.2245141906732581,0.05202390663173562,0.10323526799914137,0.2588995416910261,-0.5579631502737538,-0.41484760639824286,0.3196390027219689,-0.4489849592790805,-0.2363497300872563,-0.189290932458126,0.3533375213031565,-0.5571086054511492,0.8131236859987878,-0.2705397996879472,-0.24197190495854864,1.0275097565265106,0.34438021977803057,-0.08000736044614608,0.16602472225002482,-0.6099949020193202,-0.7722012129365883,-0.47803855553596214,-0.1896563665506271
0.3832461839859085,0.0435874933307341,-0.5889952286629052,-0.055207806586028384,0.12332151011220518,-0.4336577605833827,0.22944375740311634,0.30881747717304325,0.1302830677700073,-0.29365731286944163,-0.8901823066556213,0.110737200407132,-0.3911649695287077,0.16907603825934664,1.354658569936754,0.32344751956855566,-0.33732464932146405,0.6286491455020612,-1.1795228580344943,-0.1228352550047381,0.5333886114301328,-0.018096017917771236,0.8128973700934787,-0.4170652655448604,-0.6075924902628383,-0.14563565568035153,0.7362337883545519,-0.3064121394099901,0.2916039114954721,0.15391821249186521,0.026276199553450057,0.03075545267588564,-0.15823408276719952,0.044975799924798464,-0.27298468770253353,-0.4916859644479212,-0.20906166250438032,0.4380912107623842,0.8449751968524831,0.18992432783487853,-0.11587619318173845,-0.3506912818864599,0.3236527483457215,0.11468072819723846,0.015577328561560504,0.5480601395424067,-0.9757613803546915,-0.4664222600405423,0.30648363668512024,-0.32300856163706254,-0.2705813468794664,-0.26731806870271724,0.2514087272634821,-0.1672373990617214,0.6229443154382933,-0.13809265556105643,-0.3933904047479924,-0.257120124725768,0.010623631650499243,-0.4186590446122468,0.6154162685783371,0.24400878169611423,-0.4287672907859811,-0.12669981890602736,-0.6131823006412767
-0.13720270606249066,-0.07613896298877462,-0.47988400575494716,-0.2703883148780408,0.12690535678990633,-0.004318477090764612,0.16775332118819009,-0.06150944237749601,0.5521243174768763,-0.24151232442665516,-0.38334876068101714,0.6194242375450001,-0.26122721454384645,0.3325526138568944,1.1027483475534976,-0.0039771947512270145,-0.2697182923955682,1.4172572407779838,-1.014915245204605,0.038818672036879776,0.17011912939306617,0.28131525648286804,0.5720657347516932,-0.09661796968775073,-0.23515750899820873,0.4931787067735076,0.378488358592913,-0.058842001179790646,-0.24944375355016407,-0.031013166661536206,-0.17831435721032676,-0.6466558878018343,-0.15137583088775727,-0.025454875722388248,-0.5571835617057944,0.3363166298032363,-0.2837693700521289,0.6723809298104448,0.49576251201756394,0.38335264676089403,0.2617389681762837,-0.14724134348204393,0.4055975637311585,0.026789347799057582,0.2282938394248396,0.5697541139030217,-0.937847853862164,-0.1949217982579132,0.19556005588084957,0.06468248042213125,-0.04590912598257426,-0.46293282218304965,-0.30838890478087344,0.11154690305007806,1.3816698857761123,-0.3835031736114263,-0.11332951327856067,0.6964995711228847,0.44344047778741924,0.0983769946441666,0.057047003998733525,-0.39374215803367035,-0.4638990268351648,-0.2145394960066289,-0.5789749158720003
-0.39674583083181825,0.3066093133036966,-0.37440974724102716,-0.19526390765924043,-0.31050143764613436,-0.3240681962543162,-0.0035049263047808067,0.24549472609650805,-0.11491342496050927,-0.10921061467823154,-0.5544971791142322,0.20937899826843417,-0.571863008699174,0.37017591663271476,1.0284506156992723,0.3121843042512466,-0.5783214108114562,0.7110227969668346,-0.44939986528537584,-0.21724371713112492,0.48541417561714423,0.16688283225839096,0.5092671066676484,0.03960979737066675,-0.34757143861550877,0.2879063165453253,0.07864819791730474,-0.26657833358479155,-0.3387206185051364,0.05964547863752482,-0.02716376384819272,-0.06633774746640371,0.011401659648900896,0.2232641927760407,-0.45708042616745825,-0.5282508273489833,-0.5710112686559301,0.3530228501807076,0.4068236719283359,-0.31211468617074184,0.026317909404274704,0.3768161189355238,0.1585436445099068,0.08274984304590258,0.337291104186005,0.33749374425476664,-0.5611151242529675,-0.31151654867948064,0.25412970379696465,0.010042679166788242,-0.16098449348485164,0.12206385387169938,0.35247540747055356,-0.09587528026669603,0.44475085701748895,-0.3377496021311972,-0.44355526012414437,0.2760367016666186,-0.21212274260885858,-0.43677011031846774,-0.057090375819911054,-0.16969047416848523,-0.4340690669803928,0.12387250990974846,-0.33108102777430676
