August,April_6,February_3,November_7,May_7,May_4,April_11,May,June,June_2,August_2,May_6,November_11,November_3,November_6,July_9,July_8,March_7,October,April_5,September_2,November_5,November_9,July_3,July_6,July_7,August_4,January_3,April_8,March_6,April_4,November,June_3,May_3,November_2,March_5,April_10,April,July_5,March_2,September,July_4,February_2,September_5,April_9,May_5,May_2,March_4,January,September_3,November_10,November_8,December,July,April_7,February,March_3,January_2,July_2,August_3,September_4,April_2,April_3,November_4,March
-0.469484055702695,-0.19290677584240318,0.4831857805637756,-0.06900083474742066,0.056522818440219086,-0.17527502695610472,-0.13979758742099962,0.4187164253713884,-0.6637955549119382,-0.2709347277184708,0.3970923883814393,-0.43663881213971595,0.5768621269181917,-0.10939555010723001,-0.3218047811741639,0.7818234406901183,0.05901352794787131,0.187249114332917,0.09861331284613897,-0.1845708502281885,-0.2760573326597046,-0.38483318633811214,-0.2732911177144445,-0.3526447000577337,-0.6165851553426501,-0.3278984446483821,0.20108823484563929,0.07996289826038666,0.4235674590887032,-0.40122099956022594,-0.7722537261136324,-0.11852806537841826,-0.4522107127863645,-0.22443681601585327,0.33567352964293506,1.2476987037910028,-0.09902987190634219,-0.22142827330270953,0.18479157408260274,-0.2328217190305652,-0.37647546416446526,-0.6103232632328173,-0.005873099764860473,-0.08068741292377278,-0.6718889102696728,0.7293132324458104,-0.1464784978124657,-0.8106740851091145,-0.7335211893966193,0.7799636920325878,-0.8401199895545765,-0.27330140855813007,-0.1617468821747338,0.9261661886292922,-0.45399230485954506,-1.001858340487812,0.1357708056488971,1.0243500756051187,-0.5998030268191388,0.14748186942346983,-0.012602781975984585,0.10876362847172358,0.08545918761604586,-0.01780069699926969,-0.9071541926735976
-0.469484055702695,-0.15595029547232075,0.11614467836198639,-0.06900083474742066,0.6507869575250087,-0.7670875956198183,-0.34326232807557683,0.4106790543856163,-0.6637955549119382,-0.2709347277184708,0.3970923883814393,-0.4056112676369114,0.5768621269181917,-0.10939555010723001,-0.3218047811741639,0.7818234406901183,0.05901352794787131,-0.14391193228096893,0.09861331284613897,-0.2492538281800342,-0.2760573326597046,-0.38483318633811214,-0.2732911177144445,-0.3526447000577337,-0.6165851553426501,-0.3278984446483821,0.20108823484563929,-0.12940712889698808,0.4117857868071225,0.33145148823000287,-0.4679714383526394,-0.11852806537841826,-0.4522107127863645,0.0777064920383527,0.33567352964293506,1.0386957896441131,0.111644029592979,-0.162149962943373,0.18479157408260274,-0.8316194499388675,-0.37647546416446526,-0.6103232632328173,-0.4316959512777826,-0.08068741292377278,-0.2796136371417915,0.8021472703955748,-0.11504296975722376,-0.044679012647524816,-0.186654714090445,0.7799636920325878,-0.8401199895545765,-0.27330140855813007,-0.1617468821747338,0.9261661886292922,-0.9987052998690515,0.21237476092012567,0.43003361401001167,0.7375225095910537,-0.5998030268191388,0.14748186942346983,-0.012602781975984585,0.5955696050526268,0.22948981943207347,-0.01780069699926969,-0.4435768389366979
-0.7206829721847703,-0.2710616247163805,0.4719964235907753,0.1370348272717699,-0.1178359003733486,-0.22522283936669446,-0.17624532465108242,-0.18058306991837278,-0.4661953274774023,-0.6945182141641555,0.3171888288843165,0.14621436508451857,0.6566677386143819,-0.31194005438113387,-0.7566495107122456,1.1997483229533834,0.19800563420125744,0.07162387235958195,-0.09838628668946163,-0.3179359630464083,-0.5450579728877688,-0.647345425038437,0.15535718609082524,-0.48744241464727983,-0.4005043850187367,-0.3039253125248349,0.4874593489512351,-0.0750909607784969,0.45592490603444824,0.1527748026934991,-0.47517816283953906,-0.4194535689394197,-1.1627910204392113,0.56964202116134,0.13039952276792116,0.5664934134681042,0.053781901395868,-0.07825670936624313,-0.060795740965579534,-0.32540471550259975,-0.3497004146280002,-0.7684689209545279,-0.17098315588021454,0.04782589023557984,-0.2992340360351138,1.6545489733368255,-0.2717827086309954,0.11089170384647848,-0.2858558546956915,0.28078609275072447,-0.23285203829573206,-0.33351377377356156,-0.1439416384487105,0.6199984766864237,-0.7719536967998948,-0.4990561789223751,-0.032557995868839416,0.7076072689676508,-0.506850289717925,0.17263561934397278,-0.4002639345895675,0.308116029795803,0.1186328046289084,-0.04583138759426432,-0.9856555406580858
-0.2702989025817338,0.42443699883282304,0.42050098396961555,0.07611063468512973,0.5735029457913147,-0.32177983603859456,-0.3503893892199322,0.46337142418468913,-0.7828569700371933,-0.7167530242077668,0.29254584036695036,-0.23654147576136694,0.6395286924336486,-0.18600193234751328,-0.5100822194918709,1.2315466745868482,0.23858910795888377,-0.24792057311977211,-0.4263834219837062,-0.01929187731472702,-0.6601453182333907,-0.31054778840709873,0.169538707357848,-0.5255022297947826,-0.5901153577292284,-0.40585217164664894,0.3419859303751864,0.00754748739038022,0.3676070192247203,0.6123212658989485,-0.8990895815947404,-0.34706847707278193,-0.9842964946702776,0.4177765633387921,0.14114792680092952,1.4248532135865268,0.645205136097507,-0.38182104485923746,-0.09052473363205155,-0.5240138810189231,-0.045315872806511975,-0.643359618650249,-0.037530868262849675,-0.07331539921549875,-0.29131393936377903,0.6455964276102115,-0.13470792124742223,-0.08577850914266069,-0.5030964839017189,0.12462671522844604,-0.34621263008690994,-0.322447599577666,0.15737885696504497,0.8870353087750709,-0.8213252518073745,-0.007917752578337753,0.23427447562932038,0.5549188492301057,-0.3222035779318099,0.15940523127188783,0.11043784886175831,0.2454586615137567,0.4209072870474992,-0.26557558198381187,-0.320711974770157
-0.7941879445945458,-0.11567392691822932,0.15894410493556216,0.07061156753573125,-0.20122127871900425,-0.41973918143544064,-0.45775463383211795,0.2929132703576163,-0.44471564788012025,-0.8683609215499953,0.17554631095519757,-0.3122049403618413,0.7695975996993825,-0.3465465602775482,-0.5674858290670611,0.8553898574863225,0.32679855243169853,-0.14989704454530267,-0.193307502356352,-0.03175801043226026,-0.6276611809867504,-0.2988077825229479,-0.21060010790167977,-0.5960758747955034,-0.5037460794813979,-0.1757783903704814,0.6747871878714907,-0.1884034831200728,0.4081891270263094,-0.10602696351874619,-0.11151264449106729,-0.11556226930311639,-1.1274671289626481,-0.0682822311146482,0.25661674087314956,1.1853281206019597,-0.15328255297966975,0.41830202439903547,0.2585276528587758,-0.18031986127675595,-0.10540759116726013,-1.0726062196288872,0.19428454182725274,-0.19661320132870833,-0.40232569949112096,1.2812860862987452,-0.30651038854287777,-0.43358070717816366,-0.09090331622488057,0.43773898007480466,-0.5268036771421599,0.16257792298032642,-0.08223558745189408,0.8847286279011632,-0.1265641353396546,-0.8200508009911727,0.140669886009045,0.6469706469037517,-0.522520780878206,0.08462671118829306,0.14427732802981996,-0.3092948027267318,-0.04949264791897694,-0.054766630250833934,-0.5453581452712125
-0.8100972806098286,0.022826459730871242,0.5224598008267154,0.07566974308503907,0.8682952567515277,-0.5258455171280828,-0.22178790035162116,-0.213229386909916,-0.25073137750450597,-0.2566658693927655,0.34105607524755593,0.16040989301130096,0.5028139889507026,-0.2572438935959318,-0.526130327600915,0.3701093950196117,0.2843669346123971,0.14847222529599038,-0.20464044318019056,0.15396749350010683,-0.3535325121197964,-0.5486188926962701,-0.10133560748284733,-1.0213022235531515,-0.4227462433719711,-0.010463416726919236,0.6021585129046245,-0.08612745113640069,0.259238925648532,0.16780708223128726,0.025483631173599523,-0.33184405639806497,-0.9643331785089065,-0.03903801053922157,0.2281030218745893,0.7436445575008209,-0.12960603207745497,0.3473071581020459,0.2941433694304269,-0.4494885555272893,0.19137521667355964,-0.42045360972006757,0.27648652948584695,-0.24831065777228598,-0.18760488786969196,1.0565600059319404,-0.38943591206370937,0.131193387557204,-0.1650872480360585,0.21929524979413015,-0.36582789560572065,-0.7372555575566011,0.15681551467891228,0.553491532447609,-0.23131102320242855,-0.7775228057975919,0.18419923175840125,0.830451411478645,-0.5921745291436477,0.061596186563395314,0.0541225233669501,0.5108506629281958,-0.19540604999180095,-0.053475579546275624,-0.2120495605189928
-0.17783275666450893,0.09092196342391945,0.014395286998427112,-0.043532332847664675,0.18459745982420608,-0.04381017492521275,0.1466270490361237,0.28243198104429307,-0.3689551137708588,-0.7446055989597239,0.38385843385770296,-0.08000736044614608,0.505898300752595,-0.4261765198866601,-0.6047040779276069,0.5802225843185707,0.1293784965413639,0.28708010165228903,-0.05608192697859424,-0.3910875386421786,-0.22661903419171994,0.07644300908731073,0.04046279599979248,0.02136811094980029,-0.28646063930748494,-0.4808730027025663,0.5798862050468023,0.12968705040616132,0.1274438161905914,-0.04520289822459208,-0.4609337984184257,0.07306519195167094,-0.9130124561192475,-0.1505360504696229,-0.0826175301559851,0.8143685688145189,0.09244868512030915,-0.15390224128777907,-0.012690325360106343,-0.529125920439657,0.01425172872727435,-0.3555433926431065,-0.38636964868304224,-0.3789212259430413,-0.17544614920424573,0.9142800708330365,-0.41484760639824286,-0.6808974546717457,-0.5392487599835512,0.5409385052187825,-0.7659380711369506,-0.07412503223771397,-0.4946945544266168,0.5655811458977401,-0.44248961295788597,-0.3616168934149702,0.06487323619096305,0.7813528573325361,-0.5633536689721245,0.4912430643612058,0.23787437402210207,0.10390330286360043,0.34438021977803057,-0.21077869469108443,-0.25908560231931693
-1.0102838324834515,-0.17724374953523186,0.1718138544107065,0.2321781536016076,0.14534105976232797,-0.3911649695287077,0.11182301274051115,0.8449751968524831,-0.2860065610828223,-0.718018538776084,0.6805636423759132,-0.4186590446122468,0.4037496687018262,-0.6075924902628383,0.09737989996490058,-0.2629518990400921,0.3354188134401426,0.22673642333892727,0.027376440325880075,-0.07412037468581961,-0.5058442926961402,0.15240611112802746,-0.19312631610022105,0.3513544673759324,0.1571087673115542,0.042816585463814574,0.5721638374877978,0.044975799924798464,0.2753636108902295,0.06598548168434848,-0.1870080410437447,-0.008137771525477674,-1.0739559220160786,-0.01617392340884811,-0.04308092729315827,0.6286491455020612,-0.355388082321402,0.21895380731946448,0.4535978798646706,-0.06869998275282893,0.13183917027212025,-0.2615527300196007,-0.0024654534257256,0.09598788224332194,-0.5214801968851894,0.9185989593068691,-0.4664222600405423,0.07933554156845249,-0.5122806051543775,-0.11493531511633545,-0.37959824008880416,-0.09581566124131019,0.10573605655936341,-0.055792533054973587,-0.1482054915907353,0.008990211425126841,0.6118421220276923,0.8057240337335083,-0.2280928676802984,0.6812523439781448,-0.4311666513414009,0.3853102829661507,0.010623631650499243,-0.21190107069563327,-0.17977777056516916
-0.4265082670614177,-0.057897223863328504,0.44570786030432863,0.27465590152356384,0.3332501907035451,-0.26122721454384645,0.07777031506240947,0.49576251201756394,-0.7531158392705235,-0.9875191778181848,0.965104665703784,0.0983769946441666,0.5765964770000086,-0.23515750899820873,-0.340669004973991,0.16724788884120773,-0.06119766460208596,-0.30322242445826636,0.30313882174011,-0.37195382850362696,-0.5805078794164564,-0.007882295936773573,0.32117120471618954,-0.3049342476003536,-0.6049226694663927,-0.0030984199742921086,0.42486427220300726,-0.025454875722388248,0.5900729564627454,0.16675410767840892,-0.32077041338156775,-0.0967382927522441,-0.5201722706924787,0.310833850453315,0.0553249460127059,1.4172572407779838,-0.013598348153795993,0.040953702593058014,-0.13079299353963605,0.5388239338325284,-0.2373584074927618,-0.4298958173716675,-0.3619000144562087,-0.14624771076175724,-0.5309474207198831,0.9772271758694139,-0.1949217982579132,0.05472736701421542,-0.4535004382117852,-0.07365432653705119,-0.4776779474207569,-0.3072552450027431,-0.1748632878494633,0.8967211791276425,-0.5599618567227646,-0.526624239092692,0.31339571510388164,0.4405868205693918,-0.7144551579329121,-0.15223028305779604,0.020960262545136013,0.41665631868821495,0.44344047778741924,-0.35387714172071316,-0.16262708029853207
-0.5890035697861729,0.37709555936045386,0.26180441864793963,0.08132023286123895,0.44670903591240485,-0.571863008699174,-0.1545378290571101,0.4068236719283359,-0.6226749518914304,-0.49407822478971575,0.40141232194382986,-0.43677011031846774,0.42244584259181045,-0.34757143861550877,-0.5837323036416948,0.9585822682248547,0.16570370445954175,-0.0898630173456473,-0.21078525375553037,-0.07972787583784405,-0.408226550291249,-0.2656952507688788,0.11234900151061873,-0.550967863650885,-0.6045123117124109,-0.008796884352281074,0.46584897886199494,0.2232641927760407,0.052097498354531334,0.34415420122042284,-0.11208738268501078,0.030241489992116566,-0.4551775589574883,-0.0952400048671901,0.005807755281517689,0.7110227969668346,-0.37283276584450886,-0.06989480160051785,0.04120129286607883,-0.15581521252534755,-0.02051512902281117,-0.7235810644011824,-0.13297524212096384,0.04401447266852974,-0.0014761235562360947,0.6472842097841178,-0.31151654867948064,0.04120420003170899,-0.35094542119398225,0.044757446040413665,-0.2228289731729874,-0.6508607406557756,0.0678062413302451,1.0857088484770987,0.026290311634084854,0.05237393529540682,-0.14798381731930527,0.8735169721136367,-0.738149158579854,0.15653456172574312,-0.09721147275148978,-0.013073992972058017,-0.21212274260885858,-0.29030168562833714,-0.041108679890781374
