May_3,May_5,April_5,March_2,May,May_4,April,April_4,August,November_2,June,October,November,August_3,September,May_9,April_3,May_8,October_4,April_10,July,August_2,July_2,October_3,March_3,October_2,April_7,September_2,May_10,April_9,May_11,April_2,March,April_8,July_3,January,May_6,May_7,April_6,May_2
0.5777658330708617,-0.17772668945635745,0.06122148786312763,0.2902311806213306,-0.18001904186745782,-0.14334258131620775,-0.4300543712815871,-0.12840940562140316,-0.11275884884653667,-0.5168602138410288,-0.3606763144027115,-0.9896907276575355,-0.07863835435007209,-0.35114889657598275,-0.07859748416663974,-0.6152894779520275,0.23869689085146661,0.2672634711352617,0.13913601303354436,-0.3112683328932863,-0.10872823807885403,-0.3675715026015058,0.05364270557653289,-0.672753667985605,-0.5678320584511034,-0.17459343303347394,-0.14385851861113574,-0.4849587685995037,0.45271235032737744,0.3557187731859316,-0.39267967767323686,-0.07785302584735729,-0.43544220784240073,0.15233997366937022,0.44047871980679715,-0.15034359150533985,-0.5328183829147862,0.5603120658870102,-0.2771897851378124,0.22955649558918625
0.8208558791119481,0.09260210568545733,0.4104916253869446,0.10974182936828822,-0.6159765642118961,0.5010637921912657,-0.5209121502405754,0.07655643989840868,-0.11275884884653667,-0.5168602138410288,-0.3606763144027115,-0.9896907276575355,-0.07863835435007209,-0.35114889657598275,-0.07859748416663974,-0.49784618346341836,0.569667193408844,0.213306000269891,0.13913601303354436,0.001579350958925363,-0.10872823807885403,-0.3675715026015058,0.05364270557653289,-0.672753667985605,-0.5250721584406205,-0.17459343303347394,0.06641733047007094,-0.4849587685995037,0.6751194516349319,0.30283197778666254,-0.465028319351226,-0.11749918896892655,-0.1921867686596178,0.16074645353621073,0.44047871980679715,0.1285284057032665,-0.8359329681674997,1.0677998426720252,-0.2975902171361559,0.1025149119721772
0.02122002062017289,-0.048000582663213776,-0.036226844741643116,0.009387385387192346,-0.17836666188317918,0.4230623495683491,-0.3583313519296421,-0.179883745909946,-0.6628309570988026,-0.49828871214553483,0.041914844764714514,-0.6716553966296506,0.26952572556533,0.19087170427385594,0.24093108634192126,-0.2989380492843398,0.7603453712172658,0.753562577840992,0.17379376754299802,-0.4955978264732326,-0.07461300000521745,-0.36176279126044486,-0.17088653509362273,-0.524452121159731,-0.614815198105131,-0.042936629160010946,-0.003255023251483316,-0.2127601935403633,0.8848832500915997,0.5023988702964886,-0.3666394911049733,-0.09065942558961096,-0.1740086529069296,0.2149117675926413,0.6212580627173556,-0.24280915135646366,-0.5590767834493108,0.5468534433643818,-0.3648357062661901,0.36768557855313344
0.5003324853022609,0.09582844128416373,-0.2784621920674478,0.2977991946834779,0.04617400234343852,0.6201118721225357,-0.08650053301702082,-0.0944892246856111,-0.15312817890270614,-0.34310757272205494,-0.17560849279422877,-0.31949325002760615,0.21456643570477532,0.07483172813747052,0.1530396767711939,-0.7141481295919677,0.8714777265372673,0.2891630387090738,0.15241333206318686,0.03419172376696518,-0.17342010840527772,-0.4210369214159325,0.009247886316867765,-1.0451203919308893,-0.2070009334099393,-0.2209457381670988,-0.06608913145978987,-0.14962322150896534,0.8710318618545316,0.2651897453298674,-0.6604576339720714,0.031246762376012538,0.16143098466565667,0.39406890255855576,0.44795249825247707,-0.059987535197480416,-0.7153202818366879,0.6095036524722686,-0.21328775855656654,0.38530834785611
-0.25181149145526505,-0.09962005556375067,-0.026178055583036708,-0.12019935852473947,-0.1825568959104365,0.8024526192386807,-0.3677801914093537,0.0356874856943807,-0.24521655697382586,-0.2977632713133229,-0.5759128941027156,-0.6997379350636697,0.2822856593478647,0.2679656823857596,0.27062635359326254,-0.9727638533710536,-0.22159947523464135,0.4073510602557381,0.3410484547777372,-0.11340214059228595,-0.10196142812031861,0.02453197098231499,-0.33181406416352877,-0.620593558117487,-0.7486401443806443,-0.16465292721793828,0.38310317864563753,-0.21673339940627462,0.7754123392850281,0.3845516262961113,-0.16414530733923294,-0.14143704594065046,-0.03499924877812041,0.3208777536727358,0.5244104366959825,-0.04710507270900774,-0.48847573308831865,0.6162026646287455,-0.054554788669937675,0.24266021730444348
0.45834162503976184,-0.42737788452432873,0.63682787170714,-0.07663977917316855,-0.08109337746938734,0.3465010064249606,-0.15930151423464878,-0.17355652122280976,0.1338225851787488,-0.12570192910205505,-0.043847135006269286,0.11137402001676151,0.7729773788649856,0.027595161220043407,0.27766457596828453,-0.9058243534642387,-0.15960869856624632,0.2403137455278489,0.38957472037576374,-0.2970746615823099,0.20413074082343421,-0.3503382489088389,-0.12047247265097774,-0.5900225037158615,-0.5767251913101864,-0.4079835717856794,0.09543502905787987,-0.28582773009823664,0.7695781477289044,0.34774012116442066,-0.49245027709531997,-0.18245334538073688,-0.3920712336961274,0.35753245250544774,0.6894241577541307,0.10156538478333013,-0.1854029025244021,0.4098100005077551,-0.5677446802315433,0.12507217617734498
-0.11425073103489006,-0.1618928404281127,0.22526951766796244,-0.05894428449055503,-0.014260069450123591,0.4808507755925633,-0.36705248112453503,0.0036937969004235405,-0.6069143612500246,-0.29310926649710883,-0.560067399818662,-0.9253285530376871,-0.12925352930575937,0.2083104394970031,-0.05480121491939337,-0.45817531856708105,0.3705468519445725,0.517479169224793,0.2107829503031566,-0.4559494418064574,-0.2966202360446447,-0.39683839210566296,-0.22502464324093843,-0.37552702067298216,-0.3044080049601359,-0.39785347645154184,0.4214657282822446,-0.526008818246295,0.849523248239009,-0.008111392111754087,-0.30506046310886725,-0.15102856191362624,-0.3622569744762944,-0.15642390889777455,0.3183549717822982,-0.015779481662884287,-0.348330016389125,0.5551304704379112,0.2351393088806337,0.11878267366360015
0.0752380173434716,-0.419049632975782,0.5629834448108127,0.7911456188642614,-0.21374243077036303,0.24804673057501747,-0.398509744442975,-0.08209528357214207,-0.12175436707496987,-0.2093508023658426,-0.018222990039905546,-0.5411436062816313,-0.2756037721520685,-0.15247862686435,0.6775745557648389,-0.8727713866541064,0.002076943955613156,0.12210665305330604,0.060066348313763916,-0.4825946154334945,-0.17223135308818038,-0.18123566225207377,0.32810997122788854,-0.526431061456002,-0.27041088171357364,-0.7675021703286304,-0.11101765106172366,-0.03064831886836783,1.0861395781382168,0.34415877077323764,-0.40896705386095966,-0.5447509875058814,-0.0056868516594269225,-0.33578278403340145,0.2226174013296251,0.04351119643788342,-0.6097867309424789,0.7071425782824339,-0.012081545273583835,0.7786947490333568
-0.34922000898497146,-0.25748477530721164,0.09339373070190392,-0.008521919808655382,0.18232555098269276,0.33137411626754754,-0.6730347146472264,-0.06037697570183574,-0.3399828366016665,-0.5392133162266807,-0.7815562098668138,-0.7477448848447176,-0.49666797250134487,-0.10833414155925172,-0.0925405441442439,-0.7644958162224198,0.4023678569437177,0.606392434373469,0.13332242780456224,-0.33835969633692053,-0.22008407818488565,-0.3520309365892553,-0.11321530393734958,-0.1287096458071973,-0.254287532699547,-0.5135147400536746,-0.6924512233730126,-0.14253001345553157,1.0683538720320194,0.32922957573277917,-0.055506453137104644,0.009850832071935323,-0.10174821850601623,0.09506626327404151,0.5384185397761122,-0.2810948046619167,-0.539790192093386,0.8126575771886184,0.029468740987147038,0.5508988969437524
0.5165211821066108,-0.29606535416455454,0.5771387292380891,0.16919992984171484,-0.3446504482209997,0.2506200362049429,-0.36984870746677573,-0.19387605910344652,-0.0737517554586004,-0.2513815573681038,-0.6241184629819361,-0.2276597434522149,0.6557142052499737,-0.030770828330043392,0.11719164164520282,-0.5747826013493463,-0.4046874522835362,0.4679681653994592,0.373434257749731,-0.5088952907093133,-0.19298475789954317,-0.36469619078041665,0.020400135886191176,-0.7314574738161735,-0.4614374186369796,0.05523521572140034,0.5272746173329846,-0.292447975591392,0.5519880039365953,0.34584479327929196,-0.19356943605188934,-0.23754950984906398,-0.14555428318855235,0.18036180349287861,0.31944822772183923,-0.41843729214459396,-0.5990310981072432,0.8405389690861573,0.12177790148917586,-0.3212980766790573
